Date,Bengaluru,Delhi,Hyderabad
2019-09-06,44.08,89.47,26.23
2019-09-07,45.38,83.26,26.13
2019-09-08,45.47,77.01,23.28
2019-09-09,49.54,126.43,31.13
2019-09-10,58.85,144.47,39.67
2019-09-11,60.37,174.33,52.44
2019-09-12,57.11,132.61,54.59
2019-09-13,60.43,83.22,39.18
2019-09-14,56.94,69.36,43.73
2019-09-15,50.11,72.61,44.63
2019-09-16,40.74,129.47,63.7
2019-09-17,43.3,135.84,65.7
2019-09-18,63.17,97.32,47.59
2019-09-19,59.79,62.19,42.83
2019-09-20,56.78,106.47,35.92
2019-09-21,68.81,96.29,56.75
2019-09-22,53.11,65.65,56.52
2019-09-23,50.88,83.33,62.68
2019-09-24,36.94,96.22,45.66
2019-09-25,32.33,86.31,34.73
2019-09-26,41.07,69.49,37.11
2019-09-27,75.73,56.71,30.07
2019-09-28,78.07,66.98,47.6
2019-09-29,87.7,51.03,65.29
2019-09-30,53.78,81.97,65.51
2019-10-01,68.99,92.41,62.5
2019-10-02,36.79,96.13,69.4
2019-10-03,52.83,143.97,72.14
2019-10-04,58.29,94.9,70.39
2019-10-05,70.53,108.22,75.69
2019-10-06,55.82,140.15,65.7
2019-10-07,60.1,137.81,81.52
2019-10-08,39.4,116.56,83.53
2019-10-09,46.37,182.89,79.18
2019-10-10,70.64,215.18,64.26
2019-10-11,79.81,203.36,56.51
2019-10-12,75.75,209.42,61.3
2019-10-13,46.8,255.42,61.96
2019-10-14,52.98,239.47,94.89
2019-10-15,57.89,285.26,100.99
2019-10-16,57.38,279.78,104.37
2019-10-17,48.38,245.2,94.64
2019-10-18,52.13,203.39,52.38
2019-10-19,37.64,174.84,54.35
2019-10-20,39.02,203.14,51.18
2019-10-21,41.14,235,46.72
2019-10-22,35.11,213.26,71.08
2019-10-23,35.91,268.58,70.86
2019-10-24,46.46,346.51,43.48
2019-10-25,42.75,270.87,56.62
2019-10-26,47.6,290.6,42.64
2019-10-27,74.17,321.68,51.1
2019-10-28,78.91,420.35,94.5
2019-10-29,78,440.77,74.5
2019-10-30,42.23,454.35,72.97
2019-10-31,49.95,500.04,51.57
2019-11-01,77.15,584.15,54.11
2019-11-02,72.41,467.74,70
2019-11-03,71.78,706.58,84.04
2019-11-04,112.73,386.16,115.79
2019-11-05,144.98,296.98,157.6
2019-11-06,142.05,207.19,155.75
2019-11-07,136.66,292.56,125.56
2019-11-08,110.88,253.44,129.17
2019-11-09,102.59,230.5,146.94
2019-11-10,102.92,296.44,133.78
2019-11-11,117.91,380.54,122.21
2019-11-12,68.96,529.59,111.69
2019-11-13,81.26,541.19,120.38
2019-11-14,61.17,545.66,124.6
2019-11-15,65.78,576.12,130.32
2019-11-16,57.92,293,134.25
2019-11-17,64.16,165.5,135.59
2019-11-18,61.85,181.67,153.76
2019-11-19,51.01,218.13,159.66
2019-11-20,48.76,295.47,153.06
2019-11-21,78.55,363.77,137.03
2019-11-22,78.49,332.6,143.27
2019-11-23,68.13,224.14,146.29
2019-11-24,71.69,178.21,147.9
2019-11-25,69.94,213.67,152.32
2019-11-26,72.66,225.78,147.41
2019-11-27,65.25,128.1,141.73
2019-11-28,53.29,58.6,141.9
2019-11-29,61.34,100.29,117.76
2019-11-30,50.92,159.36,129.5
2019-12-01,42.5,192.47,115.41
2019-12-02,34.67,229.08,78.45
2019-12-03,55.3,241.56,80.56
2019-12-04,69.48,277.92,134.99
2019-12-05,91.85,416.79,152.49
2019-12-06,96.47,362.1,164.16
2019-12-07,71.64,348.44,152.67
2019-12-08,52.13,355.16,126.99
2019-12-09,56.84,311.58,111.21
2019-12-10,55.42,363.3,116.77
2019-12-11,63.74,452.65,122.45
2019-12-12,67.98,412.59,109.27
2019-12-13,71.83,124.26,69.75
2019-12-14,60.07,128.36,83.56
2019-12-15,66.09,151.57,78.64
2019-12-16,59.81,133.11,100.38
2019-12-17,61.09,140.23,129.71
2019-12-18,84.86,214.88,146.93
2019-12-19,77.48,385.13,147.41
2019-12-20,91.61,449.06,152.23
2019-12-21,89.87,353.94,156.27
2019-12-22,84.08,202.05,141.72
2019-12-23,89.98,240.19,132.56
2019-12-24,77.13,401.03,109.07
2019-12-25,71.87,258.28,123.2
2019-12-26,87.08,299.85,114.8
2019-12-27,87.09,371.45,119.06
2019-12-28,70.75,426.12,141.13
2019-12-29,73.77,500.15,149.05
2019-12-30,77.49,486.35,127.34
2019-12-31,84.76,338.18,82.17
2020-01-01,70.8,483.87,69.42
2020-01-02,62.73,439.31,56
2020-01-03,69.62,337.04,57.88
2020-01-04,106.81,327.22,106.32
2020-01-05,97.94,257.94,113.98
2020-01-06,62.08,247.47,101.12
2020-01-07,62.95,176.22,89.73
2020-01-08,74.18,145.85,74.46
2020-01-09,85.93,132.06,88.34
2020-01-10,83.02,203.54,129.65
2020-01-11,66.98,245.62,141.86
2020-01-12,75.34,325.36,137.74
2020-01-13,97.81,329.77,135.4
2020-01-14,108.24,163.67,139.44
2020-01-15,79.82,179.08,86.93
2020-01-16,84.68,197.9,65.41
2020-01-17,85.16,152.98,63.66
2020-01-18,65.04,198.24,74.36
2020-01-19,59.29,187.93,71.2
2020-01-20,82.12,225.67,83.38
2020-01-21,84.98,348.45,89.76
2020-01-22,71.37,296.98,85.47
2020-01-23,76.02,137.61,115.76
2020-01-24,84.68,151.81,128.53
2020-01-25,95.52,240.57,141.41
2020-01-26,93.93,309.09,138.48
2020-01-27,92.25,330.91,119.51
2020-01-28,98.54,149.12,105.71
2020-01-29,100.44,134.17,132.5
2020-01-30,107.2,168.43,149.58
2020-01-31,102.88,170.33,131.21
2020-02-01,105.15,201.19,83.63
2020-02-02,84.84,200.9,86.11
2020-02-03,80.75,243.43,79.23
2020-02-04,75,340.56,68.94
2020-02-05,74.45,255.41,79.91
2020-02-06,92.77,205.43,83.58
2020-02-07,103.19,253.82,85.67
2020-02-08,106.63,238.17,82.42
2020-02-09,111.14,247.62,67.47
2020-02-10,82.96,292.44,71.1
2020-02-11,77.23,306.12,80
2020-02-12,72.71,295.05,105.86
2020-02-13,86.81,179.78,130.5
2020-02-14,120.55,172.28,149.4
2020-02-15,129.65,174.78,142.86
2020-02-16,89.03,237.81,134.24
2020-02-17,94.89,282.84,138.05
2020-02-18,105.87,238.91,120.32
2020-02-19,97.46,286.39,116.05
2020-02-20,95.51,223.69,94.57
2020-02-21,72.85,85.49,76.37
2020-02-22,82.03,123.44,77.15
2020-02-23,85.26,182.2,64.14
2020-02-24,82.42,145.05,77.92
2020-02-25,97.01,224.02,107.78
2020-02-26,88.67,258.62,134.28
2020-02-27,92.84,203.77,108.25
2020-02-28,95.58,161.36,103.27
2020-02-29,95.45,115.82,94.49
2020-03-01,89.66,91.88,93.93
2020-03-02,115.89,203.51,98.66
2020-03-03,154.34,188.73,101.91
2020-03-04,118.07,193.79,109.13
2020-03-05,111.38,67.5,135.4
2020-03-06,83.19,38.5,85.6
2020-03-07,89.88,85.45,92.91
2020-03-08,84.01,140.22,68.49
2020-03-09,84.66,133.75,75.09
2020-03-10,89.64,160.91,60.08
2020-03-11,80.31,112.57,75.82
2020-03-12,78.55,155.18,86.96
2020-03-13,76.68,209.02,78.19
2020-03-14,72.04,85.26,83.27
2020-03-15,72.17,124.24,81.84
2020-03-16,71.05,144.37,68.18
2020-03-17,77.96,160.15,69.94
2020-03-18,72.55,162.56,68.45
2020-03-19,87.04,195.15,97.86
2020-03-20,94.45,200.79,72.83
2020-03-21,95.67,184.81,103.66
2020-03-22,66.88,134.46,85.6
2020-03-23,82.77,100.55,72.32
2020-03-24,82.89,103.62,59.24
2020-03-25,48.81,68.03,59.28
2020-03-26,51.53,75.81,60.99
2020-03-27,51.79,45.48,67.6
2020-03-28,45.75,34.15,67.08
2020-03-29,47.23,55.75,75.41
2020-03-30,53.57,64.66,65.96
2020-03-31,48.55,67.01,72.92
2020-04-01,49.89,65.84,83.65
2020-04-02,58.49,61.06,80.7
2020-04-03,69.87,62.69,69.42
2020-04-04,63.83,77.64,72.16
2020-04-05,67.3,96.88,57.17
2020-04-06,50.53,114.88,64.99
2020-04-07,20.84,94.02,39.6
2020-04-08,28.13,79.04,43.45
2020-04-09,32.12,76.32,61.5
2020-04-10,22.69,112.93,36.93
2020-04-11,35.92,118.1,43.01
2020-04-12,35.49,92.7,59.02
2020-04-13,42.98,136.77,66.35
2020-04-14,52.51,144.7,78.8
2020-04-15,50.11,190.98,68.75
2020-04-16,42.7,191.17,68.87
2020-04-17,50.83,89.58,75.93
2020-04-18,46.7,102.53,63.08
2020-04-19,41.6,73.86,61.21
2020-04-20,31.92,113.25,57.08
2020-04-21,48.52,87.27,42.44
2020-04-22,50.26,130.99,46.3
2020-04-23,48.49,127.82,62.7
2020-04-24,65.58,138.46,54.72
2020-04-25,55.47,85.83,72.38
2020-04-26,43.11,117.1,59.77
2020-04-27,50.33,53.02,56.45
2020-04-28,55.81,80.36,53.68
2020-04-29,39.31,114.91,37.73
2020-04-30,54.56,115.63,54.39
2020-05-01,61.29,143.11,53.46
2020-05-02,50.84,107.36,51.4
2020-05-03,56.07,83.02,80.72
2020-05-04,71.6,60.59,69.69
2020-05-05,87.56,115.91,75.39
2020-05-06,64.54,169.61,59.71
2020-05-07,72.07,88.35,58.71
2020-05-08,52.32,120.82,66.53
2020-05-09,60.98,126.9,61.16
2020-05-10,59.49,110.39,47.77
2020-05-11,66.73,93.49,82.55
2020-05-12,70.53,94.4,62.6
2020-05-13,39.32,159.2,54.77
2020-05-14,58.72,126.53,53.65
2020-05-15,46.71,101.93,56.89
2020-05-16,56.99,151.8,61.38
2020-05-17,52.69,187.24,72.72
2020-05-18,47.84,192.68,71.9
2020-05-19,79.02,208.65,122.45
2020-05-20,64,155.41,134.25
2020-05-21,60.44,163.77,118.03
2020-05-22,56.21,213.47,137.19
2020-05-23,62.59,209.49,147.59
2020-05-24,66.58,179.3,124.09
2020-05-25,57.36,162.41,97.27
2020-05-26,71.59,190.11,85.85
2020-05-27,55.23,161.76,90.2
2020-05-28,55.7,229.55,96.67
2020-05-29,53.37,66.66,79.56
2020-05-30,42.52,53.19,60.6
2020-05-31,51.62,40.43,60.07
2020-06-01,22.16,80.47,54.63
2020-06-02,19.43,98.32,31.29
2020-06-03,19.34,114.01,24.32
2020-06-04,30.11,143.79,28.72
2020-06-05,48.48,87.05,52.74
2020-06-06,50.12,80.49,74.58
2020-06-07,45.11,91.17,59.86
2020-06-08,48.85,103.27,68.79
2020-06-09,52.5,148.67,56.02
2020-06-10,73.07,156.29,42.43
2020-06-11,39.75,134.36,45.14
2020-06-12,35.21,152.7,35.96
2020-06-13,42.32,129.33,23.48
2020-06-14,35.74,150.28,22.79
2020-06-15,36.58,120.23,31.78
2020-06-16,45.6,107.99,20.76
2020-06-17,56.47,92.58,20.97
2020-06-18,63.66,100.62,33.09
2020-06-19,57.17,205.56,55.14
2020-06-20,47.55,108.73,63.77
2020-06-21,42.05,95.63,72.01
2020-06-22,40.19,77.48,68.3
2020-06-23,49.93,64.12,56.6
2020-06-24,52.43,62.61,45.4
2020-06-25,40.06,77.76,46.29
2020-06-26,28.66,112.08,54.96
2020-06-27,29.48,155.94,44.2
2020-06-28,26.34,308.65,32.18
2020-06-29,29.27,184.12,44.74
2020-06-30,24.26,91.98,41.95
2020-07-01,30.48,128.66,66.5
