Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2019-09-14,1.3,1.42,15.16,4.34,1.36,70.06
2019-09-15,1.19,0.77,14.92,4.09,3.81,34.79
2019-09-16,1.59,1.96,26.03,8.04,3.66,38.51
2019-09-17,2.16,2.57,24.58,13.47,1.81,34.08
2019-09-18,1.84,3.03,15.45,5.12,9.42,37.23
2019-09-19,1.18,4.65,15.18,7.47,3.75,42.96
2019-09-20,1.15,28.03,22.21,5.77,2.62,36.85
2019-09-21,1.44,3.62,22.37,5.95,3.56,40.05
2019-09-22,2.16,8.64,17.61,11.33,2.71,34.17
2019-09-23,3.26,5,18.72,12.94,5.65,41.13
2019-09-24,2.32,2.05,21.11,8.71,4.74,32.54
2019-09-25,1.52,0.39,18.14,6.41,3,0
2019-09-26,1.4,1.9,20.57,3.61,3.08,0
2019-09-27,2.63,0.96,18.35,2.6,2.6,0
2019-09-28,2.05,1.11,19.97,1.95,2.75,0
2019-09-29,1.54,0.99,12.63,4.41,4,0
2019-09-30,1.56,0.56,15.92,2.11,5.04,0
2019-10-01,2.21,1.05,18.36,1.92,5.99,0
2019-10-02,2.45,0.44,15.7,5.85,4.63,0
2019-10-03,3.1,0.63,25.96,7.95,2.89,0
2019-10-04,3.52,1.3,25.91,10.99,6.54,0
2019-10-05,4.65,0.45,20.58,9.44,7.62,0
2019-10-06,4.14,0.1,22.98,7.76,7.8,0
2019-10-07,3.96,0.08,18.65,10.32,9.86,0
2019-10-08,2.45,0,15.02,10.98,7.42,0
2019-10-09,3.57,0.9,30.69,10.33,4.98,0
2019-10-10,3.94,0.73,36.66,6.89,5.37,0
2019-10-11,3.77,0.56,32.36,19.01,5.88,0
2019-10-12,2.56,0.74,35.04,14.36,5.53,0
2019-10-13,2,0.66,38.96,13.9,5.24,0
2019-10-14,2.81,0.5,37.89,15.69,7.84,0
2019-10-15,3.37,0.48,49.36,8.25,9.26,0
2019-10-16,3.51,0.19,36.51,7.59,10.73,0
2019-10-17,3.46,0.08,30.79,7.41,9.73,123.36
2019-10-18,3.1,0.86,22.11,9.42,4.38,82.66
2019-10-19,3.71,0.29,33.23,10.88,5.73,56.29
2019-10-20,2.5,0.09,30.72,19.35,4,42.41
2019-10-21,4.19,0.52,28.7,14.89,5.31,31.7
2019-10-22,3.22,0.22,28.98,11.82,8.65,31.21
2019-10-23,2.21,0.04,34.29,15,5.21,50.96
2019-10-24,1.75,0.91,50.88,6.22,2.99,52.85
2019-10-25,1.4,0.13,35.92,7.25,3.23,45.26
2019-10-26,1.31,0.82,38.81,6.56,3.21,36.59
2019-10-27,1.86,3.84,30.4,8.51,2.49,29.44
2019-10-28,2.43,1.8,20.55,5.94,3.3,46.61
2019-10-29,2.32,0.65,37.17,4.56,5.9,53.86
2019-10-30,2.12,2.9,49.5,9.87,5,69.14
2019-10-31,1.93,5.87,60.46,10.91,3.23,50.15
2019-11-01,1.64,3.64,55.43,43.06,2.65,43.35
2019-11-02,2.01,2.74,35.45,25.82,3.38,39.51
2019-11-03,2.58,1.94,33.78,16.76,3.9,28.82
2019-11-04,3.59,1.45,29.56,12.67,6.44,22.54
2019-11-05,4.33,3.13,28.54,10.78,6.2,29.16
2019-11-06,3.25,3.11,30.45,12.67,9.49,26.35
2019-11-07,5.31,2.62,37.6,19.53,5.76,37.79
2019-11-08,4.44,3.05,47.09,22.45,6.51,48.66
2019-11-09,4,2.56,33.86,10.3,6,38.1
2019-11-10,3.12,2.57,29.59,7.92,4.98,31.14
2019-11-11,1.86,3.77,39.67,13.19,6.35,21.75
2019-11-12,1.39,7.07,44.03,8.32,5.76,31.95
2019-11-13,2.02,3.21,52.12,12.39,8.01,41.17
2019-11-14,2.17,0.89,65.31,17.08,18.87,43.06
2019-11-15,2.54,3.31,48.7,8.91,17.02,32.12
2019-11-16,2.24,1.68,30.34,14.22,25.61,24.78
2019-11-17,1.81,1.45,16.76,6.67,30.21,14.66
2019-11-18,2.18,1.55,20.7,4.26,30.77,16.85
2019-11-19,2.12,4.26,31.85,9.54,30.64,21.14
2019-11-20,2.49,1.14,45.92,9.99,19.66,21.41
2019-11-21,2.93,1.11,71.87,10.2,13.84,8.08
2019-11-22,2.2,1.01,56.68,8.68,16.56,7.38
2019-11-23,1.8,1.71,33.82,8,25.89,5.79
2019-11-24,0.85,0.12,20.71,15.34,21.64,4.23
2019-11-25,3.63,0.25,31.46,9.12,12.21,7.7
2019-11-26,34.24,0.48,38.41,17.15,10.41,7.38
2019-11-27,37.66,0.29,28.31,4.98,17.32,7.67
2019-11-28,29.42,0.34,20.27,3.6,17.04,8.32
2019-11-29,40.69,0.13,27.84,7.01,9.39,19.04
2019-11-30,38.94,0.16,30.82,6.55,14.28,6.95
2019-12-01,42.98,0.05,23.24,2.66,24.32,5.53
2019-12-02,38.23,0,26.64,6.32,10.22,7.3
2019-12-03,44.55,0.08,31.72,4.06,7.89,7.18
2019-12-04,35.35,0.06,42.84,6.71,10.15,9.22
2019-12-05,37.71,0.06,71.69,10.32,18.28,10.62
2019-12-06,36.06,0.09,57.33,8.45,23.71,10.52
2019-12-07,36.31,0.18,47.68,17.34,12.27,7.93
2019-12-08,34.84,0.08,58.12,9.84,14.6,6.7
2019-12-09,35.33,0.04,45.83,10.27,8.23,8.62
2019-12-10,34.67,0.08,50.04,13.65,21.08,8.41
2019-12-11,27.87,0.05,69.03,13.67,12.16,9.08
2019-12-12,37.62,0.04,38.83,6.27,11.47,7.4
2019-12-13,33.42,0.63,16.19,1.55,6.4,4.69
2019-12-14,32.96,0.12,25.36,4.98,5.69,6.15
2019-12-15,31.51,0.06,21.24,3.93,3.42,6.44
2019-12-16,31.67,0.11,12.91,6.84,4.9,4.87
2019-12-17,32.27,0.07,14.12,4.62,9.42,4.89
2019-12-18,28.05,0.07,22.85,5.72,12.35,7.68
2019-12-19,27.12,0.03,34.52,7.28,5.65,7.4
2019-12-20,29.36,0.14,39.35,18.78,9.52,7.61
2019-12-21,31.23,0.14,30.95,28.7,6.8,7.54
2019-12-22,35.14,0.04,17.14,10.19,5.17,10.59
2019-12-23,40,0.2,23.78,9.99,6.71,8.66
2019-12-24,40.29,0.71,38.29,7.71,3.59,8.3
2019-12-25,12.55,0.75,22.52,9.08,2.35,1.49
2019-12-26,21.3,0.75,22.5,7.15,3.18,1.24
2019-12-27,41.25,0.54,32.86,8.64,3.52,1.02
2019-12-28,44.93,0.03,39.22,22.44,5.07,0.98
2019-12-29,23.56,0.03,33,12.94,4.6,0.87
2019-12-30,24.96,0,47.12,10.92,1.69,1.38
2019-12-31,27.59,0,38.4,35.48,1.91,1.74
2020-01-01,36.19,0.09,60.79,44.56,1.15,2.17
2020-01-02,34.36,0.05,73.11,34.33,1.55,3.16
2020-01-03,29.06,1.3,66.8,5.49,1.42,2.37
2020-01-04,35.36,0.11,48.18,11.06,2.84,1.24
2020-01-05,39.99,0,28.9,15.93,3.64,0.82
2020-01-06,5.39,0.07,31.1,27.11,2.94,1.15
2020-01-07,16.53,0.03,24.51,14.9,1.46,1.34
2020-01-08,15.86,0.03,22.67,8.51,1.32,1.47
2020-01-09,15.04,0,15.34,4.32,3.57,0.93
2020-01-10,16.79,0,24.75,8.41,4.03,0.86
2020-01-11,16.36,0.03,28.3,26.69,4.92,0.89
2020-01-12,16.7,0.03,39.19,44.71,3.21,0.94
2020-01-13,19.3,0.03,34.26,10.6,6.51,1.11
2020-01-14,19.47,0.06,23.78,17.73,2.26,1.25
2020-01-15,12.19,0.03,30.02,29.09,1.55,1.32
2020-01-16,1.15,0,30.42,4.61,1.26,1.42
2020-01-17,2.73,0.02,24.4,8.56,2.44,1.99
2020-01-18,1.65,0.11,29.24,16.62,1.61,4.42
2020-01-19,1.05,0.03,13.77,11.51,0.77,11.35
2020-01-20,1.37,0,19.39,6.93,0.99,8.97
2020-01-21,1.34,0.04,39.27,17.24,1.4,8.62
2020-01-22,1.31,0.03,36.98,16.38,1.29,7.86
2020-01-23,1.4,0,14.04,7.05,2.8,6.5
2020-01-24,1.55,0,15.38,10.72,3.09,5.48
2020-01-25,1.61,0,26.36,8.78,3.1,6.9
2020-01-26,1.37,0.03,33.9,8.45,2.77,7.2
2020-01-27,1.47,0.06,36.87,16.88,2.18,8.17
2020-01-28,1.34,0.03,18.44,8.33,2.23,8.6
2020-01-29,1.8,0.04,20.67,2.52,3.83,10.04
2020-01-30,2.12,0,19.83,3.06,2.88,9.71
2020-01-31,4.32,0,22.19,8.33,1.26,7.22
2020-02-01,2.24,0,26.67,5.1,0.64,7.65
2020-02-02,1.6,0,18.46,4.68,0.54,6.35
2020-02-03,1.64,0,27.09,8.32,0.92,6.95
2020-02-04,4.12,0,47.2,11.28,0.72,7.31
2020-02-05,4.91,0,27.58,4.78,0.77,7.8
2020-02-06,1.47,0.04,22.63,4,0.8,6.6
2020-02-07,2.81,0,31.93,3.8,0.42,7.7
2020-02-08,3.37,0.08,18.69,3.91,1.04,9.31
2020-02-09,1.56,0,17.47,5.77,1.5,7.46
2020-02-10,1.89,0,26.69,3.42,1.07,9.49
2020-02-11,2.29,0,40.82,5.13,0.9,8.46
2020-02-12,2.7,0,24.48,3.03,4.37,9.02
2020-02-13,1.72,0.04,16.55,2.65,9.64,12.38
2020-02-14,1.69,0.05,12.11,1.35,31.35,13.6
2020-02-15,1.54,0,17.62,4.54,29.6,8.9
2020-02-16,1.05,0.05,23.71,5.7,16.12,10.59
2020-02-17,1.4,0.02,30.58,3.32,11.19,14.05
2020-02-18,1.09,0.1,21.19,4.13,11.44,7.22
2020-02-19,1.14,0.12,37.24,6.89,8.41,6.95
2020-02-20,2.64,0.05,11.89,1.14,4.52,7.46
2020-02-21,1.1,0.08,20.21,0.72,4.01,9.37
2020-02-22,1,0,23.92,2.22,4.77,3.17
2020-02-23,1,0,27.78,27.51,3.62,0.44
2020-02-24,1.2,0,20.9,22.46,3.43,2.89
2020-02-25,1.4,0,18.7,7.69,4.73,7.5
2020-02-26,1.15,0,31.45,3.97,11.94,8.77
2020-02-27,0.92,0,22.27,9.79,10.68,9.32
2020-02-28,0.88,0,11.61,19.47,11.92,11.6
2020-02-29,1.01,0.02,15.56,23.41,8.26,9.36
2020-03-01,0.79,0.05,22.27,26.37,6.89,11.2
2020-03-02,1.36,0.07,37.92,28.9,9.2,8.53
2020-03-03,1.76,0.08,39.09,26.69,5.63,9.24
2020-03-04,1.53,0.11,28.32,41.16,8.69,6.29
2020-03-05,1.21,0.21,16.39,13.22,24.47,6.49
2020-03-06,1.85,0,14.94,7.12,7.51,3.68
2020-03-07,1.14,0,21.14,9.43,10.62,2.21
2020-03-08,1.11,0,35.85,12.44,6.78,4.45
2020-03-09,0.96,0.24,17.48,26.48,15.93,4.32
2020-03-10,1.53,0,15.58,17.98,7.31,5.04
2020-03-11,1.43,0,12.04,15.86,10.04,4.55
2020-03-12,1.15,0.03,19.69,11.01,17.29,7.75
2020-03-13,1.17,0,24.39,4.4,8.79,7.12
2020-03-14,3.09,0,17.98,13.23,11.43,6.75
2020-03-15,3.2,0,23.4,3.06,12.18,5.19
2020-03-16,2.81,0,20.26,13.42,9.98,5.2
2020-03-17,3.4,0,20.92,10.18,11.57,6.86
2020-03-18,3.03,0,28.9,23.57,7.24,5.5
2020-03-19,2.03,0,33.51,28.32,21.63,6.36
2020-03-20,1.98,0,36.83,54.62,10.16,6.31
2020-03-21,1.68,0.15,33.82,27.41,14.85,6.62
2020-03-22,1.48,0.61,21.43,8.55,22.98,6.97
2020-03-23,1.47,0.42,16.08,5.31,7.73,4.62
2020-03-24,0.95,0.36,16.24,9.06,5.44,5.41
2020-03-25,0.47,0.21,13.62,9.04,4.75,5.5
2020-03-26,0.38,0.16,8.88,2.53,7.17,5.14
2020-03-27,0.37,0.09,9.17,1.02,2.1,4.96
2020-03-28,1.15,0,9.76,2.84,2.93,3.88
2020-03-29,1.48,0,8.31,2.8,3.87,3.94
2020-03-30,0.88,0,9,3.01,5.76,3.92
2020-03-31,0.43,0,8.98,4.59,6.36,4.64
2020-04-01,0.46,0,9.17,4.31,8.69,5.29
2020-04-02,0.52,0.02,7.85,2.2,6.22,5.42
2020-04-03,0.46,0,8.6,3.83,7.82,4.42
2020-04-04,1,0,9.64,4.79,9.39,3.72
2020-04-05,2.53,0,12.38,5.93,4.52,3.41
2020-04-06,11.08,0,12.8,3.69,10.42,3.54
2020-04-07,7.2,0,9.13,4.49,5.02,4.09
2020-04-08,6.3,0,8.24,7.4,5.92,3.95
2020-04-09,5.16,0,7.52,3.18,15.08,4.2
2020-04-10,7.31,0,11.45,3.47,5.01,4.19
2020-04-11,8.55,0,11.18,8.59,7.4,4.52
2020-04-12,9.9,0,6.87,7.26,7.91,4.55
2020-04-13,17.99,0,9.62,11.96,2.5,3.88
2020-04-14,11.75,0,13.12,12.04,5.53,3.92
2020-04-15,8.98,0,11.89,10.94,4.23,3.56
2020-04-16,9.63,0,13.75,12.65,3.58,3.48
2020-04-17,9.27,0,7.79,17.28,4.45,3.64
2020-04-18,3.7,0,7.55,12.74,4.21,3.48
2020-04-19,2.29,0,9.46,10.89,8.07,3.85
2020-04-20,2.23,0.01,15.52,6.37,8.43,3.6
2020-04-21,2.26,0,8.92,3.63,9,3.37
2020-04-22,2.56,0,13.9,6.74,5.18,3.59
2020-04-23,2.59,0,17.19,9.93,13.7,4
2020-04-24,3.18,0,13.43,8.29,4.25,4.11
2020-04-25,4.3,0,8.55,6.71,12.8,3.65
2020-04-26,1.68,0,8.42,2.83,7.86,3.4
2020-04-27,2.14,0,6.39,3.53,9.49,3.22
2020-04-28,1.66,0,8.3,4.21,3.39,3.05
2020-04-29,1.36,0.03,13.02,2.69,4.17,1.24
2020-04-30,1.36,0,9.27,6.18,4.26,1.82
2020-05-01,1.93,0,11.92,3.2,7.93,1.67
2020-05-02,1.52,0,6.42,4.17,2.39,1.58
2020-05-03,1.47,0,7.51,3.08,14.96,1.83
2020-05-04,1.19,0,9.98,7.3,3.59,1.32
2020-05-05,1.18,0,14.92,6.62,8.28,1.91
2020-05-06,1.51,0,13.31,7.05,4.45,3.61
2020-05-07,0.99,0.01,10.18,6.08,4.84,4.51
2020-05-08,1.2,0,13.41,7.47,7.36,3.8
2020-05-09,0.85,0.05,11.66,6.69,8.87,4.34
2020-05-10,1.48,0,9.23,8.22,11.25,3.4
2020-05-11,1.46,0,10.63,7.35,22.77,3.04
2020-05-12,1.61,0,12.68,8.02,8.21,5.86
2020-05-13,4.51,0,14.78,9.22,6.06,6.89
2020-05-14,2.55,0.01,14.93,13.09,7.08,5.61
2020-05-15,1.57,0,12.6,23.79,9.9,2.76
2020-05-16,1.16,0,11.64,14.31,12.68,4.45
2020-05-17,1.14,0,15.58,20.64,19.15,20.34
2020-05-18,1.13,0,17.66,21.28,10.28,5.96
2020-05-19,1.69,0.02,23.02,23.22,19.63,5.44
2020-05-20,1.53,0,15.99,11.58,20.02,4.06
2020-05-21,1.81,0.01,15.2,11.85,18.13,5.33
2020-05-22,1.47,0,26.42,18.42,39.42,5.31
2020-05-23,1.26,0.11,28.72,7.08,29.38,4.6
2020-05-24,1.79,0,15.43,7.7,14.76,3.8
2020-05-25,1.49,0.01,13.82,12.59,5.27,7.12
2020-05-26,1.95,0.51,24.05,15,5.63,8.87
2020-05-27,1.54,0.03,16.71,9.28,10.52,13.26
2020-05-28,1.83,0,7.56,1.37,12.88,7.57
2020-05-29,2.18,0,10.48,12.08,4.94,5.97
2020-05-30,1.96,0,7.61,0.9,6.51,2.38
2020-05-31,2.14,0,9.05,0.78,6.34,2.71
2020-06-01,2.56,0.07,16.96,1.6,11.28,3.32
2020-06-02,2.72,0.02,21.26,2.03,6.05,5.41
2020-06-03,2.76,0.08,20.14,4.75,4.81,5
2020-06-04,2.74,0.02,29.63,2.49,1.75,4.83
2020-06-05,1.77,0.1,18.02,2.23,2.81,4.18
2020-06-06,2.39,0,11.45,4.01,4.03,8.54
2020-06-07,2.63,0.02,17.23,4.85,6.41,6.79
2020-06-08,2.66,0.13,20.22,24.48,4.84,3.41
2020-06-09,2.57,0.02,27.6,13.57,5.52,4.24
2020-06-10,1.82,0,24.61,6.94,8.26,2.85
2020-06-11,2.25,0,22.43,4.57,8.63,1.81
2020-06-12,2.54,0,19.86,5.01,3.5,1.82
2020-06-13,2.3,0.02,17.4,6.68,1.65,1.49
2020-06-14,2.29,0,23.32,4.8,3.14,1.1
2020-06-15,2.25,0.05,16.58,11.6,2.91,1.65
2020-06-16,2.06,0,19.29,5.56,3.21,1.62
2020-06-17,2.64,0,14.6,7.39,1.66,3.45
2020-06-18,0.88,0.01,12.01,8.58,1.48,3.16
2020-06-19,0.94,0.02,14.04,6.18,4.58,4.28
2020-06-20,1.32,0,14.47,5.19,4.44,6.39
2020-06-21,1.55,0,17.57,3.9,6.62,2.14
2020-06-22,1.66,0.04,18.47,6.21,4.15,4.13
2020-06-23,1.6,0.07,12.99,9.41,7.24,3.48
2020-06-24,1.48,0,12.13,9.17,6.44,3.5
2020-06-25,1.52,0.05,19.18,15.01,8.52,4.68
2020-06-26,1.43,0.04,23.31,12.49,4.55,3.84
2020-06-27,1.18,0.07,19.99,24.19,6.72,3.07
2020-06-28,0.94,0,25.13,13.78,6.48,2.9
2020-06-29,1.17,0.01,23.8,11.58,10.83,4.91
2020-06-30,0.86,0.16,16.37,7.49,13.07,8.59
2020-07-01,0.65,0,23.57,2.62,16.51,5.5
