Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2020-01-08,6.61,21.18,8.67,13.23,6.19,8.47
2020-01-09,6.01,17.91,7.28,9.52,6.66,7.87
2020-01-10,7.71,9.65,9.44,9.53,8.8,7.98
2020-01-11,6.72,10.03,11.65,12.16,13.04,7.72
2020-01-12,7.38,8.13,12.35,27.16,14.43,7.34
2020-01-13,6.51,17.51,11.59,20.11,11.57,11.17
2020-01-14,7.03,23.68,9.24,7.87,5.04,12.28
2020-01-15,7.78,17.7,10.68,9.84,4.35,12.23
2020-01-16,7.7,19.88,10.44,6.44,5.35,10.93
2020-01-17,7.3,22.76,9.69,10.21,5.87,11.24
2020-01-18,5.81,27.29,9.65,10.02,5.17,10.92
2020-01-19,5.8,23.09,8.69,8.2,4.3,11.8
2020-01-20,5.74,17.54,9.65,8.96,4.75,10.29
2020-01-21,6.86,18.22,12.24,11.34,5.1,10.71
2020-01-22,6.35,12.25,10.95,13.29,5.74,9.72
2020-01-23,7.64,17.79,8.71,10.29,6.51,9.09
2020-01-24,7.44,19.6,10.73,11.11,7.58,11.35
2020-01-25,6.85,14.06,12.36,11.22,9.29,10.42
2020-01-26,8.32,10.3,12.81,10.76,8.08,10.33
2020-01-27,9.36,8.09,14.72,11.15,7.35,10.37
2020-01-28,13.04,8.18,11.12,10.07,9.14,10.59
2020-01-29,11.45,8.01,9.85,7.79,12.66,10.48
2020-01-30,9.86,7.71,10.06,6.94,12.68,11.1
2020-01-31,8.97,9.02,9.9,10.6,8.72,10.31
2020-02-01,10.3,9.86,10.02,8.9,5.26,10.53
2020-02-02,6.12,15.74,10.32,8.33,4.62,9.85
2020-02-03,7.34,16.44,11.4,9.01,4.14,9.91
2020-02-04,6.81,16.41,15.26,10.4,6.01,10.2
2020-02-05,7.47,12.91,13.31,9.27,4.73,10.78
2020-02-06,6.93,8.57,12.08,7.83,4.98,10.54
2020-02-07,8.53,8.19,14.21,6.4,4.61,8.7
2020-02-08,7.2,8.97,14.39,7.71,4.7,9.63
2020-02-09,10.99,13.16,14.64,7.32,5.98,8.57
2020-02-10,8.07,9.11,14.83,6.96,4.23,9.59
2020-02-11,7.08,10.31,14.37,9.3,4.72,8.98
2020-02-12,7.06,10.75,16.24,10.3,5.87,7.51
2020-02-13,7.06,17.74,16.49,8.81,9.22,7.07
2020-02-14,6.98,18.01,13.53,10.2,19.3,6.74
2020-02-15,7.48,13.03,17.59,9.76,13.19,6.54
2020-02-16,8.14,13.14,19.61,8.15,11.81,7.02
2020-02-17,9.48,13.37,18.85,7.32,10.93,6.89
2020-02-18,7.44,9.15,23.01,8.1,14.12,6.31
2020-02-19,7.62,15.05,20.13,11.26,8.36,6.52
2020-02-20,5.97,19.39,14.91,7.15,5.78,7.06
2020-02-21,6.25,8.47,10.45,8.27,6.09,7.34
2020-02-22,6.62,8.51,13.38,8.27,5.72,8.72
2020-02-23,5.92,18.19,14.3,7.23,5.8,11.01
2020-02-24,5.93,11.57,15.94,6.47,4.77,8.19
2020-02-25,6.01,11.02,18.24,5.31,8.89,8.69
2020-02-26,5.38,7.63,17.61,5.29,12.79,7.1
2020-02-27,6.72,8.79,14.7,6.44,10.07,6.85
2020-02-28,6.75,16.07,11.55,6.4,6.6,8.11
2020-02-29,6.22,19.12,12.05,6.87,4.91,8.66
2020-03-01,7.09,11.18,12.19,6.22,4.72,9.43
2020-03-02,6.36,18.07,15.81,6.52,5.26,9.4
2020-03-03,6.96,17.71,15.48,7.18,5.34,9.27
2020-03-04,6.6,6.97,16.22,8.28,8.82,8.18
2020-03-05,7.21,6.12,11.32,5.96,11.83,7.35
2020-03-06,8.07,6.52,10.42,4.83,5.21,9.77
2020-03-07,7.12,4.53,11.84,5.36,4.76,9.21
2020-03-08,6.71,6.52,12.61,6.77,4.69,10.96
2020-03-09,7.41,5.87,13.33,5.9,4.82,10.86
2020-03-10,7.08,5.51,17.21,6.98,4.35,10.61
2020-03-11,8.25,8.56,13.82,8.3,5.01,10.76
2020-03-12,6.36,5.64,13.68,7.94,5.55,11.98
2020-03-13,7.36,5.6,15.42,5.19,4.96,10.36
2020-03-14,6.65,13.21,11.59,5.9,6.01,9.85
2020-03-15,6.97,14.94,13.92,6.45,5.37,10.52
2020-03-16,6.75,19.01,14.8,5.95,4.57,10.19
2020-03-17,7.01,7.6,15.06,7.61,3.98,9.92
2020-03-18,7.25,5.75,14.93,6.88,5.34,9.6
2020-03-19,7.97,5.81,17.66,6.4,7.02,10.81
2020-03-20,6.97,5.55,19.71,7.88,5.39,12.79
2020-03-21,6.75,5.84,18.55,5.51,7.04,12.85
2020-03-22,6.92,4.84,16.63,4.27,6.38,12.21
2020-03-23,6.03,5.93,15.17,4.55,5.41,12.91
2020-03-24,6.39,5.83,15.81,4.6,6.67,13.09
2020-03-25,7.92,5.04,11.49,4.89,6.22,13.57
2020-03-26,5.87,6.3,12.82,6.54,5.14,13.26
2020-03-27,6.49,5.09,11.04,7.84,5.3,12.52
2020-03-28,6.11,4.41,10.28,4.93,6.39,11.73
2020-03-29,6.37,6.88,10.39,5.46,4.71,11.6
2020-03-30,6.77,5.79,12.47,5.94,7.11,11.76
2020-03-31,5.11,6.26,12.33,6.21,7.31,12.44
2020-04-01,5.81,5.54,13,5.92,6.64,12.02
2020-04-02,5.56,4.94,10.84,6.27,6.67,12.62
2020-04-03,6.8,5.22,11.99,6.07,9.04,11.53
2020-04-04,6.51,4.61,12.59,6.43,8.46,11.9
2020-04-05,6.06,4.96,16.03,6.64,8.36,11.35
2020-04-06,4.44,4.12,15.59,6.49,8.47,11.73
2020-04-07,5.3,4.57,13.46,5.85,8.49,11.83
2020-04-08,5.55,4.13,12.85,6.72,11.06,11.5
2020-04-09,5.83,4.78,14.2,6.66,9.14,13.4
2020-04-10,6.1,7.49,16.32,7.23,6.51,11
2020-04-11,6.06,11.31,18.38,8.08,6.21,10.23
2020-04-12,4.78,7.11,15.7,6.93,4.25,10.81
2020-04-13,5.75,7.13,19.86,7.6,3.48,10.03
2020-04-14,6.34,5.96,17.38,7.33,4.27,9.95
2020-04-15,8.19,6.13,14.89,7.25,4.36,9.7
2020-04-16,6.55,5.2,19.42,8.79,4.19,9.71
2020-04-17,5.77,5.42,14.08,10.04,5.07,9.8
2020-04-18,5.59,5.2,12.63,8.71,4.46,9.9
2020-04-19,6.21,4.49,13.17,10.59,5.75,9.46
2020-04-20,6.75,5.2,15.06,6.62,6.01,9.79
2020-04-21,6.2,4.84,15.36,6.54,6.64,9.61
2020-04-22,6.79,4.83,17.34,6.36,4.56,10.19
2020-04-23,6.36,4.69,17.39,8.37,4.88,10.09
2020-04-24,6.54,4.44,18.62,6.67,4.43,10.12
2020-04-25,5.83,4.79,12.76,8.67,5.65,9.94
2020-04-26,5.47,6.89,16.21,5.78,4.27,10.26
2020-04-27,5.55,4.29,15.59,6.16,3.83,9.83
2020-04-28,5.86,4.57,17.6,6.71,3.72,8.63
2020-04-29,5.73,4.4,19.08,6.54,3.67,9.37
2020-04-30,5.45,4.74,17.42,8.36,4.03,11.96
2020-05-01,6.28,4.43,17.52,5.44,4.27,11.21
2020-05-02,6.19,3.96,13,6,5.59,10.84
2020-05-03,6.23,4.47,11.94,7.72,5.04,11.59
2020-05-04,7.16,4.61,11.92,7.42,4.59,14.98
2020-05-05,7.44,3.61,16.4,6.38,4.17,7.97
2020-05-06,6.85,6.99,15.78,6.14,4.45,10.27
2020-05-07,6.09,3.98,13.6,6.02,4.3,7.95
2020-05-08,7.14,4.85,13.82,7.13,4.84,10.37
2020-05-09,7.51,3.53,13.33,7.08,5.41,11
2020-05-10,6.93,3.92,12.02,7.05,5.02,9.06
2020-05-11,7.7,4.54,12.66,7.18,7.01,5.84
2020-05-12,6.05,4.63,13.84,7.7,6.05,7.53
2020-05-13,6.09,4.34,15.41,9.44,4.61,11.72
2020-05-14,6.12,4.55,12.92,8,5.29,7.41
2020-05-15,7.39,4.12,13.71,8.44,5.38,5.55
2020-05-16,7.06,4.68,16.19,5.39,6.32,7.87
2020-05-17,7.19,4.13,20.19,5.94,5.87,16.97
2020-05-18,6.14,4.49,22.11,7.35,7.55,7.68
2020-05-19,5.67,5,20.41,7.79,9.4,5.06
2020-05-20,6.05,3.87,18.96,10.59,10.5,6.6
2020-05-21,5.8,5.66,18.99,8.71,11.4,4.98
2020-05-22,5.59,6.39,26.05,8.22,8.55,9.35
2020-05-23,6.29,7.14,17.05,5.57,8.65,5.92
2020-05-24,5.64,6.79,17.11,6.25,6.61,5.2
2020-05-25,5.81,6.77,21.3,5.89,5.94,4.09
2020-05-26,6.38,6.44,16.82,6.39,6.32,4.01
2020-05-27,6.03,7.23,14.49,6.03,5.46,3.9
2020-05-28,6.24,6.1,11.68,4.66,5.65,8.5
2020-05-29,6.48,6.54,9.95,4.95,6.1,7.47
2020-05-30,6.27,5.44,9.95,5.62,5.49,7.28
2020-05-31,7.01,4.8,9.06,4.31,4.66,8.38
2020-06-01,6.78,7.27,14.02,5.78,5.23,9.38
2020-06-02,6.65,6.57,12.71,5.57,4.36,5.24
2020-06-03,6.85,4.04,15.91,7.3,5.12,4.4
2020-06-04,6.94,4.05,17.97,5.65,5.56,3.73
2020-06-05,7.12,5.31,12.46,5.57,6.89,4.52
2020-06-06,7.16,5.12,10.69,5.69,10.04,3.22
2020-06-07,7.11,5.35,11.89,5.82,9.34,2.88
2020-06-08,6.88,6.34,15.78,6.52,9.69,2.8
2020-06-09,6.99,5.45,15.06,4.98,9.15,2.86
2020-06-10,6.92,6.85,14.12,6.39,5.72,3.16
2020-06-11,6.99,5.45,12.74,6,6.7,3.15
2020-06-12,7.2,6.83,12.9,6.89,6.02,3.25
2020-06-13,7.33,5.77,10.59,6.05,5.32,2.82
2020-06-14,6.86,4.18,13.57,6.44,6.34,2.86
2020-06-15,7.68,6.57,12.57,6.84,6.19,2.76
2020-06-16,7.21,4.44,12.08,5.93,5.28,2.76
2020-06-17,7.74,7.76,10.84,6.76,5.7,2.68
2020-06-18,7.27,9.99,12.19,6.05,5.94,4.87
2020-06-19,7.22,6.45,11.98,5.3,7.96,4.65
2020-06-20,7.81,5.5,10.98,5.34,7.71,4.49
2020-06-21,7.47,5.53,11.71,5.08,8.15,3.73
2020-06-22,7.18,6.66,11.08,5.27,7.86,3.79
2020-06-23,6.98,8.1,11.09,5.17,6.56,3.75
2020-06-24,6.86,6.32,11.02,4.86,5.26,3.24
2020-06-25,7.73,7.92,11.28,4.93,5.16,2.98
2020-06-26,7.45,5.55,11.66,3.97,5.03,2.92
2020-06-27,7.29,7.29,10.38,3.77,5.39,3.63
2020-06-28,6.6,6.48,10.7,2.85,6.36,3.92
2020-06-29,6.33,6.62,11.58,3.36,6.29,3.6
2020-06-30,6.45,7.5,10.51,4.31,5.3,3.91
2020-07-01,6.66,9.23,11.15,6.02,6.07,3.99
