Date,BR007,TG005
2017-10-27,0.26,0.0
2017-10-28,0.32,0.0
2017-10-29,0.44,0.0
2017-10-30,0.2,0.0
2017-10-31,0.22,3.32
2017-11-01,0.0,4.22
2017-11-02,0.18,1.56
2017-11-03,0.31,1.58
2017-11-04,0.68,1.26
2017-11-05,0.6,0.79
2017-11-06,0.46,0.89
2017-11-07,0.42,2.44
2017-11-08,0.55,1.99
2017-11-09,0.57,1.46
2017-11-10,0.87,0.8
2017-11-11,0.84,1.57
2017-11-12,0.55,3.52
2017-11-13,0.7,1.55
2017-11-14,3.5,2.68
2017-11-15,3.59,3.08
2017-11-16,2.39,1.57
2017-11-17,2.36,1.31
2017-11-18,3.59,1.45
2017-11-19,3.46,2.52
2017-11-20,1.69,2.42
2017-11-21,1.44,1.88
2017-11-22,1.64,2.14
2017-11-23,1.29,2.98
2017-11-24,2.9,1.72
2017-11-25,2.4,0.96
2017-11-26,3.12,2.32
2017-11-27,2.1,3.04
2017-11-28,2.55,3.82
2017-11-29,5.41,1.69
2017-11-30,7.2,1.2
2017-12-01,5.19,1.39
2017-12-02,7.22,0.91
2017-12-03,4.05,1.77
2017-12-04,3.5,1.4
2017-12-05,4.19,1.77
2017-12-06,4.08,1.65
2017-12-07,3.64,2.43
2017-12-08,3.55,2.27
2017-12-09,4.54,1.21
2017-12-10,2.81,1.67
2017-12-11,3.33,2.17
2017-12-12,2.57,4.58
2017-12-13,2.0,3.16
2017-12-14,1.74,2.13
2017-12-15,1.67,1.92
2017-12-16,1.53,3.08
2017-12-17,1.47,4.06
2017-12-18,2.65,0.83
2017-12-19,2.08,1.17
2017-12-20,3.79,3.69
2017-12-21,2.59,5.02
2017-12-22,1.82,5.25
2017-12-23,1.88,3.85
2017-12-24,1.3,6.33
2017-12-25,2.36,4.37
2017-12-26,1.73,2.06
2017-12-27,2.26,1.48
2017-12-28,3.34,2.4
2017-12-29,1.83,3.75
2017-12-30,2.08,6.45
2017-12-31,1.29,4.39
2018-01-01,1.1,3.44
2018-01-02,1.9,2.88
2018-01-03,1.82,1.51
2018-01-04,1.41,3.23
2018-01-05,1.44,2.87
2018-01-06,1.32,4.26
2018-01-07,1.31,3.79
2018-01-08,1.98,2.72
2018-01-09,1.61,1.65
2018-01-10,1.56,1.73
2018-01-11,1.46,2.63
2018-01-12,1.31,8.76
2018-01-13,1.31,4.29
2018-01-14,1.0,5.69
2018-01-15,1.42,1.27
2018-01-16,2.39,1.71
2018-01-17,2.32,2.93
2018-01-18,1.91,5.34
2018-01-19,2.85,2.42
2018-01-20,1.72,3.56
2018-01-21,1.4,3.74
2018-01-22,1.98,1.7
2018-01-23,2.73,1.53
2018-01-24,2.36,1.13
2018-01-25,1.27,2.09
2018-01-26,0.8,2.29
2018-01-27,1.55,2.086666666666667
2018-01-28,1.89,1.8833333333333333
2018-01-29,1.81,1.68
2018-01-30,2.11,1.64
2018-01-31,1.93,3.33
2018-02-01,1.61,2.71
2018-02-02,1.76,4.63
2018-02-03,2.52,1.82
2018-02-04,1.98,0.54
2018-02-05,1.28,1.01
2018-02-06,0.97,3.03
2018-02-07,0.85,6.04
2018-02-08,0.84,4.26
2018-02-09,0.77,5.12
2018-02-10,0.71,2.68
2018-02-11,0.83,1.36
2018-02-12,1.56,0.46
2018-02-13,1.22,0.4
2018-02-14,0.88,0.66
2018-02-15,0.68,1.06
2018-02-16,0.87,1.51
2018-02-17,0.79,1.97
2018-02-18,0.96,3.27
2018-02-19,1.71,1.05
2018-02-20,1.49,1.08
2018-02-21,1.55,1.78
2018-02-22,1.69,1.51
2018-02-23,1.47,1.65
2018-02-24,1.55,0.4
2018-02-25,1.17,1.8
2018-02-26,1.12,7.73
2018-02-27,0.8,5.18
2018-02-28,0.87,5.72
2018-03-01,0.74,5.12
2018-03-02,0.53,4.98
2018-03-03,0.36,1.65
2018-03-04,0.59,2.54
2018-03-05,0.69,1.62
2018-03-06,0.62,0.84
2018-03-07,0.74,0.73
2018-03-08,0.98,0.97
2018-03-09,0.84,1.03
2018-03-10,0.7,0.86
2018-03-11,0.64,0.85
2018-03-12,0.85,0.77
2018-03-13,0.84,0.92
2018-03-14,1.08,1.9
2018-03-15,0.98,0.64
2018-03-16,0.93,0.56
2018-03-17,0.79,0.18
2018-03-18,0.66,0.38
2018-03-19,0.81,0.57
2018-03-20,0.93,2.19
2018-03-21,0.92,1.27
2018-03-22,1.36,1.77
2018-03-23,1.57,2.01
2018-03-24,0.91,2.02
2018-03-25,0.83,2.22
2018-03-26,0.89,0.85
2018-03-27,1.24,0.75
2018-03-28,1.77,0.83
2018-03-29,1.71,1.12
2018-03-30,0.88,0.6
2018-03-31,0.78,0.3
2018-04-01,0.66,0.26
2018-04-02,0.65,0.11
2018-04-03,1.01,1.01
2018-04-04,1.02,0.26
2018-04-05,1.07,0.13
2018-04-06,0.97,0.61
2018-04-07,1.54,0.0
2018-04-08,1.69,0.0
2018-04-09,1.14,0.0
2018-04-10,1.0,0.33
2018-04-11,0.94,0.43
2018-04-12,0.89,0.52
2018-04-13,0.98,0.41
2018-04-14,1.1,0.13
2018-04-15,1.18,0.73
2018-04-16,0.85,1.02
2018-04-17,1.14,0.95
2018-04-18,1.08,0.72
2018-04-19,0.99,1.72
2018-04-20,0.81,2.49
2018-04-21,0.79,1.52
2018-04-22,1.0,0.74
2018-04-23,0.71,0.54
2018-04-24,1.14,0.47
2018-04-25,1.46,0.24
2018-04-26,0.82,0.45
2018-04-27,0.64,0.45
2018-04-28,0.58,0.25
2018-04-29,0.48,0.46
2018-04-30,0.48,0.64
2018-05-01,0.43,0.31
2018-05-02,17.776666666666667,0.43
2018-05-03,35.123333333333335,0.02
2018-05-04,52.47,0.57
2018-05-05,34.71,0.48
2018-05-06,26.17,0.23
2018-05-07,31.29,0.46
2018-05-08,38.93,1.0
2018-05-09,33.38,0.52
2018-05-10,32.03,0.81
2018-05-11,29.21,0.72
2018-05-12,25.09,0.53
2018-05-13,21.94,0.84
2018-05-14,21.73,0.25
2018-05-15,26.03,0.3
2018-05-16,27.05,0.6
2018-05-17,25.58,0.68
2018-05-18,28.55,0.59
2018-05-19,26.05,0.56
2018-05-20,20.34,0.76
2018-05-21,26.77,0.41
2018-05-22,25.77,0.41
2018-05-23,27.25,0.89
2018-05-24,26.09,0.74
2018-05-25,29.07,0.32
2018-05-26,23.05,0.14
2018-05-27,19.16,0.22
2018-05-28,24.9,0.23
2018-05-29,30.04,0.37
2018-05-30,32.04,0.32
2018-05-31,31.36,0.06
2018-06-01,22.49,0.11
2018-06-02,25.71,0.36
2018-06-03,22.35,0.06
2018-06-04,23.57,0.28
2018-06-05,27.67,0.74
2018-06-06,27.91,0.66
2018-06-07,31.27,0.0
2018-06-08,25.25,0.0
2018-06-09,21.51,0.0
2018-06-10,18.18,0.0
2018-06-11,26.78,0.0
2018-06-12,29.14,0.58
2018-06-13,27.25,0.28
2018-06-14,31.26,0.03
2018-06-15,32.98,0.03
2018-06-16,25.77,0.0
2018-06-17,22.67,0.02
2018-06-18,26.12,0.0
2018-06-19,27.06,0.0
2018-06-20,20.81,0.02
2018-06-21,19.29,0.0
2018-06-22,21.725,0.06
2018-06-23,24.16,0.12
2018-06-24,16.5,0.0
2018-06-25,14.0,0.0
2018-06-26,8.19,0.0
2018-06-27,14.05,0.02
2018-06-28,12.75,0.0
2018-06-29,14.54,0.0
2018-06-30,15.07,0.0
2018-07-01,12.91,0.03
2018-07-02,11.66,0.0
2018-07-03,8.29,2.76
2018-07-04,8.47,6.44
2018-07-05,9.98,0.11
2018-07-06,15.62,0.17
2018-07-07,18.13,0.17
2018-07-08,19.36,0.0
2018-07-09,25.86,0.0
2018-07-10,17.37,0.01
2018-07-11,19.97,0.02
2018-07-12,17.21,0.07
2018-07-13,17.56,0.01
2018-07-14,16.1,0.4
2018-07-15,14.98,0.75
2018-07-16,16.35,0.33
2018-07-17,14.92,0.32
2018-07-18,16.44,0.48
2018-07-19,18.94,0.25
2018-07-20,16.19,0.32
2018-07-21,15.04,0.41
2018-07-22,12.44,0.36
2018-07-23,12.9,0.18
2018-07-24,12.3,0.08
2018-07-25,8.43,
2018-07-26,11.31,
2018-07-27,11.48,
2018-07-28,11.95,
2018-07-29,8.37,
2018-07-30,8.43,
2018-07-31,8.94,
2018-08-01,7.13,
2018-08-02,12.1,
2018-08-03,12.81,
2018-08-04,10.83,
2018-08-05,10.9,
2018-08-06,14.73,0.01
2018-08-07,17.74,0.01
2018-08-08,18.76,0.06
2018-08-09,16.18,0.24
2018-08-10,15.49,0.03
2018-08-11,16.26,0.03
2018-08-12,14.59,0.05
2018-08-13,19.19,0.03
2018-08-14,17.64,0.05
2018-08-15,13.99,0.0
2018-08-16,12.58,0.01
2018-08-17,13.59,0.02
2018-08-18,17.87,0.02
2018-08-19,17.28,0.0
2018-08-20,16.53,0.0
2018-08-21,14.03,0.03
2018-08-22,13.79,0.02
2018-08-23,13.67,0.01
2018-08-24,17.94,0.03
2018-08-25,17.22,0.06
2018-08-26,15.04,0.01
2018-08-27,15.42,0.08
2018-08-28,15.1,0.09
2018-08-29,12.15,0.08
2018-08-30,17.68,0.09
2018-08-31,19.06,0.04
2018-09-01,17.41,0.06
2018-09-02,12.84,0.13
2018-09-03,11.66,0.23
2018-09-04,12.52,0.15
2018-09-05,13.53,0.07
2018-09-06,17.03,0.06
2018-09-07,14.55,0.03
2018-09-08,13.21,0.13
2018-09-09,10.57,0.46
2018-09-10,7.64,0.23
2018-09-11,6.87,0.46
2018-09-12,6.15,0.64
2018-09-13,7.7,0.84
2018-09-14,8.63,0.35
2018-09-15,8.03,0.44
2018-09-16,7.99,0.82
2018-09-17,10.22,0.06
2018-09-18,11.18,0.23
2018-09-19,13.06,0.32
2018-09-20,17.18,0.08
2018-09-21,13.1,0.07
2018-09-22,11.96,0.16
2018-09-23,10.09,0.24
2018-09-24,11.44,0.88
2018-09-25,11.9,1.08
2018-09-26,11.19,2.36
2018-09-27,8.25,0.61
2018-09-28,9.66,0.51
2018-09-29,7.7,1.04
2018-09-30,5.65,0.85
2018-10-01,6.31,0.42
2018-10-02,6.64,0.11
2018-10-03,9.21,0.11
2018-10-04,11.24,0.19
2018-10-05,11.6,0.21
2018-10-06,8.99,0.35
2018-10-07,7.71,0.35
2018-10-08,10.06,0.3
2018-10-09,14.79,0.52
2018-10-10,15.34,0.35
2018-10-11,13.19,0.13
2018-10-12,13.94,0.17
2018-10-13,11.4,0.91
2018-10-14,7.46,0.22
2018-10-15,7.67,0.16
2018-10-16,7.28,0.39
2018-10-17,10.19,0.87
2018-10-18,15.12,0.59
2018-10-19,12.58,0.46
2018-10-20,9.21,0.81
2018-10-21,11.05,0.0
2018-10-22,12.18,0.475
2018-10-23,14.32,0.95
2018-10-24,10.68,0.59
2018-10-25,13.87,1.3
2018-10-26,19.37,0.96
2018-10-27,19.03,0.77
2018-10-28,14.99,0.53
2018-10-29,14.97,0.27
2018-10-30,15.7,0.07
2018-10-31,16.14,0.19
2018-11-01,21.2,0.25
2018-11-02,18.39,0.28
2018-11-03,13.87,0.34
2018-11-04,17.58,0.54
2018-11-05,18.72,0.4
2018-11-06,11.05,0.46
2018-11-07,7.34,0.31
2018-11-08,9.93,0.23
2018-11-09,9.0,0.24
2018-11-10,11.45,0.18
2018-11-11,11.51,0.28
2018-11-12,10.28,0.55
2018-11-13,7.7,0.27
2018-11-14,9.74,0.51
2018-11-15,12.04,0.36
2018-11-16,11.15,0.41
2018-11-17,9.86,0.31
2018-11-18,11.87,0.29
2018-11-19,23.74,0.3
2018-11-20,25.43,0.29
2018-11-21,19.97,0.19
2018-11-22,23.97,0.21
2018-11-23,19.14,0.2
2018-11-24,11.18,1.19
2018-11-25,11.74,0.53
2018-11-26,21.44,0.34
2018-11-27,21.89,0.54
2018-11-28,19.45,0.48
2018-11-29,18.78,0.59
2018-11-30,17.72,0.45
2018-12-01,14.65,0.47
2018-12-02,14.01,0.56
2018-12-03,15.16,0.24
2018-12-04,20.12,0.34
2018-12-05,16.37,0.3
2018-12-06,15.11,0.31
2018-12-07,14.52,0.11
2018-12-08,13.16,0.18
2018-12-09,14.26,0.34
2018-12-10,24.66,0.22
2018-12-11,25.27,0.18
2018-12-12,29.33,0.19
2018-12-13,28.28,0.13
2018-12-14,20.7,0.49
2018-12-15,12.92,0.32
2018-12-16,11.65,0.08
2018-12-17,12.52,0.0
2018-12-18,11.58,0.12
2018-12-19,12.57,0.14
2018-12-20,14.56,0.39
2018-12-21,13.13,0.58
2018-12-22,15.14,0.22
2018-12-23,11.18,0.29
2018-12-24,10.06,0.22
2018-12-25,8.34,0.19
2018-12-26,12.58,0.43
2018-12-27,15.14,0.31
2018-12-28,11.06,0.33
2018-12-29,13.33,0.12
2018-12-30,12.04,0.2
2018-12-31,12.79,0.3
2019-01-01,17.17,0.31
2019-01-02,23.23,0.6
2019-01-03,19.92,1.34
2019-01-04,17.84,0.65
2019-01-05,25.27,0.32
2019-01-06,24.23,0.19
2019-01-07,15.72,0.68
2019-01-08,10.87,1.46
2019-01-09,10.18,0.96
2019-01-10,13.45,0.34
2019-01-11,21.31,0.15
2019-01-12,20.44,0.28
2019-01-13,18.76,0.2
2019-01-14,11.02,0.18
2019-01-15,9.96,0.24
2019-01-16,14.44,0.15
2019-01-17,17.1,0.61
2019-01-18,14.33,0.44
2019-01-19,11.86,0.31
2019-01-20,11.12,0.44
2019-01-21,20.69,0.49
2019-01-22,19.3,0.15
2019-01-23,11.72,0.09
2019-01-24,10.23,0.18
2019-01-25,11.69,0.11
2019-01-26,8.29,0.01
2019-01-27,6.04,0.04
2019-01-28,8.37,0.12
2019-01-29,6.87,0.1
2019-01-30,7.12,0.21
2019-01-31,12.12,0.2
2019-02-01,12.95,0.32
2019-02-02,11.51,0.24
2019-02-03,7.26,0.02
2019-02-04,7.74,0.0
2019-02-05,8.32,0.66
2019-02-06,8.34,0.4
2019-02-07,10.4,0.11
2019-02-08,7.65,0.56
2019-02-09,6.05,0.35
2019-02-10,5.5,0.06
2019-02-11,7.23,0.08
2019-02-12,7.39,0.2
2019-02-13,7.38,0.23
2019-02-14,7.84,0.21
2019-02-15,7.91,0.17
2019-02-16,6.27,1.02
2019-02-17,4.72,0.21
2019-02-18,4.57,0.3
2019-02-19,8.99,0.2
2019-02-20,7.77,0.08
2019-02-21,8.05,0.08
2019-02-22,9.74,0.16
2019-02-23,6.06,0.07
2019-02-24,4.37,0.01
2019-02-25,8.12,0.0
2019-02-26,12.94,0.03
2019-02-27,10.87,0.06
2019-02-28,6.57,0.07
2019-03-01,6.28,0.15
2019-03-02,7.8,0.1
2019-03-03,5.71,0.05
2019-03-04,5.39,0.0
2019-03-05,6.79,0.0
2019-03-06,6.48,0.0
2019-03-07,4.68,0.13
2019-03-08,5.49,0.13
2019-03-09,5.85,0.05
2019-03-10,6.95,0.09
2019-03-11,5.9,0.11
2019-03-12,6.65,0.1
2019-03-13,6.48,0.04
2019-03-14,5.35,0.07
2019-03-15,5.37,0.12
2019-03-16,5.32,0.05
2019-03-17,3.79,0.0
2019-03-18,4.42,0.02
2019-03-19,4.76,0.09
2019-03-20,7.05,0.1
2019-03-21,5.3,0.03
2019-03-22,4.3,0.1
2019-03-23,2.95,0.17
2019-03-24,3.18,0.23
2019-03-25,5.11,0.2
2019-03-26,6.5,0.24
2019-03-27,6.6,0.15
2019-03-28,7.61,0.13
2019-03-29,9.31,0.44
2019-03-30,9.64,0.22
2019-03-31,5.71,0.01
2019-04-01,5.53,0.13
2019-04-02,6.34,0.04
2019-04-03,7.94,0.06
2019-04-04,5.46,0.04
2019-04-05,5.61,0.0
2019-04-06,5.49,0.18
2019-04-07,4.43,0.05
2019-04-08,5.91,0.09
2019-04-09,5.93,0.27
2019-04-10,5.43,0.34
2019-04-11,5.54,0.12
2019-04-12,5.86,0.06
2019-04-13,5.1,0.03
2019-04-14,4.26,0.24
2019-04-15,5.47,0.15
2019-04-16,4.68,0.03
2019-04-17,4.19,0.01
2019-04-18,4.51,0.03
2019-04-19,4.84,0.0
2019-04-20,4.79,0.02
2019-04-21,7.45,0.18
2019-04-22,5.44,0.03
2019-04-23,4.9,0.43
2019-04-24,6.38,0.07
2019-04-25,6.36,0.22
2019-04-26,5.72,0.12
2019-04-27,6.0,0.08
2019-04-28,5.12,0.12
2019-04-29,5.93,0.04
2019-04-30,6.78,0.0
2019-05-01,5.34,0.01
2019-05-02,5.1,0.0
2019-05-03,4.83,0.0
2019-05-04,3.27,
2019-05-05,4.23,
2019-05-06,5.99,
2019-05-07,6.39,
2019-05-08,6.97,
2019-05-09,7.04,
2019-05-10,8.91,
2019-05-11,5.39,
2019-05-12,3.65,
2019-05-13,5.3,
2019-05-14,6.27,
2019-05-15,5.63,
2019-05-16,5.16,
2019-05-17,5.42,
2019-05-18,4.93,
2019-05-19,2.79,
2019-05-20,4.68,
2019-05-21,6.87,0.24
2019-05-22,5.56,0.17
2019-05-23,4.41,0.02
2019-05-24,5.0,0.54
2019-05-25,5.37,1.18
2019-05-26,4.04,0.8
2019-05-27,6.87,0.19
2019-05-28,7.62,0.24
2019-05-29,6.19,0.48
2019-05-30,5.19,0.27
2019-05-31,4.79,0.37
2019-06-01,4.7,0.35
2019-06-02,4.25,1.11
2019-06-03,5.1,0.15
2019-06-04,5.96,
2019-06-05,4.32,
2019-06-06,4.89,
2019-06-07,5.28,
2019-06-08,5.94,
2019-06-09,4.41,
2019-06-10,5.95,
2019-06-11,6.0,
2019-06-12,5.56,
2019-06-13,6.31,
2019-06-14,7.17,
2019-06-15,6.9,
2019-06-16,4.91,
2019-06-17,4.95,
2019-06-18,5.52,
2019-06-19,5.8,
2019-06-20,6.06,
2019-06-21,4.61,
2019-06-22,4.72,
2019-06-23,5.02,
2019-06-24,4.59,
2019-06-25,4.16,
2019-06-26,5.61,
2019-06-27,4.12,
2019-06-28,4.47,
2019-06-29,4.78,
2019-06-30,4.4,
2019-07-01,7.26,
2019-07-02,7.07,
2019-07-03,6.32,
2019-07-04,5.94,1.4
2019-07-05,6.06,0.2
2019-07-06,5.54,0.07
2019-07-07,4.52,0.03
2019-07-08,5.3,0.06
2019-07-09,5.41,0.04
2019-07-10,3.81,0.01
2019-07-11,2.89,0.01
2019-07-12,4.78,0.01
2019-07-13,4.12,0.13
2019-07-14,2.4,0.58
2019-07-15,3.75,0.37
2019-07-16,5.57,0.7
2019-07-17,5.51,0.19
2019-07-18,5.22,0.12
2019-07-19,5.47,0.15
2019-07-20,5.37,0.1533333333333333
2019-07-21,4.62,0.1566666666666666
2019-07-22,4.62,0.16
2019-07-23,4.31,0.03
2019-07-24,3.18,0.09
2019-07-25,2.89,0.1
2019-07-26,4.35,0.06
2019-07-27,4.39,0.0
2019-07-28,3.61,0.0266666666666666
2019-07-29,4.38,0.0533333333333333
2019-07-30,4.98,0.08
2019-07-31,4.4,0.06
2019-08-01,4.9,0.01
2019-08-02,5.68,0.0
2019-08-03,6.43,0.005
2019-08-04,4.8,0.01
2019-08-05,6.92,0.015
2019-08-06,7.13,0.02
2019-08-07,6.76,0.03
2019-08-08,5.32,0.0
2019-08-09,5.5,0.03
2019-08-10,5.47,0.05
2019-08-11,4.95,0.11
2019-08-12,4.02,0.05
2019-08-13,5.33,0.12
2019-08-14,5.43,0.2
2019-08-15,4.96,0.04
2019-08-16,5.31,0.05
2019-08-17,6.86,0.12
2019-08-18,6.22,0.1
2019-08-19,6.9,0.1
2019-08-20,7.81,0.19
2019-08-21,7.16,0.05
2019-08-22,8.17,0.03
2019-08-23,5.61,0.0
2019-08-24,5.78,0.05
2019-08-25,5.38,0.02
2019-08-26,7.05,0.23
2019-08-27,6.19,0.12
2019-08-28,5.75,0.03
2019-08-29,7.89,0.13
2019-08-30,7.46,0.13
2019-08-31,5.44,0.0
2019-09-01,4.29,0.0
2019-09-02,9.48,0.0
2019-09-03,6.15,0.0
2019-09-04,6.07,0.0
2019-09-05,6.41,0.0
2019-09-06,5.45,0.0
2019-09-07,5.23,0.0
2019-09-08,3.84,0.0
2019-09-09,5.38,0.02
2019-09-10,6.74,0.0
2019-09-11,62.9,0.0
2019-09-12,53.19,0.0
2019-09-13,60.4,0.0
2019-09-14,64.5,0.01
2019-09-15,29.18,0.13
2019-09-16,38.85,0.06
2019-09-17,30.21,0.0
2019-09-18,39.22,0.01
2019-09-19,44.33,0.0
2019-09-20,34.57,0.0
2019-09-21,40.39,0.01
2019-09-22,28.63,0.06
2019-09-23,38.34,0.19
2019-09-24,27.24,0.0
2019-09-25,0.0,0.0
2019-09-26,0.0,0.04
2019-09-27,0.0,0.01
2019-09-28,0.0,0.01
2019-09-29,0.0,0.02
2019-09-30,0.0,0.0
2019-10-01,,0.0
2019-10-02,,0.0
2019-10-03,,0.0
2019-10-04,,0.0
2019-10-05,,0.01
2019-10-06,,0.0
2019-10-07,,0.0
2019-10-08,,0.0
2019-10-09,,0.0
2019-10-10,,0.0
2019-10-11,,0.0
2019-10-12,,0.0
2019-10-13,,0.0
2019-10-14,,0.0
2019-10-15,,0.0
2019-10-16,,0.0
2019-10-17,170.37,0.0
2019-10-18,105.76,0.0
2019-10-19,59.13,0.0
2019-10-20,38.5,0.0
2019-10-21,24.54,0.0
2019-10-22,21.88,0.0
2019-10-23,46.74,0.0
2019-10-24,41.88,0.0
2019-10-25,41.68,0.0
2019-10-26,30.37,0.0
2019-10-27,21.36,0.0
2019-10-28,40.25,0.0
2019-10-29,50.18,0.0
2019-10-30,73.39,0.0
2019-10-31,45.97,0.0
2019-11-01,39.44,0.0
2019-11-02,39.05,0.0
2019-11-03,19.9,0.0
2019-11-04,13.93,0.0
2019-11-05,24.93,0.0
2019-11-06,24.03,0.0
2019-11-07,43.15,0.0
2019-11-08,58.56,0.0
2019-11-09,41.3,0.0
2019-11-10,32.14,0.0
2019-11-11,17.4,0.0
2019-11-12,35.88,0.0
2019-11-13,46.92,0.01
2019-11-14,48.29,0.0
2019-11-15,30.48,0.0
2019-11-16,20.98,0.0
2019-11-17,10.36,0.0
2019-11-18,13.79,0.0
2019-11-19,21.42,0.0
2019-11-20,19.08,0.0
2019-11-21,8.63,1.0
2019-11-22,7.71,0.02
2019-11-23,5.16,0.0
2019-11-24,3.23,0.01
2019-11-25,7.43,0.0
2019-11-26,7.02,0.04
2019-11-27,7.95,0.0
2019-11-28,9.26,0.05
2019-11-29,17.3,0.1
2019-11-30,5.61,0.0833333333333333
2019-12-01,3.88,0.0666666666666666
2019-12-02,6.47,0.05
2019-12-03,6.9,0.04
2019-12-04,9.91,0.06
2019-12-05,11.82,0.06
2019-12-06,12.26,0.06
2019-12-07,8.81,0.04
2019-12-08,6.75,0.05
2019-12-09,9.04,0.06
2019-12-10,8.79,0.06
2019-12-11,9.78,0.07
2019-12-12,7.42,0.07
2019-12-13,4.1,0.04
2019-12-14,6.22,10.45
2019-12-15,5.64,0.12
2019-12-16,4.51,0.11
2019-12-17,4.3,0.21
2019-12-18,7.11,0.3
2019-12-19,5.33,0.28
2019-12-20,6.29,0.55
2019-12-21,6.22,0.3
2019-12-22,10.24,0.21
2019-12-23,8.17,0.19
2019-12-24,8.99,0.19
2019-12-25,2.61,0.15
2019-12-26,2.24,0.15
2019-12-27,1.23,0.15
2019-12-28,1.01,0.14
2019-12-29,0.75,0.2
2019-12-30,2.21,0.19
2019-12-31,2.62,0.15
2020-01-01,3.58,0.1
2020-01-02,5.56,0.21
2020-01-03,2.77,0.23
2020-01-04,0.82,0.13
2020-01-05,0.4,0.11
2020-01-06,0.84,0.06
2020-01-07,0.47,0.03
2020-01-08,0.46,0.03
2020-01-09,0.07,0.03
2020-01-10,0.12,0.05
2020-01-11,0.2,0.05
2020-01-12,0.39,0.035
2020-01-13,0.31,0.02
2020-01-14,0.3,0.0233333333333333
2020-01-15,0.31,0.0266666666666666
2020-01-16,0.54,0.03
2020-01-17,0.69,0.04
2020-01-18,0.32,0.04
2020-01-19,0.35,
2020-01-20,0.36,
2020-01-21,0.38,
2020-01-22,0.31,
2020-01-23,0.27,
2020-01-24,0.31,
2020-01-25,0.47,
2020-01-26,0.4,
2020-01-27,0.99,
2020-01-28,0.94,
2020-01-29,0.88,
2020-01-30,0.52,
2020-01-31,0.2,
2020-02-01,0.22,
2020-02-02,0.1,
2020-02-03,0.23,
2020-02-04,0.3,
2020-02-05,0.23,
2020-02-06,0.07,
2020-02-07,2.2150000000000003,69.34
2020-02-08,4.36,52.005
2020-02-09,1.64,34.67
2020-02-10,0.16,17.335
2020-02-11,0.16,0.0
2020-02-12,1.45,0.73
2020-02-13,0.56,1.53
2020-02-14,0.52,5.37
2020-02-15,0.48,4.81
2020-02-16,0.5366666666666666,2.62
2020-02-17,0.5933333333333333,1.1
2020-02-18,0.65,0.96
2020-02-19,2.1,1.49
2020-02-20,1.82,0.42
2020-02-21,0.78,0.29
2020-02-22,0.05,0.27
2020-02-23,0.3,0.3
2020-02-24,0.13,0.45
2020-02-25,1.52,0.4
2020-02-26,1.11,0.32
2020-02-27,0.79,0.01
2020-02-28,1.68,0.0
2020-02-29,,0.0
2020-03-01,,0.0
2020-03-02,,0.01
2020-03-03,,0.0
2020-03-04,,0.0
2020-03-05,6.66,0.0
2020-03-06,4.57,0.0
2020-03-07,1.84,0.0
2020-03-08,0.98,0.0
2020-03-09,0.1,0.0
2020-03-10,0.44,0.0
2020-03-11,0.08,0.0
2020-03-12,1.44,0.0
2020-03-13,6.65,0.01
2020-03-14,4.34,0.0
2020-03-15,0.45,0.0
2020-03-16,0.69,0.0
2020-03-17,0.28,0.0
2020-03-18,0.35,0.0
2020-03-19,0.3,0.01
2020-03-20,1.39,0.0
2020-03-21,2.32,0.01
2020-03-22,0.02,0.02
2020-03-23,0.0,0.02
2020-03-24,0.52,0.02
2020-03-25,0.0,0.02
2020-03-26,0.0,0.02
2020-03-27,0.0,0.02
2020-03-28,0.0,0.02
2020-03-29,0.0,0.02
2020-03-30,0.0,0.02
2020-03-31,0.0,0.01
2020-04-01,0.0,0.02
2020-04-02,0.0,0.01
2020-04-03,0.0,0.02
2020-04-04,0.0,0.02
2020-04-05,0.0,0.02
2020-04-06,0.0,0.02
2020-04-07,0.0,0.02
2020-04-08,0.0,0.04
2020-04-09,0.0,0.01
2020-04-10,0.0,0.0
2020-04-11,,0.02
2020-04-12,,0.12
2020-04-13,,0.02
2020-04-14,,0.0
2020-04-15,,0.02
2020-04-16,,0.02
2020-04-17,,0.02
2020-04-18,,0.02
2020-04-19,,0.02
2020-04-20,,0.02
2020-04-21,,0.02
2020-04-22,,0.02
2020-04-23,,0.02
2020-04-24,,0.02
2020-04-25,,0.03
2020-04-26,,0.02
2020-04-27,,0.02
2020-04-28,,0.01
2020-04-29,,0.02
2020-04-30,,0.03
2020-05-01,,0.02
2020-05-02,,0.02
2020-05-03,,0.03
2020-05-04,,0.02
2020-05-05,,0.02
2020-05-06,,0.03
2020-05-07,,0.02
2020-05-08,,0.02
2020-05-09,,0.02
2020-05-10,,0.01
2020-05-11,,0.02
2020-05-12,,0.01
2020-05-13,,0.02
2020-05-14,,0.02
2020-05-15,,0.03
2020-05-16,,0.03
2020-05-17,,0.03
2020-05-18,,0.02
2020-05-19,,0.01
2020-05-20,,0.02
2020-05-21,,0.02
2020-05-22,,0.01
2020-05-23,,0.01
2020-05-24,,0.01
2020-05-25,,0.02
2020-05-26,,0.02
2020-05-27,,0.03
2020-05-28,,0.02
2020-05-29,,0.03
2020-05-30,,0.02
2020-05-31,,0.02
2020-06-01,,0.0
2020-06-02,,0.01
2020-06-03,,0.01
2020-06-04,,0.02
2020-06-05,,0.02
2020-06-06,,0.03
2020-06-07,,0.03
2020-06-08,,0.03
2020-06-09,,0.02
2020-06-10,,0.03
2020-06-11,,0.02
2020-06-12,,0.02
