Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jaipur,Thiruvananthapuram,Amaravati
2020-04-29,27.15,13.68,11.11,55.18,44.77,16.03,15.21,58.64,7.81,24.61,32.26,18.54,35.38
2020-04-30,26.93,20.3,10.39,49.96,49.27,21.12,30.93,62.21,18.16,23.98,51.34,20.57,26.8
2020-05-01,28.71,24.81,14.13,61.04,45.79,22.69,22.83,62.55,11.91,32.01,36.28,17.43,28.33
2020-05-02,22.56,18.36,13.08,34.67,37.81,24.62,15.93,41.11,23.14,28.37,37.27,23.64,24.11
2020-05-03,23.82,22.35,11.67,32.56,39.83,33.03,26.6,39.62,18.91,15.46,42.37,18.36,21.42
2020-05-04,23.73,26.1,7.03,26.63,42.14,28.18,27.38,23.7,17.54,19.64,21.56,25.86,22.79
2020-05-05,33.47,29.23,19.68,56.24,35.49,31.36,19.04,55.54,8.93,18.81,22.36,25.74,18.535
2020-05-06,26.52,23.02,10.11,58.44,32.63,25.18,17.95,48.01,9.03,23.32,25.89,20.76,14.28
2020-05-07,30.45,26.87,11.23,36.02,39.25,26.84,24.24,40.41,11.3,18.39,24.88,18.51,18.76
2020-05-08,26.79,17.61,11.72,51.09,50.91,27.46,22.42,56.55,12.14,34.0,32.87,13.96,18.81
2020-05-09,23.79,21.05,9.99,54.18,56.14,29.56,35.51,63.16,9.53,37.31,45.16,15.85,18.48
2020-05-10,26.17,24.29,9.64,44.3,63.31,28.15,38.4,51.33,16.51,39.62,47.55,14.9,14.26
2020-05-11,21.31,20.58,8.36,43.26,59.8,38.65,22.51,43.34,14.04,32.14,31.29,13.68,17.1
2020-05-12,21.94,15.43,8.82,43.19,58.92,32.09,36.48,46.22,6.9,24.59,23.63,19.88,13.9
2020-05-13,23.19,14.56,15.57,68.8,59.92,24.1,42.52,63.71,8.42,44.76,66.4,12.83,13.11
2020-05-14,21.9,24.81,8.72,56.17,55.4,25.06,53.82,51.25,11.88,42.22,35.15,15.39,12.05
2020-05-15,19.15,17.34,20.25,47.44,77.19,24.12,32.79,44.84,11.07,21.61,44.78,16.76,13.47
2020-05-16,35.75,23.44,28.71,81.87,52.42,27.65,50.36,69.14,2.0,35.91,35.33,15.99,19.133333333333333
2020-05-17,27.28,21.25,10.99,98.63,64.24,32.47,52.11,70.96,6.3,39.96,36.12,15.08,24.796666666666667
2020-05-18,20.85,16.82,18.49,101.02,68.13,31.05,47.43,59.29,11.18,44.56,47.73,15.7,30.46
2020-05-19,23.98,23.81,28.06,106.63,59.78,42.41,43.06,74.62,26.88,34.55,50.93,20.75,34.15
2020-05-20,25.6,17.9,30.39,67.8,101.41,36.62,32.71,67.08,66.22,43.35,45.31,20.26,41.46
2020-05-21,33.35,19.53,27.01,55.92,60.52,31.59,19.31,51.41,45.53,52.58,43.03,12.19,27.66
2020-05-22,31.38,18.13,23.02,94.37,81.15,39.91,14.58,62.53,24.8,68.2,51.18,11.41,29.9
2020-05-23,29.26,19.52,21.24,74.92,57.56,44.09,25.92,65.12,15.91,54.78,54.27,14.91,21.15
2020-05-24,25.47,18.62,22.78,55.37,71.25,41.03,44.72,56.3,10.99,29.01,55.99,16.15,18.09
2020-05-25,24.84,21.06,25.2,61.46,67.24,33.07,49.58,60.53,18.69,16.29,46.96,18.14,16.93
2020-05-26,29.78,22.25,27.82,55.38,71.23,32.51,41.66,56.62,12.35,51.47,48.1,16.22,22.01
2020-05-27,31.25,19.81,20.0,43.22,107.05,28.66,33.42,68.78,26.6,37.21,48.33,16.68,24.22
2020-05-28,30.7,28.46,31.03,39.07,38.92,26.7,20.98,75.32,26.94,43.68,61.57,17.4,25.16
2020-05-29,23.91,23.16,38.3,24.62,46.61,21.07,27.04,32.39,16.71,29.99,49.62,12.51,20.96
2020-05-30,25.71,15.87,33.99,23.09,46.72,18.56,27.46,26.35,28.1,24.14,33.9,9.86,22.5
2020-05-31,22.83,23.32,18.85,21.51,37.56,25.17,12.95,27.67,21.22,13.33,28.51,9.51,19.96
2020-06-01,31.02,9.16,36.15,41.05,47.72,30.0,17.45,36.12,15.68,19.12,22.58,9.56,8.09
2020-06-02,131.88,8.95,18.83,45.9,48.38,16.47,28.54,46.04,9.91,26.84,29.66,12.31,12.78
2020-06-03,78.97999999999999,9.69,20.61,50.62,65.45,11.74,42.54,46.92,17.94,26.72,31.13,11.92,10.23
2020-06-04,26.08,10.91,18.5,68.24,61.74,13.93,30.76,58.03,19.14,30.13,29.78,16.61,7.89
2020-06-05,30.72,22.88,18.53,42.43,51.38,19.57,20.15,39.79,29.71,20.75,21.7,16.81,9.33
2020-06-06,33.19,18.18,40.73,35.14,31.01,23.02,10.78,43.29,21.66,15.5,28.32,10.76,10.14
2020-06-07,20.67,17.6,20.52,39.99,29.99,19.49,19.81,48.67,29.69,26.99,29.8,10.15,11.49
2020-06-08,22.92,20.16,23.04,46.9,53.23,20.2,18.17,47.11,31.14,27.07,31.64,14.49,12.19
2020-06-09,21.17,21.7,22.43,64.77,79.9,17.96,38.48,65.0,31.84,29.6,35.26,23.6,10.39
2020-06-10,23.62,25.44,30.42,58.9,91.02,20.26,37.57,50.5,32.55,28.73,36.6,22.93,10.18
2020-06-11,20.4,16.53,26.37,54.69,79.09,19.96,32.56,46.61,37.71,31.56,33.19,24.21,5.6
2020-06-12,21.4,16.84,104.45,64.0,71.59,17.19,19.01,72.62,37.67,27.87,37.85,28.64,4.7
2020-06-13,21.72,16.79,20.76,52.36,51.8,9.87,15.19,61.48,22.75,24.76,43.7,26.26,4.65
2020-06-14,24.1,16.66,20.17,71.08,41.87,9.8,14.44,73.88,21.33,31.92,37.85,17.45,11.71
2020-06-15,21.21,19.57,19.34,48.69,46.39,13.53,16.17,54.15,24.66,28.49,32.72,28.24,10.07
2020-06-16,31.49,17.07,24.1,39.87,31.6,10.31,17.75,49.75,21.06,37.0,44.22,24.39,11.61
2020-06-17,14.79,18.29,32.37,34.35,39.69,10.31,19.12,45.21,17.05,40.46,44.53,27.92,8.73
2020-06-18,12.1,28.32,23.89,36.84,35.98,14.04,24.18,46.26,21.16,34.6,51.98,23.96,11.2
2020-06-19,17.65,21.55,29.8,57.6,35.25,20.19,16.14,65.61,14.41,47.94,44.05,20.32,11.03
2020-06-20,22.9,18.32,89.92,35.96,36.49,22.5,20.07,49.08,26.67,55.58,49.29,19.9,16.99
2020-06-21,24.28,18.18,26.53,39.7,29.43,24.0,12.76,49.1,25.96,60.73,44.14,15.74,12.74
2020-06-22,19.02,15.65,23.55,39.47,29.44,22.91,15.42,48.62,33.17,39.81,34.32,16.89,17.97
2020-06-23,22.2,20.38,18.95,29.02,34.52,22.36,20.71,39.63,25.4,68.81,28.29,28.45,15.48
2020-06-24,30.29,19.72,28.83,30.91,45.74,21.25,25.62,43.35,34.36,23.77,24.06,34.68,14.88
2020-06-25,32.56,16.93,23.13,38.37,54.97,22.41,27.71,42.64,13.45,31.68,64.47,28.01,20.74
2020-06-26,36.48,15.4,23.75,50.01,38.9,27.05,23.16,56.56,7.63,32.85,35.81,18.78,10.41
2020-06-27,62.12,16.6,26.42,39.8,32.23,23.29,17.71,47.82,15.02,51.1,28.33,18.06,14.5
2020-06-28,31.57,20.44,25.93,59.52,34.58,15.8,19.27,64.72,24.38,45.24,23.76,22.51,16.65
2020-06-29,29.75,28.68,21.3,44.86,30.19,20.24,17.24,46.89,22.91,26.77,30.58,23.17,20.96
2020-06-30,40.02,14.47,24.14,39.8,38.27,19.38,29.76,47.27,16.64,41.64,30.03,20.66,21.34
2020-07-01,37.63,17.5,15.95,54.01,34.97,26.83,35.42,61.64,15.0,57.67,58.79,2.0,22.0
