Date,AP001,AP005,DL002,DL004,DL007,DL012,DL014,DL017,DL019,DL025,DL028,DL030,DL031,KA005,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG006,DL003,DL009,DL015,DL016,DL032,DL035,DL037
2017-07-01,,,,,,,224.62,,,,,,,129.55,,39.71,68.4,,26.17,,,43.69,37.26,46.74,,,,,,,,
2017-07-02,,,,,,,223.56,,,,,,,110.45,,27.62,102.32,,33.12,,,38.62,34.66,40.29,,,,,,,,
2017-07-03,,,,,,,246.98,,,,,,,93.48,,22.56,86.58,,51.67,,,44.78,40.59,53.78,,,,,,,,
2017-07-04,,,,,,,,,,,,,,82.18,,43.69,99.05,,76.36,,,48.78,42.94,54.24,,,,,,,,
2017-07-05,,,,,,,,,,,,,,87.64,,68.32,112.06,,91.07,,,38.32,31.03,41.64,,,,,,,,
2017-07-06,,,,,,,,,,,,,,79.21,,55.04,71.1,,101.47,,,45.48,42.02,47.59,,,,,,,,
2017-07-07,,,,,,,,,,,,,,126.74,,49.78,87.67,,80.86,,,39.57,40.01,50.84,,,,,,,,
2017-07-08,,,,,,,,,,,,,,120.31,,47.71,117.47,,1.02,,,47.43,48.43,69.95,,,,,,,,
2017-07-09,,,,,,,,,,,,,,109.11,,31.62,104.02,,40.85000000000001,,,44.75,44.79,52.86,,,,,,,,
2017-07-10,,,,,,,,,,,,,,102.45,,31.78,90.57,,80.68,,,35.65,36.49,53.99,,,,,,,,
2017-07-11,,,,,,,,,,,,,,88.16,,18.65,95.06,,120.51,,,46.56,52.78,78.05,,,,,,,,
2017-07-12,,,,,,,,,,,,,,76.48,,36.27,90.82,,0.42,,,45.25,42.98,53.52,,,,,,,,
2017-07-13,,,,,,,,,,,,,,95.74,,47.88,97.67,,34.01,,,38.31,38.29,52.15,,,,,,,,
2017-07-14,,,,,,,,,,,,,,96.47,,46.79,96.92,,41.65,,,29.84,32.32,43.03,,,,,,,,
2017-07-15,,,,,,,,,,,,,,112.32,,60.83,97.63,,64.8,,,61.53,58.79,75.75,,,,,,,,
2017-07-16,,,,,,,,,,,,,,98.67,,43.6,97.87,,83.5,,,32.88,35.22,53.24,,,,,,,,
2017-07-17,,,,,,,,,,,,,,110.36,,52.15,101.51,,76.56,,,24.68,26.08,30.73,,,,,,,,
2017-07-18,,,,,,,,,,,,,,82.75,,54.44,94.42,,84.18,,,16.14,17.25,21.14,,,,,,,,
2017-07-19,,,,,,,,,,,,,,66.58,,38.51,104.81,,52.25,,,12.69,12.12,18.61,,,,,,,,
2017-07-20,,,,,,,,,,,,,,87.62,,35.72,113.81,,89.06,,,16.33,11.08,23.01,,,,,,,,
2017-07-21,,,,,,,,,,,,,,104.24,,22.98,97.7,,73.55,,,34.09,27.17,42.71,,,,,,,,
2017-07-22,,,,,,,,,,,,,,120.48,,35.6,98.4,,55.4,,,54.75,47.39,57.65,,,,,,,,
2017-07-23,,,,,,,,,,,,,,117.82,,48.22,102.03,,70.7,,,64.73,62.77,72.78,,,,,,,,
2017-07-24,,,,,,,,,,,,,,111.03,,60.84,100.22,,58.7,,,57.06,47.68,54.31,,,,,,,,
2017-07-25,,,,,,,,,,,,,,99.2,,56.6,103.08,,86.2,,,51.18,55.81,61.6,,,,,,,,
2017-07-26,,,,,,,,,,,,,,105.63,,67.58,101.56,,89.59,,,59.3,57.2,68.0,,,,,,,,
2017-07-27,,,,,,,,,,,,,,95.5,,48.62,86.53666666666666,,80.29,,,48.95,43.29,54.76,,,,,,,,
2017-07-28,,,,,,,,,,,,,,77.97,,37.17,71.51333333333332,,93.94,,,39.8,36.43,49.01,,,,,,,,
2017-07-29,,,,,,,,,,,,,,88.52,,32.19,56.49,,94.46,,,40.2,46.07,56.72,,,,,,,,
2017-07-30,,,,,,,,,,,,,,91.72,,54.45,63.19,,94.98,,,49.03,56.44,75.02,,,,,,,,
2017-07-31,,,,,,,,,,,,,,90.24,,54.37,109.83,,95.5,,,51.04,50.89,70.48,,,,,,,,
2017-08-01,,,,,,,,,,,,,,91.01,,41.35,107.53,,113.04,,,38.88,48.95,60.99,,,,,,,,
2017-08-02,,,,,,,,,,,,,,91.07,,46.53,,,123.14,,,47.1,55.85,57.58,,,,,,,,
2017-08-03,,,,,,,,,,,,,,74.63,,39.14,,,95.79,,,37.59,32.79,27.98,,,,,,,,
2017-08-04,,,,,,,,,,,,,,62.14,,31.64,,,175.36,,,42.84,40.3,51.72,,,,,,,,
2017-08-05,,,,,,,,,,,,,,78.23,,28.85,,,190.23,,,58.91,58.05,77.64,,,,,,,,
2017-08-06,,,,,,,,,,,,,,81.72,,34.99,,,214.16,,,72.3,78.76,90.66,,,,,,,,
2017-08-07,,,,,,,,,,,,,,88.33,,48.43,,,162.79,,,73.34,78.79,91.12,,,,,,,,
2017-08-08,,,,,,,,,,,,,,99.54,,32.81,95.22,,120.88,,,68.14,64.07,71.43,,,,,,,,
2017-08-09,,,,,,,,,,,,,,92.2,,41.81,121.275,,116.45,,,41.76,44.88,25.67,,,,,,,,
2017-08-10,,,,,,,,,,,,,,77.12,,41.59,147.33,,95.86,,,29.81,29.9,41.62,,,,,,,,
2017-08-11,,,,,,,,,,,,,,71.85,,30.8,168.52,,91.05,,,41.16,39.89,53.88,,,,,,,,
2017-08-12,,,,,,,,,,,,,,61.7,,44.62,268.32,,75.22,,,30.12,32.99,45.29,,,,,,,,
2017-08-13,,,,,,,,,,,,,,116.59,,66.18,260.46,,84.76,,,34.81,36.91,41.86,,,,,,,,
2017-08-14,,,,,,,,,,,,,,115.3,,73.12,69.39,,107.44,,,34.02,35.68,51.02,,,,,,,,
2017-08-15,,,,,,,,,,,,,,68.12,,61.52,114.7,,122.7,,,37.88,46.45,48.08,,,,,,,,
2017-08-16,,,,,,,,,,,,,,60.6,,44.38,136.51,,123.6,,,48.88,49.05,69.81,,,,,,,,
2017-08-17,,,,,,,,,,,,,,78.23,,47.14,206.85,,,,,62.43,68.17,97.44,,,,,,,,
2017-08-18,,,,,,,,,,,,,,57.1,,28.83,209.7,,,,,65.06,74.22,95.12,,,,,,,,
2017-08-19,,,,,,,,,,,,,,53.12,,37.2,139.39,,,,,27.02,38.56,36.58,,,,,,,,
2017-08-20,,,,,,,,,,,,,,61.8,,34.71,69.33,,,,,11.25,10.16,10.21,,,,,,,,
2017-08-21,,,,,,,,,,,,,,88.86,,27.65,96.84,,88.05,,,26.84,23.88,27.89,,,,,,,,
2017-08-22,,,,,,,,,,,,,,89.66,,22.79,73.55,,101.56,,,31.49,42.78,37.58,,,,,,,,
2017-08-23,,,,,,,,,,,,,,75.76,,43.83,87.82,,71.91,,,42.07,44.1,76.29,,,,,,,,
2017-08-24,,,,,,,,,,,,,,66.25,,63.07,109.02,,87.22,,,48.86,54.12,73.88,,,,,,,,
2017-08-25,,,,,,,,,,,,,,49.59,,54.52,94.01,,78.76,,,29.32,33.32,35.73,,,,,,,,
2017-08-26,,,,,,,,,,,,,,72.62,,51.49,67.56,,111.8,,,26.92,21.55,31.84,,,,,,,,
2017-08-27,,,,,,,,,,,,,,48.41,,33.47,90.31,,105.38,,,18.6,22.42,27.3,,,,,,,,
2017-08-28,,,,,,,,,,,,,,89.92,,24.65,88.13,,107.75,,,11.96,10.75,14.28,,,,,,,,
2017-08-29,,,,,,,,,,,,,,100.74,,22.29,56.07,,82.67,,,10.24,8.09,15.88,,,,,,,,
2017-08-30,,,,,,,,,,,,,,90.87,,34.19,69.8,,73.02,,,33.78,31.41,33.68,,,,,,,,
2017-08-31,,,,,37.99,6.32,,,,73.83,,,,111.68,,48.67,84.72,,62.19,,,46.64,47.3,55.38,,,,,,,,
2017-09-01,,,,,27.42,,,,,44.67,,,,86.06,,52.14,57.41,,129.39,,,55.77,63.84,71.38,,,,,,,,
2017-09-02,,,,,,,,,,,,,,87.12,,35.43,70.89,,76.9,,,73.39,61.89,91.88,,,,,,,,
2017-09-03,,,,,,,,,,,,,,59.94,,34.39,82.4,,76.67,,,36.93,37.0,38.65,,,,,,,,
2017-09-04,,,,,,,,,,,,,,85.24,,48.9,93.24,,105.84,,,45.6,44.25,58.23,,,,,,,,
2017-09-05,,,,,,,,,,,,,,98.1,,45.75,101.82,,107.61,,,50.75,51.4,81.28,,,,,,,,
2017-09-06,,,,,,,,,,,,,,49.13,,19.97,135.49,,119.22,,,66.12,62.86,84.29,,,,,,,,
2017-09-07,,,,93.65,,,,87.79,,,,106.06,,100.44,,35.68,129.56,,134.85,,,75.49,80.9,81.78,,,,,,,,
2017-09-08,,,,83.82,,,,116.02,,,,89.71,,72.73,,28.79,123.54,,127.1,,,60.38,58.68,55.66,,,,,,,,
2017-09-09,,,,136.76,,,,114.64,,,,81.63,,83.19,,27.17,170.2,,141.03,,,52.12,58.32,57.01,,,,,,,,
2017-09-10,,,,102.09,,,,131.89,,,,102.14,,93.49,,25.92,131.16,,134.31,,,41.695,45.66,38.16,,,,,,,,
2017-09-11,,,,148.25,,,,136.26,,,,97.17,,115.56,,28.58,99.6,,119.65,,,31.27,31.73,29.73,,,,,,,,
2017-09-12,,,,99.86,,,,108.95,,,,79.46,,104.51,,23.44,163.28,,100.32,,,33.28,27.34,24.4,,,,,,,,
2017-09-13,,,,113.09666666666666,,,,143.16,,,,53.016666666666666,,108.42,,20.83,197.0,,93.43,,,33.15,39.72,37.36,,,,,,,,
2017-09-14,,,,126.33333333333331,,,,186.11,,,,26.57333333333333,,90.68,,21.98,190.24,,129.25,,,21.26,13.09,18.29,,,,,,,,
2017-09-15,,,,139.57,,,,141.23,,,,0.13,,71.81,,37.03,165.9,,159.03,,,24.46,22.66,35.97,,,,,,,,
2017-09-16,,,,106.3,,,,161.28,,,,0.1,,92.8,,34.22,153.86,,166.8,,,17.68,15.05,24.52,,,,,,,,
2017-09-17,,,,134.78,,,,124.67,,,,0.12,,52.78,,21.48,197.08,,158.2,,,24.38,22.92,31.66,,,,,,,,
2017-09-18,,,,164.7,,,,141.85,,,,48.4,,66.31,,29.78,225.14,,166.38,,,14.03,11.72,21.53,,,,,,,,
2017-09-19,,,,112.84,,,,174.33,,,,24.31,,87.05,,38.16,221.27,,138.75,,,20.4,16.04,22.03,,,,,,,,
2017-09-20,,,,140.88,,,,192.58,,,,0.22,,81.53,,27.48,243.06,,147.92,,,23.56,18.35,31.76,,,,,,,,
2017-09-21,,,,172.64,,,,222.56,,,,0.09,,80.51,,31.36,248.8,,123.45,,,16.45,25.47,35.49,,,,,,,,
2017-09-22,,,,9.54,,,,80.29,,,,0.1233333333333333,,80.49,,44.17,253.99,,86.61,,,,36.32,35.18,,,,,,,,
2017-09-23,,,,13.28,,,,77.68,,,,0.1566666666666666,,91.14,,48.97,107.82,,99.61,,,,56.42,69.92,,,,,,,,
2017-09-24,,,,60.52,,,,104.85,,,,0.19,,112.5,,44.41,136.27,,103.16,,,,91.95,125.2,,,,,,,,
2017-09-25,,,,108.69,,,,169.33,,,,0.09,,53.18,,52.61,259.45,,91.97,,,,79.79,95.12,,,,,,,,
2017-09-26,,,,152.17,,105.35,,191.62,,,,0.12,,76.88,,45.45,275.85,,106.71,,68.0,,96.99,103.82,73.5,,,,,,,
2017-09-27,,,,164.98666666666665,,148.46,,199.84,,,,0.1,,50.86,,29.29,253.61,,121.45,,43.0,,94.45,123.3,,,,,,,,
2017-09-28,,,,177.8033333333333,,117.41,,66.01,,,,0.08,,90.26,,24.1,255.33,,93.76,,53.4,,66.97,82.46,,,,,,,,
2017-09-29,,,,190.62,,113.98,,,,207.12,,0.1,,71.25,,29.61,298.19,,135.61,,63.8,,53.17,63.55,,,,,,,,
2017-09-30,,,,178.04500000000002,,110.94,,,,169.39,,0.11,,68.52,,24.03,311.39,,156.57,,74.19999999999999,,60.07,62.32,,,,,,,,
2017-10-01,,44.56,,165.47,113.69,113.14,,,,131.66,,0.12,,64.45,15.39,13.37,188.36,,132.15,,84.6,42.35,45.63,53.33,46.73,,,,,,,
2017-10-02,,52.29,,157.89,108.29,140.43,,,,151.67,,0.14,,53.93,13.72,10.5,144.77,,103.81,,20.44,26.07,29.07,29.55,39.28,,,,,,,
2017-10-03,,41.55,,,479.76,101.83,,,,129.5775,,,,74.12,14.05,17.57,177.56,,126.14,,23.18,23.7,26.22,30.57,63.55,,,,,,,
2017-10-04,,56.15,,,,112.01,,,,107.485,,,,66.7,23.96,22.0,208.1,,168.86,,74.05,52.73,47.42,55.25,101.19,,,,,,,
2017-10-05,,26.0,,,,102.14,,163.03,,85.39249999999998,,,,45.28,25.64,30.71,173.65,,49.68,,79.07,64.62,61.0,87.5,112.64,,,,,,,
2017-10-06,,21.41,,,,86.7,,203.02,,63.3,,,,60.66,30.21,13.0,271.04,,127.56,,58.62,30.28,28.95,44.71,71.05,,,,,,,
2017-10-07,,35.62,,,,78.09,,222.42,,119.97,,,,83.6,27.88,19.95,182.83,,136.85,,38.17,22.91,24.75,38.0,58.43,,,,,,,
2017-10-08,,30.0,,,,137.83,,212.0,,176.64,,,,72.14,59.43,33.45,231.02,,137.4,,41.085,20.0,24.19,22.1,55.66,,,,,,,
2017-10-09,,30.57,,165.38,,152.83,,201.58,,,,,,79.34,53.35,42.21,168.17,,167.67,,44.0,15.94,23.59,22.0,58.4,,,,,,,
2017-10-10,,,,150.94,37.66,140.47,,,,,,,,73.85,,,,,137.5,,11.5,,5.0,28.97,47.82,,,,,,,
2017-10-11,,,,136.5,143.125,120.99,,,,,,,,62.71,,,,,148.16,,22.0,,34.0,35.94,54.88,,,,,,,
2017-10-12,,,,207.0,248.59,165.16,,,,,,,,54.56,,,,,163.82,,15.0,,,,69.1,,,,,,,
2017-10-13,,,,217.675,318.74,151.1,,,,,,,,52.24,,,,253.01,176.05,,8.0,,,,41.21,,,,,,,
2017-10-14,,,,228.35,370.8833333333333,168.89,,,,,,,,44.65,,,,225.12,181.85,,14.5,,,,60.55,,,,,,,
2017-10-15,,,,239.02500000000003,423.0266666666666,167.37,,,,,,,,50.86,,,,188.15,166.44,,106.5,,,,60.97,,,,,,,
2017-10-16,,,,249.7,475.17,168.55,,298.73,,282.17,,229.1,,76.61,,,,176.06,195.4,,183.75,,,,154.64,,,,,,,
2017-10-17,,,,264.8,426.82,135.82,,264.91,,249.16,,201.98,,118.88,,,,174.26,234.68,,,,,,133.53,,,,,,,
2017-10-18,,,,290.1,210.6,177.12,,285.025,,242.145,,207.38,,188.67,,,,192.45,227.06,,,,55.0,50.0,139.39,,,,,,,
2017-10-19,,102.42,,315.4,284.66,259.69,,305.14,,235.13,,212.78,,176.7,120.62,32.08,291.88,178.12,232.54,,,206.12,132.62,110.54,155.83,,,,,,,
2017-10-20,,120.5,,287.94,419.24,425.61,,420.76,,248.48,,267.61,,276.51,179.86,16.0,445.44,222.08,262.12,,,243.0,71.5,53.0,117.79,,,,,,,
2017-10-21,,138.58,,405.84,383.54,265.55,,422.08,,375.51,,327.31,,161.93,40.6,24.75,318.1,203.48,238.09,,,73.42,73.58,78.25,106.64,,,,,,,
2017-10-22,,117.115,,274.375,316.37,198.89,,299.395,,266.87,,224.775,,118.74,47.095,46.65,357.95,166.89,180.88,,,84.99000000000001,76.065,99.815,98.82,,,,,,,
2017-10-23,,95.65,666.33,142.91,249.2,178.87,,176.71,202.75,158.23,143.75,122.24,388.62,128.59,53.59,68.55,276.08,149.66,176.43,,,96.56,78.55,121.38,86.99,,,,,,,
2017-10-24,,36.0,613.71,166.25,199.83,206.34,,125.7,282.65,108.33,209.08,98.02,415.26,178.64,72.99,43.5,191.27,149.3,216.19,138.86,,32.0,29.5,34.5,101.2,,,,,,,
2017-10-25,,39.333333333333336,562.53,160.815,171.47333333333336,281.77,,163.61,283.2,122.51,240.25,102.76,351.67,134.15,51.36,39.833333333333336,312.7,198.09,322.23,206.44,,32.666666666666664,59.585,35.0,159.54,,,,,,,
2017-10-26,,42.66666666666667,458.15,155.38,143.11666666666667,291.46,,201.52,283.75,136.69,208.04,107.5,288.08,90.69,29.73,36.16666666666667,309.8,222.03,324.78,215.79,,33.33333333333333,89.67,35.5,157.56,,,,,,,
2017-10-27,,46.0,438.96,205.86666666666665,114.76,275.48,,236.12,279.38,150.87,185.79,112.24,341.0,87.11,,32.5,299.12,180.42,392.2,196.57,,34.0,146.04,36.0,52.5,,,,,,,
2017-10-28,,64.44,522.92,256.3533333333333,207.245,274.28,,299.37,277.69,232.35,224.88,108.41,347.0,91.81,,33.505,302.65,170.03,194.7,191.28,,54.535,147.74,64.67750000000001,163.27,,,,,,,
2017-10-29,,82.88,455.67,306.84,299.73,268.95,,332.11,276.0,313.83,212.29,241.83,353.0,100.35,,34.510000000000005,295.75,153.56,47.6,146.63,,75.07,149.44,93.35500000000002,147.82,,,,,,,
2017-10-30,,101.32,525.18,303.57,258.345,270.59,,312.44,327.06,253.04,230.96,217.33,573.46,82.59,,35.51500000000001,289.42,195.08,183.29,189.99,,95.605,151.14,122.03250000000004,139.485,,,,,,,
2017-10-31,,119.76,548.5,299.84,216.96,345.36,,354.5,306.01,319.42,254.62,255.81,404.24,90.98,46.83,36.52,267.13,203.2,195.89,204.17,137.9,116.14,152.84,150.71,131.15,,,,,,,
2017-11-01,,96.39,310.99,296.28,240.94,274.34,,236.29,257.08,286.59,182.43,157.575,354.88,82.5,47.6,37.06,261.79,206.83,147.22,219.42,149.7,144.45,155.94,151.8,143.7,,,,,,,
2017-11-02,,100.96,329.0,219.15,243.96,230.45,,169.6,249.52,239.96,175.29,59.34,324.88,102.83,45.58,35.06,259.59,175.25,111.59,164.3,133.59,142.91,153.78,154.14,122.77,,,,,,,
2017-11-03,,83.03,304.13,321.81,275.46,236.53,,200.81,208.69,273.55,183.28,107.67,282.95,106.93,56.85,40.5,252.25,193.36,121.22,200.4,113.08,118.38,149.24,137.01,117.08,,,,,,,
2017-11-04,,67.98,491.87,257.95,289.34,253.69,,294.22,252.08,290.85,233.0,213.38,399.87,85.45,43.86,45.71,251.09,216.51,205.6,202.7,73.08,74.74,111.65,105.12,106.14,,,,,,,
2017-11-05,,57.01,595.86,331.62,428.17,300.76,,309.24,291.25,333.59,260.08,283.38,411.92,47.3,15.91,24.78,290.59,168.17,191.86,176.98,,56.46,62.47,72.97,81.98,,,,,,,
2017-11-06,,48.12,569.92,274.92,328.92,304.95,,286.14,293.17,354.67,279.58,253.47,387.12,62.85,17.56,41.97,290.75,169.53,189.06,194.53,,53.56,67.64,71.38,75.73,,,,,,,
2017-11-07,,55.26,440.0,683.39,666.94,678.66,,588.51,681.68,706.69,691.63,658.78,710.75,79.97,20.82,29.74,232.21,201.39,246.38,258.93,,64.71,80.03,96.81,85.0,,,,,,,
2017-11-08,,61.49,403.0,794.03,731.31,727.96,,896.3,826.8,911.49,789.88,833.08,888.83,90.69,26.17,28.67,250.2,171.29,237.17,230.0,,71.85,84.27,85.3,89.55,,,,,,,
2017-11-09,,81.14,366.0,653.09,547.3149999999999,691.73,,769.13,678.52,711.15,632.05,599.64,730.94,99.57,40.0,27.27,222.95,180.57,227.11,225.42,80.89,74.98,80.57,99.06,87.84,,,,,,,
2017-11-10,,97.61,329.0,505.16,363.32,506.79,,436.48,504.27,485.6,490.58,461.05,626.88,106.09,40.08,45.25,260.49,224.2,272.46,240.2,67.71,77.33,93.07,88.45,97.74,,,,,,,
2017-11-11,,109.46,,541.64,506.97,509.4,,531.29,506.08,546.19,458.67,455.79,610.26,91.48,62.81,46.57,267.24,235.2,256.52,239.91,96.39,105.3,127.64,126.6,123.98,,,,,,,
2017-11-12,,98.27,,665.74,604.43,598.2,,599.85,628.59,677.77,612.38,571.14,705.0,88.92,55.07,59.01,271.2,213.35,233.33,214.74,101.5,101.06,114.31,112.43,116.99,,,,,,,
2017-11-13,,72.5,,617.44,455.13,471.17,,540.43,517.17,501.13,476.62,468.36,622.79,80.35,44.49,86.2,234.56,176.85,235.7,263.07,101.76,108.77,98.19,127.02,103.68,,,,,,,
2017-11-14,,54.72,,370.38,320.5,332.42,255.18,454.43,411.58,371.62,304.58,353.97,473.92,80.72,50.99,76.8,178.8,141.01,171.57,150.64,96.73,109.66,128.77,147.3,123.71,,,,,,,
2017-11-15,,27.08,282.8,281.23,256.73,188.62,218.03,340.12,312.83,308.31,228.29,269.38,389.29,75.17,57.39,78.67,100.14,132.79,175.54,169.0,94.94,108.09,91.84,120.235,105.96,,,,,,,
2017-11-16,,22.89,340.67,319.11,297.08,276.02,189.41,321.09,307.42,271.48,226.42,260.22,374.58,92.71,63.43,69.39,182.69,160.38,194.46,173.2,80.43,86.41,73.17,93.17,79.98,,,,,,,
2017-11-17,,18.72,304.09,236.67,250.3,209.22,152.45,247.74,234.86,216.77,174.7,184.48,275.48,90.39,58.98,83.82,228.78,194.96,204.59,170.27,78.23,79.22,71.24,98.69,74.3,,,,,,,
2017-11-18,,28.9,341.25,234.69,248.23,183.13,145.08,235.57,218.55,202.93,154.25,174.32,249.27,113.29,47.14,80.76,184.32,128.57,169.07,132.33,71.83,57.5,60.29,81.66,86.69,,,,,,,
2017-11-19,,28.67,271.0,208.86,222.93,190.31,123.61,209.37,189.29,180.53,150.25,158.01,244.21,81.04,37.06,59.98,224.99,211.89,266.3,205.56,76.24,65.06,73.16,84.22,87.11,,,,,,,
2017-11-20,,28.68,304.25,286.42,272.73,247.54,181.46,265.65,243.21,242.99,201.71,199.88,341.08,83.2,42.63,48.04,295.86,110.29,152.77,111.69,94.57,76.82,80.32,83.62,128.92,,,,,,,
2017-11-21,,61.47,324.67,236.37,287.32,212.05,204.17,278.78,259.71,249.9,223.92,219.65,348.33,55.32,29.86,31.01,264.88,109.18,155.63,98.76,100.4,67.19,84.56,84.52,103.27,,,,,,,
2017-11-22,,106.56,296.25,238.22,296.29,213.01,221.34,276.44,272.96,264.56,217.75,233.23,345.88,60.14,35.7,42.44,276.23,113.44,193.94,116.6,102.86,69.99,65.34,59.92,91.38,,,,,,,
2017-11-23,,130.08,274.33,207.47,282.69,215.99,207.49,279.92,283.5,249.78,197.25,228.34,378.0,75.79,50.99,61.21,237.22,169.01,207.17,154.77,123.47,76.12,70.16,79.65,128.88,,,,,,,
2017-11-24,115.75,138.21,385.7333333333333,181.12,297.23,211.69,212.49,274.05,313.25,293.36,236.58,247.93,361.5,97.26,63.2,89.2,270.82,198.58,242.3,185.31,126.26,122.94,115.56,117.83,145.47,,,,,,,
2017-11-25,124.5,119.5,497.1366666666666,247.4,313.69,245.55,210.29,287.46,263.37,279.78,217.0,207.435,409.42,101.84,61.88,126.78,268.1,202.09,257.92,214.89,128.68,124.15,123.99,131.89,156.38,,,,,,,
2017-11-26,129.06,124.86,608.54,297.25,417.0,331.03,243.69,320.86,344.16,348.19,237.47,166.94,447.13,88.82,50.52,102.32,263.37,216.67,292.22,245.83,135.3,139.08,134.61,132.62,146.32,,,,,,,
2017-11-27,135.32,125.91,616.62,288.9,342.0,282.81,191.72,318.65,307.08,298.53,263.44,173.64499999999998,460.71,75.31,38.8,49.07,266.39,177.19,265.18,166.12,132.16,149.18,139.76,148.65,157.21,,,,,,,
2017-11-28,104.09,172.13,544.54,252.56,325.2,252.43,142.64,255.19,241.88,275.37,198.5,180.35,453.75,83.62,46.63,48.66,268.24,169.91,222.19,189.98,116.93,159.62,136.3,145.71,161.76,,,,,,,
2017-11-29,114.84,133.9,507.11,269.2,463.64,238.06,173.57,339.88,325.88,387.08,246.26,236.09,469.29,84.01,45.29,48.34,283.99,170.19,272.46,237.26,118.18,114.17,113.41,124.57,142.16,,,,,,,
2017-11-30,114.86,92.98,565.13,258.21,484.61,331.54,171.7,342.65,255.18,311.81,,283.24,470.96,49.94,23.73,11.05,265.34,197.16,251.0,214.02,115.86,105.66,118.03,122.61,145.4,,,,,,,
2017-12-01,113.56,126.25,594.72,270.32,389.75,265.06,162.96,276.8,332.25,283.45,,246.85,432.12,30.08,15.57,15.05,270.1,101.97,193.24,147.31,114.62,113.81,124.5,136.54,153.7,,,,,,,
2017-12-02,140.2,124.88,715.43,261.37,464.6,275.69,162.18,259.82,289.79,358.5,,218.51,450.75,105.46,39.47,29.16,232.05,126.19,171.72,172.06,118.88,113.21,116.38,124.36,145.47,,,,,,,
2017-12-03,130.52,114.81,653.2,286.92,492.19,302.68,207.9,348.3,351.79,300.3,,281.5,529.62,87.52,40.69,41.84,239.25,133.8,189.5,190.46,115.45,118.16,125.73,118.99,150.99,,,,,,,
2017-12-04,125.0,123.44,682.67,395.79,452.52,324.14,211.18,391.44,415.29,388.18,,311.82,568.62,114.95,48.3,53.82,214.5,168.47,199.08,223.67,118.2,108.61,111.86,110.24,146.85,,,,,,,
2017-12-05,121.77,184.65,615.85,276.895,390.53,332.52,171.78,387.22,349.42,363.29,256.72,282.85,515.29,83.86,49.98,61.00666666666667,189.34,153.67,180.82,176.25,97.25,90.16,91.43,83.8,120.57,,,,,,,
2017-12-06,139.36,178.5,314.08,158.0,237.65,184.53,111.95,214.32,230.92,198.28,161.12,127.24,292.67,112.78,52.2,68.19333333333333,134.65,140.35,163.14,159.89,91.84,90.34,77.32,65.04,104.94,,,,,,,
2017-12-07,181.64,141.02,296.75,150.95,204.87,155.07,83.42,172.97,183.08,156.02,100.83,142.15,249.0,104.02,43.84,75.38,215.78,131.0,186.87,143.74,117.8,140.83,123.21,104.99,151.12,,,,,,,
2017-12-08,208.86,112.99,381.65,174.73,233.96,172.48,123.12,211.89,212.5,182.52,136.83,172.1,291.04,124.23,58.86,61.09,266.2,184.53,201.09,150.74,129.94,171.23,150.84,146.38,167.35,,,,,,,
2017-12-09,141.22,111.86,627.0,184.34,302.23,207.23,93.62,252.2,290.25,218.3,228.58,240.28,356.54,133.81,75.79,49.68,236.63,181.42,208.23,159.93,111.05,172.1,149.97,150.06,162.05,,,,,,,
2017-12-10,102.77,160.8,652.4,233.91,421.17,300.02,188.44,270.68,379.38,351.53,297.08,215.48,442.88,138.05,62.17,73.21,198.88,116.24,148.29,154.33,73.36,101.14,100.6,158.75,146.9,,,,,,,
2017-12-11,115.27,126.78,626.85,278.81,381.98,255.23,218.61,336.85,372.08,322.94,330.75,260.74,378.04,120.85,67.19,101.59,87.5,94.02,,113.67,101.99,115.07,107.97,99.41,151.62,,,,,,,
2017-12-12,131.48,128.31,206.58,134.39,147.58,138.53,199.07,139.08,151.21,147.06,141.92,95.55,166.42,124.73,77.02,88.6,87.57,104.38,,103.02,133.42,137.85,136.05,124.38,166.18,,,,,,,
2017-12-13,99.74,149.08,336.62,161.94,201.6,175.05,220.2,231.12,202.29,173.35,183.96,119.33,231.33,166.2,74.3,58.23,141.61,110.81,,95.66,124.27,129.69,133.59,127.01,162.11,,,,,,,
2017-12-14,98.94,97.69,320.83,159.57999999999998,194.46,64.06,227.59,195.48,213.33,187.75,150.17,120.07,224.04,96.21,52.59,66.47,124.48,77.94,,84.73,115.78,111.64,115.97,110.36,148.8,,,,,,,
2017-12-15,109.65,97.87,344.22,157.22,226.58,30.0,227.99,202.35,237.11,195.75,161.0,149.31,254.44,74.48,36.68,88.53,120.29,87.85,,103.67,118.81,107.71,118.79,109.12,144.05,,,,,,,
2017-12-16,129.81,163.67,334.36,150.53,187.87,104.27,198.82,186.09,211.84,142.09,142.215,124.91,224.685,103.25,47.32,68.19,129.08,78.07,,92.88,140.45,124.4,132.78,115.12,142.8,,,,,,,
2017-12-17,167.62,181.98,324.5,120.8,181.84,154.41,179.53,195.25,186.57,129.11,123.43,127.3,194.93,94.27,44.84,69.96,177.11,134.88,,252.01,131.44,139.84,137.43,135.19,169.9,,,,,,,
2017-12-18,172.04,139.11,343.96,139.6,197.37,161.48,209.43,147.48,228.42,143.0,150.71,148.34,219.83,105.21,57.81,71.95,121.78,146.79,97.5,89.34,114.53,138.84,151.39,143.23,170.91,,,,,,,
