Date,AP001,AP005,DL002,DL004,DL007,DL012,DL014,DL017,DL019,DL025,DL028,DL030,DL031,KA005,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG006,DL003,DL009,DL015,DL016,DL032,DL035,DL037
2019-03-02,51.79,52.28,248.28,107.9,96.6,155.95,151.0,137.7,176.4,228.18,97.68,104.5,220.51,148.39,71.42,68.2,52.76,83.38,100.96,103.08,,61.15,72.23,62.45,82.56,222.96,148.42,221.75,178.76,202.22,206.88,198.83
2019-03-03,54.86,69.05,135.47,75.09,58.36,85.67,102.44,83.68,115.89,135.99,68.9,71.65,175.16,148.34,76.29,63.12,42.71,83.15,91.88,103.84,,71.36,63.93,67.15,79.92,134.58,81.62,115.56,110.0,109.79,120.96,119.54
2019-03-04,52.32,87.02,323.94,130.67,149.79,197.58,190.53,147.88,188.61,210.3,118.71,126.7,129.81,151.56,69.52,69.4,56.26,97.86,106.14,110.28,,92.41,94.5,97.31,98.22,220.1,167.28,208.7,214.91,184.12,159.33,217.48
2019-03-05,76.9,91.01,228.82,95.53,86.47,100.51,101.57,79.14,132.5,140.44,71.76,61.06,145.75,149.83,80.98,58.71,82.52,65.56,86.69,77.57,,164.56,169.17,169.59,140.43,153.88,122.2,219.56,127.26,144.96,111.0,128.04
2019-03-06,116.27,111.52,310.42,102.42,129.96,142.37,130.44,106.65,156.91,190.22,88.46,95.54,189.65,142.23,58.94,67.2,113.27,70.11,104.47,91.95,,164.0,156.73,171.3,158.45,203.02,142.35,221.42,167.69,185.6,135.04,170.21
2019-03-07,87.51,93.77,401.03,149.66,171.79,220.26,171.58,134.37,195.71,264.26,109.19,119.35,232.27,227.36,40.23,178.24,125.2,73.92,127.54,96.59,143.38,173.67,165.4,169.82,165.76,245.88,183.9,294.29,211.69,254.16,219.25,217.35
2019-03-08,53.9,81.68,335.47,129.75,140.38,185.45,155.27,134.11,181.15,231.59,76.61,108.51,209.07,194.56,48.41,126.39,82.82,64.51,104.52,90.45,135.46,153.38,156.83,167.53,160.21,199.62,196.43,211.12,191.06,214.05,184.71,252.85
2019-03-09,59.01,96.17,228.33,126.88,125.57,165.79,123.97,112.76,163.77,191.65,64.45,95.38,174.7,163.9,55.58,86.59,67.05,83.77,115.41,130.58,122.67,105.1,122.56,116.81,121.62,188.9,162.84,209.17,149.35,170.56,143.96,189.02
2019-03-10,47.74,75.6,238.82,115.24,161.62,135.91,107.8,106.88,153.35,188.81,69.33,84.73,169.85,176.63333333333333,55.46,60.76,106.6,63.43,87.51,86.11,113.32,92.58,117.7,107.6,111.12,182.22,148.11,218.11,150.66,185.59,150.77,163.87
2019-03-11,50.79,93.11,251.05,164.11,120.44,185.95,104.16,164.7,214.52,275.68,77.03,132.08,185.52,189.36666666666665,55.54,70.94,63.42,92.05,119.13,107.88,96.51,86.65,93.21,98.39,109.24,238.56,180.09,240.22,223.2,232.9,287.48,224.98
2019-03-12,90.58,123.07,161.27,120.62,106.18,155.62,104.96,101.59,144.46,146.42,51.11,83.51,129.92,202.1,52.61,72.46,77.26,103.97,132.19,107.7,114.54,97.99,104.24,101.7,111.23,145.17,121.84,145.23,122.14,136.83,107.04,142.33
2019-03-13,104.04,133.44,288.71,182.0,176.26,234.69,185.57,174.88,236.25,280.41,71.95,145.49,252.98,179.6,50.15,96.27,115.62,107.44,132.38,98.85,120.56,106.2,99.83,115.95,123.59,256.1,231.06,246.61,246.33,246.53,221.38,278.75
2019-03-14,129.33,159.08,297.45,180.24,196.57,253.03,207.7,159.67,226.94,267.7,101.53,132.47,227.1,186.2,59.56,87.99,78.65,90.42,124.02,95.39,130.45,106.08,105.07,102.49,109.76,245.73,223.49,237.6,235.39,227.1,215.94,255.79
2019-03-15,124.06,116.19,173.22,115.15,131.13,140.68,122.34,108.28,159.52,178.96,77.69,85.31,167.43,169.32,67.46,85.38,71.85,53.52,92.71,63.1,130.41,106.44,118.76,112.46,128.93,164.52,141.55,204.78,123.66,171.49,121.21,132.73
2019-03-16,101.35,95.94,178.24,110.17,134.88,126.74,110.9,99.07,149.71,169.21,64.65,76.97,151.86,171.62,,88.36,68.04,58.83,95.11,139.86,111.31,95.86,111.47,97.46,126.01,158.15,133.15,201.29,141.78,145.84,125.91,141.54
2019-03-17,93.9,105.79,239.82,117.6,157.73,162.27,145.43,126.77,189.05,206.96,97.51,103.71,191.43,170.33,,87.18,112.38,68.4,97.77,104.44,88.57,95.68,93.2,89.12,109.8,194.15,161.42,270.83,197.05,195.74,168.68,178.5
2019-03-18,69.14,79.98,257.41,127.96,182.63,178.76,163.24,143.15,194.83,223.1,97.46,114.16,223.22,222.39,,72.39,116.4,74.03,101.05,91.57,101.7,95.5,103.76,91.79,112.42,201.92,175.17,279.25,170.38,230.46,205.61,199.88
2019-03-19,53.31,100.66,297.26,137.73,200.91,211.66,172.09,153.81,212.81,273.78,103.22,133.64,245.03,248.48,,65.23,113.04,79.48,101.2,108.18,78.34,69.27,69.73,69.81,83.33,222.04,208.29,319.33,220.86,294.51,236.29,221.9
2019-03-20,49.43,72.87,269.4,174.2,175.38,212.22,195.04,175.34,224.89,315.58,72.67,138.33,230.92,134.11,,62.21,55.69,96.38,120.25,122.55,100.34,90.55,88.88,81.27,108.72,225.17,199.5,311.75,236.24,283.5,288.03,252.29
2019-03-21,43.12,66.43,221.72,205.02,188.33,341.57,172.73,159.18,213.58,249.37,106.59,144.42,231.58,,,59.9,59.79,105.65,128.22,126.81,92.96,89.46,84.56,102.0,99.14,184.71,200.99,225.12,189.245,204.24,197.15,214.67
2019-03-22,53.08,115.06,159.55,82.12,99.63,156.91,77.45,82.89,139.0,142.75,33.36,67.42,126.86,,,61.19,66.44,79.23,111.54,94.47,79.71,85.92,85.31,106.47,93.77,125.46,108.64,152.54,142.25,122.41,109.45,121.71
2019-03-23,64.65,105.29,213.26,96.21,82.71,133.01,101.0,100.12,146.73,161.58,46.78,72.66,141.19,,,64.78,82.51,78.6,98.67,87.28,120.21,101.01,113.91,102.33,118.2,149.25,127.15,186.17,136.28,148.38,141.06,147.73
2019-03-24,48.09,108.14,180.93,102.63,120.55,113.01,120.72,106.01,152.85,172.58,52.52,80.81,132.15,,,59.02,66.96,103.19,113.92,130.23,114.58,104.55,124.77,119.33,131.21,150.23,120.83,191.75,131.82,134.96,124.24,140.8
2019-03-25,46.96,89.98,204.57,113.7,129.96,141.51,126.56,114.69,158.12,174.59,59.92,85.04,147.28,202.79,,65.3,85.3,98.9,117.32,112.84,114.28,103.18,126.04,118.25,127.55,145.31,136.85,180.0,142.25,154.96,142.7,158.1
2019-03-26,51.83,64.93,208.4,120.51,163.99,146.59,127.93,117.37,170.88,194.48,69.51,89.72,174.57,161.69,,67.23,97.35,70.97,93.06,74.32,134.5,119.64,119.0,111.51,132.56,173.79,155.7,227.42,155.38,181.29,159.17,159.17
2019-03-27,60.54,76.36,280.09,119.97,198.14,131.54,132.68,132.88666666666666,177.73,217.67,66.07,90.17,175.53,161.19,,67.02,143.79,93.5,95.82,91.17,118.96,111.73,117.65,111.56,115.42,187.83,163.75,269.17,161.32,210.29,164.18,175.9
2019-03-28,70.3,93.56,402.54,168.66,267.32,222.24,199.84,148.4033333333333,240.31,335.13,121.86,134.26,239.53,178.13,,75.77,127.89,99.16,123.27,110.2,137.54,134.75,145.25,128.28,138.5,260.29,193.96,336.46,236.72,307.5,290.55,282.25
2019-03-29,65.16,102.51,432.01,200.44,267.65,264.22,203.61,163.92,220.5,282.99,100.68,138.15,244.04,177.47,,75.12,113.95,127.23,162.85,117.26,141.69,147.52,158.16,133.89,150.78,238.75,239.99,324.71,221.96,290.46,200.11,341.19
2019-03-30,60.07,104.69,362.78,174.46,250.26,234.93,218.14,180.75,224.4,293.87,83.97,135.72,216.01,128.63,,85.28,106.94,123.33,127.43,125.95,159.46,125.14,144.58,131.62,139.75,203.04,188.7,256.92,210.71,273.96,240.56,281.72
2019-03-31,72.26,133.71,240.25,134.21,207.19,160.3,102.57,133.66,196.27,221.32,48.27,94.32,172.06,186.35333333333327,,81.64,67.71,119.0,132.86,111.69,179.56,122.11,131.01,119.01,145.935,167.81,163.24,219.75,180.36,236.27,175.25,185.51
2019-04-01,70.85,133.41,203.5,108.3,172.35,173.64,109.9,129.46,184.04,217.42,59.49,90.42,176.21,244.07666666666665,,79.24,95.73,102.64,109.56,76.87,155.38,100.07,105.25,101.16,152.12,163.27,149.69,230.88,178.31,198.58,152.74,171.2
2019-04-02,62.5,103.06,285.07,178.64,232.58,195.45,152.34,144.74,190.21,253.03,88.38,106.21,238.24,301.8,,82.12,120.11,98.05,100.15,82.63,119.85,117.24,125.47,109.48,124.96,187.6,191.0,304.64,188.4,295.83,233.82,225.92
2019-04-03,45.07,89.44,270.89,151.41,226.4,195.92,126.18,133.37,186.96,241.73,79.92,104.9,244.57,217.99,,81.81,94.69,110.33,115.9,94.69,115.21,115.93,124.22,105.04,121.11,193.25,183.12,259.57,184.02,264.17,212.35,207.86
2019-04-04,39.04,103.61,374.83,211.34,309.88,273.5,229.68,198.62,236.42,318.41,101.17,129.05,276.23,170.99,,50.68,111.23,107.8,123.65,115.18,97.08,104.04,110.52,101.65,101.34,200.69,254.38,282.93,259.5,315.67,273.42,285.83
2019-04-05,50.84,77.64,445.12,234.02,338.02,272.44,235.4,206.47,248.96,345.57,104.94,139.72,294.47,165.22,,44.72,139.75,131.81,167.61,189.56,93.5,81.24,80.76,91.49,81.3,201.67,265.9,318.79,265.19,335.15,246.36,301.48
2019-04-06,63.47,109.5,399.71,232.03,273.51,272.31,286.02,251.03,293.61,408.12,80.31,161.25,329.36,176.34,,50.03,167.42,124.95,116.46,155.41,93.74,68.96,77.48,71.48,89.32,241.61,281.18,341.54,322.69,356.38,340.57,321.94
2019-04-07,55.83,85.39,363.49,290.75,297.7,420.31,353.67,304.06,348.88,481.0,145.38,258.11,303.99,158.97,,66.82,72.15,181.74,252.94,277.63,75.55,62.25,79.11,77.61,87.92,261.74,312.95,405.41,336.7,423.96,358.37,352.0
2019-04-08,34.05,79.8,355.72,210.75,199.45,304.67,277.4,257.57,288.77,386.74,59.26,167.58,274.44,144.22,,71.05,94.52,474.16,441.75,505.0,85.35,,81.15,72.42,104.26,185.94,287.08,305.08,309.46,304.28,299.93,300.2
2019-04-09,38.77,81.76,273.36,151.12,172.06,200.61,206.84,167.09,203.83,282.88,78.26,122.81,214.5,195.61,,67.66,129.01,155.89,168.06,160.96,114.4,,98.65,74.18,109.59,152.44,193.58,268.38,214.95,293.04,268.69,224.26
2019-04-10,36.76,99.18,430.66,203.2,280.48,258.45,205.99,165.11,239.67,301.51,91.79,146.53,239.42,127.07,,62.29,112.19,148.0,160.06,141.21,131.09,,99.79,72.52,120.79,163.42,242.62,296.38,225.48,286.38,232.32,299.84
2019-04-11,33.28,98.125,277.72,142.23,216.2,218.95,173.78,155.99,221.6,225.79,60.22,125.33,220.61,222.91,140.09,59.77,81.89,143.18,155.12,173.32,74.78,,64.76,76.0,90.69,148.98,195.08,214.21,188.5,237.33,195.08,235.51
2019-04-12,43.11,97.07,287.01,151.66,209.7,187.15,193.22,183.16,230.41,261.2,44.48,146.79,235.47,175.33,74.47,65.59,83.38,367.45,369.38,375.31,95.36,105.0,102.55,89.74,103.35,147.21,221.04,242.62,234.38,227.29,238.25,245.57
2019-04-13,89.0,106.57,241.56,113.4,167.16,160.24,145.78,134.83,169.65,189.11,45.64,91.58,184.03,167.8,31.28,60.17,85.15,128.09,137.1,124.09,71.15,75.18,71.59,70.83,108.96,131.58,168.62,186.25,165.31,221.99,199.49,217.73
2019-04-14,50.12,85.16,199.31,121.78,169.07,173.84,136.23,132.05,183.83,227.2,38.02,90.9,172.88,158.61,23.57,60.55,90.03,114.32,135.09,101.33,85.05,95.32,109.75,103.94,106.84,135.4,173.96,217.71,178.25,178.47,184.21,179.62
2019-04-15,68.9,107.04,238.74,133.94,182.02,185.52,137.23,142.44,191.98,213.52,52.5,111.06,244.4,154.9,31.34,54.56,122.91,192.05,195.36,163.01,93.92,90.03,94.39,105.49,104.89,155.88,172.67,209.38,184.16,204.31,172.06,185.83
2019-04-16,81.59,120.82,229.17,133.57,151.59,185.93,185.45,155.08,168.85,337.24,45.43,127.99,161.36,147.43,52.24,51.86,105.68,153.37,150.63,131.81,114.01,108.44,101.16,111.29,124.35,128.5,127.28,188.22,164.37,191.17,177.71,177.59
2019-04-17,91.22,116.16,121.85,30.73,61.34,42.42,55.21,45.09,76.5,67.76,13.67,29.26,52.49,170.58,51.81,56.55,54.33,50.09,45.63,57.67,83.95,73.91,78.93,94.89,105.04,59.21,31.91,79.42,51.72,70.43,77.3,72.42
2019-04-18,57.8,102.2,138.29,56.43,83.57,95.41,70.49,68.32,111.35,116.29,32.57,52.19,91.67,177.74,45.62,44.77,60.62,42.28,77.58,70.41,98.73,110.16,103.39,114.24,122.66,78.5,76.86,110.33,83.7,93.9,90.77,110.98
2019-04-19,37.66,68.45,235.25,110.96,159.57,157.76,108.26,109.69,144.54,189.76,71.23,82.28,163.31,219.76,60.74,42.03,81.48,57.84,109.88,83.23,75.42,64.51,65.33,59.27,75.85,119.92,161.8,207.42,149.25,162.93,139.11,164.56
2019-04-20,36.94,73.93,276.56,96.25,174.66,145.57,140.21,123.39,197.26,247.03,101.04,148.24,224.7,128.35,62.20333333333333,32.47,96.05,63.74,97.6,93.53,71.61,53.8,57.31,50.77,68.43,147.94,159.68,237.25,187.41,261.86,204.33,192.27
2019-04-21,35.42,86.99,330.62,167.98,215.83,189.8,155.07,138.16,201.83,296.54,107.71,151.17,202.31,123.92,63.66666666666666,28.21,125.99,79.16,108.9,109.45,79.4,52.25,52.61,54.43,85.875,162.61,161.9,302.49,208.65,319.33,243.81,246.33
2019-04-22,75.6,78.81,339.19,168.11,270.66,275.67,201.92,187.08,264.95,320.74,114.42,195.04,266.72,152.84,65.13,41.85,147.5,110.56,144.82,143.18,61.25,56.68,59.96,60.4,103.32,165.96,232.57,278.83,246.39,287.33,240.7,282.17
2019-04-23,132.02,68.03,397.65,168.23999999999998,251.04,305.21,173.69,199.68,247.35,334.1,99.1,184.61,278.52,139.7,67.88,28.42,130.58,161.1,171.35,145.87,85.46,76.68,90.7,77.23,68.19,185.58,239.43,332.71,272.04,374.83,287.56,284.79
2019-04-24,59.05,60.43,343.8,168.37,225.67,243.64,175.5,223.79,269.31,333.99,68.88,188.71,264.8,138.49,68.49,40.08,150.77,131.81,180.47,141.63,87.15,76.01,83.6,63.47,126.96,183.48,256.36,299.19,280.64,279.33,278.18,271.23
2019-04-25,84.5,114.06,311.51,190.98,231.94,257.08,219.49,261.25,317.04,353.97,77.59,223.89,284.49,182.09,71.48,44.12,76.91,172.89,226.3,184.79,106.57,90.75,103.23,82.98,103.8,205.35,283.59,306.99,305.44,285.75,278.0,272.23
2019-04-26,79.71,120.33,300.71,165.02,242.94,251.9,167.16,178.75,278.54,302.29,72.17,182.54,264.41,154.13,68.56,53.12,79.67,207.18,245.06,229.09,115.76,110.02,114.65,105.64,146.85,163.6,227.8,306.29,240.21,269.65,219.62,275.79
2019-04-27,70.68,96.85,325.01,190.22,293.7,270.13,168.0,226.94,330.85,387.36,60.11,217.63,352.21,216.04,74.17,59.62,110.87,125.3,155.16,124.0,131.35,129.99,127.89,144.73,145.52,196.97,284.2,380.62,337.15,333.12,307.29,319.92
2019-04-28,46.14,104.1,293.52,176.32,277.16,280.05,180.49,222.19,297.17,369.15,56.29,242.96,271.82,176.95,78.65,59.02,151.49,154.16,166.45,156.32,125.95,109.38,112.79,103.77,,182.27,268.59,349.62,307.83,311.43,302.88,297.38
2019-04-29,40.82,65.88,302.0,162.42,297.8,266.41,192.98,201.51,266.15,346.42,55.96,209.5,289.26,162.63,69.97,56.52,131.1,139.2,168.9,159.34,98.9,96.97,101.7,94.48,,188.21,229.95,315.38,269.18,325.03,265.79,277.21
2019-04-30,60.71,52.79,330.84,186.31,344.39,275.89,258.36,226.91,280.75,354.62,77.28,135.0,266.71,152.23,70.13,49.07,135.19,126.85,151.66,147.51,120.5,102.03,98.56,100.75,,204.27,237.82,319.17,291.03,305.55,314.79,292.19
2019-05-01,93.8,50.34,377.27,237.8,320.36,324.7,297.24,293.56,330.33,417.64,86.88,236.84,325.11,118.86,71.54,49.94,95.71,149.97,151.77,173.01,129.75,108.15,107.2,117.2,,268.67,324.41,336.0,353.52,349.85,333.5,352.67
2019-05-02,111.93,55.1,308.22,188.56,246.32,334.67,224.98,270.54,324.9,346.32,61.19,220.75,272.43,164.89,62.23,87.96,110.64,168.67,174.03,215.42,150.93,132.97,134.06,146.28,,334.71,269.49,289.21,300.18,280.09,321.13,298.44
2019-05-03,211.34,198.42,182.48,101.89,142.74,133.54,135.73,124.81,195.73,197.04,58.29,121.64,141.12,190.74,72.03,103.25,80.8,114.92,126.92,139.96,160.39,144.14,135.58,147.23,,195.94,119.97,137.62,147.35,137.14,138.43,153.19
2019-05-04,163.62,180.09,251.45,138.75,231.02,212.39,167.27,143.91,234.47,261.57,89.55,186.13,223.1,189.26,72.0,100.42,100.92,85.39,108.4,115.57,145.7,110.35,109.29,127.43,,263.33,173.67,250.67,193.35,214.9,205.13,202.07
2019-05-05,152.97,220.1,284.98,153.69,266.3,238.32,183.26,183.44,229.92,342.61,61.38,201.63,208.88,190.94,69.34,97.18,145.44,116.71,120.02,129.16,144.58,113.4,118.05,131.21,,289.42,176.52,266.6,190.71,272.69,195.0,247.88
2019-05-06,136.76,216.54,406.33,134.95,298.82,289.02,206.3,197.51,299.23,391.04,128.38,212.71,268.79,185.17,63.27,110.95,118.65,115.25,149.99,151.64,136.98,125.09,131.29,138.62,142.41,388.56,239.9,365.18,272.93,380.0,300.48,342.54
2019-05-07,138.9,194.4,459.87,234.58,479.99,377.97,285.78,288.75,368.81,469.72,121.45,286.89,397.15,143.26,65.43,88.32,129.11,172.69,179.21,210.99,145.16,151.42,153.4,147.19,157.83,430.88,322.59,448.45,399.07,488.0,365.84,396.02
2019-05-08,155.58,183.91,561.33,259.91,489.57,389.74,307.89,312.02,456.73,535.24,136.5,313.23,404.55,101.9,56.06,67.7,110.82,246.05,245.46,260.01,153.07,147.84,147.41,162.39,154.08,484.27,357.61,471.94,403.78,490.04,398.98,430.21
2019-05-09,112.93,188.33,493.35,291.69,465.72,423.64,331.21,343.48,469.92,541.6,138.7,341.8,405.51,159.59,67.45,64.57,144.68,257.17,246.7,244.15,139.54,126.88,130.05,157.05,141.97,497.04,383.72,451.61,460.48,441.25,357.83,423.31
2019-05-10,114.79,171.44,369.41,199.25,340.2,290.57,270.99,269.21,397.83,582.12,87.69,264.54,276.71,152.83,61.37,56.44,176.04,108.88,124.35,116.35,122.92,130.46,138.85,147.95,141.34,392.4,290.68,373.2,322.23,374.54,322.72,333.81
2019-05-11,98.4,163.64,382.39,222.35,390.16,276.46,256.89,235.38,293.29,,91.66,228.85,294.25,178.49,65.1,54.42,135.68,124.5,133.31,129.2,115.69,130.25,135.53,149.78,144.52,285.46,318.36,310.58,330.19,279.83,278.53,340.67
2019-05-12,122.0,147.05,437.58,357.51,480.59,434.97,399.98,406.23,390.53,,97.43,386.18,426.58,160.93,74.51,48.58,76.21,261.28,254.26,275.31,170.97,77.1,76.3,83.17,147.93,382.32,428.21,457.28,399.75,400.67,319.6,398.24
2019-05-13,103.71,168.58,456.31,248.88,388.02,351.48,337.57,321.71,362.44,,206.88,355.16,330.12,157.87,78.93,44.81,142.79,97.42,112.63,117.78,117.21,105.94,103.2,110.81,151.34,329.42,295.4,379.96,364.99,378.87,293.31,398.29
2019-05-14,102.09,122.82,231.92,93.3,141.19,110.29,116.2,94.83,131.08,,49.64,96.53,115.66,140.3,76.8,44.75,63.95,84.61,101.83,128.44,99.06,100.19,101.33,107.18,154.75,134.83,98.06,142.79,100.52,126.86,111.79,139.69
2019-05-15,88.79,113.4,232.08,142.91,204.85,195.19,205.21,148.03,208.42,,86.16,149.96,217.15,147.44,63.76,45.92,135.22,335.12,333.22,347.78,114.38,105.26,108.52,112.77,135.02,178.56,158.12,230.83,173.9,204.56,202.42,201.75
2019-05-16,95.91,130.06,225.08,180.93,263.58,238.52,208.96,209.4,220.0,,60.01,174.08,219.94,153.96,53.75,58.16,70.38,286.42,292.68,248.25,105.72,89.84,100.76,113.43,132.53,204.17,187.92,258.26,202.65,210.31,209.35,240.25
2019-05-17,96.34,127.26,365.04,207.62,387.3,261.14,325.89,291.92,344.09,,84.08,277.69,253.26,150.02,72.61,65.88,96.81,283.91,281.4,303.89,121.9,121.14,117.1,128.98,130.04,315.42,252.61,333.09,345.82,314.71,239.53,307.62
2019-05-18,89.42,139.76,105.28,75.53,158.68,94.58,88.42,78.9,123.89,,106.24,79.77,92.59,156.51000000000002,75.0,55.7,61.91,61.16,81.99,75.53,145.51,137.61,143.05,147.86,148.66,118.29,88.56,120.92,90.46,99.95,66.42,100.89
2019-05-19,94.6,124.52,172.39,110.72,208.96,145.36,139.92,127.14,209.58,,82.98,134.29,160.28,163.00000000000003,69.66,46.85,105.25,80.19,95.88,92.54,145.61,154.42,162.79,165.14,166.53,203.36,166.21,195.46,164.96,171.23,131.5,158.88
2019-05-20,78.4,105.97,231.78,146.71,267.7,254.99,189.08,171.98,209.39,,103.81,172.59,196.81,169.49,57.93,62.22,95.69,98.78,111.75,107.12,106.04,123.49,124.26,121.56,138.36,269.49,204.45,281.21,214.17,240.46,202.83,225.75
2019-05-21,74.2,117.35,177.9,131.76,218.24,201.81,158.89,157.42,188.64,,82.99,142.7,186.44,106.93,67.48,72.77,98.1,97.78,120.96,121.95,118.86,106.71,114.09,108.35,137.67,241.68,177.48,232.08,190.07,213.38,186.38,188.73
2019-05-22,85.04,120.24,199.4,139.41,253.5,219.81,147.62,175.15,181.99,,57.76,135.14,202.84,75.11,67.97,64.09,114.75,91.42,94.19,102.0,101.13,86.39,87.01,88.42,122.59,263.62,174.36,259.75,206.42,249.81,187.92,191.52
2019-05-23,76.95,103.66,208.4,171.92,248.22,186.51,173.28,174.42,205.99,,95.52,179.97,197.36,113.28,67.86,51.78,93.26,82.63,95.13,100.75,116.81,112.09,102.6,91.84,131.72,283.56,223.54,328.21,217.07,291.04,256.09,246.28
2019-05-24,84.57,104.97,120.81,80.58,147.88,111.18,107.47,96.55,127.02,,38.49,86.47,125.26,59.67,76.2,31.31,62.35,104.59,116.78,120.46,96.82,87.59,86.8,87.94,103.61,132.48,115.12,140.29,116.23,121.75,103.88,137.16
2019-05-25,98.75,123.66,115.1,90.18,150.22,92.27,95.01,94.66,121.6,,36.9,93.39,132.08,134.28,69.13,29.58,55.39,74.12,87.16,95.06,125.29,118.53,124.25,132.34,143.71,139.98,118.29,162.15,112.85,112.75,106.33,127.12
2019-05-26,99.45,131.82,110.88,104.67,176.74,117.48,112.5,106.71,147.6,,49.23,107.94,134.18,44.57,69.88,34.61,75.58,80.93,98.49,116.5,136.46,142.2,142.82,149.33,149.5,170.67,126.86,187.05,131.79,134.83,118.41,134.24
2019-05-27,86.09,127.6,196.49,152.91,248.47,136.75,149.05,115.1,160.21,,53.89,121.09,149.75,93.3,70.97,52.68,71.02,100.09,127.49,134.98,141.95,109.46,111.19,128.9,128.64,213.75,139.61,225.78,161.6,172.71,164.7,167.35
2019-05-28,77.21,117.65,255.75,143.03,259.93,148.83,146.5,125.2,168.71,,56.28,123.58,159.65,75.56,54.86,77.25,79.34,71.81,107.07,87.36,127.03,124.4,120.71,130.25,141.58,224.19,160.99,228.96,173.84,186.42,170.17,170.91
2019-05-29,82.24,112.15,288.92,98.42,265.75,172.17,157.06,130.24,176.6,,96.8,143.56,187.04,,44.82,76.55,101.54,93.08,132.37,106.85,142.58,144.52,160.19,151.79,144.44,239.91,166.9,260.52,183.67,238.08,186.74,198.45
2019-05-30,79.78,103.26,353.38,152.02,317.69,286.67,182.4,135.28,221.83,,72.68,165.96,243.05,,48.58,78.76,130.38,89.76,133.25,116.75,112.92,118.09,117.94,121.57,136.42,266.83,200.62,304.47,239.52,282.04,233.04,242.75
2019-05-31,75.96,107.98,431.96,239.64,405.68,,283.45,273.76,306.92,,68.86,251.96,292.73,,37.51,49.86,132.32,103.2,140.32,143.66,111.41,100.19,101.56,93.11,131.86,402.15,295.25,354.93,348.4,368.25,333.58,357.27
2019-06-01,99.66,106.33,384.05,212.05,308.12,,244.29,231.3,257.02,,91.42,219.39,259.33,,11.41,54.8,141.53,104.44,144.75,129.93,112.5,83.12,86.6,85.26,111.01,336.92,248.42,315.93,291.25,316.67,324.54,319.52
2019-06-02,90.61,137.62,240.72,207.39,220.26,,189.26,204.5,223.67,,72.54,177.78,205.65,,17.439999999999998,35.77,120.56,106.97,141.23,157.78,139.23,116.86,122.22,110.08,148.47,256.31,208.71,224.89,236.89,232.33,240.04,226.44
2019-06-03,73.42,101.8,344.75,245.12,306.03,,239.06,291.21,288.71,,54.0,217.14,283.52,,23.47,37.15,181.11,142.53,171.1,221.76,81.43,62.43,59.93,71.84,80.07,352.17,309.54,312.45,337.73,303.6,318.58,328.62
2019-06-04,104.78,113.64,180.2,148.57,160.03,,142.79,147.86,168.5,,48.24,125.79,152.92,,37.04,29.82,123.69,190.75,245.01,258.36,68.54,49.79,50.33,53.12,57.44,189.24,146.92,170.79,179.32,172.15,200.92,179.77
2019-06-05,84.55,126.08,228.23,199.19,212.21,,176.03,178.08,193.06,,61.17,160.03,194.7,,38.79,27.21,115.44,190.87,170.41,236.11,100.19,83.86,87.29,87.15,98.22,236.61,196.38,212.38,215.21,208.41,241.4,208.5
2019-06-06,59.22,123.12,302.17,197.52,251.05,,183.89,194.56,220.52,,53.69,177.33,210.46,,33.43,45.83,88.35,107.1,138.52,151.18,116.08,98.4,107.18,101.58,96.97,277.25,212.92,254.54,237.41,256.42,237.27,253.73
2019-06-07,57.48,127.45,160.16,155.49,148.39,,129.41,133.87,159.25,,51.31,120.38,136.27,,38.49,33.76,68.81,125.22,197.96,171.81,81.16,64.42,64.34,53.32,65.85,168.81,141.55,144.26,151.59,141.21,169.94,150.54
2019-06-08,71.15,118.95,233.2,141.05,211.61,,165.43,132.84,178.29,,53.74,128.16,184.66,,29.98,25.46,97.33,84.47,140.02,109.19,71.74,63.59,52.76,48.73,83.87,200.65,146.96,194.44,176.14,184.62,200.67,182.84
2019-06-09,66.47,133.27,420.01,205.14,329.99,,206.22,197.31,227.21,,96.62,192.36,237.82,,18.84,24.78,86.77,81.92,125.29,111.22,86.9,55.03,69.19,44.14,62.32,314.59,199.53,285.16,245.33,317.42,199.67,270.02
2019-06-10,63.59,116.44,374.86,165.52,282.36,,170.97,162.99,199.26,,56.38,170.44,225.13,,16.36,23.83,95.14,128.89,169.62,157.07,67.57,44.52,46.66,39.55,59.2,270.28,164.34,274.0,214.96,261.61,249.18,220.67
2019-06-11,48.33,113.19,553.46,435.74,403.11,,438.2,425.46,375.21,,84.06,433.35,460.64,,18.28,,146.22,97.99,113.8,125.09,55.05,37.15,27.36,34.96,37.22,448.82,357.72,435.74,391.06,403.3,326.33,419.08
2019-06-12,43.2,131.6,251.39,236.6,265.87,,193.51,217.9,245.0,,43.24,194.31,231.56,,20.42,,116.06,88.28,101.82,74.01,47.9,28.39,17.03,34.95,29.35,251.32,245.98,232.39,240.96,227.23,233.08,239.35
2019-06-13,31.73,94.44,227.44,179.29,232.52,165.19,153.97,168.63,187.88,224.17,40.1,146.75,185.75,,20.46,,96.78,50.76,68.42,48.8,38.77,23.32,22.21,34.84,28.22,207.38,165.99,195.04,212.71,177.02,189.42,192.81
