Date,AP001,AP005,BR007,DL002,DL004,DL007,DL008,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,DL003,DL009,DL010,DL015,DL016,DL018,DL024,DL026,DL027,DL032,DL037,DL038
2019-10-14,3.35,1.95,23.56,153.26,19.99,221.29,10.09,28.11,13.02,12.42,49.48,41.41,9.47,69.15,29.3,21.45,158.5,60.39,80.75,45.18,69.88,8.92,21.8,,8.38,3.99,0.85,12.66,4.97,17.7,6.82,0.78,5.14,5.98,1.3,6.51,6.14,5.56,8.98,8.59,53.57,9.29,11.14,42.92,35.04,61.6,42.94,153.38,115.17,46.13,54.63,7.27,45.55,22.72,51.13
2019-10-15,2.67,2.26,26.73,149.62,13.94,169.01,24.96,28.49,19.4,14.15,72.14,58.41,35.57,128.06,104.15,40.83,174.96,83.07,101.53,57.78,65.2,9.09,14.02,26.13,5.45,4.25,0.85,11.17,12.71,34.43,22.24,1.22,5.1,3.85,2.01,8.06,5.76,6.57,6.6,11.43,19.82,7.46,13.24,50.97,23.2,73.79,67.79,178.13,203.13,66.51,85.87,7.3,68.4,19.63,74.0
2019-10-16,3.08,5.98,26.33,51.44,5.26,103.04,12.75,27.07,12.87,16.51,47.04,53.54,14.35,93.46333333333334,29.92,29.25,131.95,20.05,35.99,51.18,21.65,8.98,12.77,,3.27,4.13,1.04,11.89,5.26,12.21,13.24,1.22,6.87,3.84,1.37,5.9350000000000005,6.4,6.73,5.31,12.24,45.45,7.45,13.99,22.9,10.89,38.4,35.49,79.44,141.4,47.2,24.78,2.09,27.63,17.0,57.53
2019-10-17,5.32,7.31,16.0,18.7,4.25,14.23,9.07,31.89,7.93,13.04,16.14,21.99,6.97,58.86666666666667,15.27,17.29,53.65,7.04,27.54,39.85,9.56,9.17,30.0,,5.17,4.38,0.76,12.25,2.79,7.35,7.99,3.34,6.46,6.37,1.46,3.81,8.56,10.62,5.81,18.85,48.02,6.85,15.1,14.53,4.22,25.23,37.24,32.87,52.64,29.22,12.96,0.37,16.15,10.18,34.78
2019-10-18,3.47,5.42,48.0,29.86,3.97,20.01,10.96,43.46,7.24,14.79,8.76,16.06,5.46,24.27,7.63,7.4,19.75,7.1,12.38,40.53,6.95,8.57,18.45,,3.18,4.43,0.77,11.12,2.92,4.28,11.02,1.22,4.99,1.55,1.62,5.4,7.65,8.71,2.54,15.48,46.62,7.77,16.16,9.27,4.14,9.68,23.64,16.54,35.04,17.93,8.49,0.49,12.54,6.91,31.6
2019-10-19,3.08,17.22,12.1,120.43,3.87,165.75,8.78,42.62,8.7,12.08,17.26,12.17,8.52,66.78,15.63,5.96,41.01,21.21,49.23,6.94,12.49,8.94,13.0,,3.2,4.42,0.94,11.13,3.91,6.65,11.95,1.4,4.58,1.69,1.6,4.3,6.87,7.32,1.04,13.04,50.63,12.9,14.66,18.1,37.79,21.88,29.0,56.88,82.0,30.51,44.16,10.59,19.62,13.28,39.48
2019-10-20,1.93,6.04,7.45,152.17,3.7,269.49,10.17,40.96,6.19,12.25,7.49,18.01,7.57,53.89,17.51,7.77,31.91,21.04,50.69,5.69,11.78,8.76,7.18,,3.0,4.12,0.85,11.16,3.58,16.33,10.64,1.72,5.06,2.48,1.58,6.69,7.45,7.09,3.975,16.23,9.14,16.26,14.41,30.33,24.4,34.95,25.09,59.15,84.84,18.66,48.42,15.07,25.03,8.94,24.54
2019-10-21,3.25,4.96,5.12,131.68,3.79,269.17,5.93,41.21,4.76,13.82,10.73,13.53,10.08,45.5,19.39,10.39,34.32,11.79,61.35,1.7,7.79,8.73,16.55,,4.38,4.21,0.88,11.15,18.24,45.12,12.56,2.43,4.83,1.52,2.18,5.79,6.55,7.44,6.91,16.99,7.88,16.26,14.5,31.16,38.3,26.15,24.22,73.02,76.53,21.12,60.11,13.73,33.13,6.51,27.14
2019-10-22,8.72,21.98,4.61,177.18,3.39,188.74,16.77,27.14,10.94,20.47,0.6,17.92,18.54,49.43,11.41,9.96,35.71,37.33,34.65,3.67,21.9,9.05,6.14,3.64,3.14,4.09,0.84,11.27,26.98,135.98,34.27,6.76,8.55,2.11,1.39,21.1,8.15,5.75,5.65,20.37,80.97,16.37,27.5,29.32,17.2,52.31,35.55,66.71,79.12,34.82,29.13,23.58,31.83,16.2,39.58
2019-10-23,3.84,13.55,7.94,222.54,3.18,161.51,17.25,6.08,26.57,23.77,4.69,55.35,27.59,78.67,42.66,31.16,79.08,84.0,81.58,6.05,56.06,8.94,10.796666666666669,3.29,3.07,4.06,1.09,11.63,48.77,115.73,38.34,4.96,11.52,5.05,1.55,21.16,2.5,6.02,4.43,14.12,83.94,21.22,10.03,45.06,29.09,82.67,61.73,91.51,71.01,42.87,78.11,41.99,72.73,45.95,96.85
2019-10-24,4.15,14.13,9.14,168.59,3.47,95.35,25.15,4.62,29.09,24.3,7.2,118.46,75.09,118.63,122.62,72.95,238.15,144.87,166.25,4.79,138.3,8.86,15.453333333333331,5.33,2.95,3.55,0.59,11.04,8.2,23.49,12.69,5.6,8.0,2.38,2.05,11.51,3.69,3.95,16.7,15.52,52.72,21.4,9.98,77.31,55.58,181.04,73.04,172.11,213.55,58.57,177.59,76.57,100.25,28.65,99.66
2019-10-25,3.75,22.91,9.26,112.51,3.09,90.49,36.35,4.07,18.05,23.46,7.13,59.94,17.14,86.37,42.89,32.5,95.53,28.59,75.78,7.26,28.19,8.62,20.11,7.13,2.89,4.01,0.65,12.5,3.73,7.21,5.85,5.84,10.03,5.43,1.94,28.59,1.59,5.47,33.72,12.75,12.52,13.18,10.28,47.13,24.13,4.47,67.47,73.71,113.53,48.95,42.86,20.51,38.22,38.9,62.71
2019-10-26,3.59,25.55,7.07,125.68,4.64,136.59,42.04,3.75,34.84,22.72,7.68,102.32,32.11,135.29,69.19,41.95,84.64,57.46,69.87,1.41,25.5,8.86,13.77,7.14,2.87,4.43,0.52,11.28,4.67,6.83,6.29,4.12,7.18,1.81,1.8,10.38,0.1,9.04,116.35,21.16,107.12,24.61,12.09,59.12,13.13,43.28,88.71,134.44,175.55,52.01,88.57,35.75,88.81,54.19,87.5
2019-10-27,3.0,32.3,7.21,254.64,6.87,131.06,26.41,3.54,34.05,22.68,26.43,26.76,18.18,76.6,47.54,19.4,41.69,80.15,43.1,7.32,16.9,9.1,6.11,7.77,3.53,5.17,0.53,13.78,16.77,34.28,19.41,2.89,5.12,1.68,1.77,11.15,5.24,9.29,66.97,22.95,47.37,17.85,11.64,54.43,7.25,18.37,47.25,100.8,87.86,50.69,54.46,37.08,40.55,44.16,86.98
2019-10-28,3.85,6.39,11.24,212.35,5.63,92.38,17.33,3.45,24.01,23.9,35.75,28.17,19.55,80.91,17.72,15.46,14.48,79.53,29.56,7.95,11.29,8.94,14.42,9.24,3.64,6.25,0.52,43.34,11.55,35.58,48.26,2.85,7.74,2.81,4.79,6.04,8.64,4.63,17.59,16.63,83.0,12.18,22.62,39.97,6.96,22.1,38.1,76.14,69.03,34.04,27.44,32.79,32.56,36.97,30.69
2019-10-29,3.98,3.28,18.22,279.46,12.61,131.05,18.05,3.41,39.85,24.8,61.74,58.16,26.84,111.17,46.99,28.36,93.71,116.71,58.32,7.42,44.7,8.89,12.67,7.34,2.86,7.58,0.52,29.45,21.61,48.36,22.67,2.53,6.95,3.54,3.24,6.99,11.66,6.55,14.43,79.34,70.74,14.26,17.56,46.4,15.59,41.49,49.47,193.84,147.25,175.95,72.35,74.9,71.35,32.5,43.3
2019-10-30,6.02,7.2,21.07,304.68,10.88,200.94,45.18,20.52,77.87,31.93,109.46,62.92,52.87,207.88,83.7,35.77,110.75,145.66,106.21,16.72,59.76,8.7,10.9,19.15,3.25,7.8,0.53,17.07,19.0,21.74,20.47,4.59,6.16,9.59,3.26,8.97,12.44,6.81,14.79,16.13,29.18,10.34,17.19,84.66,13.57,70.47,95.48,159.66,173.92,169.3,94.51,100.58,117.96,28.03,111.52
2019-10-31,7.47,25.5,15.18,268.6,10.67,256.67,38.55,60.82,84.48,41.59,105.8,97.42,38.44,185.88,98.19,50.3,133.62,187.03,141.12,22.31,96.58,8.63,8.71,14.61,3.33,7.83,0.63,17.01,5.32,39.91,23.9,2.36,4.72,1.12,3.33,5.43,11.62,10.24,22.14,25.53,58.64,6.94,17.2,99.98,37.49,83.85,109.13,204.04,191.3,88.09,136.33,91.21,117.69,35.18,124.25
2019-11-01,6.0,22.21,16.92,213.07,11.9,143.79,18.73,30.96,39.67,,53.59,105.92,26.87,49.63,42.39,43.67,79.93,114.09,80.89,9.85,41.29,8.69,15.75,8.66,2.7,7.6,0.67,17.73,8.49,14.39,17.93,3.27,5.24,8.96,3.28,6.34,12.09,8.55,107.86,20.32,53.78,4.43,18.68,60.47,28.02,43.29,123.01,166.2,130.48,62.31,84.56,76.57,40.41,15.76,93.05
2019-11-02,7.8,25.08,20.09,177.86,5.26,115.92,17.08,50.79,13.84,,22.02,28.39,10.55,19.93,11.9,13.9,34.04,35.45,37.8,10.87,8.34,8.69,15.98,11.46,4.99,7.98,0.58,17.66,4.24,6.0,6.75,3.46,5.3,1.24,3.36,9.97,24.14,11.37,4.2,20.38,125.37,7.69,15.56,29.0,21.64,19.15,36.99,51.71,55.58,29.36,47.28,30.67,15.55,12.91,52.94
2019-11-03,5.08,11.94,12.6,191.2,7.33,93.26,15.82,31.55,15.77,,9.94,19.69,10.1,14.59,6.11,9.31,22.81,32.15,20.72,23.59,7.93,8.79,10.27,10.34,2.87,8.38,0.88,17.13,5.82,8.57,9.4,2.04,7.86,1.16,3.3,5.11,10.54,8.68,8.135,16.0,13.56,7.95,15.29,21.46,11.47,17.92,42.37,41.4,44.29,26.01,20.32,22.89,12.64,17.36,39.13
2019-11-04,4.62,24.05,11.56,183.4,4.9,97.87,13.21,25.02,12.48,,8.78,20.51,13.51,12.86,8.88,13.1,29.7,27.47,22.72,28.8,11.34,8.77,37.6,9.22,6.61,8.66,0.93,18.27,9.34,22.05,10.0,4.74,6.27,1.18,3.42,7.06,9.19,7.71,12.07,12.06,7.09,10.62,15.82,18.63,13.68,36.8,27.75,45.86,50.93,27.6,23.58,26.11,6.46,10.69,53.44
2019-11-05,6.19,25.48,14.75,160.38,5.72,108.99,12.74,52.62,11.11,46.84,9.05,13.49,22.47,20.95,16.98,7.38,41.05,39.79,26.87,17.04,20.8,8.72,55.21,5.01,6.35,7.08,0.97,41.45,50.32,50.99,19.45,7.01,7.79,1.43,3.28,12.08,8.75,8.66,13.27,13.03,6.66,11.81,14.8,23.22,12.09,60.85,31.1,57.07,65.94,33.84,29.38,19.18,32.03,10.39,42.15
2019-11-06,4.0,11.14,14.68,163.39,9.98,112.96,23.9,117.76,42.29,50.81,16.57,62.93,16.56,42.13,39.5,28.37,65.68,84.98,50.76,28.47,50.42,8.81,48.36,19.79,3.01,3.83,0.92,16.97,11.18,11.84,18.65,11.41,10.72,1.2,3.35,16.25,9.72,8.67,11.37,11.44,20.04,11.79,14.45,37.94,5.83,71.58,71.27,124.98,122.62,58.2,62.1,37.83,57.7,30.09,116.97
2019-11-07,4.35,6.25,22.69,98.68,5.47,44.1,13.13,57.91,14.58,43.18,8.57,40.66,14.29,21.99,48.65,11.79,12.47,26.68,33.56,15.77,15.31,9.0,32.37,39.21,3.16,3.96,0.9,17.16,3.36,5.78,10.1,3.35,4.72,1.26,3.27,6.11,8.11,14.35,13.33,11.76,100.85,12.0,18.18,21.96,22.25,32.63,39.51,57.69,59.72,40.21,32.2,12.17,15.86,10.09,39.69
2019-11-08,3.06,44.7,28.08,156.17,9.83,150.0,16.81,69.37,20.0,47.04,12.67,65.22,16.73,39.26,66.87,33.75,16.74,59.02,76.71,14.87,20.65,8.81,12.86,31.75,3.15,3.54,0.96,17.21,3.44,4.14,8.61,1.52,4.77,1.23,20.39,27.59,6.25,12.17,12.1,10.96,93.87,12.4,15.87,41.06,73.8,49.33,51.18,127.83,136.43,69.67,75.14,28.7,26.55,14.04,56.01
2019-11-09,2.23,30.38,45.64,174.9,4.5,137.36,9.95,45.54,8.92,38.35,31.1,19.83,10.54,22.83,9.78,20.76,22.37,22.89,42.61,14.05,5.32,8.73,12.76,36.38,2.83,3.95,0.88,17.28,3.89,4.16,8.37,2.49,4.98,1.28,7.2,7.99,5.44,11.28,7.3,10.04,80.53,12.62,17.95,30.07,46.14,30.75,33.73,65.54,66.33,31.77,49.21,19.87,12.55,6.67,45.82
2019-11-10,1.84,14.13,49.57,177.72,2.42,114.15,9.25,43.92,7.73,36.04,30.31,12.5,13.07,16.8,15.31,7.19,25.03,20.12,26.48,9.16,6.51,8.7,6.98,30.935,2.92,4.359999999999999,0.94,17.28,5.5,4.36,8.17,0.48,4.77,1.28,6.25,4.63,4.22,17.51,,12.68,40.44,13.4,16.11,24.68,30.67,47.99,26.04,54.24,78.78,20.56,34.11,16.59,17.2,3.65,27.09
2019-11-11,2.81,22.24,25.06,155.4,5.1,176.16,7.5,80.9,7.8,47.95,47.09,14.61,15.96,30.26,40.82,20.61,60.31,25.03,69.79,17.69,28.87,8.65,10.49,25.49,3.13,4.77,0.92,17.16,4.96,8.95,8.49,3.17,6.56,1.18,6.96,4.99,11.08,12.07,,11.76,6.02,11.68,6.8,24.9,44.47,109.16,37.97,92.06,147.25,33.53,52.96,13.46,40.04,4.49,36.95
2019-11-12,4.33,14.02,67.77,177.0,8.44,201.88,6.88,99.1,6.66,64.44,54.4,28.42,11.96,28.56,38.65,36.06,78.04,31.92,94.28,47.92,74.38,8.91,10.78,13.98,2.78,3.96,0.92,17.19,4.38,5.37,8.0,0.69,4.58,1.24,5.87,3.05,8.77,9.69,,13.28,59.72,7.14,7.06,41.23,48.28,85.83,38.84,130.12,177.53,35.32,78.89,21.41,65.17,3.94,26.77
2019-11-13,2.6,3.02,79.64,176.04,9.98,217.63,8.24,98.72,12.3,64.08,75.73,42.68,30.02,37.33,91.79,41.87,104.51,62.15,109.49,18.8,59.08,8.84,13.33,8.31,2.66,3.85,0.94,17.22,5.76,10.36,10.27,1.19,4.51,1.14,6.46,4.85,7.56,11.68,,10.98,82.77,6.06,6.99,35.25,60.65,47.56,52.61,173.23,188.43,64.85,120.82,48.19,72.86,8.41,39.35
2019-11-14,3.02,2.94,77.88,236.93,19.27,193.79,12.86,112.31,32.37,74.81,92.25,68.33,47.41,49.28,66.41,62.23,121.08,110.89,114.76,20.01,82.2,8.74,13.72,16.27,2.75,4.09,1.09,17.22,3.87,5.95,8.38,1.33,4.39,1.21,5.59,3.76,7.44,11.64,,7.91,100.97,7.65,10.79,70.07,38.48,31.92,92.05,207.63,216.68,92.93,141.63,82.5,66.84,21.12,72.49
2019-11-15,2.41,2.79,58.07,183.2,3.51,97.15,18.21,31.1,27.54,45.26,46.28,45.29,27.54,46.93,40.87,32.44,46.46,52.46,48.46,10.3,11.9,8.86,22.59,18.08,4.15,4.24,0.93,17.23,4.27,24.02,5.4,2.27,4.88,1.15,5.52,5.14,7.06,13.33,,8.97,93.74,8.61,13.86,39.96,25.27,16.33,55.0,93.25,115.42,40.0,46.66,68.08,30.45,18.07,55.8
2019-11-16,2.5,3.63,47.3,97.7,1.85,78.47,16.39,24.04,9.32,32.46,21.44,18.03,8.41,25.7,11.84,20.32,15.81,17.47,17.62,28.74,5.81,8.73,15.51,17.31,3.25,4.36,0.57,17.17,4.93,26.15,7.55,1.44,4.75,1.31,6.03,3.99,8.95,11.0,,5.5,58.35,6.64,14.1,25.32,19.64,10.64,28.41,37.14,28.14,17.42,32.36,24.36,7.51,4.65,30.14
2019-11-17,2.43,2.95,37.59,94.54,1.15,53.37,8.89,14.7,6.6,46.35,9.88,4.73,5.59,11.27,4.47,8.25,4.99,11.47,6.83,29.52,5.23,8.93,9.84,18.27,2.69,3.91,0.88,17.22,4.66,22.39,10.14,1.01,4.49,1.22,6.59,3.21,6.9,9.77,,5.02,68.42,6.72,12.65,9.63,10.37,10.87,23.63,12.76,9.55,8.14,16.1,7.31,2.55,2.1,17.77
2019-11-18,2.7,2.89,38.84,178.98,1.36,85.49,13.43,33.84,12.22,44.27,25.48,14.46,19.46,25.43,31.42,9.33,16.89,27.65,39.32,42.34,18.39,8.75,11.24,19.52,3.18,4.86,0.52,17.24,5.8,22.82,10.13,1.3,4.23,1.3,5.39,2.56,6.33,10.34,,6.13,4.83,22.11,12.87,17.77,14.92,57.18,30.04,65.34,87.28,28.14,37.3,21.64,23.52,6.34,27.42
2019-11-19,2.51,2.47,72.99,170.82,9.55,125.4,23.66,62.73,22.99,56.79,55.69,41.61,35.91,48.58,27.62,32.87,28.27,77.23,61.64,39.43,69.17,8.59,17.97,15.11,3.3,4.5,5.19,17.23,37.65,38.39,19.83,1.9,4.39,1.22,5.87,1.78,6.46,15.61,,8.56,4.94,17.17,12.78,47.61,13.11,74.62,53.59,135.62,128.12,71.44,56.11,48.6,44.46,14.21,52.15
2019-11-20,2.34,2.69,82.15,20.1,9.57,170.88,38.81,315.31,84.33,96.1,72.38,69.22,38.06,102.29,60.78,40.33,55.17,138.75,105.74,34.48,172.54,9.09,12.41,13.93,3.39,4.24,10.09,17.22,12.91,36.07,21.85,0.71,4.6,1.24,5.14,3.19,9.55,11.07,,5.73,5.02,20.7,12.82,98.62,29.53,171.26,95.26,180.15,155.23,76.48,111.55,80.32,104.11,35.56,81.3
2019-11-21,2.34,2.88,38.35,14.51,18.19,187.92,100.75,119.19,54.82,125.65,142.16,137.5,142.52,119.66,70.99,96.84,181.15,126.61,200.25,17.98,180.81,8.78,12.59,19.64,4.49,4.48,12.3,13.18,2.77,17.7,13.67,0.3,5.03,1.25,4.22,6.64,10.65,8.25,,5.4,41.64,16.44,12.8,79.44,87.23,217.32,101.51,116.55,182.75,41.32,209.59,119.42,138.24,28.73,93.72
2019-11-22,2.74,2.99,81.71,24.86,12.84,226.81,59.97,139.5,22.04,75.42,109.89,51.85,53.43,56.15,74.15,34.17,125.96,38.49,159.14,17.1,147.66,8.86,12.23,19.41,3.08,3.73,10.12,9.51,6.42,17.74,16.33,1.54,7.03,1.25,5.41,5.18,8.27,9.36,,5.18,15.68,8.32,12.7,60.25,81.17,154.6,89.11,274.86,187.2,62.71,175.26,76.21,78.13,10.9,84.13
2019-11-23,2.4,3.06,52.63,220.07,2.72,132.25,10.25,22.43,10.54,47.24,39.14,20.1,8.9,23.88,12.48,17.85,26.98,37.31,59.83,19.45,6.83,8.72,6.56,20.32,2.89,3.39,15.77,9.5,11.53,44.32,21.53,2.62,9.9,1.38,6.53,13.33,9.96,11.19,,4.98,8.37,8.4,12.77,18.76,31.67,31.77,53.24,76.23,51.11,29.01,52.12,29.39,6.36,5.02,32.32
2019-11-24,1.96,3.55,28.59,141.6,1.57,76.9,9.8,18.06,6.2,40.4,14.57,5.11,5.81,13.32,4.3,10.48,6.5,15.26,11.37,17.72,3.33,9.07,4.0,20.615,2.61,3.46,8.13,9.5,8.06,12.96,12.48,2.51,6.13,1.32,6.06,11.64,8.4,10.74,,7.16,23.23,9.53,12.75,18.05,9.13,19.91,53.11,20.28,26.83,10.74,17.78,18.65,3.5,2.55,19.17
2019-11-25,2.75,3.15,50.25,125.21,11.9,126.0,15.95,63.93,18.07,67.99,51.77,33.18,19.8,31.55,35.97,16.09,75.56,39.72,47.15,20.3,75.83,8.96,10.25,20.91,2.75,4.08,10.11,9.5,4.25,10.51,13.14,1.18,4.6,1.2,4.82,4.39,5.35,8.1,,5.06,14.35,14.31,12.67,39.36,46.29,111.46,50.95,104.07,102.42,36.24,54.52,20.73,28.8,5.94,42.86
2019-11-26,2.61,2.69,35.16,51.67,32.63,103.96,21.62,62.33,13.22,65.85,50.58,44.49,28.45,28.27,36.18,35.4,96.9,18.44,69.71,16.8,86.31,8.84,8.21,15.63,2.8,3.73,12.82,9.53,6.11,17.16,21.01,1.53,4.64,1.21,4.14,4.15,2.45,9.31,16.72,6.82,43.77,55.66,12.72,24.74,52.56,57.84,80.2,111.41,102.68,74.73,80.51,25.18,19.75,8.27,61.77
2019-11-27,2.82,2.87,45.18,49.84,7.8,27.8,9.03,41.2,7.57,52.39,14.38,14.75,6.82,3.77,19.71,11.62,20.74,22.97,13.15,11.11,17.92,8.64,11.74,21.31,3.42,4.75,11.52,9.51,2.85,13.39,15.45,1.62,4.5,1.1,14.17,4.08,2.58,5.35,17.7,4.86,18.25,16.82,12.89,9.81,11.35,17.44,63.01,34.86,32.82,19.47,17.4,7.25,6.86,4.37,23.17
2019-11-28,2.46,3.12,94.66,27.95,6.33,18.12,6.34,20.26,4.06,42.02,6.38,6.26,4.46,32.485,12.73,7.21,5.42,9.7,4.41,7.78,6.14,8.74,10.27,20.75,3.08,8.18,12.94,9.52,3.41,10.57,14.87,1.7,4.49,1.3,27.75,3.99,12.47,8.39,3.14,5.1,9.52,11.13,12.84,4.04,3.37,6.69,47.64,8.78,5.14,8.43,5.28,3.12,5.63,2.22,25.76
2019-11-29,2.11,3.13,96.24,108.91,8.64,58.15,18.26,48.11,9.08,48.45,27.03,19.24,13.79,61.2,30.57,10.9,32.24,29.51,20.7,5.55,12.6,8.49,11.47,21.23,2.98,7.46,10.07,9.83,6.87,15.2,18.65,1.4,4.8,1.2,33.6,5.11,8.86,7.84,18.49,4.69,43.64,22.43,13.01,22.25,40.31,36.19,64.32,46.41,65.29,25.33,25.57,11.83,17.64,5.43,36.21
2019-11-30,2.55,2.9,26.18,206.11,9.07,115.38,18.64,41.4,12.14,46.53,33.64,22.63,16.3,39.66,19.97,16.61,35.71,29.63,25.23,8.07,7.34,8.61,9.12,20.93,3.37,3.57,11.01,9.6,5.06,12.78,15.1,5.23,4.72,1.24,14.12,6.27,11.15,6.82,9.25,4.83,15.02,13.63,12.86,38.48,35.59,38.05,68.38,59.2,65.02,24.39,36.39,29.46,16.97,6.24,44.91
2019-12-01,2.68,2.49,28.19,202.37,6.27,124.58,10.42,68.37,7.08,50.87,38.69,14.94,19.65,42.79,14.72,17.14,45.61,22.94,20.54,5.26,33.83,8.57,6.18,18.94,2.81,3.12,7.47,9.54,6.55,13.75,12.16,1.12,4.56,1.21,19.45,4.63,9.65,8.09,9.09,6.6,11.34,8.44,12.82,28.51,32.36,48.34,56.96,69.09,102.83,22.24,37.18,32.1,17.63,5.36,44.12
2019-12-02,2.85,2.82,68.77,230.34,6.43,120.56,18.36,80.22,12.54,57.62,48.71,23.7,28.41,58.15,31.75,20.77,65.45,43.79,43.5,4.02,24.19,8.62,10.96,16.95,3.1,4.03,10.56,9.65,15.52,28.75,12.04,1.78,4.55,1.18,14.59,8.14,11.79,11.48,10.18,5.55,11.44,9.81,12.75,39.83,37.14,59.02,66.48,98.37,137.86,37.75,47.3,40.03,31.83,7.51,64.52
2019-12-03,2.93,2.71,55.38,235.91,6.96,106.87,23.79,48.22,22.74,61.07,48.2,55.73,40.82,75.53,24.34,28.9,58.09,41.21,36.34,3.87,20.39,8.57,12.49,37.04,3.01,3.77,17.12,9.51,24.44,68.13,25.76,2.81,6.2,1.15,13.11,10.21,15.68,7.52,10.46,4.84,12.63,9.35,12.77,40.15,38.02,53.01,82.04,97.87,143.47,41.89,50.0,56.35,70.49,14.11,70.04
2019-12-04,3.06,3.29,95.41,215.03,10.05,143.5,41.47,137.0,51.76,75.61,86.7,42.47,40.18,108.26,27.77,35.24,102.56,65.24,93.6,4.32,106.72,8.66,6.92,13.6,2.72,3.58,17.56,10.45,42.47,50.53,52.21,1.28,4.77,1.22,22.83,6.29,9.64,5.6,9.356666666666667,5.29,86.63,37.57,12.76,61.53,42.7,129.37,121.28,146.22,105.16,47.07,112.82,76.79,123.42,28.08,99.06
2019-12-05,3.15,2.7,67.51,183.03,17.67,242.78,73.68,186.88,50.04,123.35,127.01,102.43,74.36,60.22,74.4,94.79,162.89,115.91,132.78,7.8,159.9,8.53,8.12,12.1,2.6,3.62,12.38,11.81,3.95,13.15,7.99,2.63,8.37,1.4,33.78,5.5,8.95,6.46,8.253333333333334,,79.07,42.73,12.75,122.96,97.59,164.29,125.33,179.67,230.29,75.2,251.9,126.91,191.99,20.33,171.07
2019-12-06,3.23,3.46,34.33,149.42,13.34,156.29,29.15,134.02,17.86,74.73,80.48,65.29,35.17,37.7,49.73,53.8,114.6,43.38,91.56,14.15,68.03,9.08,7.14,10.6,2.5,3.41,8.9,10.47,10.35,10.87,7.26,1.62,5.07,1.28,48.52,4.33,10.02,5.52,7.15,,87.34,50.64,12.67,60.57,105.67,94.06,121.68,197.9,194.73,80.8,143.97,51.56,63.08,7.2,75.34
2019-12-07,3.05,3.03,40.56,216.39,13.64,115.56,36.33,153.25,37.71,113.76,79.24,56.32,69.6,33.16,34.8,46.36,122.56,65.45,88.42,9.08,62.62,9.31,8.96,10.42,2.7,3.65,8.0,10.88,8.32,18.55,6.61,3.34,4.88,1.24,32.24,6.68,10.8,4.96,4.88,,128.57,82.97,12.7,98.51,55.99,117.69,104.46,176.46,158.93,58.31,169.01,96.83,116.81,20.95,99.12
2019-12-08,2.46,3.66,40.99,208.47,22.6,111.76,74.41,202.48,72.1,111.22,128.23,67.77,58.84,46.07,44.98,94.58,155.27,119.06,151.79,12.09,91.02,8.5,5.28,8.74,2.66,3.72,8.27,11.94,16.81,11.71,21.8,0.99,4.78,1.31,39.25,4.7,10.18,11.43,7.17,,87.74,43.56,12.8,167.49,95.61,122.31,133.76,211.81,59.14,55.2,219.24,169.81,148.49,28.69,160.53
2019-12-09,4.02,6.63,39.64,192.37,16.1,93.52,51.69,230.75,31.13,98.1,99.3,82.47,52.72,25.04,74.73,49.05,92.05,79.91,128.77,12.83,133.15,8.58,12.13,8.01,2.88,3.74,10.73,14.29,10.51,30.73,29.23,1.5,5.26,1.15,33.87,11.17,12.12,6.28,8.11,,41.44,14.4,11.7,94.35,57.48,137.46,151.04,233.99,114.34,83.09,187.96,99.33,113.03,19.02,104.41
2019-12-10,5.93,29.64,30.79,128.82,19.33,86.56,44.34,183.67,43.15,116.05,94.66,97.81,49.7,32.13,106.47,45.04,84.92,81.65,116.81,26.73,153.06,8.68,10.72,7.87,2.56,3.68,10.02,11.96,22.43,44.44,42.16,3.08,5.09,2.01,46.06,8.28,8.95,5.07,5.76,5.12,69.17,39.64,46.14,108.72,54.67,116.01,152.51,201.24,210.28,75.71,137.16,93.55,124.25,20.29,89.71
2019-12-11,4.9,29.83,49.5,60.42,16.41,154.05,81.99,190.19,79.61,155.48,134.52,101.37,92.14,53.23,113.95,39.28,137.74,86.96,140.65,26.27,157.22,8.59,11.07,5.55,3.22,3.61,10.47,11.49,14.06,38.55,44.92,4.94,6.47,19.88,34.71,10.97,8.6,9.89,8.29,9.49,67.99,44.6,28.01,131.3,56.52,191.82,146.08,74.11,73.36,30.3,198.03,155.78,170.92,34.42,180.25
2019-12-12,3.95,39.06,22.68,42.96,15.68,114.27,28.26,68.88,38.79,74.29,61.44,109.91,35.27,25.0,62.29,24.04,82.96,37.0,53.12,14.39,21.31,8.54,8.11,7.03,2.38,3.61,9.75,11.17,2.84,9.45,4.16,3.2,5.87,3.08,32.11,8.38,7.9,5.71,5.47,10.32,40.86,40.96,25.48,36.31,24.14,62.92,85.37,93.1,64.55,45.91,56.17,36.5,15.57,11.67,46.59
