Date,AP001,AP005,BR007,DL002,DL004,DL007,DL008,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,DL003,DL009,DL010,DL015,DL016,DL018,DL024,DL026,DL027,DL032,DL037,DL038
2018-04-26,4.32,12.77,14.48,77.36,18.3,14.6,19.89,15.19,50.81,171.25,82.61,67.05,34.04,,57.24,37.09,92.8,39.74,17.26,9.84,6.67,8.97,,,,,2.76,,11.24,1.72,20.95,2.02,2.01,0.43,6.78,5.23,2.93,11.48,19.22,59.74,,27.14,20.33,20.31,33.82,32.27,41.97,74.48,110.93,28.86,34.06,38.49,22.05,22.65,30.16
2018-04-27,3.76,7.04,14.85,34.85,9.57,13.28,14.35,14.21,14.91,146.02,47.86,39.51,13.48,,25.49,22.89,38.26,13.6,14.85,25.37,3.43,10.69,,,,,2.85,,12.89,1.57,8.29,2.02,1.35,0.46,7.48,2.27,6.91,9.835,15.07,8.48,,,29.81,8.94,1.01,10.96,22.26,20.85,62.6,6.15,12.45,11.86,12.63,7.58,25.77
2018-04-28,3.94,7.84,13.23,32.67,13.19,12.966666666666669,12.1,11.58,11.16,75.05,40.67,4.88,9.82,16.64,11.43,23.72,6.32,9.64,13.19,10.39,5.115,9.75,,,,,2.71,,21.16,1.31,11.65,1.52,1.4,0.48,6.65,2.2,4.2,8.19,15.43,10.1,,,30.07,1.69,0.46,2.5,6.2,3.13,2.02,1.39,2.22,6.7,2.6,2.15,9.66
2018-04-29,3.51,9.11,10.41,30.03,13.2,12.653333333333334,14.26,12.73,11.5,101.66,29.68,5.63,10.36,7.77,7.21,28.26,7.14,10.39,12.996666666666666,7.15,6.8,7.49,,,,,2.84,,9.42,1.455,7.63,1.31,1.22,0.48,7.18,1.26,6.67,7.775,12.42,11.76,,,29.83,3.54,1.76,3.65,10.72,3.87,15.27,2.25,5.29,8.41,6.97,2.95,22.22
2018-04-30,3.84,9.24,11.64,51.02,14.82,12.34,12.38,14.7,16.81,139.95,35.7,27.88,14.85,6.89,15.36,28.8,23.46,18.09,12.803333333333333,16.93,11.84,9.24,,,,,2.91,,8.49,1.6,8.11,3.29,1.73,1.0,8.02,16.71,13.04,7.36,12.62,13.07,,,29.96,8.4,5.33,18.28,17.05,17.46,38.36,9.2,22.7,5.89,12.35,7.71,23.56
2018-05-01,3.12,5.99,11.77,29.52,18.65,13.18,12.86,11.84,10.65,73.32,21.43,4.86,10.05,6.88,9.85,27.89,6.79,10.41,12.61,13.88,9.52,7.64,,,,,2.94,,8.63,3.4,10.52,1.83,1.21,2.31,2.44,1.83,3.38,7.61,13.76,27.28,,,30.03,2.19,0.6,9.12,4.69,3.54,2.8,1.36,1.92,6.59,3.35,1.37,8.94
2018-05-02,4.29,15.55,10.65,31.24,121.61,13.78,13.34,12.15,10.91,67.06,27.42,4.1,9.85,5.61,9.77,40.6,6.92,10.3,12.39,10.7,9.2,6.34,,,,,2.82,,7.18,10.52,10.76,2.81,18.82,0.46,7.66,4.01,3.76,7.86,12.72,26.22,,9.29,29.94,2.22,0.87,3.14,4.5,3.55,5.55,1.57,1.61,7.64,2.85,1.71,3.84
2018-05-03,3.59,16.82,12.03,32.57,116.89,14.82,12.79,14.36,10.62,77.05,15.16,7.34,10.24,,9.59,10.69,13.36,12.41,12.99,14.21,8.89,7.02,,,,,2.82,,6.83,8.95,8.42,1.47,16.41,0.41,7.19,1.66,3.84,8.36,16.49,12.96,,,29.93,2.62,1.12,5.76,6.54,6.73,8.26,2.67,2.83,10.31,4.07,3.53,11.22
2018-05-04,4.65,8.05,23.26,33.04,68.89,13.86,13.5,12.96,9.36,32.74,14.09,5.2,9.95,,11.92,16.36,9.77,10.13,12.44,8.66,9.38,6.47,,,,,2.78,,6.51,8.48,12.02,1.65,6.8,0.42,7.7,2.28,9.45,8.86,63.02,14.58,,,30.06,2.41,0.67,3.52,5.37,5.73,5.36,1.66,3.14,8.72,3.02,1.78,9.99
2018-05-05,4.300000000000001,9.84,13.65,53.09,43.81,14.87,15.87,13.37,10.93,78.41,21.82,23.64,9.38,,21.57,21.76,55.06,19.79,13.33,15.63,9.31,5.92,,,,,2.98,,8.93,15.65,12.55,1.33,2.46,0.34,7.18,1.88,3.44,9.36,39.19,27.28,,,30.05,10.06,20.73,16.96,13.16,34.22,65.26,6.4,20.7,24.86,11.51,3.92,18.83
2018-05-06,3.9500000000000006,10.29,11.57,69.21,218.56,14.6,14.26,15.09,19.25,129.47,28.89,57.72,19.48,,58.02,25.65,108.87,35.37,15.03,13.95,8.94,,,,,,2.86,,8.24,13.4,10.23,1.28,2.48,0.5,7.02,1.51,2.52,8.04,8.49,29.75,,,29.91,19.22,14.3,27.81,30.61,78.72,133.53,19.34,28.39,28.89,19.22,15.83,23.91
2018-05-07,3.6,12.23,17.25,67.87,222.04,15.32,14.81,15.72,17.09,123.23,26.72,34.88,17.81,,40.91,23.04,123.53,43.21,17.3,7.56,9.59,,,,,,2.87,,13.03,17.47,9.75,1.28,2.59,0.68,7.75,2.41,1.33,6.72,8.49,26.75,,,29.96,21.46,27.7,19.31,35.2,97.0,131.32,23.67,34.61,37.63,17.29,13.06,28.61
2018-05-08,3.36,8.49,21.05,44.7,65.66,14.3,13.6,13.44,9.57,17.15,15.57,5.99,8.8,,4.54,15.47,10.56,9.55,13.23,9.59,8.25,,,,,,2.89,,16.57,11.15,10.59,2.39,4.3,4.31,5.15,3.59,5.23,5.74,8.24,25.48,,,29.97,2.5,5.73,3.75,4.39,8.3,11.97,3.05,7.26,7.96,2.0,2.77,5.89
2018-05-09,3.41,9.64,27.1,52.11,85.0,15.12,14.8,15.02,15.98,46.1,20.86,16.84,12.07,,26.47,18.94,52.97,22.01,14.11,10.25,8.87,,,,,,2.9,,7.64,10.7,11.91,1.83,2.91,1.84,7.42,2.95,3.71,4.76,8.34,27.72,,,29.9,9.92,7.41,14.52,20.44,29.33,44.48,7.52,12.23,21.95,12.7,7.08,15.19
2018-05-10,5.12,12.86,21.51,67.67,90.59,15.44,16.42,15.14,32.34,82.42,21.46,35.08,10.06,,15.66,22.39,61.29,29.2,15.13,26.72,9.14,,,,,,2.79,,9.08,19.67,10.76,1.55,2.53,0.47,7.03,2.35,6.52,5.875,8.66,21.82,,28.85,30.06,21.08,8.74,18.66,34.23,29.01,72.28,15.95,21.35,17.14,16.44,23.02,26.12
2018-05-11,4.47,6.29,8.0,100.53,202.73,16.45,48.14,13.44,22.69,82.42,27.58,21.69,14.59,,32.99,22.78,84.97,32.95,15.76,8.33,8.58,,,,,,2.97,,20.02,14.76,9.09,1.42,2.49,0.6,6.87,1.7,2.36,6.99,9.48,16.03,,,17.52,18.48,7.7,20.34,43.75,41.32,108.51,17.41,15.89,23.39,27.68,15.27,32.36
2018-05-12,4.04,8.78,5.52,69.71,383.14,15.07,100.14,13.29,22.06,197.62,31.7,29.3,9.06,,35.98,21.76,57.47,13.86,15.22,7.28,8.42,,,,,,2.89,,14.1,14.6,7.85,1.44,2.65,0.47,6.97,2.02,2.93,,8.92,17.41,,,2.68,15.93,3.66,16.83,40.13,48.28,101.85,12.09,12.7,23.46,19.28,10.72,24.18
2018-05-13,2.87,7.45,4.55,25.33,222.47,14.68,71.92,13.53,9.73,30.89,30.78,3.93,5.95,,4.55,17.19,6.22,6.81,14.68,13.86,8.2,,,,,,3.04,,11.51,11.47,8.32,1.78,2.67,0.55,6.86,3.13,1.71,,8.58,16.35,,,2.07,2.89,1.31,2.59,3.63,2.33,1.77,1.39,2.46,3.53,2.36,1.46,13.06
2018-05-14,3.66,13.96,4.46,24.43,236.7,15.17,61.67,16.04,9.82,54.08,22.98,7.59,6.23,,8.47,13.44,9.58,7.23,14.14,8.51,8.55,,,,,,3.05,,7.39,5.6,8.43,1.42,2.51,0.4,6.67,1.41,2.11,,8.74,16.07,,,1.74,3.39,1.9,4.97,6.37,7.5,6.79,1.52,9.44,7.19,3.86,3.09,15.49
2018-05-15,2.87,16.73,17.56,23.94,,13.79,61.13,15.19,8.1,45.78,23.74,30.79,6.16,,10.77,10.62,26.09,6.99,13.6,7.07,8.41,,,,,,2.92,,7.01,3.17,15.52,1.11,2.54,0.42,7.01,1.99,2.91,,8.87,16.07,,,1.53,3.6,2.46,4.41,5.11,13.68,15.82,1.36,2.75,13.61,3.93,1.77,28.19
2018-05-16,4.24,14.68,13.34,39.99,,15.66,52.28,13.19,9.34,55.83,21.79,24.93,7.91,,12.84,6.03,26.82,10.37,13.62,9.88,8.91,,,,,,3.08,,7.95,6.39,35.58,1.34,2.52,0.42,2.02,1.93,2.81,8.46,9.16,15.17,,,1.6,7.8,8.45,6.82,14.62,19.03,24.4,4.45,21.03,14.85,6.17,12.03,20.86
2018-05-17,4.69,11.45,10.77,58.87,,14.57,42.24,7.42,8.98,45.79,19.63,7.76,8.19,,13.9,319.69,35.28,10.57,12.24,6.91,11.9,,,,,,3.27,12.58,7.98,5.6,33.28,2.57,2.89,0.87,8.6,10.5,7.4,,9.11,14.91,,,1.44,7.12,5.6,9.09,12.67,11.27,7.74,1.67,7.73,6.49,6.73,13.43,17.32
2018-05-18,3.12,10.87,6.5,59.44,,14.11,25.32,7.67,9.36,113.59,22.94,6.0,8.3,,26.25,219.05,44.73,17.34,,6.67,14.4,10.3,,,,8.98,3.2,12.55,7.51,6.88,27.92,1.86,2.65,0.44,10.2,2.38,7.98,,8.65,14.85,,,4.61,12.08,16.52,10.79,15.11,33.56,50.88,8.23,20.39,22.41,5.67,6.82,24.5
2018-05-19,2.84,9.32,5.23,75.92,,15.73,8.4,10.07,15.41,225.03,28.57,12.16,17.82,,58.8,273.58,88.64,47.02,,7.69,11.53,9.48,,,,21.78,3.16,12.54,6.61,1.21,0.46,1.66,3.41,0.48,14.76,3.63,7.59,,8.69,14.37,,,7.31,19.81,7.18,29.04,36.01,86.56,138.37,28.81,33.19,31.25,20.95,17.94,85.07
2018-05-20,2.37,5.59,4.47,59.05,,14.72,5.95,7.58,7.8,92.31,20.88,9.6,6.83,,16.31,281.7033333333333,40.63,18.49,,8.89,11.79,8.66,,,,3.48,3.55,12.56,7.35,1.27,0.79,1.42,2.49,0.38,8.97,1.66,2.58,,8.95,13.83,,,7.45,12.18,15.29,9.44,15.92,33.45,51.19,10.78,12.63,13.78,9.79,26.73,34.75
2018-05-21,3.98,9.79,5.3,41.59,10.75,15.7,5.82,7.4,8.26,47.81,18.11,5.75,6.67,,9.69,289.82666666666665,33.99,9.69,,8.58,8.68,7.84,,,,3.52,3.73,12.55,6.46,1.37,0.48,1.18,2.56,0.38,2.23,1.54,3.37,,8.13,20.48,,,7.38,3.91,23.68,4.08,12.01,31.71,29.74,3.67,11.54,9.49,3.8,18.95,12.43
2018-05-22,2.51,10.0,4.51,70.79,14.8,14.76,2.25,7.15,11.26,51.77,21.28,5.54,11.42,,50.05,297.95,50.83,26.5,,6.96,8.92,7.02,,7.28,,3.27,3.37,12.52,9.52,5.48,5.32,1.29,2.45,0.35,1.75,1.63,2.38,,9.35,28.69,,,7.45,19.22,19.04,14.09,20.56,45.33,48.92,11.4,8.41,22.86,11.89,7.4,27.38
2018-05-23,4.36,7.66,4.39,89.95,7.88,14.08,,8.08,21.77,116.24,30.47,17.74,23.54,,88.36,293.6,144.22,66.36,,10.41,8.57,,,11.12,,3.5,2.97,12.51,13.31,13.45,9.8,1.21,3.48,0.4,2.44,1.85,3.23,,8.48,20.92,,,7.05,26.46,40.32,27.93,47.46,87.86,153.73,35.95,20.7,38.92,24.63,13.176666666666666,37.51
2018-05-24,4.28,10.64,4.06,59.51,7.54,14.84,,7.34,9.94,107.58,26.19,16.91,7.51,,22.33,293.6,95.77,17.3,,10.37,8.81,,,8.31,,4.02,2.84,12.53,7.73,9.46,6.5,1.58,14.68,1.52,2.32,3.37,3.04,,8.95,18.75,,21.43,7.13,17.41,31.47,14.42,17.46,75.2,114.21,23.77,15.17,29.06,10.75,18.953333333333333,22.02
2018-05-25,4.36,7.05,14.76,94.34,12.21,16.95,,8.4,9.81,166.43,28.82,14.85,11.3,,45.545,272.1925,128.36,37.22,,20.03,8.61,,,12.98,,3.37,3.1,12.59,17.77,28.41,11.53,1.37,2.93,0.53,7.12,1.95,3.01,9.63,8.47,18.7,,,7.4,43.32,28.48,25.14,40.46,92.51,199.33,44.7,25.58,36.45,22.08,24.73,40.71
2018-05-26,3.8,4.89,11.45,93.62,12.29,21.65,,5.66,11.19,70.33,27.02,14.01,15.67,,68.76,250.785,137.3,41.1,,22.86,8.53,,,23.16,,7.21,2.88,12.63,13.85,30.89,15.95,2.06,3.79,0.44,7.19,2.75,8.33,8.74,8.18,16.12,,,7.47,48.24,27.16,24.8,47.82,91.26,145.33,36.95,14.31,38.68,27.8,30.5,50.98
2018-05-27,3.03,6.27,8.82,103.8,14.05,19.84,,3.87,12.86,113.98,26.95,13.79,11.21,,37.12,229.3775,160.79,31.89,,10.46,8.4,,,23.12,,5.98,2.94,12.63,12.73,64.33,8.22,1.25,2.54,0.33,7.76,1.68,5.54,9.033333333333331,8.31,16.72,,,7.43,24.23,5.08,22.56,37.71,59.63,82.36,26.51,9.75,28.87,16.59,33.68,47.64
2018-05-28,3.72,10.74,10.96,58.46,8.2,19.99,14.15,4.45,10.18,124.89,70.99,9.16,14.26,,48.76,207.97,112.11,25.19,,18.18,8.57,,,11.92,,3.62,3.0,12.63,11.39,10.56,7.01,1.24,2.59,0.34,6.95,2.87,3.75,9.326666666666666,8.11,13.94,,,8.07,12.21,12.2,16.63,19.13,50.05,72.97,17.31,5.32,21.45,16.84,19.98,51.35
2018-05-29,3.63,6.3,14.97,59.64,8.81,19.88,15.28,10.5,15.2,150.61,168.4,17.59,16.95,,68.42,185.435,81.93,45.5,,25.24,8.74,18.45,,11.73,,3.4,3.08,12.62,7.36,1.47,7.32,1.36,2.96,0.4,7.17,4.22,3.52,9.62,8.34,12.63,,,7.18,24.29,2.85,28.27,48.35,59.76,101.74,33.67,8.37,22.07,21.6,26.16,37.47
2018-05-30,3.17,3.26,14.82,32.9,11.14,19.93,3.2,5.36,8.91,71.01,83.3,4.04,6.11,,5.47,162.9,9.55,9.04,,17.41,8.63,17.7275,,7.43,,3.59,3.1,12.53,10.81,2.52,7.9,1.6,2.61,0.51,6.94,2.13,1.55,,8.18,13.01,,,7.4,1.98,1.58,5.82,3.53,5.56,5.19,1.77,1.5,7.17,3.74,12.21,14.18
2018-05-31,3.17,2.87,13.04,42.53,8.26,20.05,10.92,5.86,9.72,94.51,15.96,7.6,7.25,,15.88,96.525,35.37,10.65,,14.05,8.48,17.005,,12.34,,3.66,2.8,12.34,9.5,3.44,8.13,1.4,2.7,0.71,8.22,2.01,2.21,,8.44,12.35,,,7.66,5.75,2.15,17.0,11.16,15.21,18.58,1.0,3.31,12.91,8.29,4.04,18.19
2018-06-01,3.27,6.0,12.89,33.3,6.67,20.12,13.67,5.69,9.62,49.77,20.67,3.37,5.8,,6.39,30.15,7.75,9.11,,18.21,8.71,16.2825,,12.74,,3.98,2.85,0.4,13.0,4.84,7.49,1.34,2.86,0.58,7.18,1.95,2.1,,8.46,17.05,,,7.48,2.0,0.84,3.16,5.41,3.58,2.77,0.51,1.17,3.97,2.63,3.44,14.36
2018-06-02,4.29,7.32,16.3,32.32,8.86,21.03,10.97,8.59,9.26,75.31,73.38,4.46,5.993333333333333,,8.175,23.44,6.96,8.98,,15.82,8.52,15.56,,15.05,,4.6,3.1,1.42,11.4,10.06,8.5,6.47,4.48,0.75,2.18,3.26,4.76,,8.22,16.84,,,7.62,2.24,1.01,3.5,5.14,4.65,4.0,0.56,1.72,5.66,3.19,1.92,13.86
2018-06-03,3.36,10.15,12.6,30.29,7.78,20.8,9.01,7.37,9.26,64.02,214.66,3.67,6.1866666666666665,,9.96,23.34,7.0,9.37,,14.35,8.54,15.03,,13.37,,3.29,3.15,0.76,8.92,9.97,6.98,2.47,2.59,1.34,7.87,1.51,4.71,,8.23,14.64,,,7.44,2.27,0.9,3.14,3.67,2.93,2.15,1.04,1.4,3.73,2.48,1.97,16.54
2018-06-04,2.6,2.96,17.27,33.41,9.46,20.37,11.34,7.37,9.0,79.79,191.36,3.72,6.38,27.45,7.94,23.59,8.47,8.95,,9.53,8.31,15.56,,13.53,,4.53,2.79,5.32,11.91,9.7,8.27,1.54,10.83,0.42,1.31,6.5,8.64,,8.26,13.66,,,7.14,2.0,10.32,2.96,4.49,3.84,2.09,0.34,1.92,4.57,3.44,1.2,22.56
2018-06-05,2.67,6.22,19.86,33.29,8.83,21.09,11.01,7.43,9.09,58.18,,3.74,7.02,3.18,9.8,31.0,7.06,8.98,3.48,13.48,6.88,14.75,,13.8,,4.37,2.97,12.27,8.51,7.87,7.37,1.51,2.88,0.5,6.38,4.41,3.42,,8.1,12.28,,,7.49,1.98,19.3,3.02,5.12,12.78,2.1,0.38,1.58,4.64,2.89,8.39,16.98
2018-06-06,3.37,6.1,18.77,37.96,11.98,20.5,10.49,7.16,8.54,57.105,,4.06,7.29,42.61,10.86,29.54,17.35,9.86,3.5,11.58,6.87,14.7,,11.9,,4.27,3.24,12.875,7.14,8.89,6.83,2.55,2.74,2.55,0.77,1.33,4.41,14.57,8.94,16.09,,,6.59,2.63,9.8,3.23,5.21,4.22,5.83,0.59,1.95,4.37,2.11,1.93,12.17
2018-06-07,2.93,3.91,18.31,34.74,10.49,20.49,13.47,6.94,8.33,56.03,,7.29,7.52,20.49,15.16,22.37,42.43,10.23,4.68,10.18,6.84,15.09,,19.95,,4.02,2.73,13.48,8.01,8.43,6.84,1.34,2.39,2.45,5.95,1.61,2.17,12.02,8.36,12.71,,2.3,10.36,4.66,1.8,4.12,8.29,3.63,11.15,0.52,2.46,5.08,3.53,2.09,14.23
2018-06-08,2.8,5.8,15.72,25.78,9.0,20.29,12.41,7.19,7.89,68.86,,5.49,18.59,,5.5,22.1,6.9,8.36,2.71,13.06,6.81,15.22,,20.25,33.17,4.06,3.22,57.62,9.76,8.04,7.35,1.41,2.38,0.38,6.15,1.3,2.85,,8.38,11.14,,,6.22,2.7,1.07,2.93,5.71,3.99,2.09,0.43,3.26,5.88,2.84,1.48,16.5
2018-06-09,2.33,7.13,10.66,21.86,9.33,21.41,12.2,7.32,7.9,75.26,,9.96,8.92,,6.45,22.13,20.56,11.04,4.83,13.97,7.18,,,18.66,,3.84,3.19,25.06,13.63,6.29,7.95,1.39,2.43,0.51,7.25,1.35,2.94,,8.3,10.03,,,8.78,3.88,3.33,5.37,5.94,7.16,8.44,0.99,4.65,8.51,2.5,5.64,12.42
2018-06-10,1.9,7.43,7.73,39.88,18.723333333333333,20.39,15.41,7.11,9.56,85.42,50.65,19.97,8.58,,7.5,24.66,19.6,21.56,6.26,16.31,7.77,,,27.87,,4.47,3.19,9.57,9.96,6.37,7.27,1.68,2.44,0.55,7.31,2.88,5.46,,8.34,10.25,,,9.8,13.44,10.54,15.88,13.78,32.81,24.75,2.45,8.81,9.07,3.93,11.97,19.27
2018-06-11,3.95,7.83,9.16,36.75,28.116666666666667,19.98,14.35,7.36,7.53,39.16,17.25,14.78,8.35,,3.62,23.97,21.39,13.8,4.74,24.41,7.7,,4.76,19.13,,4.63,3.06,12.28,10.03,11.22,5.69,2.35,2.91,0.83,12.16,5.38,5.74,,8.35,14.08,,,13.4,6.03,7.13,15.16,8.04,8.47,16.12,2.36,7.51,7.16,3.24,6.16,16.41
2018-06-12,5.5,21.41,6.68,32.32,37.51,19.64,12.54,7.3,8.52,35.16,16.03,6.55,10.09,0.55,3.51,22.38,12.45,12.1,4.51,35.49,9.86,,,17.07,,4.58,3.01,47.78,10.71,11.55,4.33,3.33,2.76,0.78,1.21,19.13,10.4,,8.53,10.77,27.23,,13.25,5.88,7.03,14.25,7.29,7.97,7.36,3.89,10.6,7.16,3.44,9.39,19.07
2018-06-13,4.85,9.51,6.53,60.39,31.68,19.47,10.72,6.94,8.64,33.71,15.84,4.04,7.25,19.58,3.98,21.79,10.99,14.69,6.99,39.53,11.62,,,18.72,,4.67,3.08,33.85,32.26,16.16,4.79,2.46,2.76,0.71,0.5,4.67,5.88,12.82,9.91,18.7,7.97,,12.92,5.13,5.66,12.04,7.25,7.92,6.04,5.11,9.33,6.62,3.42,7.26,19.06
2018-06-14,3.83,8.86,3.33,66.84,31.02,19.52,10.42,6.95,6.01,29.02,15.77,3.76,6.7,,2.72,21.58,11.23,13.99,6.27,43.78,11.49,8.81,,22.66,,4.4,3.18,22.27,8.58,13.46,8.48,2.61,2.78,1.0,0.66,3.86,6.71,11.36,8.43,13.26,7.69,68.17,12.95,3.57,5.84,16.17,7.83,7.53,8.21,4.47,10.01,9.07,2.64,4.9,25.51
2018-06-15,4.62,7.4,29.96,52.69,28.47,19.61,4.72,6.86,6.6,44.94,15.97,5.5,6.68,,7.95,21.71,12.61,13.42,5.71,43.3,12.73,10.98,,14.32,19.94,4.56,3.21,18.83,8.44,11.62,8.73,3.3,2.6,0.66,0.98,3.0,5.35,9.9,8.56,8.8,8.18,10.63,12.82,3.94,4.64,18.7,6.76,7.46,10.64,3.46,10.45,6.02,3.88,2.93,24.44
2018-06-16,3.08,6.21,3.39,33.55,26.29,19.65,5.68,6.9,6.08,48.58,15.34,3.3,6.27,,10.98,21.77,7.81,9.5,3.25,38.0,13.41,,,17.15,4.52,5.22,3.12,17.86,8.41,9.97,8.23,1.78,2.66,0.51,0.57,2.97,4.72,10.04,8.25,12.5,8.38,10.42,13.65,3.04,2.94,13.38,6.3,3.65,4.03,1.14,3.32,4.24,2.66,3.59,17.01
2018-06-17,3.0,4.693333333333333,1.64,23.08,28.39,20.0,5.9,7.04,5.07,30.39,15.34,2.73,6.0,,7.02,21.76,7.9,6.93,3.165,41.38,12.55,,,19.88,5.15,4.79,3.25,17.91,9.21,9.95,8.32,1.82,4.79,0.46,0.37,3.86,4.41,10.18,8.33,17.95,8.71,11.6,13.52,2.23,2.09,13.18,5.65,3.52,3.02,0.55,1.83,4.22,2.01,5.0,7.84
2018-06-18,3.53,3.1766666666666667,1.65,27.6,28.16,20.26,5.61,7.23,6.96,58.74,16.15,12.39,6.51,,6.1,21.84,12.65,6.1,3.08,39.11,11.13,,5.49,21.13,3.76,5.47,3.06,20.97,8.73,10.22,7.53,1.65,5.82,0.52,0.36,3.41,4.15,10.320000000000002,8.27,15.42,9.83,12.99,13.85,4.96,4.26,14.71,7.5,7.51,19.65,2.02,5.49,5.68,1.89,3.17,11.41
2018-06-19,4.73,1.66,15.64,34.91,26.71,20.41,5.38,7.34,5.58,34.39,38.79,9.56,6.1,25.65,4.9,22.71,15.58,7.85,3.17,29.34,10.59,,5.5,19.19,3.6,4.72,2.99,23.1,8.32,12.65,8.14,1.35,2.5,0.45,0.37,4.74,4.22,10.46,8.3,8.12,10.97,12.33,13.41,3.39,3.63,14.79,5.6,2.48,8.24,1.1,2.8,3.62,1.71,3.1,9.32
2018-06-20,4.75,1.79,13.87,29.98,23.56,20.09,5.58,7.04,10.74,63.63,16.07,8.82,6.5,21.33,8.6,20.62,34.62,11.65,4.4,35.38,10.58,,5.75,19.6,3.62,5.85,3.03,13.1,11.22,18.7,7.81,1.54,2.47,0.37,0.42,6.39,3.73,,8.42,20.51,8.79,13.17,13.14,3.85,4.3,15.58,8.75,12.3,37.1,3.92,7.16,7.87,2.73,9.26,15.98
2018-06-21,3.91,1.39,13.56,45.27,22.59,19.95,4.89,7.02,6.58,55.53,15.52,6.05,5.96,20.69,6.63,10.87,30.82,8.88,3.23,33.35,9.65,,5.18,17.68,3.79,4.18,3.04,12.02,9.33,7.19,7.51,1.43,2.63,0.4,0.4,1.56,3.71,,8.36,7.71,8.47,10.95,13.7,2.71,3.14,17.73,6.03,5.54,24.7,1.12,2.59,5.54,2.82,1.94,8.38
2018-06-22,3.48,1.7,9.04,74.81,23.71,19.93,6.23,7.0,20.1,108.2,16.65,23.49,6.08,20.17,22.64,12.48,78.14,19.45,8.87,38.95,8.62,,4.97,11.57,4.23,4.62,3.05,11.3,11.19,,8.1,1.84,3.76,0.48,0.39,1.79,4.48,,8.2,7.44,7.86,10.82,14.09,21.22,11.98,19.7,26.93,32.38,56.57,14.12,22.29,17.11,5.07,13.69,24.29
2018-06-23,3.35,1.42,17.27,59.22,14.02,20.22,6.24,7.22,16.93,97.66,20.29,17.45,6.12,17.317500000000003,15.37,11.59,34.73,14.1,6.69,35.54,8.46,,5.81,16.93,4.04,4.94,3.12,11.04,8.72,,7.63,1.94,2.96,0.44,4.06,2.49,5.55,,8.35,10.48,7.46,10.21,16.74,5.28,6.16,21.78,15.86,20.03,80.52,1.94,14.1,12.64,4.07,6.22,20.24
2018-06-24,3.0,1.34,9.13,43.63,21.35,20.14,5.49,7.28,6.92,53.26,18.07,7.59,5.98,14.465000000000002,5.1,11.29,6.42,9.0,5.4,65.72,8.55,,5.15,22.4,4.27,4.79,3.1,10.89,9.55,,7.91,1.96,2.94,0.67,4.91,2.53,5.31,,8.79,6.99,7.67,9.85,19.42,3.73,5.66,15.69,5.87,13.55,34.81,5.77,5.13,3.65,3.4,3.02,7.15
2018-06-25,3.85,1.08,6.9,,18.26,20.0,5.91,7.31,9.07,55.94,18.71,13.87,6.41,11.6125,10.03,11.87,4.9,11.71,3.44,44.96,8.69,,5.11,14.36,3.84,5.27,3.15,10.83,10.38,,7.53,1.9,3.0,0.55,3.41,2.89,4.87,12.35,8.58,7.08,8.47,10.43,20.01,4.88,2.96,16.46,8.38,5.83,26.3,7.1,8.31,1.92,6.49,2.68,21.22
2018-06-26,2.98,2.4,4.48,,26.22,20.74,5.33,7.3,6.18,61.68,17.13,3.06,6.11,8.76,2.45,10.72,4.69,9.64,4.15,40.63,8.71,,5.64,14.5,3.56,4.6,3.24,10.6,9.27,,7.39,1.99,2.96,0.65,8.82,3.05,4.81,,8.54,6.68,7.61,10.54,20.15,1.41,4.32,10.17,5.17,7.18,11.85,6.81,8.36,1.93,3.27,2.92,27.25
2018-06-27,5.26,2.63,24.63,,27.95,22.68,6.19,7.17,5.95,43.87,17.75,4.09,6.11,9.72,5.04,11.47,4.93,10.04,2.99,37.69,8.39,,5.8,23.52,3.55,5.2,3.26,10.56,14.83,,8.33,2.02,2.95,0.49,8.8,3.64,4.72,,8.63,6.83,7.38,8.73,20.32,2.17,1.74,3.88,2.53,4.37,9.32,7.31,4.52,2.13,3.0,3.94,23.43
2018-06-28,5.95,1.92,16.81,,48.79,24.37,6.36,7.21,5.98,58.49,16.77,3.64,5.38,11.08,8.92,11.93,5.13,9.98,4.53,25.63,8.58,,5.43,,3.66,5.29,3.53,10.88,10.03,,9.8,2.0,3.07,0.33,8.96,2.94,4.43,,8.45,6.8,7.28,9.92,19.64,2.38,1.45,6.69,2.83,3.87,4.59,8.5,3.44,2.47,4.18,3.34,20.82
2018-06-29,4.29,1.9,24.65,,27.75,21.51,8.74,6.98,4.92,72.45,17.26,11.3,4.57,10.42,9.89,11.82,5.05,10.26,5.8,26.44,8.44,,6.23,,3.62,5.19,3.04,10.77,11.32,,7.6,1.65,2.7,0.57,9.37,2.74,3.86,,9.16,6.59,7.39,9.86,19.97,4.7,8.14,6.3,2.26,17.6,7.45,12.76,6.42,2.08,4.86,2.62,37.98
