Date,AP001,AP005,BR007,DL002,DL011,DL017,DL019,DL021,DL025,DL028,DL030,DL033,GJ001,HR014,KA003,MH005,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN004,UP012,UP014,DL003,DL010,DL027,DL035,DL037,DL038
2017-07-01,,0.0,0.0,,0.0,,0.0,2.06,,,,0.0,,0.02,0.67,0.0,1.67,,0.04,,0.0,0.36,0.0,0.0,0.0,0.0,0.03,0.0,0.99,3.0,,,,,,
2017-07-02,,0.0,0.0,,0.0,,0.0,0.98,,,,0.0,,0.03,0.67,0.0,1.97,,0.1,,0.0,0.15,0.01,0.0,0.0,0.0,0.06,0.0,0.13,2.99,,,,,,
2017-07-03,,0.0,0.0,,0.0,,0.0,2.87,,,,0.0,,0.03,0.76,0.0,2.34,,0.0,,0.0,0.46,0.01,0.12,0.0,0.0,0.1,0.0,0.03,3.0,,,,,,
2017-07-04,,0.0,0.0,,0.0,,0.0,3.61,,,,0.0,,0.03,0.51,0.0,2.335,,0.0,,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.99,,,,,,
2017-07-05,,0.0,0.0,,0.0,,0.0,3.5,,,,0.0,,0.04,0.86,0.0,2.33,,0.0,,0.0,0.59,0.01,0.0,0.0,0.0,0.0,0.0,0.09,2.2,,,,,,
2017-07-06,,0.0,0.0,,0.0,,0.0,0.52,,,,0.0,,0.03,0.9,0.0,2.325,,0.0,,0.0,1.27,0.03,0.12,0.0,0.0,0.0,0.0,0.26,1.0,,,,,,
2017-07-07,,0.0,0.0,,0.0,,0.0,0.58,,,,0.0,,0.02,0.96,0.0,2.32,,0.0,,0.0,1.19,0.03,0.22,0.0,0.0,0.03,0.0,0.29,1.0,,,,,,
2017-07-08,,0.0,0.0,,0.0,,0.0,0.52,,,,0.0,,0.03,1.09,0.0,,,0.0,,0.0,0.92,0.04,0.15,0.0,0.0,0.2,0.0,0.17,1.0,,,,,,
2017-07-09,,0.0,0.0,,0.0,,0.0,0.7,,,,0.0,,0.03,0.78,0.0,,,0.0,,0.0,0.62,0.04,0.05,0.0,0.0,0.2,0.0,0.0,1.0,,,,,,
2017-07-10,,0.0,,,0.0,,0.0,0.73,,,,0.0,,0.03,0.8,0.0,,,0.0,,0.0,1.92,0.06,0.37,0.0,0.0,0.13,0.0,0.1,1.0,,,,,,
2017-07-11,,0.0,,,0.0,,0.0,1.25,,,,0.0,,0.03,0.74,0.0,,,0.0,,0.0,1.76,0.09,0.8,0.0,0.0,0.2,0.0,0.0,1.0,,,,,,
2017-07-12,,0.0,,,0.0,,0.0,1.08,,,,0.0,,0.03,1.0,0.0,,,0.0,,0.0,1.12,0.02,0.49,0.0,0.0,0.23,0.0,0.0,0.99,,,,,,
2017-07-13,,0.0,,,0.0,,0.0,1.35,,,,0.0,,0.03,0.81,0.0,,,0.0,,0.0,0.57,0.04,0.4,0.0,0.0,0.63,0.0,0.0,1.0,,,,,,
2017-07-14,,0.0,0.0,,0.0,,0.0,1.16,,,,0.0,,0.02,0.69,0.0,1.8,,0.0,,0.0,0.42,0.03,0.07,0.0,0.0,0.35,0.0,0.05,1.0,,,,,,
2017-07-15,,0.0,0.0,,0.0,,0.0,1.44,,,,0.0,,0.03,0.73,0.0,2.25,,0.0,,0.0,0.05,0.01,0.0,0.0,0.0,0.6,0.0,0.0,1.0,,,,,,
2017-07-16,,0.0,0.0,,0.0,,0.0,1.45,,,,0.0,,0.02,0.59,0.0,2.36,,0.0,,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2017-07-17,,0.0,0.0,,0.0,,0.0,1.79,,,,0.0,,0.01,0.66,0.0,1.89,,0.0,,0.0,0.86,0.03,0.56,0.0,0.0,0.03,0.0,0.0,0.97,,,,,,
2017-07-18,,0.0,0.0,,0.0,,0.0,1.63,,,,0.0,,0.02,0.59,0.0,1.42,,4.84,,0.0,0.24,0.01,0.0,0.0,0.0,0.11,0.0,0.05,0.99,,,,,,
2017-07-19,,0.0,0.0,,0.0,,0.0,1.85,,,,0.0,,0.03,0.59,0.0,2.22,,0.0,,0.0,0.32,0.01,0.0,0.0,0.0,0.56,0.0,0.02,1.0,,,,,,
2017-07-20,,0.0,0.0,,0.0,,0.0,1.43,,,,0.0,,0.03,0.41,0.0,2.1,,0.52,,0.0,0.16,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1.0,,,,,,
2017-07-21,,0.0,0.0,,0.0,,0.0,1.36,,,,0.0,,0.02,0.61,0.0,2.56,,2.09,,0.0,0.2,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.98,,,,,,
2017-07-22,,0.0,0.0,,0.0,,0.0,0.11,,,,0.0,,0.0,0.57,0.0,3.16,,0.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.0,,,,,,
2017-07-23,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,0.54,0.0,,,0.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,,,,,,
2017-07-24,,0.0,0.0,,0.0,,0.0,0.7,,,,0.0,,0.0,0.76,0.0,,,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,,,,,,
2017-07-25,,0.0,0.0,,0.0,,0.0,2.51,,,,0.0,,0.0,0.55,0.0,,,0.0,,0.0,0.15,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.0,,,,,,
2017-07-26,,0.0,0.0,,0.0,,0.0,0.48,,,,0.0,,0.0,0.53,0.0,,,0.0,,0.0,0.22,0.01,0.1,0.0,0.0,0.15,0.0,0.67,1.0,,,,,,
2017-07-27,,0.0,,,0.0,,0.0,0.03,,,,0.0,,0.0,0.76,0.0,,,0.0,,0.0,0.26,0.0,0.0,0.0,0.0,0.01,0.0,1.97,0.99,,,,,,
2017-07-28,,0.0,,,0.0,,0.0,0.63,,,,0.0,,0.0,0.88,0.0,,,0.0,,0.0,0.48,0.01,0.13,0.0,0.0,0.01,0.0,1.97,1.01,,,,,,
2017-07-29,,0.0,,,0.0,,0.0,0.64,,,,0.0,,0.0,0.8,0.0,4.2,,0.0,,0.0,1.11,0.03,0.36,0.0,0.0,0.02,0.0,1.99,1.0,,,,,,
2017-07-30,,0.0,,,0.0,,0.0,0.76,,,,0.0,,0.0,0.62,0.0,2.17,,0.0,,0.0,0.94,0.06,1.1,0.0,0.0,0.0,0.0,1.89,0.99,,,,,,
2017-07-31,,0.0,0.0,,0.0,,0.0,0.87,,,,0.0,,0.0,0.8,0.0,1.79,,0.0,,0.0,3.19,0.09,1.26,0.0,0.0,0.01,0.0,0.47,1.0,,,,,,
2017-08-01,,0.0,0.0,,0.0,,0.0,0.62,,,,0.0,,0.0,1.07,0.0,,,0.0,,0.0,1.13,0.06,0.52,0.0,0.0,0.03,0.0,2.01,0.99,,,,,,
2017-08-02,,0.0,0.0,,0.0,,0.0,0.9,,,,0.0,,0.0,0.74,0.0,,,0.0,,0.0,1.06,0.07,0.27,0.0,0.0,0.01,0.0,1.99,0.99,,,,,,
2017-08-03,,0.0,0.0,,0.0,,0.0,0.65,,,,0.0,,0.0,0.74,0.0,,,0.0,,0.0,0.39,0.03,0.0,0.0,0.0,0.02,0.0,2.01,1.0,,,,,,
2017-08-04,,0.0,0.0,,0.0,,0.0,0.8,,,,0.0,,0.0,0.8,0.0,,,0.87,,0.0,0.67,0.04,1.59,0.0,0.0,0.03,0.0,1.98,0.99,,,,,,
2017-08-05,,0.0,0.0,,0.0,,0.0,0.89,,,,0.0,,0.0,0.78,0.0,,,0.0,,0.0,1.4,0.08,0.88,0.0,0.0,0.15,0.0,2.01,0.99,,,,,,
2017-08-06,,0.0,0.0,,0.0,,0.0,1.24,,,,0.0,,0.0,0.64,0.0,,,0.0,,0.0,1.46,0.12,0.68,0.0,0.0,0.0,0.0,1.99,1.0,,,,,,
2017-08-07,,0.0,0.0,,0.0,,0.0,2.07,,,,0.0,,0.0,0.71,0.0,,,0.0,,0.0,7.61,0.11,0.99,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,
2017-08-08,,0.0,0.0,,0.0,,0.0,1.89,,,,0.0,,0.0,0.74,0.0,4.32,,0.0,,0.0,17.42,0.1,0.5,0.0,0.0,0.44,0.0,2.01,0.99,,,,,,
2017-08-09,,0.0,0.0,,0.0,,0.0,3.89,,,,0.0,,0.0,1.17,0.0,5.03,,0.0,,0.0,7.31,0.18,0.13,0.0,0.0,0.2,0.0,1.99,0.99,,,,,,
2017-08-10,,0.0,0.0,,0.0,,0.0,1.51,,,,0.0,,0.0,1.01,0.0,5.74,,0.0,,0.0,1.9,0.16,0.36,0.0,0.0,0.12,0.0,1.98,0.98,,,,,,
2017-08-11,,0.0,0.0,,0.0,,0.0,0.91,,,,0.0,,0.0,1.22,0.0,7.12,,0.0,,0.0,3.5,0.12,0.15,0.0,0.0,0.0,0.0,2.01,1.01,,,,,,
2017-08-12,,0.0,0.0,,0.0,,0.0,0.81,,,,0.0,,0.0,1.02,0.0,11.64,,0.0,,0.0,1.41,0.07,0.08,0.0,0.0,0.32,0.0,2.0,1.0,,,,,,
2017-08-13,,0.0,0.0,,0.0,,0.0,0.7100000000000001,,,,0.0,,0.0,1.21,0.0,12.06,,0.0,,0.0,2.49,0.05,0.3,0.0,0.0,0.0,0.0,1.98,1.0,,,,,,
2017-08-14,,0.0,0.0,,0.0,,0.0,0.61,,,,0.0,,0.0,1.33,0.0,7.11,,0.0,,0.0,3.28,0.06,0.84,0.0,0.0,0.0,0.0,1.99,0.99,,,,,,
2017-08-15,,0.0,0.0,,0.0,,0.0,0.32,,,,0.0,,0.0,0.84,0.0,1.63,,0.0,,0.0,2.93,0.08,0.14,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,
2017-08-16,,0.0,0.0,,0.0,,0.0,0.57,,,,0.0,,0.0,1.09,0.0,1.3,,0.0,,0.0,2.07,0.05,0.16,0.0,0.0,0.04,0.0,1.99,1.0,,,,,,
2017-08-17,,0.0,0.0,,0.0,,0.0,0.47,,,,0.0,,0.0,1.03,0.0,1.43,,0.0,,0.0,1.73,0.02,0.49,0.0,0.0,0.32,0.0,2.0,0.8,,,,,,
2017-08-18,,0.0,,,0.0,,0.0,0.37,,,,0.0,,0.0,0.91,0.0,1.25,,0.0,,0.0,2.23,0.08,0.3,0.0,0.0,0.24,0.0,1.98,1.0,,,,,,
2017-08-19,,0.0,,,0.0,,0.0,0.995,,,,0.0,,0.0,0.77,0.0,1.01,,0.0,,0.0,0.31,0.08,0.01,0.0,0.0,0.1599999999999999,,1.98,1.0,,,,,,
2017-08-20,,0.0,,,0.0,,0.0,1.62,,,,0.0,,0.0,1.04,0.0,1.45,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0799999999999999,,1.98,1.01,,,,,,
2017-08-21,,0.0,,,0.0,,0.0,2.245,,,,0.0,,0.0,0.71,0.0,4.34,,0.12,,0.0,0.49,0.02,0.0,0.0,0.0,0.0,,1.98,0.92,,,,,,
2017-08-22,,0.0,,,0.0,,0.0,2.87,,,,0.0,,0.0,0.68,0.0,3.8,,0.0,,0.0,1.69,0.08,0.12,0.0,0.0,0.19,,2.0,1.0,,,,,,
2017-08-23,,0.0,,,0.0,,0.0,1.31,,,,0.0,,0.0,0.95,0.0,1.22,,0.0,,0.0,2.28,0.05,0.22,0.0,0.0,0.1,,2.01,1.01,,,,,,
2017-08-24,,0.0,,,0.0,,0.0,1.16,,,,0.0,,0.0,1.03,0.0,1.41,,0.0,,0.0,2.76,0.09,0.38,0.0,0.0,0.04,,2.0,1.0,,,,,,
2017-08-25,,0.0,,,0.0,,0.0,1.25,,,,0.0,,0.0,0.85,0.0,2.22,,0.0,,0.0,0.94,0.09,0.25,0.0,0.0,0.06,,2.01,0.99,,,,,,
2017-08-26,,0.0,,,0.0,,0.0,1.19,,,,0.0,,0.0,0.61,0.0,2.52,,0.0,,0.0,1.39,0.04,0.06,0.0,0.0,0.22,,2.01,1.0,,,,,,
2017-08-27,,0.0,,,0.0,,0.0,1.17,,,,0.0,,0.0,0.58,0.0,1.9,,0.0,,0.0,1.19,0.03,0.34,0.0,0.0,0.0,,1.99,1.0,,,,,,
2017-08-28,,0.0,,,0.0,,0.0,0.84,,,,0.12,,0.0,0.55,0.0,1.47,,0.0,,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,
2017-08-29,,0.0,,,0.0,,0.0,0.91,,,,0.0,,0.0,0.5,0.0,1.03,,3.49,,0.0,0.29,0.0,0.0,0.0,0.0,0.04,0.0,2.0,1.0,,,,,,
2017-08-30,,0.0,,,0.0,,0.0,0.58,,,,0.0,,0.01,0.69,0.0,1.19,,0.8,,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.0,,,,,,
2017-08-31,,0.0,,,0.0,,0.0,0.71,1.08,,,0.0,,0.03,0.92,0.0,2.66,,0.0,,0.0,1.24,0.02,0.15,0.0,0.0,0.14,0.0,1.74,1.0,,,,,,
2017-09-01,,0.0,,,0.0,,0.0,0.55,1.99,,,0.0,,0.03,1.37,0.0,2.12,,0.0,,0.0,2.82,0.05,0.82,0.0,0.0,0.75,0.0,1.99,1.0,,,,,,
2017-09-02,,0.0,,,0.0,,0.0,0.47,,,,0.0,,0.03,1.44,0.0,2.55,,0.0,,0.0,9.0,0.09,1.1,0.0,0.0,0.03,0.0,2.0,1.0,,,,,,
2017-09-03,,0.0,,,0.0,,0.0,0.6,,,,0.0,,0.03,0.9,0.0,1.46,,,,0.0,0.72,0.03,0.03,0.0,0.0,0.09,0.0,2.0,1.0,,,,,,
2017-09-04,,0.0,,,0.0,,0.0,0.99,,,,0.0,,0.03,1.18,0.0,1.4,,,,0.0,2.14,0.05,0.14,0.0,0.0,0.05,0.0,2.0,1.0,,,,,,
2017-09-05,,0.0,,,0.0,,0.0,0.58,,,,0.0,,0.03,1.59,0.0,1.74,,,,0.0,1.46,0.03,0.19,0.0,0.0,0.08,0.0,2.0,1.0,,,,,,
2017-09-06,,0.0,0.0,,0.0,,0.0,1.38,0.0,,0.0,0.0,,0.03,1.11,0.0,1.6,,,,0.0,5.58,0.09,0.76,0.0,0.0,0.22,0.0,1.99,1.0,,,,,,
2017-09-07,,0.0,0.0,,0.0,0.0,0.0,1.08,0.0,,0.0,0.0,,0.03,1.37,0.0,1.41,,,,0.0,4.13,0.13,1.19,0.0,0.0,0.15,0.0,1.99,1.01,,,,,,
2017-09-08,,0.0,0.0,,0.0,0.0,0.0,1.96,0.0,,0.0,0.0,,0.03,1.41,0.0,1.58,,0.0,,0.0,2.58,0.12,0.66,0.0,0.0,1.41,0.0,2.0,1.01,,,,,,
2017-09-09,,0.0,0.0,,0.0,0.0,0.0,1.96,0.0,,0.0,0.0,,0.03,1.44,0.0,1.71,,0.0,,0.0,1.25,0.08,0.15,0.0,0.0,0.3,0.0,2.0,1.0,,,,,,
2017-09-10,,0.0,0.0,,0.0,0.0,0.0,3.94,0.0,,0.0,0.0,,0.03,0.94,0.0,1.32,,0.0,,0.0,1.45,0.08,0.22,0.0,0.0,0.0,0.0,2.0,1.01,,,,,,
2017-09-11,,0.0,0.0,,0.0,0.0,0.0,1.57,0.0,,0.0,0.0,,0.03,1.11,0.0,1.95,,0.0,,0.0,1.65,0.05,0.03,0.0,0.0,0.05,0.0,1.99,1.0,,,,,,
2017-09-12,,0.0,0.0,,0.0,0.0,0.0,1.1,0.0,,0.0,0.0,,0.03,1.04,0.0,1.63,,0.0,,0.0,1.95,0.05,0.02,0.0,0.0,0.03,0.0,1.99,1.0,,,,,,
2017-09-13,,0.0,0.0,,0.0,0.0,0.0,5.37,0.0,,0.0,0.0,,0.04,0.96,0.0,1.32,,0.0,,0.0,2.44,0.12,0.61,0.0,0.0,0.53,0.0,1.99,1.0,,,,,,
2017-09-14,,0.0,0.0,,0.0,0.0,0.0,1.68,0.0,,0.0,0.0,,0.04,0.81,0.0,8.19,,0.01,,0.0,2.02,0.07,0.1,0.0,0.0,0.18,0.0,1.99,1.0,,,,,,
2017-09-15,,0.0,0.0,,0.0,0.0,0.0,1.19,0.0,,0.0,0.0,,0.04,0.93,0.0,4.08,,0.02,,0.0,1.47,0.04,0.19,0.0,0.0,0.1,0.0,2.0,1.0,,,,,,
2017-09-16,,0.0,0.0,,0.0,0.0,0.0,1.45,0.0,,0.0,0.0,,0.04,0.63,0.0,1.98,,0.0,,0.0,1.39,0.02,0.07,0.0,0.0,0.17,0.0,2.0,1.0,,,,,,
2017-09-17,,0.0,0.0,,0.0,0.0,0.0,1.2,0.0,,0.0,0.0,,0.04,0.55,0.0,2.09,,0.0,,0.0,0.69,0.01,0.02,0.0,0.0,0.01,0.0,2.0,0.99,,,,,,
2017-09-18,,0.0,0.0,,0.0,0.0,0.0,1.34,0.0,,0.0,0.0,,0.04,0.5,0.0,2.06,,0.0,,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.99,,,,,,
2017-09-19,,0.0,0.0,,0.0,0.0,0.0,2.42,0.0,,0.0,0.0,,0.04,0.55,0.0,1.84,,0.01,,0.0,0.31,0.0,0.0,0.0,0.0,0.01,0.0,1.99,1.0,,,,,,
2017-09-20,,0.0,0.0,,0.0,0.0,0.0,1.92,0.0,,0.0,0.0,,0.04,0.5,0.0,1.58,,1.39,,0.0,0.4,0.0,0.0,0.0,0.0,0.14,0.0,2.01,2.4,,,,,,
2017-09-21,,0.0,0.0,,0.0,0.0,0.0,1.51,0.0,,0.0,0.0,,0.04,0.57,0.0,1.38,,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.15,0.0,1.75,2.99,,,,,,
2017-09-22,,0.0,0.0,,0.0,0.0,0.0,1.21,0.0,,0.0,0.0,,0.04,0.9,0.0,1.41,,0.0,,0.0,0.0,0.03,0.0,0.0,0.0,0.41,0.0,2.0,3.0,,,,,,
2017-09-23,,0.0,0.0,,0.0,0.0,0.0,0.66,0.0,,0.0,0.0,,0.04,1.65,0.0,1.07,,0.0,,0.0,0.0,0.08,0.65,0.0,0.0,0.17,0.0,2.0,3.01,,,,,,
2017-09-24,,0.0,0.0,,0.0,0.0,0.0,1.05,0.0,,0.0,0.0,,0.04,1.7,0.0,1.25,,0.0,,0.0,0.0,0.13,1.23,0.0,0.0,0.12,0.0,1.99,3.01,,,,,,
2017-09-25,,0.0,0.0,,0.0,0.0,0.0,1.2,0.0,,0.0,0.0,,0.04,1.31,0.0,1.41,,0.0,,0.0,0.0,0.1,0.82,0.0,0.0,0.05,0.0,2.0,2.99,,,,,,
2017-09-26,,0.0,0.04,,0.0,0.0,0.0,2.5,0.0,,0.0,0.0,0.0,0.03,1.17,0.0,1.77,,0.0,,0.02,0.0,0.14,0.84,0.04,0.0,0.17,0.0,1.98,2.41,,,,,,
2017-09-27,,0.0,0.02,,0.0,0.0,0.0,3.61,0.0,,0.0,0.0,0.0,0.04,1.23,0.0,1.5,,0.0,,0.0,0.0,0.11,0.84,0.0,0.0,0.12,0.0,2.0,2.97,,,,,,
2017-09-28,,0.0,0.1,,0.0,0.0,0.0,2.26,0.0,,0.0,0.0,0.0,0.03,1.08,0.0,1.41,,0.0,,0.0,0.0,0.11,0.66,0.0,0.0,0.0,0.0,1.29,2.37,,,,,,
2017-09-29,,0.0,0.0,,0.0,0.0,0.0,2.93,0.29,,0.0,0.0,0.0,0.04,0.85,0.0,1.42,,0.0,,0.0,0.0,0.11,0.41,0.0,0.0,0.13,0.0,2.01,3.01,,,,,,
2017-09-30,,0.0,0.01,,0.0,0.0,0.0,1.98,0.0,,0.0,0.0,,0.04,1.1,0.0,1.54,,0.0,,0.0,0.0,0.09,0.59,0.0,0.0,0.11,0.0,2.0,3.02,,,,,,
2017-10-01,,0.73,0.05,,0.0,0.0,0.0,2.11,0.44,,0.0,0.88,,0.04,0.96,0.0,1.55,,0.0,,0.14,4.05,0.05,0.38,0.14,0.0,0.11,0.0,1.99,3.0,,,,,,
2017-10-02,,0.57,0.06,,0.0,0.0,0.0,3.23,1.14,,0.0,0.14,,0.04,0.88,0.0,1.5,,0.0,,0.04,1.25,0.04,0.06,0.24,0.0,0.0,0.0,2.0,0.0,,,,,,
2017-10-03,,0.77,0.04,,0.0,0.0,0.0,2.05,0.0,,0.0,0.26,,0.04,0.88,0.0,1.45,,0.0,,0.08,3.14,0.07,1.12,0.11,2.15,0.02,0.0,1.82,2.43,,,,,,
2017-10-04,,1.17,0.06,,0.0,0.0,0.0,2.83,0.0,,0.0,0.22,,0.03,1.35,0.0,1.49,,0.0,,0.17,10.99,0.05,0.19,0.76,3.03,0.0,0.0,1.97,2.87,,,,,,
2017-10-05,,0.12,0.06,,0.0,0.0,0.0,2.07,0.0,,0.0,0.07,,0.0,0.97,0.0,2.08,,0.0,,0.2,13.66,0.04,0.39,0.52,4.69,0.1,0.0,2.32,3.0,,,,,,
2017-10-06,,0.62,0.05,,0.0,0.0,0.0,3.45,0.04,,0.0,0.09,,0.02,1.38,0.0,1.93,,0.0,,0.0,5.55,0.04,0.72,0.19,2.58,0.07,0.0,0.76,3.02,,,,,,
2017-10-07,,0.7,0.03,,0.0,0.0,0.0,2.13,0.0,,0.0,0.27,,0.02,1.16,0.0,1.76,,0.0,,0.04,4.23,0.03,0.28,0.32,7.6,0.05,0.0,0.9,2.93,,,,,,
2017-10-08,,0.36,0.07,,0.0,0.0,0.0,2.44,0.12,,0.0,0.22,,0.01,1.1,0.0,1.99,,0.0,,0.025,3.17,0.02,0.21,0.33,2.21,0.06,0.0,0.45,3.0,,,,,,
2017-10-09,,0.7,0.06,,0.0,0.0,0.0,4.71,0.0,,0.0,1.03,,0.04,2.17,0.0,2.07,,0.0,,0.01,3.33,0.02,0.09,0.11,2.43,0.06,0.0,0.71,2.99,,,,,,
2017-10-10,,0.0,0.01,,0.0,0.0,0.0,5.34,0.0,,0.0,0.0,5.11,0.04,1.3,0.0,1.73,,0.0,,0.01,0.0,0.0,0.0,0.0,3.92,0.2,0.0,0.06,2.85,,,,,,
2017-10-11,,0.0,0.01,,0.0,0.0,0.0,5.59,0.0,,0.0,0.0,4.67,0.03,1.7,0.0,2.33,,0.0,,0.02,0.0,0.02,0.13,0.0,4.45,0.06,0.0,0.0,2.12,,,,,,
2017-10-12,,0.0,0.01,,0.0,0.0,0.0,6.43,0.0,,0.0,0.0,,0.03,1.65,0.0,1.76,,0.0,,0.0,0.0,0.0,0.0,0.0,6.84,0.1,0.0,0.57,2.62,,,,,,
2017-10-13,,0.0,0.01,,0.0,0.0,0.0,4.52,0.0,,0.0,1.23,,0.04,1.63,0.0,1.63,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.13,0.1,0.0,1.58,2.92,,,,,,
2017-10-14,,0.0,0.02,,0.0,0.0,0.0,4.9,0.0,,0.0,1.49,,0.04,1.41,0.0,2.39,0.0,0.08,,0.0,0.0,0.0,0.0,0.0,1.02,0.06,0.0,1.53,2.77,,,,,,
2017-10-15,,0.0,0.06,,0.0,0.0,0.0,6.4,0.0,,0.0,1.62,,0.04,0.93,0.0,1.61,0.0,0.22,,0.04,0.0,0.0,0.0,0.0,0.75,0.04,0.0,0.65,3.37,,,,,,
2017-10-16,,0.0,0.09,0.0,0.0,0.0,0.0,6.37,0.08,,0.0,2.53,,0.04,2.11,0.0,4.47,0.0,0.16,,0.06,0.0,0.0,0.0,0.0,2.21,0.12,0.0,0.71,1.49,,,,,,
2017-10-17,,0.0,0.03,0.0,0.0,0.0,0.0,4.09,0.4,0.0,0.0,5.62,,0.04,3.02,0.0,10.28,14.2,0.19,,0.0,0.0,0.0,0.0,0.0,1.97,0.11,0.0,0.84,0.7,,,,,,
2017-10-18,,0.0,0.01,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0,3.33,10.89,0.04,2.92,0.0,2.87,6.26,0.03,,0.0,0.0,0.0,0.02,0.0,10.01,0.08,0.0,2.52,1.7,,,,,,
2017-10-19,,2.28,0.05,0.0,0.0,0.0,0.0,7.29,0.42,0.0,0.0,5.62,9.245,0.04,1.21,0.0,3.4,5.83,0.0,,0.0,18.0,0.06,0.2,0.63,0.66,0.05,0.0,3.2,2.62,,,,,,
2017-10-20,,0.12,0.0,0.0,0.0,0.0,0.0,8.36,0.1,0.0,0.0,13.07,7.6,1.07,1.6,0.0,3.47,7.23,0.03,,0.0,0.92,0.0,0.0,0.18,0.13,0.07,0.0,3.2,1.27,,,,,,
2017-10-21,,0.44,0.02,0.0,0.0,0.0,0.0,5.67,0.39,0.0,0.0,2.57,11.85,1.08,1.01,0.0,3.47,7.65,0.06,,0.0,0.98,0.0,0.01,0.08,0.38,0.04,0.0,3.18,1.28,,,,,,
2017-10-22,,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,3.99,5.08,1.1,0.81,0.0,3.45,5.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.0,3.19,0.6,,,,,,
2017-10-23,,0.42,0.06,0.0,0.0,0.0,0.0,8.0,0.15,0.0,0.0,4.18,5.35,1.1,1.18,0.0,2.9,4.08,0.0,,0.0,3.66,0.03,0.97,0.34,0.56,0.37,0.0,3.19,0.93,,,,,,
2017-10-24,,0.04,0.12,0.0,0.0,0.0,0.0,7.82,0.02,0.0,0.0,5.35,7.54,1.1,1.87,0.0,2.37,5.54,0.0,1.36,0.0,0.5,0.0,0.03,0.08,0.18,0.12,0.0,3.2,1.67,,,,,,
2017-10-25,,0.0,0.17,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,4.92,11.23,1.1,0.91,0.0,2.49,8.8,0.16,7.17,0.0,0.0,0.0,0.0,0.0,0.32,0.03,0.0,3.21,1.44,,,,,,
2017-10-26,,0.0,0.18,2.12,0.0,0.0,0.6,6.13,0.0,0.89,0.0,3.16,21.01,1.09,0.54,0.0,3.0,6.77,0.0,5.74,0.0,0.0,0.01,0.0,0.0,0.64,0.0,0.15,3.2,0.73,,,,,,
2017-10-27,,0.04,0.13,3.52,0.0,0.0,0.59,4.16,0.04,1.52,0.0,1.43,22.32,1.09,0.59,0.0,3.24,7.26,0.0,6.78,0.0,0.23,0.13,0.01,0.0,0.38,0.03,0.0,3.21,0.86,,,,,,
2017-10-28,,0.0,0.1,5.47,0.0,0.0,0.0,8.16,0.0,1.9,0.0,2.83,13.78,1.1,0.53,0.0,2.98,8.56,0.0,6.02,0.0,0.0,0.0,0.0,0.0,11.04,0.05,0.0,3.2,0.95,,,,,,
2017-10-29,,0.0,0.16,5.27,0.0,0.0,0.07,5.32,0.78,1.58,0.0,3.11,19.04,1.1,0.0,0.0,2.91,8.02,0.0,3.97,0.0,0.0,0.0,0.0,0.0,1.76,0.05,0.0,17.72,1.14,,,,,,
2017-10-30,,0.0,0.1,7.41,0.0,0.0,2.86,5.81,0.32,1.75,0.0,2.84,10.8,1.1,0.0,0.0,2.91,4.46,0.46,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.79,1.49,,,,,,
2017-10-31,,2.73,0.08,5.95,0.0,0.0,3.79,8.27,0.81,2.57,0.0,3.55,2.56,1.1,0.0,0.0,3.0,7.75,0.92,5.0,0.19,26.58,0.19,3.54,2.08,3.29,0.05,0.84,0.44,0.63,,,,,,
2017-11-01,,2.67,0.0,1.39,0.0,0.0,1.44,4.33,0.81,0.93,0.0,2.1,0.0,1.1,0.0,0.0,2.83,10.74,1.98,8.29,0.25,33.73,0.26,1.17,3.24,6.16,0.0,0.08,1.85,1.07,,,,,,
