Date,AP001,AP005,BR007,DL002,DL011,DL013,DL019,DL021,DL028,DL031,DL033,GJ001,HR014,KA003,KA005,KA009,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,DL003,DL009,DL010,DL015,DL016,DL018,DL024,DL026,DL027,DL032,DL037
2018-06-02,9.78,4.75,39.07,0.94,7.96,6.94,13.48,5.586666666666667,34.175,25.79,6.51,46.16,0.87,,168.65,,3.42,5.44,6.14,7.84,15.09,12.9,8.62,1.02,18.06,3.97,5.9,2.94,,5.41,4.4,,,5.44,6.12,5.36,1.8,20.98,28.47,13.82,1.41,3.53,11.5,9.89,5.6
2018-06-03,6.83,13.42,39.56,1.67,13.4,7.02,11.69,4.263333333333334,36.09,23.39,4.95,56.5,1.14,,119.94666666666666,,3.32,4.82,6.23,8.41,15.11,8.78,12.04,1.18,15.98,2.44,5.74,2.03,,8.17,5.07,,,6.85,4.49,6.92,1.12,16.71,11.07,10.02,1.92,2.59,4.5,6.34,7.71
2018-06-04,7.7,3.69,39.99,1.41,7.48,4.83,11.05,2.94,36.3,19.51,5.56,43.76,0.98,,71.24333333333331,,3.25,5.28,6.29,8.7,12.3,12.4,8.42,1.0,16.11,8.52,6.63,1.93,,8.65,4.9,,,5.76,3.46,0.1,0.89,16.37,19.32,12.66,1.42,7.28,6.87,5.89,7.06
2018-06-05,7.28,12.56,39.36,5.1,6.17,4.67,8.98,3.73,24.51,20.86,6.2,37.58,1.05,,22.54,,3.28,5.86,3.13,7.42,9.18,11.61,6.9,1.09,17.04,0.95,6.45,2.82,,7.84,4.64,,,6.51,2.75,0.11,1.32,16.92,2.11,11.75,1.17,5.55,6.88,5.79,18.72
2018-06-06,6.22,10.84,35.13,5.0,14.28,14.37,8.31,3.26,32.39,21.82,5.24,49.66,1.11,,11.48,,3.95,6.22,3.93,6.33,9.04,8.95,9.32,0.74,13.57,2.045,7.05,2.9,8.87,6.31,4.89,,,4.76,3.48,15.86,0.54,15.52,13.08,14.19,2.7,6.81,7.5,6.59,6.23
2018-06-07,5.87,5.92,36.07,8.22,13.83,29.87,11.19,3.61,30.75,8.89,6.88,59.53,0.99,,5.25,,4.15,6.53,4.73,6.43,9.75,10.25,13.72,0.64,9.06,3.14,5.25,0.94,7.03,5.5,4.63,,28.56,5.62,5.4,10.31,1.7,23.82,8.68,11.15,2.09,5.7,9.24,7.39,8.26
2018-06-08,6.37,17.91,35.82,7.39,5.93,15.39,9.37,2.6,24.78,18.61,6.76,44.42,0.87,,5.33,,4.43,4.84,6.52,6.54,9.33,9.13,8.7,1.24,15.24,3.4,5.36,2.39,,7.71,4.81,,,4.73,3.85,2.1,1.28,21.26,4.0,10.21,1.24,4.26,8.2,5.83,5.58
2018-06-09,5.82,15.33,37.58,4.42,5.5,16.61,6.72,5.2,22.99,17.06,5.66,63.59,1.07,,5.583333333333333,,4.36,6.0,11.15,5.76,9.29,17.18,7.78,0.82,14.77,4.09,6.21,3.8,,7.42,4.17,,,6.86,1.95,7.26,0.42,10.51,1.56,9.28,1.2,3.6,7.02,4.93,2.32
2018-06-10,7.1,11.71,35.42,7.18,9.4,24.03,7.48,3.67,17.03,20.16,5.76,53.73,1.2,,5.836666666666666,,4.2,5.36,10.2,5.39,9.09,19.1,8.13,0.44,15.47,2.17,9.64,3.97,,8.67,3.99,,,4.72,3.79,6.9,0.92,14.79,2.18,9.66,1.67,4.61,5.77,5.82,4.16
2018-06-11,5.81,11.93,34.43,7.65,7.08,12.05,7.53,2.69,20.85,13.5,7.14,44.25,1.06,,6.09,,3.83,5.64,14.28,5.62,12.16,12.0,9.64,0.88,16.22,1.87,9.72,4.17,,6.64,5.1,,,6.42,6.33,6.05,0.9,17.59,3.19,10.75,2.42,4.82,5.33,6.0,3.99
2018-06-12,6.68,15.22,39.02,10.62,4.85,21.74,7.59,2.33,19.62,18.22,7.63,44.19,1.26,,6.04,,1.02,5.95,7.91,5.79,7.76,15.65,10.13,0.62,15.96,1.66,11.17,12.22,,7.72,4.67,37.77,,7.46,6.07,11.84,2.04,25.66,5.25,10.5,1.82,4.51,4.82,6.46,2.07
2018-06-13,6.36,19.68,45.415000000000006,7.76,3.47,17.68,7.31,2.84,10.88,18.91,7.89,30.82,1.02,3.27,5.99,,1.73,4.97,7.38,6.52,10.77,11.07,10.21,0.42,13.5,2.69,12.09,4.47,8.36,5.99,5.28,0.73,,6.26,2.94,5.13,2.95,17.48,3.12,9.58,1.41,2.45,3.55,4.48,1.96
2018-06-14,8.41,18.59,51.81,6.48,4.47,20.04,7.97,7.67,13.6,20.75,7.86,31.43,1.39,1.89,6.01,,2.06,5.79,6.88,6.59,9.32,3.9,8.9,4.72,15.16,1.66,11.96,5.15,,7.11,4.16,0.6699999999999999,15.61,5.89,1.74,2.11,2.5,17.13,2.57,9.9,1.25,2.18,2.44,4.67,2.51
2018-06-15,8.66,26.72,26.85,5.62,4.63,18.47,8.99,11.77,11.38,17.95,8.37,34.88,1.17,1.73,6.0,5.54,2.08,5.97,5.26,6.86,13.17,7.98,11.61,2.35,19.55,7.7,10.39,4.33,,6.63,5.27,0.6099999999999999,5.79,8.79,2.62,3.44,3.26,15.75,3.14,5.91,1.55,1.57,2.19,5.63,3.21
2018-06-16,5.29,21.93,33.13,6.09,3.78,9.6,12.0,10.68,11.87,21.02,7.55,34.93,1.01,3.4,5.99,5.993333333333333,2.04,5.94,8.52,6.76,13.0,8.43,10.35,2.78,29.39,3.16,8.97,3.88,,5.05,3.74,0.5499999999999998,5.86,10.65,3.27,13.5,3.05,15.85,5.84,8.2,1.01,2.11,4.66,4.97,3.82
2018-06-17,9.0,15.983333333333334,35.0,5.24,3.78,8.77,11.55,8.54,15.69,18.64,6.0,37.6,0.95,4.66,5.98,6.446666666666666,0.82,5.44,4.35,6.5,12.03,8.68,10.55,2.97,20.23,2.95,17.13,4.35,,6.03,3.9,0.49,6.52,8.92,2.37,10.12,3.27,13.1,3.82,7.74,0.55,1.54,3.86,4.96,2.1
2018-06-18,6.66,10.036666666666669,35.86,9.22,3.78,10.41,7.78,8.51,12.61,16.74,7.02,39.57,1.46,4.28,,6.9,4.27,5.25,6.47,6.45,12.53,11.1,9.86,5.39,15.0,2.41,13.34,3.72,,7.31,5.23,2.72,6.31,9.64,5.35,13.69,2.58,19.54,6.02,12.19,1.74,3.62,4.52,5.97,5.49
2018-06-19,6.18,4.09,42.54,5.85,5.16,7.61,7.34,7.07,11.24,19.72,5.77,31.95,7.53,2.88,,5.86,4.53,6.17,7.19,5.66,8.09,12.3,9.02,2.58,16.51,3.21,7.49,4.49,9.29,6.6,5.75,1.72,6.03,8.88,4.1,6.1,2.92,14.63,4.13,8.88,1.34,3.63,3.67,5.86,4.02
2018-06-20,5.43,17.05,41.49,14.26,14.6,11.53,12.59,5.95,16.81,20.0,7.87,43.99,10.0,3.79,,6.96,3.18,5.1,6.46,9.2,10.67,19.93,8.75,3.4,15.87,3.12,4.17,2.78,,7.22,4.2,1.74,6.29,11.98,4.55,22.0,3.24,22.16,11.88,15.85,4.67,5.36,6.84,7.2,3.92
2018-06-21,5.53,15.97,38.08,8.57,12.57,10.09,13.25,5.98,20.0,17.93,11.24,40.84,9.26,3.65,,7.06,2.51,6.0,5.67,8.39,9.75,20.07,7.94,3.16,17.96,3.14,4.25,2.32,,6.37,5.43,1.67,9.97,15.48,5.29,22.12,2.94,17.44,11.43,14.15,2.54,5.17,6.96,6.68,6.23
2018-06-22,7.62,9.52,37.85,40.4,20.62,18.17,16.66,6.08,10.98,26.68,14.63,41.5,11.77,3.87,,5.93,2.17,5.57,7.43,6.92,6.09,17.05,6.07,3.82,17.42,2.8,6.09,2.04,,6.81,4.5,1.82,6.09,14.41,8.03,21.27,5.23,20.39,11.94,13.7,3.2,6.39,5.98,7.71,7.76
2018-06-23,6.86,11.83,38.09,15.72,12.02,20.28,17.37,7.17,17.66,26.56,10.25,47.27,9.36,3.72,,6.75,2.71,5.87,7.24,6.56,6.91,16.02,8.5,1.84,15.92,3.03,5.01,2.9,,5.25,4.45,1.82,6.28,10.52,7.12,27.34,3.47,22.87,11.75,11.24,2.5,5.46,6.46,8.92,6.83
2018-06-24,6.14,18.1,36.95,13.3,14.82,16.16,17.7,6.09,16.93,26.19,10.0,36.48,5.81,3.91,,6.2,2.46,5.83,6.33,5.7,7.2,18.27,9.29,3.03,15.44,1.78,6.89,1.89,,6.73,4.23,1.44,5.69,10.91,7.46,22.39,3.57,22.99,14.33,17.14,9.95,12.18,10.47,13.8,15.55
2018-06-25,6.76,10.95,37.88,14.11,8.09,16.7,13.35,4.89,4.04,21.3,8.91,27.32,6.9,4.17,,7.15,2.25,5.71,4.7,5.62,5.82,13.55,10.25,2.69,15.68,2.34,5.95,1.53,12.96,7.62,4.32,1.7,6.98,9.93,7.71,15.98,3.17,18.85,15.56,11.91,14.15,11.06,10.11,17.27,12.67
2018-06-26,7.12,10.33,42.11,16.12,7.5,13.47,12.55,6.19,9.88,19.75,9.83,26.76,7.59,4.73,,6.63,1.17,5.67,6.46,5.8,7.13,14.64,8.66,2.06,13.48,3.07,9.56,1.42,,5.64,4.79,1.39,6.04,11.5,13.36,14.19,5.745,19.58,5.68,16.91,15.53,13.04,7.76,19.45,11.79
2018-06-27,7.55,18.17,38.31,,10.56,12.58,12.71,3.46,6.53,18.16,6.93,39.2,7.14,4.35,5.99,5.51,2.07,5.64,7.4,6.16,5.27,13.91,8.27,2.41,11.12,1.7,8.42,1.84,,7.4,4.58,1.58,5.63,14.55,11.73,13.87,8.32,17.03,4.45,12.69,10.37,11.88,4.45,15.14,15.6
2018-06-28,4.72,17.86,39.0,,8.65,11.87,11.41,6.45,8.81,15.86,6.73,54.98,4.55,3.74,6.77,6.39,4.33,6.63,12.55,5.92,14.0,10.66,9.95,3.05,8.76,3.61,5.59,2.14,,7.08,4.06,1.64,6.2,12.47,4.82,11.96,7.18,12.86,2.92,11.2,7.41,7.88,4.27,11.83,9.52
2018-06-29,5.51,11.38,39.94,,14.68,7.5,9.87,7.62,9.85,15.5,6.82,43.42,5.64,4.01,8.0,6.13,4.38,5.19,8.09,5.48,7.3,10.3,13.37,2.68,8.7,2.59,4.06,1.59,,5.52,4.9,1.65,5.83,10.84,8.11,15.01,6.47,12.4,3.15,10.93,10.14,10.42,5.47,12.94,13.43
2018-06-30,7.54,12.05,35.09,,4.24,7.33,12.43,4.7,6.65,16.78,8.16,22.02,5.84,4.98,7.99,5.71,4.35,5.16,9.9,3.1,7.06,12.55,12.71,3.75,10.87,2.43,7.76,2.88,,8.0,4.32,1.76,5.99,11.52,6.7,30.88,9.53,10.16,4.18,13.07,17.5,7.99,4.59,12.29,12.28
2018-07-01,5.01,13.1,39.85,,4.24,8.09,11.14,3.03,13.04,14.52,8.47,24.98,6.38,3.24,7.98,5.33,3.28,6.42,3.78,5.59,9.66,13.55,11.82,3.34,12.37,2.89,10.02,2.33,,6.57,4.53,1.66,5.5,9.78,3.95,22.76,8.6,10.38,2.11,10.42,8.4,7.77,4.08,10.24,9.74
2018-07-02,6.62,15.3,40.03,,3.98,5.36,9.85,3.96,11.73,15.99,6.98,24.97,6.02,3.84,7.99,6.08,2.53,5.33,4.23,6.34,11.4,14.38,11.08,3.77,8.36,2.59,6.55,2.04,8.47,7.99,4.86,2.03,7.29,10.7,5.18,27.99,9.41,10.44,3.13,9.99,9.01,8.7,4.84,10.54,9.7
2018-07-03,4.9,13.39,42.75,,9.12,8.64,8.560000000000002,3.06,13.14,17.68,8.31,18.91,6.09,4.64,7.98,7.37,1.44,6.47,9.09,7.89,11.16,16.04,8.63,3.18,8.2,3.18,8.2,1.98,,7.42,4.2,1.49,6.51,14.49,4.77,21.78,10.23,10.35,4.16,10.88,12.2,10.27,4.86,12.19,14.34
2018-07-04,5.6,15.11,34.38,,8.11,6.94,7.27,4.27,12.4,16.31,6.74,46.94,10.57,3.91,7.95,5.77,1.1,6.52,11.28,7.9,11.45,13.98,8.71,4.0,9.88,2.5,9.17,1.6,,6.93,4.68,1.48,6.43,8.62,6.92,26.72,8.98,11.2,4.72,13.13,16.25,10.66,5.19,13.04,11.53
2018-07-05,6.52,10.52,39.4,,13.62,8.76,9.34,8.41,9.6,15.21,8.82,34.41,6.24,4.27,6.95,5.89,1.89,5.86,5.02,6.98,11.64,9.71,9.67,2.61,8.14,3.25,11.19,1.58,,5.45,6.33,1.71,6.04,8.97,8.33,22.36,12.16,13.16,5.17,13.01,15.69,10.19,6.32,14.09,11.66
2018-07-06,6.53,12.32,41.0,,7.37,10.68,10.14,14.57,7.35,17.68,8.93,17.67,4.22,3.6,8.04,8.43,2.37,6.89,10.6,7.11,9.73,13.24,7.45,2.42,10.77,5.09,5.01,1.68,,8.0,3.47,1.61,6.15,11.5,7.83,21.87,10.24,14.99,3.45,10.12,10.17,8.49,4.79,12.48,12.33
2018-07-07,4.65,22.36,46.94,,9.08,9.37,10.64,0.93,14.1,17.65,7.64,25.74,2.54,3.37,7.97,9.57,2.01,5.85,7.1,5.54,11.13,12.36,9.96,2.68,11.45,2.56,4.53,1.76,8.95,4.87,4.67,1.71,6.55,20.6,6.97,20.65,13.77,13.76,3.58,11.05,10.31,9.87,4.39,14.07,12.77
2018-07-08,5.17,10.86,89.52,,13.85,8.03,10.04,2.29,13.56,15.93,6.77,25.91,4.24,3.41,8.004999999999999,8.42,3.38,5.98,6.03,5.85,16.35,10.68,9.06,2.41,14.78,2.62,4.72,1.06,,7.94,4.51,1.63,6.22,17.17,7.64,21.0,11.39,15.56,3.63,12.68,15.92,10.91,7.43,17.53,12.81
2018-07-09,5.69,17.0,58.78,,7.6,10.6,9.74,7.31,12.44,16.5,6.86,32.64,4.59,3.36,8.04,8.53,5.13,7.12,9.03,7.86,12.61,9.82,8.48,2.25,15.01,1.88,4.8,1.98,,6.59,4.25,1.85,6.04,12.14,10.29,21.21,9.77,12.38,4.8,11.34,18.51,10.13,6.34,13.78,12.56
2018-07-10,5.36,25.43,46.2,,6.57,19.41,8.81,10.96,11.51,16.01,6.56,32.64,4.42,4.19,7.81,8.43,5.17,6.66,7.33,9.12,6.71,9.85,8.26,2.04,13.49,2.75,7.31,1.63,,6.11,4.62,1.6,5.74,14.4,7.66,21.03,13.21,11.62,3.0,10.35,14.86,14.18,4.59,13.16,13.46
2018-07-11,6.75,27.6,50.3,,11.27,23.22,7.77,8.39,15.49,14.09,5.99,26.37,5.09,1.34,8.0,8.55,3.62,7.0,7.25,8.6,8.96,7.75,6.34,2.4,10.54,3.62,5.23,2.07,,8.25,4.87,1.8,6.24,13.28,9.51,11.22,12.81,11.76,4.2,11.09,17.4,10.12,5.56,14.85,12.05
2018-07-12,8.77,30.88,58.06,,8.15,27.99,11.04,13.26,13.72,15.83,6.75,34.39,4.87,1.07,7.97,7.97,0.93,5.75,5.66,10.1,8.71,9.32,4.37,2.46,13.41,4.31,4.2,1.92,,8.11,4.19,1.67,5.66,22.04,5.76,19.32,10.93,17.33,3.21,10.06,11.39,10.0,5.66,13.07,12.91
2018-07-13,6.45,19.09,80.92,,9.72,21.42,10.37,14.88,10.69,14.93,7.41,37.17,4.36,3.11,7.94,7.9,1.23,5.02,11.91,8.23,13.93,9.76,7.08,2.83,14.61,1.88,9.72,2.02,,7.35,4.39,1.81,6.65,13.11,7.13,20.62,14.89,12.58,3.91,10.56,13.47,14.24,5.06,12.7,15.06
2018-07-14,6.02,2.72,78.96,,15.08,16.03,10.86,21.23,6.3,15.17,5.57,22.82,7.64,4.02,,7.39,1.34,6.97,7.33,7.38,12.52,9.56,11.5,2.86,17.95,2.33,7.59,1.71,,6.65,2.93,1.48,7.27,15.62,7.16,15.943333333333335,13.5,10.32,4.74,10.08,18.06,9.55,7.44,12.02,14.49
2018-07-15,6.29,3.69,56.12,,9.2,9.5,10.98,16.85,12.5,15.49,5.61,21.06,5.6,3.52,,8.73,1.79,6.22,7.56,7.95,11.11,9.17,7.4,2.83,14.91,2.39,6.74,1.18,3.47,7.72,3.88,1.42,6.13,12.13,20.14,11.26666666666667,14.32,12.11,5.08,10.01,15.94,12.9,5.56,11.88,13.25
2018-07-16,7.42,14.09,46.43,,5.94,9.32,11.83,15.32,11.4,17.28,7.26,28.85,6.91,3.83,,8.18,0.94,4.0,3.1,8.66,9.7,10.54,6.7,2.8000000000000003,15.46,11.48,4.86,2.27,,7.76,3.97,1.73,6.05,10.77,15.95,6.59,10.97,12.28,2.74,9.92,10.16,10.88,3.64,10.16,13.97
2018-07-17,10.4,13.4,54.19,,6.23,9.04,10.83,16.26,8.48,16.22,7.01,19.34,6.83,3.66,,7.72,3.43,5.61,2.67,7.53,8.62,13.06,5.84,2.77,14.08,2.2,7.24,1.98,,10.51,3.6,1.53,5.91,12.46,17.56,15.85,13.56,13.95,2.6,9.2,9.97,10.62,2.97,10.11,15.47
2018-07-18,9.94,5.17,55.64,,14.04,6.77,10.22,13.76,12.71,15.39,7.7,16.32,6.6,4.24,,8.05,3.34,6.37,3.84,8.78,9.42,12.11,8.03,2.19,14.88,3.18,8.5,2.18,,18.5,4.39,1.65,5.54,15.86,19.37,16.34,11.91,14.9,2.27,9.51,11.27,10.89,6.37,12.47,11.28
2018-07-19,8.98,6.51,57.14,,11.7,7.94,13.14,12.27,6.61,15.83,7.11,17.39,5.66,3.71,,8.98,1.59,6.38,3.39,6.21,8.61,15.34,8.05,3.2,13.69,2.72,9.61,,,10.17,4.24,1.81,5.66,18.06,20.52,21.01,12.68,11.39,4.85,8.83,12.96,9.23,6.3,14.71,10.66
2018-07-20,9.81,5.16,45.51,,8.26,11.58,13.22,9.84,11.1,15.68,7.01,17.09,5.68,3.71,10.58,8.37,1.54,5.93,9.02,8.25,9.22,6.45,9.93,1.89,13.21,2.77,15.9,,,8.33,3.91,1.68,6.97,12.32,15.9,18.88,13.83,12.87,2.18,8.6,8.86,7.89,5.04,13.0,10.32
2018-07-21,6.51,3.7,51.68,,14.89,13.05,17.02,8.48,8.11,16.97,5.27,23.87,5.98,2.62,10.58,8.29,2.24,5.89,6.07,8.88,8.98,4.79,7.86,3.18,15.11,2.48,13.09,,9.42,9.08,4.42,1.59,6.22,9.08,20.39,22.13,12.52,12.69,4.42,8.67,13.67,8.81,4.42,14.54,12.62
2018-07-22,12.46,10.45,51.57,,5.75,11.98,17.24,10.77,9.67,15.49,5.3,19.19,5.45,3.07,10.58,8.32,2.6,5.17,3.75,9.2,10.11,4.53,7.19,2.31,14.69,3.2,12.54,,,12.85,4.11,1.65,5.82,8.14,15.4,20.05,9.24,10.68,1.83,8.72,9.19,8.12,3.1,12.04,10.34
2018-07-23,13.78,13.25,51.78,,12.84,12.06,12.7,6.95,8.46,15.17,7.02,19.96,6.09,4.26,8.65,9.08,2.11,6.24,4.05,9.55,11.24,8.64,6.91,3.27,14.32,2.47,10.79,1.34,,9.48,4.29,1.79,6.57,8.98,17.49,15.9,11.77,11.73,7.18,8.83,10.79,8.76,4.91,15.5,11.3
2018-07-24,11.83,11.7,48.07,,11.67,11.1,12.22,6.64,10.71,15.31,8.15,21.19,6.07,3.5,6.6,7.53,2.26,5.13,3.71,9.18,12.01,19.64,6.94,2.36,13.2,2.48,9.18,1.71,,8.13,4.24,1.82,5.72,6.7,18.11,18.15,10.52,13.85,4.75,9.76,11.61,8.04,6.27,15.65,10.47
2018-07-25,10.42,9.21,55.45,,4.61,11.5,11.46,3.14,14.71,16.46,9.19,20.02,6.0,5.98,5.08,7.6,3.03,6.28,3.45,9.25,10.87,10.22,9.47,3.18,15.54,3.01,,1.44,,12.47,4.22,1.59,5.74,10.28,14.24,18.2,15.72,11.28,7.7,8.94,8.69,7.08,4.84,10.77,10.04
2018-07-26,9.13,7.5,80.07,,4.12,12.09,11.84,3.96,12.71,16.83,13.14,18.21,5.14,4.62,2.3,8.38,3.73,6.06,3.45,7.17,11.0,8.72,8.77,2.04,13.82,8.0,,1.52,,18.59,4.26,1.67,6.05,8.79,14.75,18.05,12.7,6.93,2.58,9.24,7.36,6.07,4.52,10.8,9.84
2018-07-27,10.97,12.02,51.81,,4.27,12.73,11.46,4.72,13.53,14.91,9.07,19.94,5.5,4.37,11.29,6.78,4.04,6.64,2.63,9.39,9.92,10.2,6.14,2.06,13.17,8.46,,1.39,,6.64,4.65,1.6,5.87,9.96,16.28,18.58,11.9,6.67,3.22,9.32,6.15,6.56,3.98,10.79,9.55
2018-07-28,10.98,11.23,44.84,,4.0,10.04,12.0,8.46,15.27,15.95,8.79,19.83,5.46,4.46,0.2,8.0,4.14,5.73,1.95,9.23,10.1,6.38,9.34,1.64,13.17,3.74,,1.3,8.8,8.34,4.65,1.33,6.81,5.46,16.07,16.55,12.48,6.44,5.06,9.4,6.91,7.6,5.03,11.31,9.67
2018-07-29,9.64,7.3,32.85,,4.24,15.29,11.67,3.45,15.8,14.67,10.51,25.27,5.2,1.2,1.0333333333333334,9.52,3.41,5.23,1.92,8.93,11.41,8.93,10.5,0.41,13.18,1.1,,1.15,,15.24,4.42,1.72,6.12,6.08,15.15,16.16,10.24,6.84,1.07,8.48,7.72,7.55,4.2,10.75,10.01
2018-07-30,6.69,12.92,21.96,,3.4,10.92,11.74,7.15,15.37,15.69,7.58,24.1,5.36,3.11,1.8666666666666667,7.88,3.47,5.99,2.04,9.99,10.67,8.26,11.06,2.38,15.5,0.91,,1.12,,9.83,4.41,1.49,5.45,5.14,15.29,14.12,8.53,7.24,2.67,9.45,6.87,7.68,2.6,10.99,9.76
2018-07-31,12.6,8.08,8.74,,4.65,11.49,12.47,9.16,11.43,14.92,10.36,61.88,6.05,3.53,2.7,9.38,3.4,5.48,2.12,10.07,10.34,6.92,9.76,2.62,16.06,1.95,,0.95,,7.49,4.68,1.63,6.25,9.78,16.56,15.18,11.84,6.2,2.41,8.66,7.7,7.22,1.51,10.6,9.36
2018-08-01,6.74,15.64,12.44,,3.19,13.58,12.260000000000002,15.33,18.72,16.81,6.53,109.6,5.1,4.73,3.89,8.25,3.39,5.96,2.21,7.96,10.02,8.05,6.64,1.69,16.18,2.87,,0.98,,6.68,7.82,1.51,6.18,8.43,16.35,16.81,9.8,8.93,3.52,9.07,7.38,7.95,1.7,11.48,9.25
2018-08-02,12.46,7.57,15.77,,2.98,14.56,12.05,27.5,26.65,16.54,3.31,106.17,6.17,3.61,6.3,5.63,3.8,4.65,3.89,6.69,10.46,8.27,6.92,1.62,15.03,2.25,,3.3,9.86,7.31,3.33,1.67,6.57,6.24,17.55,17.26,10.3,11.09,2.07,8.81,7.0,8.11,1.44,10.49,9.25
2018-08-03,8.64,7.34,28.32,,2.52,13.53,11.84,14.74,18.51,14.93,4.11,113.31,6.97,3.34,4.08,4.54,3.64,5.55,2.77,6.8,12.54,8.83,7.2,3.47,15.81,3.92,,3.44,11.72,10.64,4.3,1.45,6.84,6.29,15.63,19.74,12.18,8.94,3.89,8.9,7.49,7.82,1.68,10.19,9.87
2018-08-04,11.1,6.51,20.96,,3.41,12.25,11.63,17.44,13.18,15.75,3.37,96.72,6.21,3.44,6.96,6.92,3.78,6.02,4.57,7.27,16.71,10.06,8.25,1.87,16.41,2.67,,2.71,,6.81,4.56,1.67,6.41,6.39,15.48,17.5,9.93,6.37,6.54,9.09,8.8,7.87,1.95,11.27,9.56
2018-08-05,2.9,2.02,21.21,,3.8,13.18,10.57,21.05,13.91,14.86,4.3,104.62,5.54,3.11,6.49,6.19,3.51,5.43,5.08,6.68,16.76,7.6,8.68,2.68,14.79,2.49,,1.92,,7.31,4.39,1.7,6.15,7.78,16.09,19.42,11.04,6.48,2.83,9.23,8.84,8.03,1.62,10.63,8.84
2018-08-06,11.28,11.38,15.58,,5.03,11.99,11.59,14.77,13.69,15.25,7.14,126.12,5.87,3.52,8.8,6.36,3.53,4.48,6.87,5.65,24.03,6.74,8.3,2.92,15.49,3.37,8.06,1.63,,6.57,4.42,1.74,6.48,8.69,15.43,17.86,11.53,6.56,6.47,9.27,9.37,8.27,1.47,11.03,9.11
2018-08-07,11.49,2.45,17.96,,16.13,10.57,11.42,3.7,16.1,15.07,10.59,83.84,6.23,3.62,8.53,5.83,3.7,5.95,8.37,7.24,11.92,6.84,8.99,2.69,14.4,2.98,10.98,0.5,,7.02,4.58,1.82,7.64,13.54,19.81,20.15,12.72,6.34,6.51,12.28,12.42,7.96,1.94,12.26,10.73
2018-08-08,9.02,5.02,15.27,,9.51,10.61,9.82,4.76,15.45,16.95,8.36,58.25,5.77,3.6,6.68,6.78,3.71,6.03,6.67,8.3,7.89,6.42,8.43,2.83,14.44,2.73,9.62,1.65,,7.54,4.05,1.61,6.44,16.7,16.95,15.74,9.65,7.35,5.35,9.73,8.04,7.81,1.67,11.88,9.82
2018-08-09,12.33,9.11,12.46,,11.87,8.75,11.67,4.6,16.39,15.78,7.03,41.84,6.03,4.44,7.43,6.15,3.78,4.98,7.22,10.69,9.84,6.99,7.64,3.01,10.88,2.88,8.4,1.68,,8.92,4.41,1.92,8.8,12.31,18.94,18.73,12.87,8.0,3.73,9.69,7.85,7.79,1.34,11.78,11.67
2018-08-10,9.47,7.69,13.15,,3.81,11.67,12.07,7.87,18.21,17.55,8.81,29.66,6.54,4.29,9.12,6.64,3.72,4.96,8.7,9.28,16.51,8.09,7.51,2.98,14.88,1.76,5.53,1.97,10.37,8.13,4.4,1.81,5.89,10.41,15.98,18.23,13.3,7.14,4.94,9.94,8.01,10.42,2.26,13.53,11.0
2018-08-11,10.32,4.71,10.84,,2.92,9.26,12.36,8.09,15.8,12.71,6.88,26.92,5.99,3.61,8.88,7.24,3.01,5.82,8.69,9.19,11.3,3.64,6.53,2.96,15.51,3.3,7.35,1.32,,8.08,7.59,1.48,5.52,7.9,16.44,18.65,10.74,6.93,3.69,7.85,7.13,7.26,1.68,10.23,9.43
2018-08-12,8.72,6.46,10.84,9.3,3.45,7.25,11.25,5.28,17.84,16.58,8.37,21.64,5.57,4.21,7.86,7.25,1.8,4.93,8.41,9.13,7.01,4.95,5.6,2.53,16.1,2.05,4.73,1.56,,4.93,3.73,1.8,6.1,7.47,15.54,19.17,11.68,6.57,3.24,9.63,7.47,5.83,2.3,12.51,9.83
2018-08-13,8.12,12.14,15.98,9.38,4.32,9.94,12.49,5.78,13.09,15.41,8.77,42.09,5.41,4.04,7.46,6.45,1.66,5.75,6.75,8.64,8.62,4.26,6.63,1.69,13.74,3.79,7.42,1.23,,7.55,5.09,7.88,5.19,9.94,15.88,17.09,12.22,7.11,5.5,8.73,8.27,8.71,2.07,14.79,9.82
2018-08-14,8.35,12.74,24.07,9.98,6.78,10.05,13.86,14.81,18.75,15.87,11.03,48.99,8.02,4.94,7.96,6.57,1.73,5.72,7.25,9.42,12.61,5.87,9.12,2.53,14.55,1.48,5.19,0.94,,7.59,4.74,9.77,4.88,10.95,14.8,19.51,8.51,7.16,4.15,8.87,9.0,9.06,1.93,14.45,10.08
2018-08-15,8.93,9.37,23.49,9.75,6.02,3.95,11.44,10.59,12.73,14.94,7.01,31.19,3.43,4.64,8.17,7.03,1.55,6.13,9.04,9.34,13.47,10.66,10.77,1.75,14.36,18.36,4.75,1.11,,6.69,4.09,9.76,5.75,10.77,16.82,16.74,8.8,6.72,3.43,9.05,10.06,7.29,1.96,12.34,9.18
2018-08-16,8.39,6.0,22.72,10.45,11.81,7.04,11.88,8.9,19.68,17.35,10.35,43.71,5.8,4.53,9.97,6.46,1.86,5.77,6.69,9.68,12.54,9.29,5.15,1.42,14.14,1.6,7.39,1.28,,28.83,4.38,15.01,6.19,17.07,17.78,17.66,11.76,8.32,6.63,9.98,10.51,9.76,2.44,15.55,12.21
