Date,AP001,AP005,BR007,DL002,DL011,DL013,DL019,DL021,DL028,DL031,DL033,GJ001,HR014,KA003,KA005,KA009,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,DL003,DL009,DL010,DL015,DL016,DL018,DL024,DL026,DL027,DL032,DL037
2019-03-08,10.98,4.45,39.04,19.92,12.04,10.04,9.03,13.1,22.85,7.6,8.18,45.55,8.07,6.57,5.87,3.76,5.82,5.13,,14.64,8.67,14.28,5.23,8.74,13.3,39.03,15.03,2.62,6.64,6.74,3.36,5.44,10.3,13.15,22.02,17.05,27.19,21.23,28.56,15.82,23.16,13.64,3.88,24.06,25.33
2019-03-09,12.43,5.18,38.17,16.62,8.4,7.21,9.43,12.12,28.77,6.61,10.01,15.13,5.67,4.37,6.38,3.7,11.21,1.27,,12.31,9.42,15.16,4.04,8.28,6.32,6.48,6.79,1.88,7.58,5.47,3.75,5.93,12.24,14.6,28.32,15.4,32.44,22.41,28.49,15.83,23.28,13.66,3.73,20.11,21.6
2019-03-10,12.07,12.53,33.56,13.99,2.92,6.33,9.18,5.67,27.66,5.27,9.39,60.68,2.97,4.96,7.1,3.17,3.86,4.36,,6.13,8.98,14.71,4.06,5.12,8.05,5.2,5.86,1.76,5.05,13.02,3.25,6.5,9.24,15.99,28.59,17.76,29.88,22.57,29.18,14.73,23.41,12.98,3.47,23.53,19.42
2019-03-11,14.06,17.44,34.38,26.79,3.54,7.42,9.92,13.04,31.1,4.84,13.33,38.16,3.85,5.8,7.819999999999999,3.26,4.16,9.61,2.35,12.3,7.53,15.41,3.74,5.19,7.44,3.92,6.21,1.87,7.9,18.43,3.13,4.94,12.32,14.32,24.73,19.44,29.79,19.42,32.21,15.34,26.0,11.49,5.61,19.95,32.99
2019-03-12,13.33,25.05,39.54,13.9,7.27,6.4,8.45,12.11,14.52,3.11,7.84,60.72,5.02,8.45,8.54,3.44,4.43,3.83,,13.06,8.09,14.48,4.79,5.9,6.92,5.6,6.3,1.76,7.82,22.04,3.39,6.3,9.41,16.39,16.97,13.23,25.68,15.7,26.59,12.49,17.66,9.45,2.42,15.15,19.65
2019-03-13,9.21,23.47,39.52,24.44,16.83,11.26,12.88,17.64,29.59,8.99,19.82,79.47,2.15,11.46,6.48,3.33,2.97,4.84,,12.48,6.66,16.69,6.27,4.24,6.83,6.46,6.6,2.42,8.66,15.78,3.15,6.34,12.57,20.58,30.58,24.75,33.64,25.01,34.93,20.68,25.44,17.19,6.8,29.51,28.59
2019-03-14,8.16,25.54,39.4,22.43,15.65,15.44,9.06,15.0,29.86,4.4,7.74,24.81,0.83,8.08,6.16,3.64,2.13,3.08,,10.54,5.35,15.07,4.15,9.37,8.12,10.13,8.3,1.84,7.64,13.03,3.32,5.5,11.4,16.15,25.53,21.12,24.98,21.15,26.88,15.17,20.05,14.25,6.69,24.27,23.4
2019-03-15,11.35,12.45,39.53,19.17,10.08,8.15,9.15,13.34,22.17,7.73,8.9,48.85,1.31,6.73,4.33,3.56,1.73,4.17,,8.23,7.66,10.77,7.3,14.24,13.89,13.08,9.21,2.37,6.58,13.16,3.15,6.49,7.49,17.23,29.46,20.05,23.29,24.18,29.93,14.93,21.23,13.08,5.9,22.88,19.7
2019-03-16,7.42,8.67,39.34,13.1,6.93,3.62,8.34,12.38,21.83,6.86,8.51,62.66,1.55,6.65,5.32,3.34,3.45,5.28,,8.35,9.53,13.68,4.21,4.49,9.08,6.07,7.54,2.39,7.6,30.1,3.41,6.08,9.31,13.77,28.64,17.46,28.13,21.97,29.05,15.25,16.32,11.51,4.75,21.82,15.71
2019-03-17,7.89,13.1,39.63,15.49,9.43,6.21,9.63,19.44,33.45,9.75,14.47,58.55,1.51,7.26,5.16,3.39,4.14,4.1,,8.65,8.62,12.54,3.45,3.895,6.83,6.99,4.62,1.35,9.2,27.32,3.11,7.01,10.82,18.46,28.75,23.43,35.5,28.14,33.99,16.83,21.66,14.74,5.52,30.19,17.66
2019-03-18,10.99,35.88,39.69,18.02,11.25,15.05,9.58,17.15,22.93,14.7,10.29,41.81,11.33,4.74,3.86,3.33,4.43,6.37,,9.45,8.6,14.37,4.68,3.3,8.97,15.64,8.84,1.95,6.85,15.19,3.47,5.135,10.8,13.48,34.22,24.77,38.17,34.08,30.46,17.3,19.1,15.5,5.63,30.03,20.01
2019-03-19,9.51,4.7,39.62,19.92,14.24,30.02,9.15,21.82,28.67,9.41,12.35,39.24,29.28,4.66,7.23,3.39,4.77,7.03,,9.07,8.93,14.17,3.39,2.07,6.73,5.79,5.47,2.19,5.91,7.63,4.45,3.26,14.57,12.36,32.47,23.62,34.69,29.68,34.39,17.07,18.79,15.72,6.09,28.79,24.22
2019-03-20,9.14,9.69,48.14,23.14,11.98,48.34,8.91,13.4,20.34,5.83,8.75,40.62,25.49,5.44,5.62,3.42,2.16,7.4,,12.97,7.58,15.59,3.64,1.52,7.06,7.4,5.47,1.89,6.12,1.25,4.57,3.33,15.17,11.87,25.01,35.37,31.91,31.3,32.99,14.88,24.22,14.93,7.39,29.03,28.84
2019-03-21,7.63,9.32,39.06,24.09,14.31,37.22,10.47,7.96,29.11,6.67,6.55,38.14,28.72,5.79,,3.53,3.33,7.34,,11.79,7.17,16.66,3.61,1.5,12.09,1.6,6.05,1.49,6.18,6.32,4.33,3.29,9.14,10.4,25.43,27.53,34.33,26.23,29.67,16.33,24.38,16.64,9.03,25.52,24.35
2019-03-22,10.27,27.76,43.16,15.13,8.5,24.94,10.88,6.16,19.32,7.25,7.6,28.52,14.21,4.4,,3.4,4.33,4.13,,7.83,8.95,10.95,3.72,3.99,13.02,22.12,7.56,1.84,4.93,21.43,4.48,3.31,9.46,8.38,25.28,14.94,25.44,22.77,26.35,15.55,18.29,11.7,5.53,19.69,15.93
2019-03-23,8.61,11.71,43.81,15.28,7.23,20.06,8.52,7.8,23.47,6.99,7.86,54.31,21.99,4.36,,3.32,8.17,2.66,,7.74,7.68,13.85,4.0,1.7,8.46,15.13,7.08,2.46,4.42,12.18,4.55,3.29,9.11,9.81,28.24,18.11,32.73,24.48,29.58,14.7,15.69,11.18,5.04,27.37,14.94
2019-03-24,9.11,11.38,41.28,19.8,10.47,24.92,9.89,7.92,27.58,6.6,8.9,39.96,15.36,5.18,,3.34,23.85,2.74,,10.52,10.78,13.99,3.78,1.81,10.7,17.24,8.24,2.2,4.43,11.25,4.55,3.3,10.7,11.69,33.43,20.44,27.82,25.73,32.81,20.73,22.47,14.13,6.15,21.39,22.28
2019-03-25,13.84,4.85,44.59,24.32,11.47,26.85,10.55,9.8,23.78,8.81,5.28,65.11,16.21,4.35,9.9,3.39,20.98,2.6,,9.44,12.15,14.85,3.54,9.76,11.42,9.37,8.37,2.83,4.52,10.38,4.99,2.99,12.25,11.02,25.13,25.79,34.52,23.58,34.09,20.46,24.05,17.86,7.61,24.94,26.35
2019-03-26,10.38,8.09,41.82,18.63,9.84,19.58,9.49,10.18,26.29,7.43,7.35,61.6,13.16,7.86,7.06,3.31,16.3625,3.36,,9.99,15.1,12.06,5.12,2.05,14.15,12.51,8.15,2.22,4.97,12.21,4.03,2.98,10.47,12.04,32.39,19.26,30.93,29.34,31.89,16.14,22.32,13.46,6.32,24.36,20.48
2019-03-27,12.07,10.25,43.31,17.88,9.21,16.97,8.85,10.28,23.4,9.29,9.29,69.03,15.87,5.01,6.32,3.45,11.745,3.37,,9.8,16.44,15.4,4.08,2.29,13.07,8.88,8.94,1.91,5.12,9.15,3.84,3.29,12.3,11.2,35.3,21.22,29.63,32.57,33.12,17.49,23.52,13.35,6.97,29.6,20.21
2019-03-28,12.69,15.85,45.72,26.64,15.04,18.33,10.34,11.23,34.79,9.8,11.61,88.25,17.8,6.31,7.44,3.36,7.127500000000001,2.35,,10.94,14.57,15.06,4.08,4.68,13.89,20.99,10.9,2.75,4.44,10.02,4.41,3.23,15.33,10.53,36.65,23.53,28.68,45.95,34.45,22.31,27.23,15.93,9.93,38.41,29.44
2019-03-29,8.19,11.6,43.57,21.95,19.23,18.07,8.21,7.84,23.89,8.79,6.46,45.16,18.22,5.86,7.04,3.53,2.51,1.99,,13.75,13.78,18.55,4.49,6.59,16.14,18.08,13.43,3.27,5.73,9.7,4.63,3.09,16.76,11.99,24.53,25.71,25.62,26.88,29.66,16.9,22.22,14.4,6.68,26.99,32.4
2019-03-30,17.06,12.35,45.19,31.74,24.03,24.07,9.72,5.54,21.56,7.19,4.84,9.65,20.08,5.4,6.35,3.36,2.76,1.17,,14.17,10.72,14.83,3.66,4.21,12.32,7.7,10.81,1.67,4.16,9.91,3.68,4.31,12.52,13.14,30.68,25.91,26.72,31.43,32.98,19.72,27.62,17.68,9.71,30.74,43.2
2019-03-31,16.56,22.5,47.54,21.9,10.1,15.23,10.52,3.07,24.42,7.88,6.18,10.22,12.89,6.49,6.926666666666667,3.4,1.92,1.55,,14.69,7.64,15.51,5.51,3.94,3.65,5.45,9.33,2.625,4.31,9.63,4.32,3.88,8.44,16.14,32.82,22.95,24.88,25.62,32.9,17.81,24.93,13.54,6.57,27.29,20.9
2019-04-01,12.4,10.1,49.33,15.48,7.94,10.93,10.67,5.73,28.14,13.72,10.97,15.4,14.3,5.69,7.503333333333334,3.43,1.08,1.44,,12.92,11.04,14.4,7.3,4.13,8.49,5.63,12.43,3.58,4.43,9.97,4.62,4.04,11.72,13.57,34.33,23.46,33.53,26.24,37.25,20.91,27.71,15.11,5.65,23.84,17.83
2019-04-02,14.7,17.8,50.18,22.3,6.19,20.06,10.78,7.41,29.72,11.98,12.16,15.97,13.35,6.07,8.08,3.28,0.24,1.58,,15.53,14.45,13.68,3.95,4.55,13.27,5.07,9.32,2.74,4.22,9.41,4.96,4.17,11.72,11.0,40.58,30.8,39.73,30.82,37.23,22.48,29.06,17.98,7.47,34.18,32.75
2019-04-03,9.15,14.67,49.52,19.45,10.1,18.76,9.5,5.96,27.95,11.63,9.47,13.25,11.42,7.84,8.13,3.3,,2.69,,16.56,16.52,16.96,4.23,2.39,10.11,4.53,7.52,2.86,4.53,11.21,5.37,3.94,13.63,8.43,23.92,27.0,35.96,30.46,33.98,18.21,16.44,15.07,6.43,34.83,29.16
2019-04-04,10.24,21.15,50.39,38.49,30.27,41.93,10.81,9.53,35.24,11.84,14.11,9.95,7.39,3.94,7.12,3.35,,1.84,,16.52,12.01,19.61,3.55,1.93,11.69,5.02,6.79,1.94,4.71,7.73,5.8,3.48,5.99,17.41,40.74,50.25,37.4,42.37,38.62,20.97,33.76,25.49,14.44,41.74,46.69
2019-04-05,13.03,19.17,49.96,52.05,32.07,18.7,13.25,8.9,32.9,14.47,12.68,11.42,4.02,6.56,7.06,3.42,,5.9,,13.96,12.39,8.58,9.03,1.74,12.31,7.98,10.42,1.66,4.43,9.74,5.1,2.45,4.22,14.67,44.37,51.54,41.14,45.69,40.9,27.12,25.08,23.22,11.44,34.08,35.8
2019-04-06,12.96,8.55,49.93,29.82,25.9,9.31,10.76,5.24,38.47,12.02,12.03,12.63,1.99,7.1,7.0,3.26,,1.01,,10.77,16.19,13.6,8.6,2.84,13.23,6.35,15.68,2.04,4.65,9.97,5.02,2.07,3.37,15.45,32.34,23.93,32.51,33.66,33.18,23.7,29.83,20.03,9.33,35.03,27.84
2019-04-07,10.88,12.44,43.2,30.44,19.730000000000004,3.87,10.1,6.47,29.11,7.48,6.82,15.72,9.62,6.16,7.03,3.38,,1.28,,15.23,15.09,19.64,4.93,0.73,13.1,3.92,5.99,1.43,4.11,10.94,4.5,2.36,3.19,12.83,30.86,20.07,31.75,32.76,31.63,15.64,23.7,12.34,6.37,38.46,35.38
2019-04-08,12.69,4.42,44.3,26.09,13.56,2.83,9.96,2.84,16.57,7.9,5.87,11.52,7.52,6.085,7.05,3.23,,2.87,,11.22,14.85,13.01,4.69,,14.18,4.17,6.3,2.4,5.64,9.89,5.18,1.98,3.63,12.07,19.2,16.47,21.58,21.19,28.59,14.04,19.11,13.25,5.84,18.43,23.03
2019-04-09,10.9,6.88,40.62,38.11,15.6,8.78,8.77,6.06,36.5,10.43,8.17,11.56,7.55,6.01,7.96,3.34,,1.95,,13.77,14.66,16.26,5.33,,22.78,4.47,6.76,2.03,4.51,10.75,5.28,2.13,3.55,14.51,28.08,25.88,28.58,30.38,32.72,18.4,28.82,17.66,9.63,32.86,34.9
2019-04-10,8.92,5.13,41.97,32.63,13.01,12.24,9.32,11.46,27.07,10.68,9.64,6.21,7.72,5.57,7.11,3.24,0.79,1.98,,14.21,17.39,18.02,5.19,,24.44,4.31,6.57,1.76,4.5,10.56,4.69,2.07,3.31,16.02,33.11,23.97,31.74,29.41,29.75,15.79,27.68,16.04,8.92,29.64,32.82
2019-04-11,13.09,7.039999999999999,41.13,26.6,11.01,12.46,10.92,9.27,25.37,12.84,10.95,7.27,5.1,5.93,10.05,3.34,2.9,1.15,,11.73,14.17,20.68,5.51,,21.51,3.97,6.36,1.87,5.75,10.35,4.42,1.23,2.6,15.09,27.15,22.39,34.22,25.94,35.2,18.59,22.31,16.79,7.01,25.82,33.2
2019-04-12,14.02,8.95,42.57,26.18,11.36,11.85,9.62,8.36,20.95,10.55,10.75,8.99,2.7,5.77,6.36,3.19,7.7,1.13,,9.41,14.81,17.92,4.85,1.3,26.06,11.54,6.87,1.65,4.63,9.59,4.31,1.24,3.07,15.27,23.93,20.73,25.27,22.23,32.14,18.01,17.66,16.99,7.25,20.71,31.53
2019-04-13,11.84,7.57,37.59,25.5,10.13,12.53,10.07,8.99,27.45,9.71,11.56,5.29,2.82,5.49,7.77,3.32,15.1,1.02,,11.4,13.39,20.26,3.83,1.61,22.21,4.08,9.81,2.6,4.46,10.22,4.12,1.35,2.89,14.92,23.31,20.05,29.81,22.02,33.08,17.72,24.91,17.0,6.72,20.81,37.01
2019-04-14,14.45,9.19,40.85,21.23,9.47,12.27,11.92,10.68,26.3,12.37,11.64,7.75,2.64,8.22,8.04,3.34,15.74,2.54,,9.7,14.72,15.25,4.28,2.54,21.53,6.55,8.99,2.31,5.82,10.58,5.85,1.73,2.84,12.15,31.02,20.84,31.72,24.75,36.64,19.67,21.88,16.05,7.47,19.04,32.88
2019-04-15,18.42,16.08,41.38,18.58,4.47,8.54,11.73,10.24,35.69,12.86,16.23,30.33,3.38,6.21,7.09,3.15,16.0,2.66,,8.83,13.85,14.25,5.0,2.04,18.24,5.02,8.05,2.3,4.3,10.59,6.49,2.0,4.11,11.62,24.05,18.7,43.34,26.19,34.59,18.81,17.81,15.42,5.17,28.08,23.92
2019-04-16,22.54,19.8,43.59,12.3,3.56,8.06,7.58,8.67,11.95,8.68,6.76,49.94,3.39,7.43,7.16,3.31,10.12,1.8,,6.8,13.9,13.87,6.51,5.46,8.24,9.13,10.5,2.04,5.56,10.06,4.58,1.17,3.09,10.13,15.23,13.39,21.59,16.54,27.51,12.11,18.32,10.18,4.67,12.93,14.23
2019-04-17,15.71,6.68,46.52,9.89,3.12,8.51,7.68,5.81,14.33,6.06,3.21,85.28,2.93,5.38,6.21,3.2,2.77,1.79,,8.51,10.05,31.9,7.65,3.2,7.37,5.1,7.84,2.37,3.78,10.43,5.15,1.0,2.32,10.13,12.0,10.52,17.25,15.13,27.46,8.63,10.61,10.24,3.4,11.14,12.85
2019-04-18,10.6,5.09,44.28,17.71,7.77,16.12,9.11,7.52,14.84,9.25,3.78,36.52,2.45,7.01,5.91,3.22,0.37,0.64,,8.68,10.54,11.78,4.9,2.57,8.4,6.93,11.81,2.56,3.61,11.12,4.66,1.0,2.28,11.24,16.8,16.67,25.2,18.04,31.2,15.69,19.08,13.19,5.65,14.66,19.66
2019-04-19,12.58,3.89,38.93,20.6,9.99,19.64,11.75,9.46,22.73,14.79,8.21,57.46,2.13,3.01,7.47,3.47,5.46,0.63,,8.45,10.04,11.21,3.89,0.58,2.79,3.1,5.43,1.38,4.75,10.58,4.71,1.15,2.72,12.14,31.99,23.68,30.08,28.68,35.46,18.07,24.43,14.95,6.65,25.12,22.56
2019-04-20,17.07,4.05,44.6,22.24,10.63,31.59,10.56,12.89,39.86,21.27,11.59,91.79,2.71,4.006666666666667,6.54,3.28,4.426666666666667,1.39,,9.15,11.13,14.19,4.06,0.4,3.7,3.34,4.77,0.94,4.66,10.55,4.54,3.0,3.46,13.36,34.38,27.09,36.25,36.88,37.88,19.79,22.66,18.5,6.64,40.18,24.83
2019-04-21,21.81,2.61,42.43,18.14,12.85,30.91,10.57,11.76,33.18,14.52,11.28,50.53,2.08,5.003333333333334,6.69,3.13,3.393333333333333,1.2,,9.11,9.79,13.63,3.82,0.36,3.34,3.22,5.44,1.065,4.84,11.36,6.32,4.0,4.14,11.01,27.39,21.53,28.65,30.71,35.74,18.09,19.92,14.3,7.36,26.42,25.88
2019-04-22,23.3,3.6,44.15,55.12,37.17,32.68,12.68,19.31,37.56,14.9,10.13,72.51,0.61,6.0,6.82,3.44,2.36,1.41,,13.39,12.15,18.18,4.0,2.12,3.98,3.29,5.17,1.19,5.58,9.32,2.7,4.0,4.77,13.32,35.09,29.83,31.87,33.61,41.08,25.16,37.0,20.99,14.57,34.0,40.48
2019-04-23,16.03,3.32,44.41,39.86,20.09,19.28,11.37,15.96,31.93,12.52,10.7,70.3,3.36,2.4,6.72,3.19,3.83,1.59,,12.64,14.97,16.4,7.81,3.59,5.57,5.43,9.44,1.8,6.12,8.1,4.33,4.0,2.6,11.14,32.73,25.88,37.22,33.48,37.27,19.51,23.67,17.65,7.49,30.11,50.76
2019-04-24,12.66,2.76,44.97,18.5,9.72,15.8,10.37,8.38,21.52,9.46,4.71,51.35,2.4,3.6,7.43,3.25,3.77,2.48,,15.0,10.1,23.19,3.93,3.71,4.37,3.78,6.17,2.35,5.26,9.11,4.24,4.0,2.98,11.8,20.57,27.33,26.52,23.34,33.48,15.78,23.1,16.29,6.38,21.46,26.94
2019-04-25,12.78,3.31,43.39,19.03,8.81,12.7,9.96,9.1,14.54,8.54,5.95,52.42666666666667,4.65,6.76,6.9,3.21,3.28,4.42,,17.91,14.73,26.83,5.52,4.57,4.51,4.25,7.17,1.12,4.67,10.71,4.66,4.5,8.36,12.86,20.84,22.88,24.77,22.61,33.76,18.96,23.69,16.5,6.34,19.02,20.89
2019-04-26,8.71,2.88,43.12,36.9,26.32,19.3,11.06,11.34,30.15,13.13,15.0,53.50333333333334,3.35,4.58,5.39,3.23,1.54,2.4,,13.56,11.39,17.53,5.51,5.75,5.51,7.84,7.78,3.85,5.44,7.53,4.49,5.11,9.7,14.23,34.81,27.85,40.57,31.16,35.09,20.99,26.58,22.77,11.1,31.07,42.64
2019-04-27,16.4,2.41,42.1,20.14,7.25,18.27,9.94,12.64,25.19,21.89,20.55,54.58,3.4,4.85,7.11,3.27,6.46,0.78,,12.15,11.91,17.02,5.12,6.57,4.84,8.28,10.59,3.71,4.97,11.02,4.04,5.14,7.78,10.34,29.95,23.54,30.62,27.44,32.84,19.33,27.4,16.44,6.07,25.22,23.34
2019-04-28,13.67,3.27,41.76,21.68,8.69,8.8,10.42,14.96,25.63,10.97,24.19,42.2,4.35,7.49,7.33,3.23,4.15,3.05,,13.77,12.76,16.98,6.25,6.54,6.2,6.99,9.14,,4.0,8.63,4.18,5.11,9.67,6.62,34.98,19.68,35.88,24.03,34.55,19.66,25.59,15.64,6.38,21.23,23.67
2019-04-29,12.72,5.58,42.32,29.82,12.88,8.12,13.12,19.26,29.63,13.29,34.67,49.14,5.08,6.22,6.25,3.37,2.27,2.75,,12.01,14.3,15.0,5.52,4.84,5.19,6.8,7.88,,5.55,10.45,4.95,5.12,9.76,7.0,33.19,23.41,40.12,29.12,39.25,22.06,33.06,17.67,7.59,25.69,29.63
2019-04-30,13.57,5.1,47.86,38.25,15.3,24.06,13.97,14.48,32.71,11.15,37.11,55.8,5.94,3.04,6.19,3.42,2.57,2.96,,8.67,15.31,14.8,3.89,4.35,3.61,5.16,13.99,,5.27,9.11,4.24,5.13,13.75,8.34,28.74,32.62,39.74,35.25,35.42,22.8,39.05,21.41,9.74,31.33,29.9
2019-05-01,26.8,5.3,43.62,46.31,20.9,37.51,10.78,5.82,27.49,11.31,26.62,83.88,4.01,6.63,5.51,3.28,4.35,2.37,,7.84,13.19,15.02,4.94,4.39,5.56,5.91,7.45,,6.41,7.81,4.27,5.11,5.69,10.49,31.03,33.64,40.96,31.95,46.79,31.42,47.42,27.0,11.77,29.58,39.89
2019-05-02,16.06,6.22,43.48,30.57,9.76,6.56,9.51,5.44,17.09,10.12,16.43,106.65,3.3,4.63,5.91,3.22,4.28,3.95,51.84,12.31,13.81,16.03,12.03,5.7,7.94,5.76,9.06,,5.26,9.73,4.34,5.12,4.37,10.18,20.59,23.88,27.32,20.33,40.6,21.06,31.29,17.14,9.07,21.73,17.35
2019-05-03,16.59,4.15,45.04,32.24,10.89,23.89,10.69,4.79,23.89,10.65,18.47,96.27,3.76,2.56,7.89,3.32,4.24,2.85,62.24,8.94,31.01,12.69,19.38,4.68,8.05,3.75,9.75,,4.18,9.06,4.49,5.1,5.22,9.82,20.17,17.88,26.67,19.71,35.67,19.61,26.88,15.62,8.14,18.12,15.84
2019-05-04,16.97,2.49,42.71,18.59,5.29,27.57,12.78,7.32,33.67,9.17,23.04,77.82,3.9,1.62,5.93,3.24,3.38,3.69,36.35,9.1,34.41,12.27,25.06,4.88,7.27,5.72,13.83,,3.92,6.32,4.98,5.11,3.79,10.47,37.19,19.17,30.93,31.89,32.57,18.96,24.64,16.54,5.66,31.67,23.74
2019-05-05,15.33,3.66,43.0,19.27,8.15,22.39,7.76,12.94,12.97,9.35,42.68,136.27,14.87,3.43,5.66,3.28,3.1,3.27,7.94,9.49,16.53,19.1,15.14,6.23,6.21,14.63,18.79,,3.97,9.66,4.29,5.13,5.01,6.79,21.98,12.54,27.32,20.72,29.41,13.12,20.34,12.9,4.31,32.625,18.8
2019-05-06,22.25,3.34,44.82,25.22,7.97,28.13,12.34,7.34,23.08,10.7,30.48,98.42,8.12,3.37,6.31,3.09,1.31,3.35,14.18,8.36,12.03,14.37,14.77,9.74,9.52,18.85,28.14,5.37,4.21,10.6,3.98,5.13,4.52,6.06,29.88,19.63,39.01,35.63,34.27,20.3,26.87,15.12,5.86,33.58,24.96
2019-05-07,13.03,3.37,43.9,19.07,10.43,27.88,12.67,2.1,20.57,10.84,26.21,66.1,7.84,4.32,6.13,3.27,2.49,3.25,45.27,8.86,9.42,12.44,9.16,10.13,13.27,19.2,23.4,6.32,4.51,9.77,6.06,5.12,5.82,6.37,24.47,18.21,35.77,33.02,33.16,18.65,30.46,15.21,5.99,27.6,23.86
2019-05-08,25.9,2.01,39.86,23.14,9.73,46.01,15.2,3.67,23.58,8.65,20.8,88.54,1.84,3.65,5.99,3.345,2.55,2.34,67.26,8.35,13.94,15.51,10.88,9.38,11.98,19.85,18.66,3.47,5.51,9.46,3.96,5.13,6.26,7.85,29.53,16.29,36.44,34.18,29.72,17.95,28.46,13.2,5.49,33.57,30.25
2019-05-09,30.4,4.41,44.01,18.42,7.61,28.22,14.29,5.24,30.62,6.97,19.38,46.28,55.43,2.76,5.59,3.42,1.08,2.03,32.97,7.03,12.6,10.22,9.35,11.44,10.98,22.52,13.919999999999996,4.17,,9.72,5.17,5.1,6.17,8.02,31.72,14.74,33.63,32.55,29.54,18.74,28.87,13.0,5.71,33.34,19.55
2019-05-10,19.26,3.73,44.18,16.64,5.02,23.63,15.17,3.54,24.63,5.31,23.28,1.31,15.85,6.1,6.02,3.27,3.3,2.32,14.65,9.14,12.03,12.9,6.42,13.79,16.47,30.78,9.18,3.58,,8.59,4.44,5.13,9.83,7.05,25.56,13.61,26.11,24.16,19.03,15.21,22.64,11.56,4.73,20.59,15.58
2019-05-11,17.83,3.19,35.46,20.48,9.53,25.21,11.65,5.23,29.71,8.28,17.6,27.8025,27.8,3.24,6.42,3.23,1.27,1.81,27.27,7.02,7.98,10.83,4.84,5.55,8.84,23.47,9.083333333333334,2.8,,10.11,3.89,5.13,10.72,9.68,28.23,24.47,30.6,28.16,26.79,21.17,34.02,17.4,6.34,27.69,27.68
2019-05-12,23.6,3.32,32.82,16.88,6.62,17.58,9.56,5.09,21.6,7.64,14.02,54.295,23.35,3.295,6.1,3.25,0.08,2.31,26.86,6.91,17.29,11.63,6.01,3.53,5.44,7.05,8.986666666666668,3.3833333333333333,,9.85,4.2,5.14,4.97,7.24,32.53,19.82,33.79,26.99,21.4,16.72,26.6,15.06,4.87,24.59,18.41
2019-05-13,23.1,2.82,34.89,36.24,19.5,42.37,13.91,12.03,48.83,11.64,20.59,80.7875,26.7,3.35,5.49,3.37,1.59,1.96,26.99,9.1,10.09,15.21,5.68,4.97,5.37,8.49,8.89,3.966666666666667,,10.2,5.39,5.11,3.08,4.11,49.88,30.64,49.27,46.94,32.07,31.74,45.56,21.99,10.8,44.79,38.73
2019-05-14,25.09,2.64,36.38,15.71,5.85,10.7,8.31,2.46,24.64,4.67,10.08,107.28,9.93,4.72,5.47,3.27,5.28,1.44,4.84,9.37,10.68,12.09,5.43,4.28,4.98,5.37,7.94,4.55,6.89,9.7,3.91,5.12,4.42,5.28,21.51,13.72,23.34,18.64,17.58,13.9,21.46,12.66,4.02,15.36,18.13
2019-05-15,24.2,7.43,42.73,41.67,17.95,10.33,8.95,5.21,32.56,5.46,10.91,163.01,15.92,8.14,6.71,3.3,1.98,3.05,26.79,9.7,11.23,11.66,6.16,4.27,5.72,8.97,6.54,1.56,5.09,10.81,5.47,5.12,5.38,4.37,36.38,19.95,30.19,30.59,27.18,18.07,46.34,14.38,11.9,27.1,31.43
2019-05-16,21.47,9.12,42.12,22.66,13.33,11.81,8.41,5.12,28.27,4.19,8.1,91.26,8.43,2.18,5.88,3.21,4.59,4.11,11.66,8.42,11.6,11.2,6.02,6.16,5.8,20.11,6.95,3.035,5.03,10.29,4.35,5.14,4.37,6.34,26.94,15.89,20.45,22.16,15.78,14.24,32.3,11.96,5.77,20.02,22.6
2019-05-17,24.72,7.74,44.15,18.74,6.34,7.88,7.59,6.03,24.42,4.22,8.58,98.35,11.12,6.48,5.28,3.34,3.04,4.11,16.1,8.39,11.04,11.4,7.14,5.45,6.04,9.69,9.01,4.51,4.92,,3.96,5.19,4.0,6.98,18.1,13.76,22.37,18.3,18.29,12.96,28.99,12.05,4.64,15.53,14.97
2019-05-18,17.09,6.94,42.91,9.76,2.28,3.24,7.04,3.13,23.17,2.96,8.52,88.66,4.17,10.01,5.933333333333334,3.76,0.84,3.04,20.38,12.26,11.16,12.6,9.47,7.84,10.89,21.69,11.28,3.52,4.85,,4.7,5.83,4.41,4.73,17.41,10.08,22.09,15.03,16.02,11.64,21.82,8.65,3.09,11.64,11.4
2019-05-19,23.95,25.27,41.63,13.23,7.1,8.92,8.14,4.94,31.3,5.96,11.46,80.9,6.44,2.33,6.586666666666667,3.58,3.19,6.34,22.3,11.13,12.09,13.61,11.39,10.81,12.8,23.41,17.98,4.66,4.45,,4.02,5.87,3.99,4.04,33.86,16.8,28.54,26.06,20.49,17.72,18.32,11.74,5.4,29.24,18.19
2019-05-20,21.27,12.95,44.89,15.24,8.18,15.28,8.52,11.89,28.09,7.58,12.63,89.57,6.33,2.83,7.24,3.48,4.82,3.95,13.1,11.23,11.47,12.53,5.38,4.53,7.95,8.27,7.58,3.58,5.52,,4.76,5.96,4.36,5.14,33.74,21.12,32.0,29.45,21.71,19.99,18.44,14.78,6.0,23.72,20.48
