Date,Ahmedabad,Delhi,Hyderabad,Patna,Visakhapatnam,Amritsar
2018-10-17,7.16,1.98,1.68,10.19,2.59,9.42
2018-10-18,7.16,3.63,1.17,15.12,5.72,10.72
2018-10-19,7.16,1.9,2.31,12.58,4.89,10.52
2018-10-20,7.16,1.57,5.02,9.21,4.47,9.03
2018-10-21,7.16,1.59,5.56,11.05,5.09,12.19
2018-10-22,7.16,1.88,7.44,12.18,4.12,11.45
2018-10-23,7.16,2.39,3.97,14.32,5.88,9.5
2018-10-24,7.16,4.26,7.03,10.68,5.26,8.39
2018-10-25,7.16,3.59,6.28,13.87,6.04,10.25
2018-10-26,7.16,4.01,2.37,19.37,3.33,11.32
2018-10-27,7.16,3.47,13.98,19.03,4.8,11.77
2018-10-28,7.16,3.28,10.85,14.99,1.27,13.46
2018-10-29,33.44,3.04,5.56,14.97,1.4,11.44
2018-10-30,109.23,3.69,8.99,15.7,1.39,9.24
2018-10-31,3.27,3.41,14.01,16.14,1.41,11.31
2018-11-01,7.26,3.76,8.22,21.2,1.4,9.26
2018-11-02,6.95,2.6,5.21,18.39,1.5,6.98
2018-11-03,15.09,0.89,1.46,13.87,1.27,8.81
2018-11-04,53.35,0.31,0.95,17.58,0.95,2.86
2018-11-05,26.9,0.91,1.31,18.72,1.68,5.01
2018-11-06,11.36,0.75,3.93,11.05,4.49,11.73
2018-11-07,11.42,0.44,1.3,7.34,3.61,14.0
2018-11-08,13.92,2.07,1.08,9.93,4.25,6.07
2018-11-09,11.32,2.96,2.22,9.0,2.97,11.45
2018-11-10,12.11,2.63,1.99,11.45,3.38,13.02
2018-11-11,15.01,3.79,6.93,11.51,1.2,9.36
2018-11-12,13.11,2.31,4.06,10.28,2.41,8.87
2018-11-13,15.48,3.26,10.63,7.7,1.65,9.11
2018-11-14,6.81,1.87,13.56,9.74,1.38,4.13
2018-11-15,6.81,1.54,17.29,12.04,1.58,4.33
2018-11-16,6.81,0.86,12.65,11.15,1.96,8.72
2018-11-17,6.81,1.72,1.17,9.86,1.96,10.12
2018-11-18,6.81,6.73,0.72,11.87,2.05,10.09
2018-11-19,6.81,1.68,0.92,23.74,1.53,7.84
2018-11-20,6.81,2.77,1.66,25.43,1.33,8.36
2018-11-21,6.81,0.94,1.71,19.97,,7.91
2018-11-22,6.81,0.92,2.21,23.97,,11.97
2018-11-23,6.81,2.27,14.82,19.14,,8.49
2018-11-24,6.81,0.99,10.4,11.18,,9.28
2018-11-25,6.81,0.9,2.17,11.74,,13.36
2018-11-26,6.81,2.34,2.91,21.44,,12.22
2018-11-27,6.81,4.61,2.68,21.89,,13.63
2018-11-28,6.84,2.44,2.45,19.45,,11.14
2018-11-29,6.89,3.41,4.64,18.78,,11.75
2018-11-30,6.9,1.91,12.75,17.72,2.59,9.59
2018-12-01,6.9,1.44,6.58,14.65,2.17,12.07
2018-12-02,6.89,3.02,2.28,14.01,2.293333333333333,12.0
2018-12-03,6.88,2.75,2.53,15.16,2.416666666666667,8.0
2018-12-04,6.93,3.2,5.61,20.12,2.54,7.97
2018-12-05,6.94,2.6,0.87,16.37,2.3,10.88
2018-12-06,6.93,3.23,1.53,15.11,2.19,14.09
2018-12-07,6.95,10.5,1.01,14.52,1.13,9.04
2018-12-08,6.93,5.16,1.3,13.16,2.57,9.91
2018-12-09,6.96,2.02,0.59,14.26,3.06,12.65
2018-12-10,6.94,5.42,0.91,24.66,2.39,10.59
2018-12-11,6.95,3.03,10.42,25.27,3.38,8.26
2018-12-12,6.95,8.65,2.9,29.33,2.67,7.87
2018-12-13,6.94,3.29,1.86,28.28,2.48,7.89
2018-12-14,6.9,3.69,2.03,20.7,1.38,5.19
2018-12-15,6.97,1.01,0.95,12.92,1.03,5.52
2018-12-16,6.94,0.78,7.28,11.65,0.99,5.91
2018-12-17,6.93,0.95,4.7,12.52,0.52,7.42
2018-12-18,6.94,0.95,1.62,11.58,3.78,9.47
2018-12-19,6.96,1.35,3.49,12.57,1.84,11.26
2018-12-20,7.0,4.93,9.98,14.56,1.84,9.35
2018-12-21,7.0,2.46,9.43,13.13,1.94,9.05
2018-12-22,6.99,2.37,6.86,15.14,1.26,8.49
2018-12-23,6.96,19.67,4.8,11.18,0.01,7.06
2018-12-24,6.95,2.75,7.54,10.06,1.35,6.72
2018-12-25,6.94,10.85,2.22,8.34,3.91,6.83
2018-12-26,6.94,3.65,1.27,12.58,5.12,7.22
2018-12-27,6.99,3.06,9.82,15.14,4.13,8.33
2018-12-28,6.93,0.47,22.15,11.06,2.4,6.44
2018-12-29,6.94,1.05,11.18,13.33,1.69,11.8
2018-12-30,6.98,2.31,1.78,12.04,0.77,9.25
2018-12-31,6.93,2.53,3.94,12.79,3.87,9.09
2019-01-01,6.93,2.21,4.12,17.17,5.23,6.66
2019-01-02,6.99,2.42,3.35,23.23,3.89,9.93
2019-01-03,7.0,3.28,6.34,19.92,4.75,8.12
2019-01-04,6.98,0.93,4.87,17.84,3.98,8.44
2019-01-05,6.97,1.29,1.25,25.27,1.29,7.0
2019-01-06,7.02,0.52,0.97,24.23,1.99,6.12
2019-01-07,6.99,0.59,4.08,15.72,2.51,5.53
2019-01-08,6.99,0.4,14.59,10.87,4.8,5.34
2019-01-09,7.07,0.5,16.8,10.18,3.39,4.32
2019-01-10,7.02,0.81,6.54,13.45,2.42,6.18
2019-01-11,7.02,1.44,1.66,21.31,1.12,7.25
2019-01-12,6.96,1.54,1.25,20.44,2.31,4.91
2019-01-13,6.95,1.11,0.74,18.76,2.59,5.02
2019-01-14,7.03,0.1,0.99,11.02,3.12,3.56
2019-01-15,7.03,0.3,4.9,9.96,4.0,5.08
2019-01-16,6.94,2.04,2.85,14.44,0.61,6.95
2019-01-17,6.97,2.26,6.64,17.1,1.03,6.77
2019-01-18,6.96,0.89,5.06,14.33,1.86,5.41
2019-01-19,6.96,1.72,2.45,11.86,3.32,6.21
2019-01-20,6.95,3.26,10.7,11.12,4.29,5.76
2019-01-21,6.95,1.0,1.3,20.69,4.08,2.56
2019-01-22,7.02,0.1,0.75,19.3,4.31,2.36
2019-01-23,6.95,0.64,0.84,11.72,3.82,2.76
2019-01-24,6.92,0.43,0.91,10.23,4.62,0.0
2019-01-25,6.95,0.08,0.51,11.69,6.46,0.23
2019-01-26,6.95,0.03,0.75,8.29,1.84,0.01
2019-01-27,6.93,0.05,0.92,6.04,0.63,1.0
2019-01-28,6.93,0.17,1.06,8.37,1.37,2.71
2019-01-29,6.92,0.37,0.87,6.87,1.34,3.49
2019-01-30,6.94,0.71,1.78,7.12,0.87,0.64
2019-01-31,6.93,0.36,7.33,12.12,0.82,0.38
2019-02-01,6.93,0.1,1.66,12.95,1.38,0.22
2019-02-02,6.92,0.12,1.43,11.51,3.69,0.08
2019-02-03,6.94,0.14,1.4,7.26,2.85,0.0
2019-02-04,7.02,0.88,2.79,7.74,1.24,1.1
2019-02-05,7.06,2.92,1.41,8.32,2.48,4.79
2019-02-06,6.94,1.37,1.36,8.34,3.23,5.11
2019-02-07,6.93,2.96,0.53,10.4,2.66,5.11
2019-02-08,6.97,4.03,10.15,7.65,1.72,3.51
2019-02-09,6.9,0.78,19.0,6.05,0.5,1.52
2019-02-10,6.91,4.16,1.17,5.5,0.58,1.52
2019-02-11,6.92,6.94,0.82,7.23,0.17,1.52
2019-02-12,6.9,6.24,1.05,7.39,0.28,4.54
2019-02-13,6.99,6.47,1.62,7.38,0.26,6.46
2019-02-14,6.95,3.87,0.98,7.84,1.07,5.26
2019-02-15,6.98,2.02,0.39,7.91,0.37,5.73
2019-02-16,6.98,0.76,6.88,6.27,0.68,5.73
2019-02-17,7.03,0.95,6.75,4.72,0.44,5.73
2019-02-18,7.02,0.81,3.58,4.57,0.64,5.21
2019-02-19,6.99,1.36,1.13,8.99,0.41,4.26
2019-02-20,7.0,2.78,0.53,7.77,0.62,3.92
2019-02-21,7.03,2.24,0.66,8.05,0.9,2.91
2019-02-22,7.03,2.66,1.03,9.74,0.41,3.33
2019-02-23,6.97,0.89,2.49,6.06,0.65,4.56
2019-02-24,7.02,0.92,5.77,4.37,0.46,4.75
2019-02-25,7.02,1.18,3.05,8.12,0.67,4.47
2019-02-26,7.08,0.74,6.78,12.94,0.64,3.79
2019-02-27,7.09,0.73,16.59,10.87,0.7566666666666667,3.38
2019-02-28,7.04,1.1,5.3,6.57,0.8733333333333334,2.54
2019-03-01,6.94,0.72,4.16,6.28,0.99,2.65
2019-03-02,7.07,1.45,0.6,7.8,0.59,2.56
2019-03-03,7.04,0.73,0.44,5.71,0.44,2.52
2019-03-04,7.04,0.98,2.04,5.39,0.5,2.57
2019-03-05,7.03,0.33,16.9,6.79,0.55,3.56
2019-03-06,6.98,1.0,16.55,6.48,0.6,4.28
2019-03-07,7.03,1.11,15.98,4.68,0.34,4.76
2019-03-08,7.1,0.67,6.32,5.49,0.69,4.26
2019-03-09,7.08,0.47,1.71,5.85,1.6,4.39
2019-03-10,7.06,0.61,0.62,6.95,0.37,5.84
2019-03-11,7.08,0.47,0.61,5.9,0.46,5.47
2019-03-12,7.05,0.37,1.89,6.65,0.68,7.53
2019-03-13,7.04,1.04,0.95,6.48,0.54,11.08
2019-03-14,6.95,1.03,7.52,5.35,0.67,10.09
2019-03-15,6.98,0.49,4.2,5.37,0.18,12.65
2019-03-16,7.03,0.27,0.67,5.32,0.16,13.13
2019-03-17,6.97,0.28,0.42,3.79,0.2,14.22
2019-03-18,7.03,0.29,0.91,4.42,0.91,11.72
2019-03-19,7.01,0.58,0.55,4.76,2.35,9.83
2019-03-20,6.97,0.44,0.47,7.05,0.92,7.95
2019-03-21,6.98,0.29,0.35,5.3,1.61,11.45
2019-03-22,6.99,0.19,3.13,4.3,1.51,9.46
2019-03-23,7.02,0.25,1.45,2.95,1.52,12.51
2019-03-24,7.03,0.21,1.22,3.18,1.12,12.22
2019-03-25,6.99,0.26,1.31,5.11,0.88,12.59
2019-03-26,6.98,0.32,2.13,6.5,0.49,10.25
2019-03-27,7.03,0.37,2.49,6.6,0.51,12.0
2019-03-28,7.03,0.94,2.02,7.61,0.43,9.69
2019-03-29,7.06,1.04,2.01,9.31,0.66,10.15
2019-03-30,7.07,0.61,1.41,9.64,0.76,7.92
2019-03-31,7.0,0.82,2.78,5.71,0.91,11.82
2019-04-01,7.08,0.58,4.72,5.53,0.93,8.73
2019-04-02,7.11,1.03,1.6,6.34,0.71,11.17
2019-04-03,7.17,0.91,0.97,7.94,0.7,13.28
2019-04-04,7.17,1.27,1.03,5.46,1.02,10.8
2019-04-05,7.06,1.04,2.32,5.61,0.9,12.88
2019-04-06,7.08,1.13,2.16,5.49,0.88,10.46
2019-04-07,7.08,1.04,0.99,4.43,0.79,9.02
2019-04-08,7.09,0.43,1.01,5.91,0.87,7.3
2019-04-09,7.09,0.66,0.88,5.93,0.74,7.33
2019-04-10,7.14,1.31,3.73,5.43,0.66,7.89
2019-04-11,7.16,0.84,0.84,5.54,0.955,7.71
2019-04-12,7.11,0.87,0.6,5.86,1.25,8.04
2019-04-13,7.14,0.47,1.73,5.1,1.38,6.49
2019-04-14,7.18,0.71,2.32,4.26,0.72,8.05
2019-04-15,7.11,0.8,1.34,5.47,1.46,7.05
2019-04-16,7.17,0.34,4.77,4.68,1.72,7.45
2019-04-17,7.12,0.64,2.03,4.19,1.21,7.02
2019-04-18,7.11,0.74,1.78,4.51,0.72,7.17
2019-04-19,7.15,1.49,0.82,4.84,0.48,9.54
2019-04-20,7.08,1.13,0.6,4.79,0.7,10.68
2019-04-21,7.06,1.6,1.29,7.45,1.7,12.83
2019-04-22,7.07,2.07,0.41,5.44,1.07,14.66
2019-04-23,7.08,3.07,1.54,4.9,0.66,10.89
2019-04-24,7.17,1.91,0.7,6.38,0.56,9.15
2019-04-25,7.153333333333333,1.42,0.87,6.36,0.9,9.04
2019-04-26,7.136666666666667,1.73,0.79,5.72,0.86,11.01
2019-04-27,7.12,1.17,1.71,6.0,0.73,12.91
2019-04-28,7.13,0.86,2.56,5.12,0.61,12.61
2019-04-29,7.1,0.85,0.55,5.93,0.58,9.75
2019-04-30,7.03,0.75,0.66,6.78,0.32,6.79
2019-05-01,7.07,0.72,0.41,5.34,0.38,7.32
2019-05-02,7.02,0.69,5.07,5.1,0.91,10.26
2019-05-03,7.13,0.68,2.54,4.83,2.33,8.21
2019-05-04,7.08,1.04,4.19,3.27,0.95,8.83
2019-05-05,7.11,0.48,6.5,4.23,0.66,10.98
2019-05-06,7.06,0.7,6.63,5.99,0.66,10.06
2019-05-07,7.06,0.64,12.32,6.39,0.55,10.58
2019-05-08,7.11,1.21,8.48,6.97,0.42,9.16
2019-05-09,6.94,0.65,11.33,7.04,0.94,12.03
2019-05-10,6.81,0.29,11.86,8.91,0.74,8.36
2019-05-11,0.0,0.25,5.02,5.39,0.79,9.82
2019-05-12,0.0,0.19,1.8,3.65,0.61,13.61
2019-05-13,0.0,0.45,5.55,5.3,0.73,10.66
2019-05-14,8.78,0.15,1.82,6.27,0.68,8.65
2019-05-15,14.19,0.77,3.06,5.63,0.59,9.3
2019-05-16,13.15,0.57,6.88,5.16,0.72,8.13
2019-05-17,13.34,0.52,6.91,5.42,1.13,9.45
2019-05-18,13.44,0.06,6.62,4.93,0.95,11.06
2019-05-19,13.19,0.18,6.16,2.79,0.86,9.87
2019-05-20,13.6,0.44,1.06,4.68,1.11,8.32
2019-05-21,11.66,0.17,0.62,6.87,0.8,7.14
2019-05-22,13.6,0.25,2.26,5.56,0.46,8.64
2019-05-23,13.48,0.64,0.39,4.41,0.45,7.57
2019-05-24,11.95,0.92,1.35,5.0,0.54,6.72
2019-05-25,13.93,0.11,3.25,5.37,0.4,8.45
2019-05-26,13.16,0.15,3.48,4.04,0.39,9.71
2019-05-27,13.58,0.3,1.96,6.87,0.63,8.95
2019-05-28,14.2,0.43,1.26,7.62,1.6,9.36
2019-05-29,13.8,0.48,4.26,6.19,1.83,7.03
2019-05-30,13.55,1.09,0.57,5.19,2.63,11.0
2019-05-31,13.67,0.65,0.47,4.79,1.77,10.94
2019-06-01,12.18,0.86,1.58,4.7,2.53,13.48
2019-06-02,14.01,0.24,1.63,4.25,1.49,13.2
2019-06-03,10.98,0.11,1.07,5.1,4.77,11.55
2019-06-04,7.46,0.14,2.79,5.96,4.03,8.7
2019-06-05,50.97,0.17,0.9,4.32,2.2,10.42
2019-06-06,94.48,0.14,0.38,4.89,3.73,11.59
2019-06-07,48.265,0.01,0.33,5.28,2.81,8.94
2019-06-08,2.05,0.08,0.71,5.94,2.16,10.58
2019-06-09,14.86,0.28,0.34,4.41,2.8,9.68
2019-06-10,56.49,0.15,0.18,5.95,3.39,8.38
2019-06-11,49.93,0.34,0.15,6.0,3.17,9.93
2019-06-12,33.1,0.28,0.2,5.56,3.8,7.28
2019-06-13,1.48,0.29,0.05,6.31,2.75,6.81
2019-06-14,1.48,0.61,0.06,7.17,3.93,6.45
2019-06-15,1.48,0.67,0.15,6.9,3.21,11.36
2019-06-16,1.48,0.17,0.05,4.91,1.68,8.94
2019-06-17,1.48,1.1,0.16,4.95,4.13,8.09
2019-06-18,1.48,0.44,0.16,5.52,2.74,5.28
2019-06-19,1.48,0.55,0.05,5.8,4.78,7.14
2019-06-20,1.48,0.59,0.13,6.06,3.62,7.62
2019-06-21,1.48,0.64,1.05,4.61,4.74,9.01
2019-06-22,1.48,1.42,0.79,4.72,7.23,10.41
2019-06-23,1.48,0.69,0.55,5.02,3.2,9.24
2019-06-24,1.48,0.26,3.04,4.59,1.78,6.2
2019-06-25,1.48,0.51,1.93,4.16,1.73,7.87
2019-06-26,1.48,0.41,0.45,5.61,2.31,8.02
2019-06-27,1.48,0.34,0.06,4.12,3.0,8.68
2019-06-28,1.48,0.44,0.07,4.47,4.73,9.38
2019-06-29,1.48,0.22,0.07,4.78,4.15,10.21
2019-06-30,1.46,0.75,0.16,4.4,2.66,9.86
2019-07-01,1.46,0.72,0.09,7.26,7.78,10.62
2019-07-02,1.48,0.41,0.09,7.07,4.32,9.95
2019-07-03,1.48,0.59,0.1,6.32,4.3,9.08
2019-07-04,1.48,0.87,0.26,5.94,3.61,6.96
2019-07-05,1.48,1.12,0.12,6.06,3.88,6.22
2019-07-06,1.48,0.56,0.37,5.54,4.13,9.27
2019-07-07,1.48,0.16,0.04,4.52,3.02,8.63
2019-07-08,1.48,0.81,0.02,5.3,1.49,8.07
2019-07-09,1.48,1.5,0.04,5.41,6.04,6.12
2019-07-10,1.48,1.07,0.01,3.81,3.33,5.37
2019-07-11,1.48,1.05,0.04,2.89,2.76,10.43
2019-07-12,1.48,0.48,0.09,4.78,2.73,9.54
2019-07-13,1.48,0.07,0.07,4.12,4.14,10.68
2019-07-14,1.48,0.05,0.29,2.4,1.79,10.17
2019-07-15,1.48,0.63,0.17,3.75,3.75,9.36
2019-07-16,1.48,0.09,0.8,5.57,3.74,9.33
2019-07-17,1.48,0.11,0.22,5.51,6.34,6.4
2019-07-18,1.48,0.25,0.31,5.22,3.08,8.1
2019-07-19,1.48,0.53,0.59,5.47,5.27,7.96
2019-07-20,1.48,0.33,0.22,5.37,1.44,9.62
2019-07-21,1.48,0.23,0.18,4.62,0.72,7.74
2019-07-22,1.48,0.31,0.31,4.62,1.04,13.71
2019-07-23,1.48,0.43,0.09,4.31,1.65,14.56
2019-07-24,1.48,1.54,0.09,3.18,2.96,13.14
2019-07-25,1.48,0.18,0.15,2.89,3.47,10.07
2019-07-26,1.48,0.41,0.06,4.35,4.17,13.25
2019-07-27,1.46,0.74,0.03,4.39,4.46,12.61
2019-07-28,1.45,0.35,0.08,3.61,3.55,11.83
2019-07-29,1.48,0.75,0.02,4.38,4.59,12.32
2019-07-30,1.7,0.8,0.03,4.98,3.11,13.25
2019-07-31,3.39,0.53,0.09,4.4,3.55,8.2
2019-08-01,3.39,0.39,0.02,4.9,3.09,5.79
2019-08-02,3.39,0.32,0.0,5.68,3.3,4.83
2019-08-03,1.94,0.33,0.03,6.43,7.65,8.31
2019-08-04,0.52,0.29,0.02,4.8,3.78,3.18
2019-08-05,0.52,0.49,0.14,6.92,6.18,8.74
2019-08-06,0.52,0.96,0.15,7.13,5.66,12.32
2019-08-07,0.52,0.58,0.08,6.76,6.68,12.05
2019-08-08,0.51,0.39,0.07,5.32,5.42,13.8
2019-08-09,0.52,0.25,0.12,5.5,4.6,4.09
2019-08-10,0.52,1.03,0.05,5.47,6.03,2.47
2019-08-11,0.52,0.99,0.06,4.95,2.99,3.37
2019-08-12,0.51,0.89,0.37,4.02,7.41,3.88
2019-08-13,0.52,2.21,1.52,5.33,5.21,4.31
2019-08-14,0.52,6.58,0.41,5.43,3.51,2.0
2019-08-15,0.52,3.43,0.03,4.96,1.23,1.98
2019-08-16,0.52,2.66,0.19,5.31,6.64,2.7
2019-08-17,0.52,1.33,0.16,6.86,7.78,2.0
2019-08-18,0.52,2.31,0.5,6.22,4.27,2.15
2019-08-19,0.51,2.5,2.63,6.9,6.54,2.92
2019-08-20,0.52,3.44,4.54,7.81,5.89,2.0
2019-08-21,0.49,4.66,1.05,7.16,3.58,2.0
2019-08-22,0.52,1.68,0.43,8.17,7.13,2.0
2019-08-23,0.52,1.65,0.23,5.61,12.57,2.0
2019-08-24,0.52,1.52,0.09,5.78,6.87,2.0
2019-08-25,0.52,1.6,0.06,5.38,2.47,1.935
2019-08-26,0.52,1.03,0.05,7.05,5.9,1.87
2019-08-27,0.52,0.84,0.07,6.19,3.71,2.0
2019-08-28,0.52,3.88,0.06,5.75,3.43,1.98
2019-08-29,0.52,0.44,0.15,7.89,,1.98
2019-08-30,0.52,0.71,0.71,7.46,,2.0
2019-08-31,0.52,1.11,0.6,5.44,,2.0
2019-09-01,0.52,0.79,0.03,4.29,,2.0
2019-09-02,0.52,1.3,0.02,9.48,,2.0
2019-09-03,0.52,2.28,0.04,6.15,,1.96
2019-09-04,0.52,1.74,0.01,6.07,,2.0
2019-09-05,0.52,0.94,0.06,6.41,5.85,2.0
2019-09-06,0.52,1.37,0.06,5.45,5.4,1.98
2019-09-07,0.52,2.45,0.04,5.23,4.73,2.0
2019-09-08,0.52,1.31,0.04,3.84,3.86,2.0
2019-09-09,0.52,1.62,0.05,5.38,3.34,1.98
2019-09-10,0.52,2.8,0.05,6.74,5.13,2.0
2019-09-11,0.55,2.06,0.03,62.9,5.22,2.0
2019-09-12,0.52,1.28,0.05,53.19,4.67,2.0
2019-09-13,0.52,1.04,0.03,60.4,5.33,2.0
2019-09-14,0.52,0.52,0.09,64.5,4.13,1.98
2019-09-15,0.52,0.49,0.65,29.18,1.55,1.98
2019-09-16,0.52,0.82,0.41,38.85,2.46,1.96
2019-09-17,0.52,0.51,0.12,30.21,0.92,2.0
2019-09-18,0.52,0.42,1.13,39.22,2.06,2.0
2019-09-19,2.65,0.17,0.37,44.33,0.96,2.0
2019-09-20,0.02,0.28,0.27,34.57,1.38,2.0
2019-09-21,0.58,0.98,0.22,40.39,2.69,1.95
2019-09-22,1.14,1.07,0.31,28.63,1.07,2.0
2019-09-23,1.7,0.49,0.65,38.34,1.48,1.98
2019-09-24,2.28,1.0,0.42,27.24,4.63,2.0
2019-09-25,2.04,1.06,0.33,0.0,3.93,2.0
2019-09-26,2.04,0.78,0.31,0.0,9.39,1.95
2019-09-27,2.04,0.19,0.12,0.0,8.06,1.98
2019-09-28,2.04,0.37,0.16,0.0,3.17,2.0
2019-09-29,2.04,0.14,0.42,0.0,3.67,1.98
2019-09-30,2.04,0.27,0.6,0.0,4.67,2.0
2019-10-01,2.04,0.59,1.36,,4.8,2.0
2019-10-02,2.04,0.73,2.33,,6.64,1.99
2019-10-03,4.1,1.08,0.53,,11.31,2.93
2019-10-04,6.04,1.52,0.24,,11.96,2.91
2019-10-05,2.04,2.01,2.61,,6.56,2.15
2019-10-06,2.04,1.66,1.32,,3.15,1.98
2019-10-07,2.04,1.28,1.41,,5.04,2.0
2019-10-08,2.04,1.14,1.94,,12.41,2.0
2019-10-09,2.04,2.53,1.59,,2.54,2.48
2019-10-10,2.04,2.06,2.06,,3.91,2.0
2019-10-11,2.04,2.74,1.54,,4.16,1.83
2019-10-12,2.04,2.96,1.31,,3.04,2.11
2019-10-13,2.04,3.84,1.45,,2.92,2.0
2019-10-14,2.04,3.34,1.84,,1.88,2.0
2019-10-15,2.04,5.87,1.89,,1.13,2.0
2019-10-16,2.04,4.29,4.68,,1.6,1.99
2019-10-17,2.04,2.36,3.08,170.37,1.54,1.95
2019-10-18,2.04,1.4,1.78,105.76,1.1,1.88
2019-10-19,2.04,1.69,1.85,59.13,2.31,2.0
2019-10-20,2.04,1.68,2.23,38.5,0.94,2.0
2019-10-21,2.04,3.3,2.03,24.54,0.97,2.0
2019-10-22,2.04,3.4,2.35,21.88,2.07,1.96
2019-10-23,2.04,2.52,1.67,46.74,1.66,1.96
2019-10-24,2.04,5.3,0.53,41.88,2.85,1.92
2019-10-25,2.04,1.92,0.27,41.68,3.52,1.96
2019-10-26,2.04,1.52,0.27,30.37,2.5,1.98
2019-10-27,2.04,1.56,0.21,21.36,1.25,2.03
2019-10-28,2.04,0.91,0.28,40.25,1.17,2.06
2019-10-29,2.04,2.2,0.41,50.18,0.74,2.0
2019-10-30,2.04,1.97,0.49,73.39,1.23,1.64
2019-10-31,2.04,3.88,0.17,45.97,2.32,1.98
2019-11-01,2.04,3.05,0.16,39.44,2.68,2.0
2019-11-02,2.04,0.97,0.2,39.05,4.64,2.0
2019-11-03,1.89,1.19,0.3,19.9,3.05,2.0
2019-11-04,1.91,0.94,0.41,13.93,3.76,1.84
2019-11-05,1.91,0.68,0.48,24.93,4.47,1.98
2019-11-06,1.91,1.39,0.49,24.03,3.39,2.0
2019-11-07,1.91,1.05,0.22,43.15,2.42,1.98
2019-11-08,1.91,1.01,0.27,58.56,5.62,2.0
2019-11-09,1.91,0.79,0.26,41.3,4.32,2.0
2019-11-10,1.91,0.55,1.41,32.14,2.42,2.0
2019-11-11,1.91,0.83,0.29,17.4,2.9,2.0
2019-11-12,1.91,1.16,0.25,35.88,2.62,2.0
2019-11-13,1.91,1.57,0.37,46.92,1.14,2.0
2019-11-14,1.91,2.14,0.36,48.29,1.24,2.0
2019-11-15,1.91,2.34,0.84,30.48,1.42,2.0
2019-11-16,1.91,1.2,0.66,20.98,2.08,2.0
2019-11-17,1.91,0.22,4.54,10.36,1.41,2.0
2019-11-18,1.91,0.68,2.68,13.79,1.18,1.98
2019-11-19,1.91,1.51,6.97,21.42,1.13,2.01
2019-11-20,1.91,2.19,2.09,19.08,1.16,2.01
2019-11-21,1.91,5.87,2.11,8.63,1.32,2.0
2019-11-22,1.91,2.72,1.84,7.71,1.62,2.0
2019-11-23,1.91,1.0,10.22,5.16,1.81,2.0
2019-11-24,1.91,0.49,9.46,3.23,3.9,2.0
2019-11-25,1.91,0.79,0.99,7.43,1.96,2.01
2019-11-26,1.78,0.77,0.7,7.02,1.18,1.98
2019-11-27,2.02,0.3,3.6,7.95,1.1,2.0
2019-11-28,1.8,0.18,6.68,9.26,1.24,2.0
2019-11-29,1.65,0.52,0.5,17.3,1.33,2.0
2019-11-30,1.72,0.84,1.86,5.61,1.13,2.0
2019-12-01,1.87,0.58,6.33,3.88,0.87,2.0
2019-12-02,1.87,0.75,0.59,6.47,1.58,2.0
2019-12-03,1.87,0.65,0.3,6.9,1.52,1.98
2019-12-04,1.87,0.67,0.45,9.91,1.44,1.96
2019-12-05,1.87,1.9,0.69,11.82,1.3,1.9
2019-12-06,,1.84,5.16,12.26,1.7,2.0
2019-12-07,,2.22,0.78,8.81,0.71,1.85
2019-12-08,,5.55,4.29,6.75,1.05,1.98
2019-12-09,,2.04,0.29,9.04,1.61,2.0
2019-12-10,,3.14,4.2,8.79,4.02,2.0
2019-12-11,,4.94,2.33,9.78,4.13,2.0
2019-12-12,,2.16,0.46,7.42,4.49,1.93
2019-12-13,,0.22,0.17,4.1,3.35,1.98
2019-12-14,,0.5,0.9,6.22,1.32,2.0
2019-12-15,,0.31,0.07,5.64,1.1,1.96
2019-12-16,,0.1,0.12,4.51,1.25,1.98
2019-12-17,,0.09,0.3,4.3,1.13,1.98
2019-12-18,,0.16,3.88,7.11,1.09,1.98
2019-12-19,,0.52,0.18,5.33,1.06,1.93
2019-12-20,,1.05,0.32,6.29,1.0,2.0
2019-12-21,,0.61,0.34,6.22,2.38,2.0
2019-12-22,,0.18,0.72,10.24,0.95,2.0
2019-12-23,,0.32,0.52,8.17,1.33,1.98
2019-12-24,,0.82,0.07,8.14,1.61,1.9
2019-12-25,,0.29,0.05,4.32,2.95,2.0
2019-12-26,,0.25,0.05,3.45,4.49,1.96
2019-12-27,,0.2,0.04,2.52,4.24,1.98
2019-12-28,,0.4,0.08,3.33,2.23,1.96
2019-12-29,,0.34,0.09,2.85,0.71,1.98
2019-12-30,65.59,0.72,0.02,3.35,2.16,1.75
2019-12-31,2.74,0.22,0.04,4.59,1.64,2.0
2020-01-01,2.52,1.38,0.02,5.32,1.25,1.98
2020-01-02,2.52,2.65,0.04,7.18,1.33,1.9
2020-01-03,2.52,2.8,0.04,5.47,1.13,1.82
2020-01-04,2.52,5.45,0.05,4.59,0.98,2.0
2020-01-05,2.52,4.8,0.06,3.64,0.65,1.85
2020-01-06,2.52,1.13,0.08,3.88,0.75,2.0
2020-01-07,2.52,0.3,0.01,4.84,1.1,2.0
2020-01-08,2.52,0.19,0.01,5.06,1.88,1.9
2020-01-09,2.52,0.04,0.05,3.75,7.61,1.92
2020-01-10,2.52,0.33,0.03,3.48,1.21,2.0
2020-01-11,2.52,0.86,0.08,3.61,1.27,2.0
2020-01-12,2.52,1.56,0.17,3.55,0.98,1.94
2020-01-13,2.52,1.58,0.27,4.42,4.12,2.0
