Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2018-04-15,45.89,,24.7,53.47,36.2,27.82,65.65,12.71,14.2,,15.26,60.73,33.24,11.63
2018-04-16,53.235,,23.77,55.85,28.24,36.09,81.41,13.16,20.28,,18.86,37.98,35.33,18.9
2018-04-17,60.58,,24.69,49.19,36.52,41.82,70.62,10.41,13.08,,22.46,40.94,29.03,7.51
2018-04-18,51.62,,24.28,51.01,38.64,45.82,73.88,17.878333333333334,14.73,,26.06,59.38,32.06,28.54
2018-04-19,36.42,,28.49,53.3,39.54,39.18,77.74,25.346666666666668,24.0,,29.66,45.28,34.88,11.95
2018-04-20,34.83,66.22,31.08,48.98,25.02,37.27,77.55,32.815,11.16,,21.34,45.52,34.04,30.26
2018-04-21,34.76,74.47666666666666,34.68,61.05,36.23,31.15,54.29,40.28333333333333,15.06,,2.14,66.89,42.16,23.67
2018-04-22,10.44,82.73333333333332,32.97,60.81,52.0,43.31,63.48,47.751666666666665,12.63,,19.175,70.82,37.8,20.73
2018-04-23,77.4,90.99,31.38,63.78,56.54,49.31,83.86,55.22,10.28,,36.21,71.61,43.28,19.6
2018-04-24,63.51,55.89,27.93,59.45,48.87,51.74,51.29,38.39,20.32,,31.36,49.49,39.92,34.95
2018-04-25,56.47,49.01,27.55,48.81,39.88,53.56,80.45,33.58,18.82,,15.89,42.43,44.63,17.57
2018-04-26,37.97,46.4,29.81,65.07,41.64,52.61,98.62,15.75,12.68,,24.81,46.37,45.22,29.11
2018-04-27,26.21,53.72,22.95,69.49,42.34,52.49,114.49,23.68,15.38,,39.86,42.32,44.64,16.31
2018-04-28,30.16,40.12,15.65,75.5,41.36,46.38,104.36,29.186666666666667,11.69,,39.91,39.32,38.39,12.65
2018-04-29,36.08,45.33,25.58,69.07,43.0,49.28,108.44,34.693333333333335,13.03,,57.72,68.36,40.11,7.55
2018-04-30,16.92,46.3,29.47,60.39,45.07,44.31,105.57,40.2,13.62,,21.46,52.55,42.29,32.05
2018-05-01,25.88,48.92,41.65,65.54,36.99,45.47,79.85,30.91,37.8,,23.72,51.24,41.94,34.26
2018-05-02,27.9,41.52,57.07,64.55,39.69,48.88,72.0,29.73,25.02,,25.86,56.0,43.25,32.62
2018-05-03,9.69,46.69,45.4,50.16,31.22,48.87,79.88,23.55,38.82,,40.97,85.36,51.25,30.3
2018-05-04,14.66,45.87,40.29,59.09,33.33,50.95,80.9,32.58,23.02,,45.32,101.61,55.05,12.46
2018-05-05,19.630000000000003,38.61,24.41,59.48,37.24,51.31,99.31,29.43,15.94,,40.5,111.96,58.65,26.60666666666667
2018-05-06,24.6,44.38,30.79,57.57,44.38,47.6,64.94,18.77,13.08,,29.806666666666665,94.99,38.56,40.75333333333334
2018-05-07,29.57,36.48,45.6,57.48,48.53,51.78,59.66,17.42,14.68,,19.11333333333333,84.84,35.64,54.9
2018-05-08,34.54,32.43,23.39,61.42,38.59,46.9,51.39,25.42,18.42,,8.42,90.6,33.45,53.09
2018-05-09,28.02,52.6,30.84,53.1,48.9,43.87,68.92,24.76,13.05,,,87.99,34.32,35.44
2018-05-10,35.85,41.46,23.49,57.78,52.12,45.59,85.58,28.8,13.27,,,83.94,30.24,51.0
2018-05-11,51.0,24.19,23.89,65.24,69.55,50.78,97.64,27.12,21.44,,,69.54,27.94,36.88
2018-05-12,37.9,39.45,17.65,67.9,42.32,50.32,85.57,36.24,34.93,,,55.5,27.47,56.23
2018-05-13,28.52,46.78,26.54,67.88,39.41,61.46,96.25,30.11,7.76,,,47.12,34.91,50.24
2018-05-14,27.48,37.5,34.08,56.2,39.44,56.79,131.27,31.38,15.68,,,70.44,40.44,43.79
2018-05-15,32.54,44.59,33.99,62.52,32.0,51.51,101.22,31.58,21.87,,,56.62,41.88,41.32
2018-05-16,27.07,29.15,17.05,54.41,35.11,48.44,93.88,23.65,11.08,,,68.29,39.76,40.74
2018-05-17,31.93,41.75,19.95,70.39,40.03,39.03,80.52,28.44,10.33,41.86,,75.99,34.53,54.21
2018-05-18,38.54,35.22,44.79,58.67,39.78,45.12,84.77,33.79,24.42,38.02,16.75,74.15,31.18,122.21
2018-05-19,24.78,42.52,48.23,57.66,52.35,46.38,72.69,19.13,18.33,35.54,19.09,98.27,29.52,64.07
2018-05-20,42.36,47.98,26.21,55.77,54.71,62.1,86.29,22.31,10.75,38.8,21.43,93.77,30.25,40.47
2018-05-21,59.94,36.12,29.4,60.27,57.07,59.66,56.35,24.93,12.4,38.82,23.77,106.57,35.44,51.06
2018-05-22,40.76,41.2,43.92,59.41,59.43,56.37,47.42,27.7,14.19,40.73,26.11,91.18,43.48,29.12
2018-05-23,48.3,30.74,33.92,59.46,39.26,52.86,42.42,47.92,11.97,42.01,,73.61,46.45,79.94
2018-05-24,32.34,34.78,33.21,53.43,19.04,47.17,50.41,33.9,9.98,41.07,,101.63,41.31,44.62
2018-05-25,40.07,27.78,24.94,48.95,36.92,55.12,64.85,19.88,12.88,41.84,,74.21,53.64,24.35
2018-05-26,33.52,22.59,38.06,49.85,74.57,36.5,92.27,22.34,21.74,42.98,,71.11,54.81,29.05
2018-05-27,37.12,19.04,51.17,56.75,49.39,49.07,79.5,19.37,17.36,42.48,,75.28,56.46,62.01
2018-05-28,31.1,30.76,43.95,59.11,124.7,45.6,95.26,41.57,13.69,40.83,,77.68,50.82,64.58
2018-05-29,25.67,27.82,39.32,59.1,135.66,46.07,109.79,36.16,22.99,44.43,19.11,80.15,43.54,82.13
2018-05-30,20.24,23.37,43.58,59.9,106.26,44.57,100.46,37.31,37.66,41.35,21.01,48.49,40.51,105.09
2018-05-31,19.51,21.01,50.16,50.6,76.86,45.54,98.82,27.83,42.74,34.32,22.91,61.73,32.53,100.6
2018-06-01,15.87,24.28,43.0,58.87,74.77,52.89,115.02,40.98,30.22,23.58,24.809999999999995,53.89,26.52,79.11
2018-06-02,18.23,23.96,43.99,60.12,7.48,35.35,93.91,47.83,30.05,20.8,26.71,61.13,28.29,57.54
2018-06-03,14.453333333333331,16.46,47.96,57.87,8.51,44.34,85.9,44.26,14.32,23.36,33.31,52.37,30.1,77.6
2018-06-04,10.676666666666666,15.51,42.95,57.03,9.83,57.7,84.15,43.96,68.27,33.48,14.86,41.93,29.15,100.25
2018-06-05,6.9,16.54,34.07,48.46,13.17,48.4,73.29,40.79,40.88,38.93,11.92,70.1,24.34,126.43
2018-06-06,14.85,12.58,24.65,48.47,13.16,47.76,78.54,32.66,42.3,42.855,19.82,94.49,26.6,44.58
2018-06-07,17.93,13.22,27.19,60.18,11.79,47.94,53.87,37.78,62.99,46.78,77.12,77.34,20.39,65.87
2018-06-08,13.14,11.05,25.31,54.22,9.48,40.15,65.12,47.58,45.15,32.46,55.48,35.54,26.3,63.95
2018-06-09,5.08,15.82,32.32,41.95,10.32,33.8,73.37,32.4,36.89,28.03,,30.99,28.03,72.26
2018-06-10,9.92,12.71,33.45,45.16,11.82,22.52,85.56,25.9,32.48,33.35,,49.77,23.88,60.03
2018-06-11,14.76,10.74,23.99,46.66,19.91,18.82,62.8,35.87,29.61,27.6,,50.65,24.69,46.41
2018-06-12,21.0,13.91,25.17,37.85,22.67,17.16,82.38,22.91,10.92,38.92,,39.2,24.44,46.96
2018-06-13,21.49,12.97,26.51,27.45,18.83,19.6,53.56,21.26,26.85,34.24,,38.38,25.84,36.27
2018-06-14,20.06,16.41,23.98,43.38,16.96,17.53,61.38,24.58,32.99,28.53,,47.67,28.12,47.71
2018-06-15,17.65,18.53,31.37,40.15,14.06,20.79,52.9,25.87,30.34,31.27,41.14,50.32,28.01,62.14
2018-06-16,18.73,13.77,28.32,45.76,12.78,22.0,69.93,22.69,47.03,29.86,,47.06,27.71,61.1
2018-06-17,,8.71,32.73,44.56,14.93,19.71,68.0,32.94,46.02333333333333,30.54,,42.86,20.83,59.68
2018-06-18,,11.02,29.86,46.41,15.71,19.88,59.59,38.3,45.016666666666666,41.74,,53.41,24.01,52.83
2018-06-19,,14.71,25.66,53.39,14.85,23.9,72.6,47.44,44.01,46.14,,62.32,20.66,54.36
2018-06-20,,21.95,15.15,60.2,18.51,27.49,77.72,43.45,33.74,34.83,,61.32,25.56,62.58
2018-06-21,,25.83,25.05,66.75,21.68,27.79,72.96,65.28,27.5,42.11,,65.73,28.31,62.72
2018-06-22,,26.92,27.11,64.38,25.46,25.78,93.57,58.19,26.54,49.88,,60.59,30.81,68.32
2018-06-23,,17.71,31.31,66.18,30.78,23.59,84.79,57.77,24.5,47.67333333333333,,61.66,27.3,63.17
2018-06-24,23.07,15.09,31.74,59.17,29.73,19.13,53.42,40.94,33.16,45.46666666666666,,62.2,29.0,64.6
2018-06-25,19.96,14.73,27.59,39.06,28.16,17.31,80.34,29.65,40.09,43.26,,58.03,25.78,50.27
2018-06-26,16.85,18.29,31.3,33.09,27.6,17.5,79.4,20.82,23.03,28.48,,51.49,24.74,50.39
2018-06-27,13.74,16.43,25.83,44.04,19.32,15.07,51.68,42.95,13.23,29.44,,23.74,22.35,43.4
2018-06-28,10.53,15.6,29.89,33.17,21.49,17.65,54.57,26.08,16.53,24.31,,41.04,26.13,40.44
2018-06-29,2.05,17.84,30.33,31.43,21.56,23.37,54.45,21.58,12.07,17.42,,30.16,29.35,48.0
2018-06-30,0.72,10.67,40.22,31.21,27.47,22.0,70.93,20.93,24.91,26.17,,34.25,35.28,61.59
2018-07-01,0.91,11.29,35.33,28.09,67.47,25.21,47.48,24.7,21.67,39.68,,28.59,33.36,46.14
2018-07-02,1.16,16.14,36.67,33.79,52.09,23.96,38.71,22.89,20.82,36.15,,29.6,32.83,53.13
2018-07-03,1.08,16.04,25.71,39.78,49.14,22.53,48.06,28.91,18.01,21.49,10.86,31.25,30.42,44.36
2018-07-04,0.88,14.42,23.34,45.71,52.85,21.98,59.27,30.06,22.69,20.67,7.3,34.1,28.5,47.28
2018-07-05,1.04,15.83,18.21,41.14,41.84,20.08,65.75,26.33,16.46,31.48,6.12,32.81,28.1,44.77
2018-07-06,2.02,15.59,13.72,40.01,40.88,18.73,66.2,33.35,16.69,37.0,9.44,49.06,31.54,37.35
2018-07-07,2.03,18.73,16.05,53.82,45.35,18.53,64.4,43.61,14.14,40.35,7.79,56.81,29.99,65.23
2018-07-08,2.51,16.35,23.4,65.27,57.16,20.17,59.81,40.61,17.08,38.63,5.7,57.03,29.37,54.03
2018-07-09,1.8,13.71,19.44,54.8,47.74,18.43,63.43,36.0,20.19,38.7,6.36,59.01,29.82,61.43
2018-07-10,1.26,14.05,17.08,43.89,44.21,16.26,44.08,29.89,17.19,25.46,7.53,56.39,27.51,53.27
2018-07-11,0.38,14.5,13.87,34.6,57.39,19.91,59.46,27.5,9.27,30.39,38.91,37.09,30.21,54.84
2018-07-12,2.77,15.79,11.27,45.16,44.56,20.46,64.11,28.76,9.06,25.23,16.8,32.42,28.53,37.76
2018-07-13,3.29,18.07,13.4,26.96,45.58,15.7,70.26,22.25,12.36,17.04,5.38,29.86,26.85,30.33
2018-07-14,3.69,16.19,15.14,29.2,54.31,15.88,64.46,30.65,7.93,37.11,4.84,32.24,27.58,21.63
2018-07-15,4.35,17.01,15.06,28.01,53.59,21.52,73.45,25.44,5.98,30.98,11.75,31.86,28.42,19.52
2018-07-16,7.95,13.25,16.12,23.59,50.48,16.13,61.17,21.33,9.15,29.37,18.73,33.6,31.16,20.89
2018-07-17,3.34,18.52,20.24,31.96,30.64,14.86,66.19,25.31,12.67,34.97,17.16,33.19,34.97,25.38
2018-07-18,3.02,17.83,22.81,32.43,22.34,13.58,63.25,29.14,12.63,40.09,37.17,32.39,35.13,28.24
2018-07-19,3.24,18.19,16.08,31.96,18.59,14.75,75.03,24.94,13.41,41.53,28.38,29.67,33.87,32.3
2018-07-20,4.47,22.36,18.83,24.18,15.08,13.12,79.53,26.85,7.57,27.54,8.55,29.51,34.64,24.28
2018-07-21,2.96,21.97,18.61,32.23,13.76,15.35,66.44,27.51,8.23,30.64,5.77,23.64,34.21,32.73
2018-07-22,2.96,21.53,21.63,24.91,10.97,14.36,64.92,18.23,11.48,34.04,5.78,20.56,34.36,31.82
2018-07-23,,15.16,18.07,26.11,8.76,15.37,60.64,17.47,17.24,39.98,4.74,22.8,32.27,34.5
2018-07-24,,13.77,19.22,34.46,11.42,15.58,49.99,40.1,18.61,38.48,10.31,23.79,30.19,28.85
2018-07-25,,12.29,14.35,21.39,12.88,16.66,51.77,15.22,16.97,31.95,10.18,20.22,30.52,26.08
2018-07-26,,13.43,16.83,18.6,10.88,16.19,47.33,15.08,14.34,27.37,48.94,18.44,27.3,27.44
2018-07-27,,15.22,17.6,19.82,13.84,17.72,45.76,16.21,13.41,31.03,23.63,25.3,30.17,29.93
2018-07-28,,16.19,22.09,24.11,13.61,18.44,38.21,20.04,19.99,27.33,8.24,19.37,30.96,27.33
2018-07-29,,15.94,24.44,26.19,12.36,16.26,54.35,20.81,17.03,26.45,14.72,18.87,30.49,25.7
2018-07-30,,14.61,22.0,28.09,12.74,17.7,60.49,20.75,14.31,32.44,10.89,19.16,28.73,31.12
2018-07-31,,15.43,17.29,27.81,38.62,17.22,59.21,18.83,11.5,36.58,18.93,28.43,27.66,23.43
2018-08-01,,14.61,12.09,29.94,19.64,16.38,62.02,18.01,7.96,39.25,16.69,47.11,24.5,29.91
2018-08-02,,15.23,21.72,29.3,22.6,13.63,54.92,17.7,19.84,42.72,13.74,52.35,29.3,28.73
2018-08-03,3.22,12.05,25.99,28.1,11.97,15.42,62.45,15.7,16.1,30.38,16.13,41.62,26.01,26.4
2018-08-04,2.86,12.14,20.97,29.61,11.71,16.46,56.19,16.8,18.95,38.44,15.09,36.23,27.58,30.57
2018-08-05,2.81,13.44,18.82,25.4,10.78,16.05,48.26,16.13,20.89,33.16,15.32,34.4,29.14,17.6
2018-08-06,4.84,14.22,17.12,27.42,12.7,16.55,59.38,25.39,20.66,34.94,12.0,31.14,27.11,30.9
2018-08-07,9.92,13.14,15.24,32.06,19.71,13.97,59.58,21.61,8.5,34.38,40.13,32.71,30.42,22.14
2018-08-08,6.63,11.18,18.57,31.12,16.2,13.81,66.4,18.05,8.57,33.25,13.16,31.31,30.15,20.11
2018-08-09,20.2,13.65,10.56,34.11,16.25,12.64,68.98,22.17,13.38,35.4,4.94,36.08,29.02,18.28
2018-08-10,22.77,11.75,13.72,31.83,15.47,14.98,60.3,16.42,11.07,34.38,5.66,27.59,30.69,21.17
2018-08-11,16.38,11.75,9.61,27.66,16.01,11.86,42.0,18.74,6.46,29.83,5.05,24.11,31.29,14.62
2018-08-12,10.33,12.48,9.08,23.92,7.65,14.52,40.45,14.74,7.68,28.86,4.59,25.35,30.56,14.52
2018-08-13,10.76,11.69,13.44,27.7,14.01,13.69,40.13,18.7,3.61,29.1,3.7,33.16,28.25,12.29
2018-08-14,7.14,11.02,10.41,32.47,22.36,10.2,33.8,15.67,8.25,38.17,4.52,30.22,30.65,16.01
2018-08-15,11.25,11.1,11.0,34.04,6.79,11.99,32.29,17.99,9.865,33.88,3.97,25.3,20.32,14.12
2018-08-16,22.45,15.54,16.84,31.87,7.37,15.01,28.27,14.45,11.48,36.6,19.68,26.32,32.6,21.01
2018-08-17,15.68,14.21,9.03,30.62,6.19,18.05,31.71,22.69,9.7,33.74,22.58,33.85,27.92,26.34
2018-08-18,18.69,14.37,10.1,30.9,5.23,18.6,36.13,22.53,8.85,39.73,6.54,37.38,31.71,28.28
2018-08-19,14.95,15.56,8.17,32.1,6.53,15.02,54.24,20.61,11.03,32.67,5.66,22.25,30.22,22.3
2018-08-20,23.59,14.54,9.05,39.36,7.92,14.53,44.41,29.08,14.54,34.69,28.25,15.29,28.91,18.45
2018-08-21,13.38,16.38,7.35,31.02,8.9,14.24,38.71,18.51,9.95,32.38,102.19,20.84,28.41,24.93
2018-08-22,14.02,16.23,7.55,25.33,16.37,13.14,37.62,20.18,13.26,29.55,24.47,20.31,33.17,17.77
2018-08-23,16.31,13.6,4.86,18.25,10.55,11.2,40.26,15.07,16.3,25.65,20.61,15.52,32.85,33.9
2018-08-24,13.94,12.61,4.89,19.29,10.44,12.62,36.01,17.66,17.85,31.61,20.77,19.43,35.73,23.34
2018-08-25,8.76,12.01,6.0,20.69,9.56,12.26,38.79,15.02,12.11,30.946666666666665,22.77,18.62,37.06,22.54
2018-08-26,,13.19,8.98,24.77,9.19,11.18,43.9,18.76,17.87,30.28333333333333,16.27,23.44,35.95,22.85
2018-08-27,,10.61,10.38,26.5,23.38,9.29,38.9,24.53,23.630000000000003,29.62,14.34,22.87,35.69,20.67
2018-08-28,,12.42,18.68,21.91,27.96,12.08,43.08,16.38,29.39,36.0,66.52,29.72,37.07,24.54
2018-08-29,,10.52,18.48,21.53,24.95,15.33,46.24,12.21,16.78,15.3,21.17,25.5,36.37,29.44
2018-08-30,,11.59,19.46,27.06,8.75,18.68,29.29,13.96,25.09,20.33,5.94,20.82,35.02,29.76
2018-08-31,,12.01,19.14,23.57,9.44,15.88,42.56,16.1,14.49,29.21,8.14,22.11,30.68,28.1
2018-09-01,,15.32,24.39,19.58,13.12,15.43,51.99,12.89,9.39,33.67,43.97,21.7,34.09,27.98
2018-09-02,,17.84,32.26,23.36,14.32,14.04,60.39,19.13,18.72,13.52,33.33,17.52,35.3,24.36
2018-09-03,,16.89,44.5,26.15,11.39,13.7,47.48,28.59,17.51,20.52,13.6,15.95,35.03,29.05
2018-09-04,17.57,18.24,50.33,26.55,9.69,13.86,56.79,10.58,18.32,23.02,14.02,18.1,38.92,26.93
2018-09-05,22.44,18.23,44.4,20.64,26.17,14.3,63.92,7.535,16.05,32.89,20.61,18.88,37.14,29.25
2018-09-06,22.93,17.79,39.37,26.24,15.44,14.29,59.57,4.49,11.47,22.94,13.74,20.8,36.66,31.81
2018-09-07,26.6,16.77,32.63,28.23,19.61,17.95,64.26,12.98,13.77,19.52,12.45,26.56,31.62,35.61
2018-09-08,,17.16,33.69,23.65,18.05,19.94,58.94,8.25,27.53,22.58,18.8,25.61,37.88,28.77
2018-09-09,,23.36,43.7,26.36,16.49,23.55,62.32,10.42,36.85,17.87,,22.55,40.075,33.2
2018-09-10,,21.64,35.48,29.46,13.89,27.14,61.46,4.05,21.01,19.64,,13.27,42.27,37.63
2018-09-11,,32.98,33.64,23.21,17.87,25.02,57.12,5.34,16.42,21.88,,12.3,40.49,30.15
2018-09-12,,33.73,36.56,22.44,23.28,20.9,57.25,7.86,14.83,21.21,,18.57,44.4,38.55
2018-09-13,,21.83,43.52,23.11,17.88,21.97,66.06,6.67,21.69,19.33,,24.72,38.85,37.87
2018-09-14,,32.17,35.37,24.58,19.32,30.31,62.03,9.5,17.75,20.13,,24.79,42.35,34.81
2018-09-15,,25.3,41.45,25.86,20.7,27.22,78.76,17.939999999999998,28.63,19.82,,27.95,41.8,39.56
2018-09-16,,19.68,37.48,26.12,21.74,22.86,77.92,26.379999999999995,26.42,22.39,,34.71,42.2,39.925
2018-09-17,,11.82,29.89,35.01,19.98,24.49,89.7,34.82,22.78,25.12,,34.58,35.51,40.29
2018-09-18,,13.4,15.27,38.79,24.56,21.89,87.48,28.13,25.53,25.65,,28.52,31.54,41.51
2018-09-19,,16.89,13.27,40.04,20.78,21.57,87.04,30.05,24.79,25.84,,36.04,32.06,42.2
2018-09-20,,18.67,15.8,49.18,23.37,23.53,56.66,43.1,16.1,27.92,,41.56,36.96,25.95
2018-09-21,,19.11,22.41,30.31,15.11,21.72,62.77,22.07,38.07,24.4,,58.88,40.99,41.37
2018-09-22,,21.83,24.6,23.89,14.26,27.07,58.28,15.9,38.9,18.28,,27.01,36.52,47.86
2018-09-23,,26.8,20.67,28.89,20.64,28.19,58.24,22.5,40.03,10.8,,29.18,31.89,27.91
2018-09-24,,29.89,21.88,19.54,19.56,21.51,62.14,5.87,15.0,16.19,25.46,18.05,32.13,20.67
2018-09-25,,22.54,17.92,22.48,14.19,20.19,73.78,24.72,33.31,12.47,,21.18,36.49,30.84
2018-09-26,,23.35,16.79,28.54,21.61,16.94,63.43,20.99,22.36,10.35,,20.58,37.66,27.49
2018-09-27,75.33,20.67,14.0,35.24,23.42,24.45,110.81,22.57,17.16,16.55,,20.41,44.87,25.36
2018-09-28,37.07,14.86,13.21,37.24,27.33,15.53,60.8,17.28,11.52,19.15,,25.73,36.45,21.89
2018-09-29,53.0,12.5,11.13,41.92,27.64,17.26,84.83,32.54,21.05,18.06,,23.3,40.25,20.11
2018-09-30,44.38,16.11,12.69,35.54,30.17,24.96,107.35,36.9,36.61,19.94,,24.86,31.92,25.72
2018-10-01,45.36,18.94,14.15,38.52,38.74,23.41,104.55,34.57,47.84,20.78,,23.78,29.32,21.47
2018-10-02,67.63,15.9,13.46,35.8,36.84,22.58,96.37,36.78,44.3,21.03,,27.09,27.34,14.92
2018-10-03,66.85,16.22,12.78,36.72,35.07,23.91,94.43,36.83,31.385,17.06,38.33,34.67,27.8,43.39
2018-10-04,69.39,8.9,10.81,45.63,17.01,24.63,101.69,40.47,18.47,20.1,22.61,51.58,28.68,30.86
2018-10-05,59.52,11.69,14.23,44.88,20.68,29.57,83.71,54.69,21.5,21.78,21.55,41.69,5.93,27.48
2018-10-06,69.32,10.5,15.03,32.93,29.63,29.21,94.19,37.65,26.83,18.11,24.05,45.55,8.34,46.63
2018-10-07,57.87,16.31,19.43,42.38,29.79,29.27,101.09,46.08,37.8,23.54,17.34,59.91,8.3,28.42
2018-10-08,40.0,18.26,18.66,51.05,30.61,28.65,102.12,52.99,39.34,20.87,51.14,53.06,8.62,52.71
2018-10-09,48.77,22.25,23.62,52.46,37.14,23.73,93.41,54.83,35.3,9.48,18.49,28.8,11.0,37.46
2018-10-10,65.26,23.46,24.71,43.9,33.67,21.94,78.98,50.92,33.84,17.22,16.69,35.97,11.47,57.33
2018-10-11,55.06,21.65,35.36,37.04,33.75,25.52,48.83,33.5,22.92,21.4,10.82,62.94,9.94,76.78
2018-10-12,39.74,22.96,33.56,42.01,19.54,27.9,57.91,39.27,29.07,17.28,9.49,63.73,10.98,44.5
2018-10-13,59.62,28.02,30.89,42.0,28.03,21.39,68.59,43.81,50.27,18.01,15.58,61.39,8.87,36.92
2018-10-14,51.12,34.33,30.56,40.16,43.29,27.41,49.47,44.61,37.85,18.63,19.84,55.39,6.88,25.73
2018-10-15,60.82,23.25,29.96,44.92,41.59,28.29,70.04,47.56,32.89,24.57,41.365,53.49,5.58,21.11
2018-10-16,57.6,19.06,17.9,54.38,32.5,26.04,77.0,46.87,35.62,30.09,62.89,27.12,7.8,21.99
2018-10-17,60.25,18.23,16.26,44.29,41.64,19.11,64.34,39.77,49.86,24.0,35.78,26.39,10.68,26.78
2018-10-18,48.62,21.13,18.73,44.65,37.67,21.12,54.97,32.67,66.53,22.76,26.8,28.91,8.91,30.342
2018-10-19,46.82,19.64,25.74,51.05,28.91,24.15,58.09,47.01,66.45,21.61,30.43,52.77,7.44,33.904
2018-10-20,54.3,27.25,18.13,47.64,31.21,26.5,53.14,41.02,66.17,18.43,29.82,61.5,6.57,37.466
2018-10-21,42.8,29.37,19.48,42.61,30.31,26.96,63.49,37.66,64.33,18.68,27.09,77.81,8.17,41.028
2018-10-22,57.78,29.12,19.31,41.32,31.92,27.86,85.76,34.98,85.98,18.41,27.74,53.21,7.22,44.59
2018-10-23,88.605,24.69,20.21,44.7,30.71,30.64,90.01,32.8,59.59,22.47,25.74,57.11,6.58,34.32
2018-10-24,119.43,24.3,15.61,56.09,31.61,28.14,99.7,40.98,51.64,21.24,31.32,47.41,7.49,47.53
2018-10-25,58.07,25.3,18.69,62.29,21.2,28.84,93.85,40.18,57.29,20.92,29.8,43.91,7.77,45.81
2018-10-26,48.85,30.95,25.47,53.02,25.6,31.72,142.43,22.88,88.11,22.48,31.37,61.83,11.76,41.17
2018-10-27,69.95,37.95,31.79,52.9,26.93,27.8,69.53,40.89,84.77,25.03,22.19,58.93,17.08,39.0
2018-10-28,47.74,38.38,50.28,52.78,23.82,36.66,41.53,39.85,128.93,15.61,25.82,70.93,10.17,37.22
2018-10-29,47.67,35.49,52.32,53.2,20.51,41.62,41.1,34.63,93.99,21.27,23.14,59.07,9.52,37.42
2018-10-30,53.16,28.94,21.44,50.55,24.58,41.46,35.67,38.91,73.12,24.7,19.4,48.61,20.02,31.09
2018-10-31,64.07,26.11,15.54,47.05,24.6,34.51,56.73,35.83,43.39,21.03,25.82,102.73,16.3,32.06
2018-11-01,54.52,23.72,13.71,45.98,28.62,26.9,49.93,39.88,37.97,19.98,17.26,56.74,6.09,37.06
2018-11-02,46.93,16.57,17.25,46.13,30.11,19.95,53.49,46.08,29.71,15.41,30.67,45.11,8.85,20.93
2018-11-03,52.79,20.21,23.51,45.43,32.63,23.14,51.42,56.68,26.99,14.1,11.88,40.8,36.9,23.45
2018-11-04,59.5,27.03,26.27,51.96,48.28,25.91,64.15,55.2,29.15,11.15,13.32,41.88,35.11,21.33
2018-11-05,55.01,21.7,22.85,45.0,47.1,27.53,51.9,32.01,22.95,25.27,24.42,39.54,34.42,19.42
2018-11-06,55.05,20.31,21.38,45.01,54.67,31.15,95.46,44.16,26.63,13.28,18.83,39.45,44.69,21.33
2018-11-07,67.0,27.35,24.89,51.22,51.55,34.91,94.96,45.72,39.23,11.34,68.7,36.81,40.15,35.14
2018-11-08,61.17,23.63,20.71,38.35,39.74,41.0,66.77,31.18,43.18,30.02,86.12,41.57,40.54,36.26
2018-11-09,39.6,25.02,25.98,47.94,46.86,36.77,72.55,34.78,40.88,27.13,76.23,41.49,37.02,26.53
2018-11-10,49.514,29.27,23.79,42.55,40.94,42.35,79.94,33.8,51.26,26.42,26.92,43.69,45.94,27.44
2018-11-11,59.428,34.04,28.45,51.68,40.5,44.0,81.01,38.34,118.98,22.36,27.08,41.03,47.14,30.3
2018-11-12,69.342,25.83,31.5,53.37,38.12,43.16,65.29,33.9,113.48,17.17,30.43,32.75,54.61,33.39
2018-11-13,79.256,28.07,46.49,37.8,36.14,34.36,86.95,27.92,116.88,15.79,43.21,21.63,64.4,35.94
2018-11-14,89.17,25.98,36.28,31.95,33.35,35.17,77.28,19.92,133.4,15.82,15.75,48.12,64.07,32.4
2018-11-15,36.84,17.61,25.99,32.95,32.19,30.37,123.27,21.79,101.83,27.39,18.39,28.87,72.01,43.96
2018-11-16,68.17,19.48,16.2,40.74,42.7,25.38,,29.97,78.71,19.76,16.648,41.94,65.96,18.09
2018-11-17,50.29,35.62,13.6,36.97,47.15,20.36,,27.47,63.84,18.19,14.906,33.16,51.17,17.51
2018-11-18,48.32,26.38,12.32,39.51,41.96,18.99,,22.4,37.11,19.12,13.163999999999998,58.23,41.59,15.47
2018-11-19,52.53,13.5,18.24,51.15,36.48,21.05,,42.72,60.08,24.92,11.421999999999995,61.44,36.38,22.63
2018-11-20,40.06,16.08,19.48,46.03,33.63,29.47,,27.8,60.2,19.59,9.68,31.97,36.24,35.86
2018-11-21,36.0,21.91,14.62,40.22,30.57,36.71,,21.4,,14.99,16.59,52.16,43.78,43.61
2018-11-22,41.82,11.65,15.4,37.22,26.57,34.42,,19.29,,11.73,20.61,73.92,44.21,39.89
2018-11-23,50.1,11.55,28.75,40.01,39.37,32.72,,29.13,,8.3,21.73,52.86,46.36,59.8
2018-11-24,47.34,25.36,37.14,37.48,33.89,36.63,,38.44,,8.07,23.21,49.72,32.03,57.6
2018-11-25,47.72,41.24,37.01,37.17,26.0,46.4,,45.71,,8.86,19.47,32.84,41.98,50.12
2018-11-26,56.39,58.03,46.88,39.8,19.52,44.11,,44.96,,16.83,13.01,42.32,45.51,37.99
