Date,AP001,AP005,DL002,DL008,DL013,DL014,DL019,DL028,DL031,DL034,KA009,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG006,TN003,UP016,DL003,DL009,DL015,DL016,DL026,DL027,DL032,DL035,DL037,DL038
2019-02-01,15.31,10.88,27.69,20.57,37.79,15.0,37.94,61.28,30.78,26.64,26.29,4.72,3.98,15.18,18.48,21.5,19.63,20.86,13.27,17.26,18.02,64.85,43.14,45.87,34.31,75.36,61.13,67.1,73.34,65.56,63.15,40.1,78.84
2019-02-02,14.32,15.66,23.16,19.37,35.21,13.04,39.63,55.05,26.15,22.85,25.88,5.23,1.55,20.55,20.44,19.43,20.13,18.34,12.09,15.88,16.43,64.64,37.32,39.04,30.49,63.63,55.89,50.62,66.71,51.78,47.61,35.45,76.24
2019-02-03,13.58,13.92,24.52,,31.99,14.31,43.24,48.22,24.14,24.67,23.83,5.43,2.18,22.27,19.61,21.17,23.35,19.64,12.7,16.73,16.27,64.87,26.2,35.93,26.36,57.77,49.94,45.93,53.74,43.01,39.8,29.14,97.05
2019-02-04,15.38,14.77,50.61,,30.56,29.07,34.26,47.29,22.46,36.22,23.75,5.26,2.33,19.14,19.94,20.94,22.68,20.66,13.52,17.57,16.47,64.78,25.71,36.3,22.89,51.47,45.87,45.34,51.31,46.2,39.98,29.68,94.97
2019-02-05,14.61,16.53,84.74,,39.59,77.84,35.99,55.48,23.33,81.61,22.66,4.72,3.36,18.73,20.55,22.94,22.44,17.94,12.27,16.91,15.18,64.59,38.6,45.62,49.39,66.5,56.52,55.86,72.65,68.54,51.43,36.67,90.55
2019-02-06,10.83,19.22,81.21,,38.22,30.21,40.28,36.49,28.58,27.07,27.56,5.47,4.22,21.34,20.77,30.56,23.74,19.17,12.53,17.07,15.02,65.28,43.74,48.94,48.5,68.82,68.86,60.98,71.54,63.18,59.86,36.48,84.7
2019-02-07,10.97,22.25,44.86,23.1,29.59,15.42,30.98,30.85,24.0,21.06,32.68,5.5,4.11,19.46,21.06,29.43,21.54,19.81,12.36,16.16,11.05,64.89,30.06,38.78,32.7,47.13,54.42,40.67,44.66,38.0,42.67,23.9,54.8
2019-02-08,17.41,21.33,34.64,21.0,17.65,17.79,22.11,35.76,20.0,29.14,30.54,5.82,3.83,19.99,21.49,20.75,20.86,17.6,11.43,17.65,2.71,66.42,32.55,30.14,27.28,41.59,37.98,41.25,36.42,30.27,29.83,19.33,35.83
2019-02-09,16.81,19.15,31.31,18.04,17.95,11.0,21.5,51.0,19.05,22.1,32.61,5.5,4.63,25.0,21.66,28.94,18.98,17.42,11.26,18.88,2.48,66.69,27.48,28.17,29.26,43.1,40.15,53.31,35.33,30.57,29.62,19.22,36.7
2019-02-10,13.91,14.0,38.82,18.48,24.37,20.4,24.98,62.88,20.01,35.18,28.08,4.39,5.45,17.76,21.1,48.72,16.32,13.19,13.88,23.81,3.09,66.05,28.14,30.67,36.45,49.38,0.79,54.045,46.21,45.32,33.62,23.67,44.41
2019-02-11,16.46,12.39,48.15,18.6,12.19,29.2,27.06,71.39,21.0,57.66,27.4,4.81,5.83,18.12,21.08,43.68,20.6,26.45,14.35,25.82,3.7,65.78,35.53,33.41,41.67,65.91,63.17,54.78,55.97,51.66,36.81,25.95,51.87
2019-02-12,13.97,11.44,58.25,19.01,7.22,42.42,30.54,82.13,23.35,83.53,30.03,4.85,7.3,23.99,21.36,41.43,18.91,21.73,13.84,21.37,3.11,64.94,45.36,39.74,49.93,72.97,56.44,78.61,66.0,64.52,44.02,30.3,65.58
2019-02-13,14.9,10.85,61.14,19.75,13.41,33.88,28.87,78.69,26.63,61.67,31.14,5.02,7.32,22.17,21.05,42.2,17.54,18.9,12.62,16.51,3.13,64.45,63.21,41.54,48.39,68.48,56.4,74.0,68.99,64.93,51.4,24.72,69.21
2019-02-14,16.42,11.61,57.51,19.16,14.57,22.76,31.33,76.87,31.88,25.79,31.63,5.67,6.89,36.28,21.12,42.82,18.7,19.86,15.07,14.85,3.85,65.17,74.76,42.83,44.06,63.12,56.67,61.82,67.44,55.12,56.86,42.18,68.59
2019-02-15,16.94,10.53,40.07,18.51,15.72,15.3,31.36,66.59,32.03,25.17,29.84,5.2,5.34,36.26,21.54,29.82,17.61,14.86,10.35,12.99,3.675,66.85,35.25,37.37,35.2,58.75,48.64,63.16,50.98,43.99,45.08,34.99,55.02
2019-02-16,14.52,10.43,34.55,18.16,11.81,18.2,27.14,55.24,30.66,19.92,29.51,4.68,5.4,30.28,20.94,29.91,26.13,15.92,11.85,20.49,3.5,66.58,34.32,31.28,34.51,53.6,43.4,43.83,55.71,37.85,32.99,40.13,40.33
2019-02-17,12.92,9.49,32.81,18.21,10.19,21.1,25.18,53.03,24.35,23.65,29.91,4.33,5.38,30.52,20.73,35.1,20.07,15.68,12.65,23.96,3.835,67.23,29.52,27.78,28.59,49.02,39.93,43.785,55.71,33.7,29.36,33.77,37.01
2019-02-18,10.31,8.91,36.45,18.88,11.04,24.0,22.01,53.74,26.98,36.78,34.13,3.91,6.76,22.81,20.36,39.57,18.11,18.24,15.55,30.68,4.17,67.5,34.08,27.98,29.47,47.45,40.71,43.74,56.95,36.15,32.98,31.91,41.08
2019-02-19,11.98,8.37,45.82,20.34,11.04,31.37,29.05,67.35,30.11,30.69,31.16,4.3,5.87,17.0,20.44,40.2,16.74,17.46,13.14,20.16,5.86,67.6,50.89,36.81,34.27,60.26,56.67,52.4,70.08,50.33,48.3,39.64,54.7
2019-02-20,9.84,8.72,42.8,25.04,23.07,31.38,28.32,66.95,34.19,31.81,28.5,4.45,4.93,20.79,20.52,45.73,17.48,14.94,11.35,15.97,4.92,67.41,49.59,36.32,35.21,54.83,48.03,44.06,63.37,50.49,45.22,37.46,55.43
2019-02-21,9.69,9.88,33.69,37.02,34.27,32.69,25.03,54.91,25.84,25.93,27.88,4.44,5.01,20.16,19.88,39.98,17.35,12.22,9.71,16.08,5.29,66.43,55.23,33.86,27.66,48.67,48.0,41.13,65.91,40.02,44.89,30.73,57.34
2019-02-22,10.43,10.5,42.94,27.81,16.86,20.78,25.59,50.77,32.72,40.34,44.32,4.71,5.01,16.05,20.1,31.22,16.71,12.2,9.51,28.9,5.23,66.08,42.76,34.93,30.48,54.09,55.19,40.77,64.4,41.88,39.8,34.81,51.02
2019-02-23,9.94,9.68,22.97,24.44,20.84,15.32,17.76,39.5,20.59,17.93,33.38,4.82,4.98,12.43,20.65,30.21,20.63,14.07,21.0,25.89,7.01,42.52,21.88,23.82,22.07,37.4,34.49,31.59,38.97,25.59,23.43,23.87,28.18
2019-02-24,13.1,11.17,26.1,26.86,26.73,21.03,22.13,44.17,22.46,24.05,33.39,4.69,4.97,12.63,20.05,41.02,17.17,11.92,9.65,19.82,5.75,16.42,10.72,25.03,27.74,39.62,41.86,33.73,45.54,28.02,25.54,27.17,30.28
2019-02-25,14.69,14.7,32.04,34.79,27.91,39.8,19.68,46.97,27.39,39.3,37.47,4.76,5.07,12.68,24.44,38.55,22.8,10.84,10.87,19.76,6.17,16.61,17.38,28.05,28.76,45.84,43.82,37.39,54.19,37.55,29.33,31.47,36.05
2019-02-26,11.9,13.21,32.31,29.31,26.73,36.65,21.03,46.96,27.54,21.73,35.84,4.44,7.37,13.77,56.16,38.75,20.3,13.01,13.24,26.75,7.85,16.9,15.82,29.49,23.9,39.37,39.85,34.77,51.22,31.34,33.08,28.29,37.69
2019-02-27,9.17,12.96,25.8,24.67,26.05,21.0,21.5,42.94,25.99,19.4,31.55,3.95,8.96,15.27,51.95,36.23,22.64,18.64,17.34,31.5,7.89,18.24,12.87,27.37,22.87,34.02,32.16,29.61,42.66,28.0,29.02,26.88,32.32
2019-02-28,9.1,12.71,30.29,26.62,23.46,35.39,15.02,51.19,22.6,32.55,34.4,3.61,8.61,22.64,49.32,36.95,21.03,14.02,12.29,19.13,6.88,10.21,11.74,27.09,24.49,41.63,33.92,31.3,49.69,33.25,25.43,28.29,30.32
2019-03-01,11.97,12.46,31.38,23.4,17.93,35.98,16.95,48.62,22.7,38.45,36.22,3.45,9.16,14.55,37.45,38.66,20.93,14.84,13.8,18.7,7.26,33.31,10.43,26.68,25.74,41.66,35.31,31.21,49.57,32.49,26.95,28.61,25.59
2019-03-02,10.79,18.19,41.14,21.81,18.34,45.42,18.87,57.69,32.63,37.43,28.48,3.45,9.03,12.67,48.63,36.76,,14.89,13.48,16.27,6.31,198.23,7.06,31.76,30.58,53.25,41.22,40.11,61.81,43.69,35.87,33.38,37.43
2019-03-03,11.3,19.16,33.82,20.02,16.91,33.11,19.22,52.0,32.085,22.28,29.28,3.32,7.85,11.75,40.92,37.36,,21.67,10.95,10.58,6.25,167.9,16.9,28.51,22.99,39.27,40.29,30.4,50.29,35.1,32.44,29.85,32.98
2019-03-04,11.85,16.91,44.85,21.76,18.62,40.75,21.19,60.11,31.54,53.95,28.01,3.29,6.13,17.22,38.67,37.91,,13.34,10.13,21.51,6.5,83.05,33.83,30.4,28.96,47.45,44.83,36.1,62.93,44.5,34.16,35.41,43.49
2019-03-05,12.13,15.04,31.59,18.59,17.54,20.58,17.55,47.9,24.72,22.34,28.76,3.1,11.75,22.6,34.67,29.68,,12.26,12.09,23.89,6.78,118.25,24.4,24.82,24.33,40.87,36.79,28.03,46.3,33.71,27.94,25.95,31.27
2019-03-06,12.82,15.18,32.54,19.12,17.52,29.17,16.03,49.27,22.82,30.8,29.41,2.87,11.89,35.8,34.6,37.83,,12.91,14.39,46.29,7.82,28.67,10.01,24.71,22.99,40.84,34.15,31.98,48.03,39.07,26.31,31.18,30.53
2019-03-07,13.14,13.6,38.91,21.4,21.38,45.07,16.19,53.15,23.7,47.64,39.11,2.87,10.05,19.5,31.79,37.38,20.18,15.21,15.92,54.89,9.01,21.72,9.25,27.56,26.97,44.43,35.16,36.58,53.37,47.5,29.15,28.01,34.44
2019-03-08,11.34,14.64,38.62,20.53,24.48,28.02,15.53,52.55,26.02,35.0,37.81,3.11,18.93,11.26,26.32,35.96,21.98,16.38,16.6,31.91,9.98,7.06,12.66,28.17,27.17,47.29,35.4,37.9,55.33,45.72,31.49,29.16,35.14
2019-03-09,11.03,9.47,32.74,18.66,23.77,16.72,15.86,50.48,27.45,25.19,33.64,3.58,36.48,19.27,28.35,32.5,22.91,15.6,14.2,16.71,9.67,27.86,13.67,28.72,26.02,46.67,34.68,34.56,49.2,34.06,29.58,34.51,33.33
2019-03-10,9.45,9.02,28.23,18.27,20.59,14.64,15.56,47.71,25.84,26.42,28.17,3.77,12.04,15.84,28.76,32.67,20.92,14.94,14.32,14.69,8.84,23.83,14.91,24.94,23.97,38.43,35.6,31.15,45.96,19.83,27.56,34.13,27.27
2019-03-11,8.86,7.21,31.98,20.21,20.68,20.92,16.83,53.27,27.28,26.9,28.85,3.76,8.38,14.3,19.14,32.57,16.76,12.94,12.11,12.67,8.68,10.33,14.53,27.79,26.72,38.46,38.84,34.76,55.29,22.02,34.63,30.54,37.98
2019-03-12,9.74,6.77,27.92,18.2,13.4,15.88,17.58,49.52,26.26,21.16,29.82,3.58,9.69,22.5,13.84,28.53,20.38,11.42,10.88,11.29,9.28,21.22,22.07,27.08,25.03,43.52,38.95,30.6,49.89,26.57,30.78,29.9,32.93
2019-03-13,11.1,9.45,25.26,20.96,18.32,41.01,22.45,54.09,25.72,29.79,34.28,4.01,12.98,15.17,12.11,34.58,16.28,9.71,9.09,10.36,10.18,21.44,12.2,29.83,27.2,45.46,38.64,39.57,62.64,27.22,33.35,23.99,33.0
2019-03-14,9.4,9.92,36.57,20.36,34.69,49.93,25.93,62.44,28.49,53.2,33.94,3.63,10.83,15.57,12.63,31.72,16.22,10.76,9.29,9.2,10.33,20.01,15.68,32.98,37.87,54.44,47.35,44.68,70.23,31.98,23.68,27.41,40.18
2019-03-15,9.87,10.07,29.1,18.9,31.86,35.08,20.37,55.97,29.15,32.8,34.23,4.57,11.21,16.51,21.19,28.0,26.65,12.16,13.02,10.44,11.27,24.09,12.61,28.18,30.58,47.32,42.51,36.27,50.04,26.7,28.57,29.27,34.21
2019-03-16,10.37,8.88,26.82,18.98,16.2,21.87,18.62,48.26,21.22,27.29,34.58,4.09,10.45,16.35,25.17,27.32,19.76,11.26,8.31,10.1,13.03,40.38,3.94,23.4,25.85,38.7,36.07,31.43,49.44,21.5,26.73,31.19,28.52
2019-03-17,11.63,11.04,31.38,25.13,15.68,29.08,19.87,53.9,21.25,39.45,35.82,3.79,10.15,17.45,22.2,32.95,21.47,9.5,9.78,10.91,13.88,13.98,7.23,25.2,28.35,42.7,40.22,34.5,53.17,25.02,28.52,27.69,31.38
2019-03-18,7.71,9.72,34.02,25.08,16.94,41.1,21.8,54.44,19.49,35.83,32.99,3.55,9.6,20.42,18.09,33.99,22.17,7.74,9.55,14.94,12.7,61.25,9.31,26.6,29.8,44.98,33.87,28.92,58.81,29.85,29.54,26.6,32.12
2019-03-19,6.44,9.23,38.08,28.06,15.47,46.55,24.23,54.48,21.28,43.42,31.36,3.32,17.76,17.73,17.86,35.25,19.57,10.71,9.94,14.72,13.11,57.93,10.09,27.17,30.71,44.83,38.8,29.71,57.56,34.42,30.33,25.79,36.13
2019-03-20,7.63,9.03,43.44,33.96,15.85,64.24,21.383333333333333,52.39,21.95,41.69,30.06,3.41,8.25,18.93,15.18,35.36,17.99,15.38,11.25,20.59,14.39,32.6,12.74,30.3,28.39,43.63,40.12,32.6,65.2,28.59,36.42,26.63,43.23
2019-03-21,7.09,7.49,47.6,24.22,16.22,49.1,18.536666666666665,61.61,26.98,41.61,30.14,3.62,8.96,18.97,17.04,29.22,15.48,16.01,23.32,59.62,12.84,15.42,9.44,36.83,36.25,55.79,33.254999999999995,27.15,69.23,32.58,38.63,33.2,46.24
2019-03-22,5.6,8.6,28.32,22.65,16.06,16.7,15.69,45.6,20.85,41.81,31.23,3.95,11.02,15.68,14.06,25.94,16.11,13.67,14.34,15.69,12.36,39.88,5.12,27.52,22.12,38.86,26.39,21.7,45.28,22.57,27.74,35.05,24.35
2019-03-23,5.75,8.76,27.95,23.03,16.62,16.11,20.93,44.46,19.78,19.01,32.4,4.26,10.61,15.81,13.5,26.33,14.57,12.43,13.49,14.72,13.68,14.46,4.95,26.3,23.71,35.03,27.69,22.75,43.25,24.32,26.36,34.34,24.71
2019-03-24,6.06,7.9,30.77,24.67,17.29,19.69,21.64,44.98,19.71,17.93,28.77,3.73,9.38,17.54,14.38,31.39,14.48,12.89,16.5,12.79,14.17,20.98,5.45,27.75,23.71,35.69,31.45,22.765,46.4,23.1,27.02,33.57,26.43
2019-03-25,5.53,7.68,41.47,26.05,16.52,21.97,23.59,52.53,21.27,17.85,29.89,3.39,9.26,21.01,15.15,27.59,13.4,11.53,13.67,13.58,13.94,14.04,9.51,27.17,27.05,40.61,35.97,22.78,49.08,26.05,30.68,33.76,29.67
2019-03-26,5.76,6.13,41.52,27.26,16.06,21.51,23.49,54.61,19.79,17.52,30.74,2.96,9.54,19.73,13.96,27.2,18.45,11.53,13.37,11.68,16.29,25.58,3.63,29.28,25.91,42.02,35.93,25.09,48.89,27.81,30.31,33.47,25.63
2019-03-27,7.15,6.14,44.28,31.57,16.19,32.64,22.83,52.16,19.14,22.96,32.23,3.12,27.77,25.17,13.68,37.04,15.94,13.73,12.58,14.68,20.37,2.79,1.95,27.9,25.98,40.36,34.9,25.06,50.43,28.07,29.07,29.79,20.96
2019-03-28,6.62,6.78,64.55,40.98,13.65,54.5,23.59,60.88,19.95,20.02,33.43,3.27,25.56,22.22,13.5,41.98,14.64,13.44,12.48,19.94,16.35,2.04,5.37,35.53,28.87,42.44,40.46,29.66,58.22,35.36,34.98,35.01,26.2
2019-03-29,6.81,7.16,74.12,49.65,14.6,45.01,24.94,60.36,25.05,21.99,33.09,2.95,15.67,25.76,14.83,38.89,14.21,12.85,13.45,29.52,19.06,1.76,19.2,40.76,35.75,61.79,46.6,40.44,71.34,45.15,37.18,42.68,41.36
2019-03-30,8.36,7.17,65.29,48.04,15.22,24.76,25.64,60.03,27.93,16.88,38.85,2.84,5.71,22.22,25.71,31.76,14.87,13.54,15.48,22.69,20.72,4.76,21.72,44.04,34.24,64.89,52.56,32.18,67.35,48.35,38.82,40.36,44.27
2019-03-31,7.66,7.48,43.9,35.75,14.69,17.71,20.79,49.47,24.88,16.44,31.53,2.52,10.74,20.61,35.52,29.12,18.62,12.14,12.97,34.71,19.73,1.69,24.74,35.17,25.38,45.42,42.64,27.67,52.39,36.47,29.86,27.7,31.33
2019-04-01,7.56,6.01,33.82,30.19,17.34,11.99,19.63,46.83,20.33,13.75,33.93,2.57,25.8,17.81,30.54,28.09,25.68,11.63,11.84,14.64,18.74,1.34,17.726666666666667,29.64,24.07,36.5,37.54,23.16,49.06,24.59,26.75,24.89,25.81
2019-04-02,6.27,5.34,45.07,28.375,27.65,18.32,19.5,50.55,20.3,10.59,32.37,2.59,92.54,19.82,30.92,29.84,17.18,12.93,12.64,16.21,22.4,1.33,10.713333333333336,29.68,26.98,28.76,35.96,25.36,54.55,33.94,30.73,27.73,30.45
2019-04-03,6.03,5.19,53.41,26.56,35.33,16.89,21.4,50.37,21.43,11.56,30.06,2.6,126.12,17.59,31.84,31.95,16.8,16.6,12.75,17.03,18.13,1.43,3.7,31.42,28.41,36.96,36.17,29.06,55.18,35.87,32.33,27.86,12.63
2019-04-04,5.55,4.97,69.21,27.66,37.43,27.45,24.05,57.31,23.22,21.31,29.56,2.91,42.74,21.13,34.15,40.69,16.39,15.27,10.89,12.97,16.64,1.58,4.18,36.46,33.83,43.91,45.3,33.98,68.16,39.59,36.3,34.78,12.92
2019-04-05,5.8,5.33,59.24,27.62,35.63,39.16,27.31,63.16,25.31,30.16,29.14,2.55,32.63,18.71,28.37,31.06,19.84,12.17,9.81,14.18,16.3,1.59,30.81,41.74,36.23,53.21,51.39,40.53,73.29,45.38,37.48,33.85,42.54
2019-04-06,6.21,6.14,60.06,23.76,31.54,21.93,24.12,54.77,24.76,31.8,28.19,2.63,9.58,17.11,32.03,30.11,27.79,10.83,9.17,12.42,19.23,1.8,27.33,39.48,29.94,50.11,47.06,33.09,65.32,45.58,38.2,31.87,39.8
2019-04-07,4.36,5.39,65.35,24.55,23.52,36.14,29.21,73.17,30.29,26.79,27.52,3.2,9.14,16.83,31.11,28.91,17.78,12.54,8.66,11.66,19.94,1.86,22.47,58.06,44.07,70.86,70.23,40.06,93.4,61.18,55.19,46.68,65.57
2019-04-08,4.21,4.41,63.05,24.13,29.08,16.64,24.2,58.74,27.26,12.15,28.15,3.16,10.6,19.99,34.57,30.88,14.1,,8.65,11.48,18.56,1.69,23.44,45.11,36.25,54.86,58.56,47.03,75.86,43.34,43.77,34.6,44.73
2019-04-09,4.22,5.25,52.28,26.83,31.68,21.26,34.53,60.13,26.14,10.75,26.95,2.95,10.49,19.29,34.2,28.84,23.5,,9.91,11.76,18.97,1.79,22.06,43.38,33.56,47.42,54.46,33.46,67.03,43.41,41.36,32.88,47.55
2019-04-10,4.47,5.62,65.28,24.03,31.48,17.615000000000002,28.93,59.06,24.99,19.32,28.52,2.73,10.73,24.1,34.16,31.9,14.3,,10.25,9.74,18.38,1.85,16.44,42.36,36.7,55.6,47.29,32.79,70.15,47.19,39.38,37.2,48.53
2019-04-11,3.7,5.25,48.75,22.25,26.72,13.97,29.41,51.29,24.3,14.74,28.46,2.6,11.7,19.34,25.7,26.71,15.32,,10.68,9.33,15.66,1.74,19.17,36.14,29.43,50.64,35.97,27.62,60.69,41.08,34.88,45.19,38.01
2019-04-12,3.95,4.88,45.6,39.89,27.63,11.86,22.73,49.92,23.53,17.27,28.62,2.83,12.46,19.27,18.37,26.21,15.18,11.9,10.53,10.27,15.38,1.61,19.2,36.61,29.5,55.24,35.85,30.97,60.59,38.86,22.57,30.87,37.69
2019-04-13,3.98,6.29,41.02,29.83,24.21,13.02,23.85,46.94,31.02,11.89,27.43,2.97,10.67,15.72,16.32,28.08,12.26,12.15,10.04,11.18,15.16,1.35,16.57,32.93,26.76,49.01,35.05,27.54,54.13,36.29,28.57,26.67,36.03
2019-04-14,3.86,6.09,36.78,19.77,24.39,13.87,21.72,44.69,24.62,14.1,26.2,3.06,12.85,15.05,17.3,28.17,11.53,13.63,9.2,10.52,16.31,1.42,17.72,32.14,23.9,48.31,32.3,23.78,50.73,30.92,28.84,24.52,30.8
2019-04-15,3.49,6.95,34.49,22.48,26.04,14.72,20.48,47.25,24.57,16.15,29.8,3.05,11.81,14.04,13.79,29.2,13.12,11.43,9.16,9.22,14.84,1.46,17.63,31.83,23.9,48.06,30.96,22.72,52.76,31.28,30.45,23.2,31.48
2019-04-16,4.81,7.41,43.26,20.94,26.82,15.85,22.89,51.51,26.59,16.86,28.81,3.11,9.8,18.62,13.96,29.59,17.48,11.65,9.43,10.0,14.1,1.48,21.83,32.68,26.35,46.15,35.07,24.19,58.08,36.54,30.45,24.96,33.52
2019-04-17,7.6,7.0,30.02,20.77,24.31,12.25,20.31,44.03,24.09,11.22,28.04,2.87,8.87,22.51,21.73,33.37,16.79,10.76,8.95,8.9,14.15,3.17,21.95,28.54,23.4,29.91,32.32,16.94,48.25,28.83,28.35,20.95,29.12
2019-04-18,6.54,5.86,29.89,21.9,23.14,10.83,20.85,44.49,22.8,9.73,26.04,3.23,10.11,19.32,18.73,31.07,18.59,13.84,13.11,11.36,15.35,1.45,18.87,26.81,22.12,29.71,29.27,15.93,48.17,28.49,27.93,21.63,30.1
2019-04-19,7.05,5.28,36.1,23.4,29.35,14.2,20.87,48.63,24.18,15.83,28.77,3.13,12.32,19.59,17.08,29.54,16.1,13.58,11.26,9.33,14.13,1.6,15.26,28.05,28.52,39.85,30.67,18.4,58.16,39.12,30.25,25.12,31.15
2019-04-20,4.58,5.19,40.59,24.4,27.14,14.16,21.24,48.53,23.52,14.22,26.96,2.74,12.44,20.26,17.7,33.33,15.27,14.4,12.45,8.59,14.97,4.55,14.5,29.07,26.72,37.61,32.63,17.8,56.34,35.82,32.19,25.08,29.41
2019-04-21,3.34,6.25,48.76,24.57,39.61,15.636666666666668,23.55,51.73,22.89,24.55,27.1,2.42,12.46,19.78,19.22,34.04,15.36,13.06,10.98,8.48,14.8,1.61,16.8,31.46,22.46,39.64,31.55,19.92,57.58,45.8,36.16,26.37,30.03
2019-04-22,4.32,6.46,55.44,27.83,33.53,17.113333333333333,27.05,55.78,31.63,,28.9,3.2,12.46,26.51,15.94,35.9,14.25,13.97,10.64,8.42,14.63,3.0,17.93,35.27,27.82,53.36,36.15,20.82,69.97,55.01,36.23,30.25,35.03
2019-04-23,3.97,5.44,67.94,26.21,44.94,18.59,26.32,56.78,31.14,,28.33,3.5,12.46,35.32,25.82,40.46,25.1,11.0,10.14,14.68,15.49,8.61,19.94,35.89,18.77,53.66,41.35,27.04,69.38,51.47,36.94,23.89,39.91
2019-04-24,4.04,5.26,58.56,25.11,22.64,15.92,28.21,54.46,35.68,,30.61,3.5,11.09,29.88,30.82,32.99,,10.05,9.06,11.85,15.22,3.84,18.62,38.83,17.8,57.57,44.0,23.32,64.97,46.28,44.18,23.24,49.52
2019-04-25,6.85,5.05,58.16,19.21,14.86,15.99,26.03,57.7,36.31,,31.84,3.22,9.5,23.25,32.31,30.29,,10.09,9.67,12.25,17.44,2.24,18.28,39.53,20.52,61.13,46.25,19.01,70.48,55.21,45.71,25.02,52.1
2019-04-26,8.01,24.31,45.15,33.81,15.96,21.56,15.42,50.33,31.1,,31.83,3.13,8.41,22.33,33.41,28.85,,11.21,11.09,20.27,15.13,1.84,19.53,32.48,15.48,48.18,44.3,21.44,55.13,37.85,35.03,20.31,39.2
2019-04-27,5.65,34.25,37.74,36.69,15.61,26.9,13.17,42.91,27.63,3.29,29.58,3.11,8.41,16.49,35.12,25.73,,11.57,13.05,22.72,16.68,1.75,9.63,31.25,14.16,46.11,30.1,22.11,48.31,34.91,28.47,16.2,31.49
2019-04-28,4.67,38.69,34.3,40.55,16.54,36.185,21.0,39.53,25.22,1.03,30.13,2.88,8.41,15.46,96.39,27.03,,11.47,12.63,11.58,,1.72,8.16,28.42,12.64,41.9,24.68,21.495,43.96,25.0,27.0,15.33,26.77
2019-04-29,4.07,42.9,36.47,39.35,16.39,45.47,21.95,42.11,24.04,2.77,28.06,2.8,10.79,15.6,148.15,29.83,,11.59,11.78,14.69,,1.8,10.49,28.81,14.09,41.39,26.61,20.88,47.95,32.47,29.96,17.1,29.33
2019-04-30,4.84,43.25,40.86,21.27,16.97,64.97,31.29,47.35,25.42,4.2275,28.19,2.65,13.15,19.51,106.6,34.9,,11.65,11.69,17.3,,1.67,27.55,32.04,14.67,44.61,25.61,25.61,54.34,38.04,33.0,21.35,38.69
2019-05-01,3.53,25.06,45.35,21.34,15.03,57.64,30.12,52.75,32.7,5.6850000000000005,25.18,2.69,11.63,18.06,14.14,34.16,,10.26,10.09,34.3,,2.05,23.82,37.89,18.48,46.14,36.41,25.11,61.71,39.42,40.55,31.6,42.87
2019-05-02,3.52,13.04,36.98,22.81,14.06,45.44,35.65,52.82,33.73,7.1425,26.15,2.63,10.42,16.78,18.43,28.61,14.77,8.52,9.08,12.77,,1.78,15.3,36.76,16.87,48.99,38.31,22.77,56.25,43.14,36.96,28.9,53.3
2019-05-03,5.61,12.07,29.25,18.91,14.5,41.49,30.18,49.68,30.1,8.6,26.43,2.47,10.42,20.82,19.99,29.21,39.55,6.99,7.83,10.34,,12.12,15.34,32.94,16.34,38.04,37.62,24.61,48.91,32.48,33.59,26.51,36.63
2019-05-04,7.12,31.66,38.21,20.44,17.42,42.88,35.99,53.75,44.33,11.02,26.84,2.45,34.44,25.7,23.78,33.87,57.85,6.96,7.42,10.07,,3.69,15.87,35.59,23.84,45.42,45.18,37.99,72.62,35.32,35.62,28.92,38.22
2019-05-05,6.0,26.72,31.16,19.78,19.58,40.37,19.02,37.32,27.45,12.28,26.54,2.48,62.39,28.03,16.76,45.57,81.3,7.25,8.66,10.83,,3.5,6.88,24.28,13.6,28.19,26.24,23.4,43.24,33.875,25.71,21.44,26.33
2019-05-06,7.92,31.93,24.11,21.38,29.92,51.26,23.21,50.69,29.42,16.48,27.02,2.68,43.0,22.63,18.56,38.49,51.52,9.53,12.45,14.69,18.38,2.4,15.66,33.62,14.86,38.26,30.85,24.08,53.62,32.43,33.92,27.58,33.72
2019-05-07,7.81,25.79,32.23,19.99,26.05,80.51,23.04,50.24,30.99,37.18,25.36,2.6,50.39,18.03,16.96,31.65,25.51,10.15,16.57,23.89,20.92,2.34,8.97,33.62,15.93,41.59,35.41,32.67,58.77,41.57,31.81,32.8,36.71
2019-05-08,4.26,41.26,40.26,22.7,35.03,90.63,27.55,52.27,31.25,32.47,32.25,2.36,129.46,18.85,15.72,27.25,28.48,10.76,14.62,27.71,21.96,2.48,9.94,34.37,15.22,42.41,34.65,37.77,60.13,37.29,39.65,29.21,37.44
2019-05-09,5.75,16.66,29.76,19.4,21.13,43.71,26.75,56.35,30.28,9.57,39.14,2.47,67.89,16.51,28.79,24.94,24.71,11.87,18.12,30.75,21.26,2.79,11.64,32.71,14.84,39.44,31.54,34.09,51.78,35.38,32.79,26.99,33.5
2019-05-10,7.06,26.89,33.16,20.52,15.74,36.8,23.52,57.13,26.65,10.82,37.83,2.4,78.96,15.39,18.8,25.1,22.58,12.71,18.33,35.07,21.3,2.17,21.82,26.44,12.53,30.12,19.48,32.77,42.04,25.59,27.79,22.82,25.93
2019-05-11,6.98,3.62,41.43,19.14,15.34,45.41,20.02,70.66,32.25,5.77,25.82,2.59,30.65,19.56,18.71,26.78,19.75,14.4,18.79,26.92,23.37,116.71,16.54,29.98,16.04,36.95,27.39,27.94,51.93,32.32,38.18,26.62,33.96
