Date,AP001,AP005,DL002,DL008,DL013,DL014,DL019,DL028,DL031,DL034,KA009,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG006,TN003,UP016,DL003,DL009,DL015,DL016,DL026,DL027,DL032,DL035,DL037,DL038
2017-07-01,,,,,,,,,,44.12,31.77,,12.22,,1.12,,,,,3.54,,,,,,,,,,,,,
2017-07-02,,,,,,,,,,32.97,90.01,,11.48,,1.12,,,,,3.36,,,,,,,,,,,,,
2017-07-03,,,,,,,,,,32.02,104.87,,11.52,,28.45,,,,,3.46,,,,,,,,,,,,,
2017-07-04,,,,,,,,,,28.8,,,11.55,,16.31,,,,,3.57,,,,,,,,,,,,,
2017-07-05,,,,,,,,,,25.81,,,11.44,,6.45,,,,,3.23,,,,,,,,,,,,,
2017-07-06,,,,,,,,,,24.82,,,11.32,,6.36,,,,,3.63,,,,,,,,,,,,,
2017-07-07,,,,,,,,,,30.98,,,11.42,,6.59,,,,,4.21,,,,,,,,,,,,,
2017-07-08,,,,,,,,,,28.82,29.43,,10.82,,6.53,,,,,5.0,,,,,,,,,,,,,
2017-07-09,,,,,,,,,,41.79,32.09,,11.045,,5.6,,,,,4.05,,,,,,,,,,,,,
2017-07-10,,,,,,,,,,27.22,32.39,,11.27,,5.34,,,,,8.73,,,,,,,,,,,,,
2017-07-11,,,,,,,,,,26.19,30.96,,11.28,,4.73,,,,,4.66,,,,,,,,,,,,,
2017-07-12,,,,,,,,,,27.31,27.05,,11.15,,3.1100000000000003,,,,,5.08,,,,,,,,,,,,,
2017-07-13,,,,,,,,,,28.03,27.1,,11.36,,1.49,,,,,4.91,,,,,,,,,,,,,
2017-07-14,,,,,,,,,,29.06,26.36,,11.56,,1.01,,,,,4.76,,,,,,,,,,,,,
2017-07-15,,,,,,,,,,37.26,26.88,,12.17,,3.02,,,,,6.42,,,,,,,,,,,,,
2017-07-16,,,,,,,,,,35.52,26.78,,12.72,,5.03,,,,,25.84,,,,,,,,,,,,,
2017-07-17,,,,,,,,,,43.34,26.87,,11.61,,5.31,,,,,18.71,,,,,,,,,,,,,
2017-07-18,,,,,,,,,,49.2,26.88,,11.5,,5.62,,,,,5.02,,,,,,,,,,,,,
2017-07-19,,,,,,,,,,58.22,27.04,,11.62,,5.08,,,,,4.38,,,,,,,,,,,,,
2017-07-20,,,,,,,,,,44.64,26.84,,11.67,,5.81,,,,,4.54,,,,,,,,,,,,,
2017-07-21,,,,,,,,,,26.97,26.79,,12.32,,25.69,,,,,4.26,,,,,,,,,,,,,
2017-07-22,,,,,,,,,,23.32,27.12,,13.81,,17.67,,,,,4.02,,,,,,,,,,,,,
2017-07-23,,,,,,,,,,26.79,26.75,,12.45,,18.76,,,,,3.86,,,,,,,,,,,,,
2017-07-24,,,,,,,,,,28.58,26.97,,11.66,,17.37,,,,,6.52,,,,,,,,,,,,,
2017-07-25,,,,,,,,,,28.73,27.22,,11.93,,20.4,,,,,10.26,,,,,,,,,,,,,
2017-07-26,,,,,,,,,,27.09,26.72,,12.18,,19.2,,,,,8.11,,,,,,,,,,,,,
2017-07-27,,,,,,,,,,26.74,27.03,,9.756666666666666,,19.91,,,,,4.87,,,,,,,,,,,,,
2017-07-28,,,,,,,,,,25.11,26.46,,7.333333333333332,,18.94,,,,,5.12,,,,,,,,,,,,,
2017-07-29,,,,,,,,,,22.45,26.99,,4.91,,20.523333333333333,,,,,4.83,,,,,,,,,,,,,
2017-07-30,,,,,,,,,,22.24,26.87,,20.11,,22.106666666666666,,,,,5.66,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,32.0,26.22,,13.07,,23.69,,,,,5.48,,,,,,,,,,,,,
2017-08-01,,,,,,,,,,33.36,24.62,,17.78,,21.13,,,,,5.26,,,,,,,,,,,,,
2017-08-02,,,,,,,,,,38.35,24.78,,,,21.73,,,,,5.69,,,,,,,,,,,,,
2017-08-03,,,,,,,,,,34.14,24.54,,,,22.46,,,,,8.63,,,,,,,,,,,,,
2017-08-04,,,,,,,,,,33.24,24.15,,,,17.15,,,,,7.5,,,,,,,,,,,,,
2017-08-05,,,,,,,,,,36.4,24.57,,,,16.99,,,,,7.81,,,,,,,,,,,,,
2017-08-06,,,,,,,,,,43.5,24.46,,,,17.14,,,,,8.34,,,,,,,,,,,,,
2017-08-07,,,,,,,,,,33.07,24.53,,,,16.97,,,,,8.4,,,,,,,,,,,,,
2017-08-08,,,,,,,,,,36.53,24.43,,8.2,,17.76,,,,,11.54,,,,,,,,,,,,,
2017-08-09,,,,,,,,,,42.64,24.68,,8.035,,17.46,,,,,8.63,,,,,,,,,,,,,
2017-08-10,,,,,,,,,,31.22,24.56,,7.87,,16.89,,,,,7.58,,,,,,,,,,,,,
2017-08-11,,,,,,,,,,17.92,24.42,,8.08,,16.67,,,,,6.9,,,,,,,,,,,,,
2017-08-12,,,,,,,,,,23.546666666666667,23.93,,8.14,,16.47,,,,,6.12,,,,,,,,,,,,,
2017-08-13,,,,,,,,,,29.17333333333333,23.44,,8.16,,16.15,,,,,6.28,,,,,,,,,,,,,
2017-08-14,,,,,,,,,,34.8,22.95,,10.2,,16.33,,,,,6.99,,,,,,,,,,,,,
2017-08-15,,,,,,,,,,18.69,24.17,,11.41,,16.44,,,,,4.82,,,,,,,,,,,,,
2017-08-16,,,,,,,,,,23.94,24.61,,10.81,,16.53,,,,,4.92,,,,,,,,,,,,,
2017-08-17,,,,,,,,,,26.78,24.71,,10.46,,,,,,,6.0,,,,,,,,,,,,,
2017-08-18,,,,,,,,,,24.79,24.69,,10.79,,,,,,,5.61,,,,,,,,,,,,,
2017-08-19,,,,,,,,,,24.34,24.52,,10.59,,,,,,,5.09,,,,,,,,,,,,,
2017-08-20,,,,,,,,,,17.65,24.3,,11.29,,,,,,,4.45,,,,,,,,,,,,,
2017-08-21,,,,,,,,,,12.14,24.48,,11.48,,16.61,,,,,4.27,,,,,,,,,,,,,
2017-08-22,,,,,,,,,,15.5,24.4,,11.11,,16.23,,,,,4.52,,,,,,,,,,,,,
2017-08-23,,,,,,,,,,22.33,24.3,,10.79,,16.55,,,,,4.72,,,,,,,,,,,,,
2017-08-24,,,,,,,,,,23.83,24.49,,11.95,,16.81,,,,,5.14,,,,,,,,,,,,,
2017-08-25,,,,,,,,,,18.75,24.22,,12.13,,16.68,,,,,8.07,,,,,,,,,,,,,
2017-08-26,,,,,,,,,,23.26,25.06,,11.97,,16.64,,,,,9.01,,,,,,,,,,,,,
2017-08-27,,,,,,,,,,29.19,24.2,,11.01,,16.45,,,,,6.07,,,,,,,,,,,,,
2017-08-28,,,,,,,,,,15.6,24.36,,10.73,,15.14,,,,,6.84,,,,,,,,,,,,,
2017-08-29,,,,,,,,,,27.77,24.61,,10.48,,17.29,,,,,6.45,,,,,,,,,,,,,
2017-08-30,,,,,,,,,,38.09,24.58,,10.16,,17.11,,,,,5.73,,,,,,,,,,,,,
2017-08-31,,,,,,,,,,25.08,24.78,,10.15,,16.8,,,,,6.68,,,,,,,,,,,,,
2017-09-01,,,,,,,,,,17.6,24.45,,11.0,,16.89,,,,,5.56,,,,,,,,,,,,,
2017-09-02,,,,,,,,,,33.97,24.44,,10.74,,16.96,,,,,6.44,,,,,,,,,,,,,
2017-09-03,,,,,,,,,,25.9,24.2,,10.72,,17.03,,,,,8.13,,,,,,,,,,,,,
2017-09-04,,,,,,,,,,86.67,24.42,,10.52,,17.57,,,,,4.95,,,,,,,,,,,,,
2017-09-05,,,,,,,,,,30.21,24.44,,10.6,,17.44,,,,,5.61,,,,,,,,,,,,,
2017-09-06,,,,,,,,,,31.07,24.13,,10.41,,17.73,,,,,5.72,,,,,,,,,,,,,
2017-09-07,,,,,,,,,,36.46,24.37,,10.28,,18.13,,,,,7.5,,,,,,,,,,,,,
2017-09-08,,,,,,,,,,27.05,24.37,,10.5,,17.95,,,,,6.64,,,,,,,,,,,,,
2017-09-09,,,,,,,,,,31.1,24.34,,10.96,,17.99,,,,,5.53,,,,,,,,,,,,,
2017-09-10,,,,,,,,,,49.74,24.65333333333333,,10.68,,17.44,,,,,5.51,,,,,,,,,,,,,
2017-09-11,,,,,,,,,,48.0,24.966666666666665,,10.76,,17.24,,,,,5.37,,,,,,,,,,,,,
2017-09-12,,,,,,,,,,46.35333333333333,25.28,,13.18,,17.16,,,,,4.47,,,,,,,,,,,,,
2017-09-13,,,,,,,,,,44.70666666666666,24.62,,18.04,,17.38,,,,,6.1,,,,,,,,,,,,,
2017-09-14,,,,,,,,,,43.06,24.2,,18.68,,18.16,,,,,4.67,,,,,,,,,,,,,
2017-09-15,,,,,,,,,,31.02,25.08,,18.75,,17.77,,,,,4.0,,,,,,,,,,,,,
2017-09-16,,,,,,,,,,40.92,24.21,,19.45,,17.74,,,,,3.71,,,,,,,,,,,,,
2017-09-17,,,,,,,,,,31.89,23.37,,23.81,,17.5,,,,,3.75,,,,,,,,,,,,,
2017-09-18,,,,,,,,,,33.88,23.92,,25.83,,18.54,,,,,3.25,,,,,,,,,,,,,
2017-09-19,,,,,,,,,,45.0,23.97,,18.3,,18.73,,,,,3.21,,,,,,,,,,,,,
2017-09-20,,,,,,,,,,56.47,24.05,,18.0,,46.08,,,5.3,,3.18,,,,,,,,,,,,,
2017-09-21,,,,,,,,,,31.36,24.04,,18.16,,64.55,,,3.86,,3.21,,,,,,,,,,,,,
2017-09-22,,,,,,,,,,17.63,24.05,,18.15,,55.21,,,5.47,,3.11,,,,,,,,,,,,,
2017-09-23,,,,,,,,,,17.47,24.15,,17.74,,56.62,,,7.28,,5.12,,,,,,,,,,,,,
2017-09-24,,,,,,,,,,19.11,24.18,,17.13,,52.22,,,8.66,,5.71,,,,,,,,,,,,,
2017-09-25,,,,,,,,,,19.81,23.77,,14.95,,50.76,,,10.03,,4.74,,,,,,,,,,,,,
2017-09-26,,1.37,,27.12,54.22,13.63,,,,43.19,23.87,2.97,13.62,,58.53,,22.92,11.28,7.52,6.53,6.11,,8.91,,,,,,,,,,
2017-09-27,,7.61,,27.42,62.92,45.45,,,,66.66,22.64,2.85,11.1,,66.3,,29.36,12.98,7.93,5.99,8.26,33.37,9.35,,,,,,,,,,
2017-09-28,,0.21,,27.97,75.28,48.2,,,,68.36,21.83,2.5,12.24,,64.77,,28.87,12.16,7.65,5.85,9.32,37.52,7.95,,,,,,,,,,
2017-09-29,,0.21,,28.01,,36.24,,,,59.33,23.84,2.39,,,84.46,,22.880000000000003,10.91,7.13,5.33,9.91,,6.44,,,,,,,,,,
2017-09-30,,0.24,,27.39,,34.22,,,,62.02,23.87,2.22,,,86.2,,16.89,11.42,6.67,6.09,11.22,,7.72,,,,,,,,,,
2017-10-01,,0.17,,27.49,,30.09,,,,92.89,23.86,2.22,,,87.01,,22.19,11.66,6.65,5.67,11.46,,16.68,,,,,,,,,,
2017-10-02,,6.3,,27.94,,24.19,,,,65.22,23.89,2.23,,,69.51,,20.7,9.92,5.99,5.1,13.62,,10.73,,,,,,,,,,
2017-10-03,,0.24,,27.6,,18.93,,,,47.56,23.95,2.5,,,76.06,,18.15,7.76,6.06,8.2,2.04,,6.59,,,,,,,,,,
2017-10-04,,0.21,,27.46,59.06,23.43,,,,61.6,23.88,2.84,15.0,,87.28,,21.98,11.33,7.79,5.97,10.09,30.97,9.52,,,,,,,,,,
2017-10-05,,0.19,,27.18,51.8,20.8,,,,49.11,24.02,3.13,15.79,,64.25,,20.17,13.08,8.94,12.26,9.96,39.69,7.47,,,,,,,,,,
2017-10-06,,0.24,,26.98,53.76,19.71,,,,38.49,24.05,2.73,15.54,,72.01,,16.47,7.14,5.99,11.7,12.83,59.7,6.51,,,,,,,,,,
2017-10-07,,0.19,,27.44,51.23,25.16,,,,45.39,25.33,2.65,28.65,,67.27,,11.55,7.68,6.28,7.33,30.43,40.7,6.7,,,,,,,,,,
2017-10-08,,0.2,,27.26,56.71,27.98,,,,52.11,26.27,3.06,51.58,,62.2,,12.37,8.14,6.01,5.61,12.32,49.16,8.45,,,,,,,,,,
2017-10-09,,0.16,,28.54,62.05,40.9,,,,72.22,26.53,3.15,51.42,,64.8,,13.19,8.76,5.52,7.21,13.63,64.61,8.47,,,,,,,,,,
2017-10-10,,0.18,,29.29,92.08,34.71,,,,74.78,26.4,3.22,44.32,,67.66,,11.06,6.64,5.3,6.91,14.16,96.85,7.19,,,,,,,,,,
2017-10-11,,0.24,,29.43,112.94,41.49,,,,72.97,26.24,2.87,45.79,,56.05,,13.7,6.37,6.15,5.81,13.89,102.21,7.55,,,,,,,,,,
2017-10-12,,0.22,,28.32,49.82,36.91,,,,62.98,26.64,2.38,36.98,,38.2,,14.74,6.59,6.67,5.0,15.3,126.82,10.09,,,,,,,,,,
2017-10-13,,0.22,,28.29,48.2,30.6,,,,74.05,26.23,2.53,43.69,34.95,51.26,,14.51,6.58,6.33,5.96,14.41,84.53,6.28,,,,,,,,,,
2017-10-14,,0.18,,29.13,59.47,37.9,,,,97.95,26.16,1.73,41.55,26.23,57.82,,21.45,7.09,8.01,9.72,15.62,104.29,5.27,,,,,,,,,,
2017-10-15,,0.2,,28.3,45.1,26.46,,,,78.59,26.03,2.27,45.62,23.25,48.32,,31.69,7.66,7.67,12.11,14.8,82.02,3.6,,,,,,,,,,
2017-10-16,,0.22,96.16,28.37,59.81,28.97,10.35,,32.68,89.59,26.29,2.78,47.31,4.51,48.17,,13.8,9.43,7.39,10.07,14.8,82.05,2.8,,,,,,,,,,
2017-10-17,,0.22,96.18,27.34,50.4,17.71,11.3,37.85,34.54,64.75,26.83,2.58,47.38,19.39,42.19,,43.59,11.86,8.2,9.38,18.18,86.07,4.5,,,,,,,,,,
2017-10-18,,0.23,98.08,27.64,48.2,18.81,11.98,39.99,33.39,76.92,26.76,2.41,48.08,34.85,30.73,,19.96,12.14,8.0,8.16,19.48,66.11,13.23,,,,,,,,,,
2017-10-19,,0.29,97.99,27.73,59.61,18.81,11.86,46.45,43.66,75.21,26.71,2.34,51.89,24.28,25.67,,,14.1,10.22,6.43,15.49,101.96,37.12,,,,,,,,,,
2017-10-20,,0.28,102.06,27.52,57.42,19.95,12.12,47.1875,39.08,71.8,26.81,2.35,60.89,34.82,19.52,,,13.73,9.26,7.04,15.68,108.72,37.6,,,,,,,,,,
2017-10-21,,0.29,123.32,27.41,55.49,19.2,11.97,47.925,45.05,68.22,26.51,2.77,48.33,37.8,18.58,,,11.28,8.71,6.2,16.61,98.49,40.06,,,,,,,,,,
2017-10-22,,0.18,92.84,27.4,54.67,17.14,9.99,48.6625,36.76,58.61,26.26,2.64,50.88,33.78,19.13,,,12.92,8.71,5.85,14.44,94.26,31.47,,,,,,,,,,
2017-10-23,,0.21,85.77,28.74,59.71,26.14,10.46,49.4,35.99,97.67,26.38,4.33,54.25,28.43,13.53,,,14.27,8.89,9.91,15.3,68.64,25.43,,,,,,,,,,
2017-10-24,,0.16,105.43,28.26,61.91,34.7,12.63,54.94,37.25,95.05,26.59,4.13,56.56,36.3,11.72,12.4,,14.19,9.99,16.29,18.01,113.77,27.82,,,,,,,,,,
2017-10-25,,0.23,106.13,28.5,59.02,47.23,14.65,57.63,39.64,89.81,26.4,3.53,67.83,55.86,14.7,20.41,,12.64,11.07,12.16,16.27,83.43,23.24,,,,,,,,,,
2017-10-26,,0.19,120.95,31.33,92.47,60.14,12.86,53.82,36.46,74.19,26.39,3.32,62.82,28.0,13.34,20.54,,11.87,9.47,7.85,14.1,98.61,19.03,,,,,,,,,,
2017-10-27,,0.12,86.07,28.77,59.43,44.53,15.24,58.52,41.36,55.52,26.4,4.74,62.45,37.19,12.41,19.38,,11.99,12.27,7.27,15.83,105.51,22.42,,,,,,,,,,
2017-10-28,,0.17,91.64,29.06,58.11,46.37,15.13,58.59,38.54,72.19,26.62,5.19,66.54,54.72,8.52,20.14,,13.92,11.01,8.74,24.35,157.52,20.45,,,,,,,,,,
2017-10-29,,0.13,95.47,29.24,56.12,42.82,16.67,60.07,40.56,60.39,26.6,5.17,67.53,31.9,24.49,16.34,,13.82,9.73,9.68,23.42,296.43,29.86,,,,,,,,,,
2017-10-30,,0.08,102.11,28.31,53.88,40.22,17.17,63.28,43.54,70.81,26.61,5.08,67.76,22.7,16.65,24.08,,12.11,12.46,10.9,19.15,228.18,21.02,,,,,,,,,,
2017-10-31,,0.12,107.51,30.47,79.91,45.05,16.31,60.45,41.2,89.75,26.65,4.06,70.6,47.05,27.17,21.51,,11.88,13.59,15.0,18.2,142.64,17.79,,,,,,,,,,
2017-11-01,,0.15,63.78,34.36,49.69,41.195,15.22,56.22,38.88,59.36,26.39,4.15,66.67,75.21,63.93,21.96,,12.97,11.07,11.26,20.77,127.915,27.52,,,,,,,,,,
2017-11-02,,0.13,88.88,33.71,47.81,37.34,19.51,64.69,45.46,53.69,26.14,4.36,62.85,60.52,69.51,24.24,,15.23,11.64,14.77,21.86,113.19,31.08,,,,,,,,,,
2017-11-03,,0.11,67.76,34.86,60.3,37.43,15.21,60.38,40.36,90.84,26.64,4.86,62.9,34.72,40.61,25.86,,14.41,16.84,15.2,19.98,226.97,33.57,,,,,,,,,,
2017-11-04,,0.11,82.23,34.24,49.67,40.18,19.39,70.85,45.56,81.33,26.61,4.21,68.55,22.24,18.27,31.45,,12.42,20.34,14.71,20.13,138.93,33.37,,,,,,,,,,
2017-11-05,,0.11,99.35,36.35,59.49,39.33,17.37,67.71,41.5,132.66,26.44,4.03,12.81,18.0,14.48,30.11,,12.51,11.52,9.77,18.85,104.46,36.48,,,,,,,,,,
2017-11-06,,0.12,106.55,34.79,88.04,54.17,16.74,69.61,39.89,116.71,26.93,4.04,28.02,26.72,38.4,27.3,,10.92,9.89,9.08,15.26,115.22,35.47,,,,,,,,,,
2017-11-07,,0.62,134.82,33.9,64.87,126.75,109.6,101.93,50.87,112.24,26.82,4.0,26.67,44.08,36.23,27.67,,11.89,10.47,14.57,15.53,109.71,38.07,,,,,,,,,,
2017-11-08,,0.77,145.74,34.5,69.1,123.49,36.47,103.19,58.01,102.03,26.82,4.06,30.33,38.11,27.41,26.76,,13.63,11.32,17.39,17.13,115.62,41.97,,,,,,,,,,
2017-11-09,,1.17,97.98,34.8,67.4,136.81,28.13,71.65,48.6,113.34,26.77,4.03,34.51,45.1,42.99,51.35,12.45,13.03,10.54,13.47,15.56,173.56,51.92,,,,,,,,,,
2017-11-10,,1.04,110.46,34.53,62.54,187.13,26.22,66.57,49.01,139.87,25.71,3.8,33.64,42.53,26.33,89.19,12.93,13.04,13.5,12.87,19.48,301.18,42.02,,,,,,,,,,
2017-11-11,,1.11,110.2,36.07,91.38,199.04,25.85,68.62,52.81,145.61,26.5,4.18,42.69,34.04,19.2,86.44,13.09,14.25,16.68,16.03,20.13,247.22,34.8,,,,,,,,,,
2017-11-12,,0.625,100.48,36.71,76.6,162.885,29.52,72.87,66.22,132.98,26.38,6.27,32.33,51.3,15.49,60.32,14.79,14.24,13.89,12.88,22.76,125.17,34.76,,,,,,,,,,
2017-11-13,,0.14,110.06,38.0,71.14,126.73,26.73,69.6,59.09,121.13,26.54,5.93,22.98,39.2,10.48,43.28,15.32,14.18,13.13,16.72,23.01,138.19,55.7,,,,,,,,,,
2017-11-14,,1.38,91.37,38.69,55.55,54.46,24.16,60.82,61.71,59.44,26.59,6.2,14.01,3.9,4.89,24.0,19.05,15.33,15.04,17.37,28.55,153.74,77.23,,,,,,,,,,
2017-11-15,,3.82,70.9,38.61,51.42,46.99,20.47,49.25,49.83,63.15,26.72,6.47,15.25,8.45,6.74,19.16,19.5,17.71,12.1,15.05,41.61,134.43,44.19,,,,,,,,,,
2017-11-16,,1.39,83.83,37.41,38.24,44.81,22.76,51.53,49.51,70.92,26.88,4.84,12.81,18.44,4.46,22.93,21.26,16.27,10.74,12.73,45.0,144.9,36.71,,,,,,,,,,
2017-11-17,,1.13,76.83,29.83,36.92,28.96,22.14,48.36,43.28,66.56,26.65,4.17,11.88,27.38,1.96,23.67,21.23,16.7,10.05,12.24,18.33,154.41,44.11,,,,,,,,,,
2017-11-18,,1.49,65.76,28.72,36.06,26.16,21.79,67.91,44.56,48.15,26.87,3.82,12.53,28.23,1.03,22.77,16.3,13.19,8.88,10.14,17.88,138.02,40.6,,,,,,,,,,
2017-11-19,,1.72,57.9,27.84,32.67,26.57,17.3,48.18,33.43,34.75,26.56,3.68,10.81,29.23,0.27,20.01,17.17,15.31,10.62,10.18,26.36,323.48,55.39,,,,,,,,,,
2017-11-20,,7.27,51.07,30.89,32.43,30.24,19.97,47.6,34.6,43.58,26.43,4.08,11.28,30.51,4.6,11.74,16.57,15.59,9.58,10.05,19.22,264.99,52.54,,,,,,,,,,
2017-11-21,,2.41,58.71,38.6,35.26,37.14,22.6,52.22,30.01,49.83,26.4,5.17,14.86,31.57,10.74,11.24,18.8,15.87,9.5,9.44,22.02,301.28,55.5,,,,,,,,,,
2017-11-22,,2.19,66.74,36.47,36.12,27.64,21.4,53.3,28.87,53.0,26.84,4.46,13.14,19.33,15.27,12.15,18.48,14.74,8.4,7.2,21.52,245.08,55.77,,,,,,,,,,
2017-11-23,,13.3,66.58,35.68,36.5,31.15,20.6,54.29,30.05,51.66,27.21,4.85,13.34,5.77,32.84,27.09,26.92,15.59,8.38,6.68,19.33,235.51,58.61,,,,,,,,,,
2017-11-24,12.19,8.59,81.04,37.4,46.89,34.83,21.06,42.37,29.52,59.67,26.78,5.1,12.55,14.21,38.4,14.49,26.37,21.05,9.97,9.14,26.44,328.89,59.47,,,,,,,,,,
2017-11-25,10.72,9.98,88.4,36.59,43.58,36.56,20.26,48.59,34.62,65.93,,5.07,10.58,14.78,66.88,12.25,18.69,18.53,9.63,11.09,22.63,222.46,64.29,,,,,,,,,,
2017-11-26,10.28,10.32,96.21,39.99,60.09,62.26,32.26,50.57,36.63,111.42,,5.5,9.65,13.0,63.19,15.8,17.72,42.29,10.0,9.27,21.77,297.64,58.07,,,,,,,,,,
2017-11-27,12.91,10.87,109.74,35.73,43.94,37.64,23.35,58.09,40.1,72.96,,5.43,14.69,14.36,82.92,11.8,17.01,32.86,11.75,11.59,0.27,233.86,57.76,,,,,,,,,,
2017-11-28,11.42,11.96,115.62,39.49,55.39,54.25,44.81,35.42,35.37,92.39,,4.63,15.91,15.36,71.76,17.68,14.82,34.11,11.94,13.82,0.34,214.16,67.52,,,,,,,,,,
2017-11-29,12.25,9.56,129.08,63.23,100.97,81.5,18.72,42.43,41.49,181.98,,4.19,12.51,13.73,45.94,44.64,19.8,22.53,11.08,12.09,0.97,283.1,96.77,,,,,,,,,,
2017-11-30,10.95,10.89,109.71,47.49,64.85,68.17,22.9,,45.56,184.65,,4.77,9.54,15.31,31.52,25.36,18.42,20.13,10.25,8.17,7.98,303.53,66.11,,,,,,,,,,
2017-12-01,10.95,10.89,105.82,41.39,61.07,56.44,22.13,,41.79,120.36,,4.23,8.46,18.19,23.57,18.77,21.88,24.36,11.78,10.28,16.63,248.09,65.03,,,,,,,,,,
2017-12-02,13.12,11.75,119.6,38.0025,106.42,59.95,17.76,,42.88,176.8,,3.99,6.57,18.24,21.77,19.85,19.26,26.98,10.49,9.46,15.06,143.57,54.55,,,,,,,,,,
2017-12-03,14.36,11.2,118.87,34.614999999999995,73.35,49.77666666666667,21.72,,51.65,160.66,,3.64,3.21,17.35,27.55,20.9,16.4,18.45,10.11,8.27,13.72,285.55,55.3,,,,,,,,,,
2017-12-04,14.41,12.19,124.01,31.2275,98.18,39.60333333333334,24.34,,56.28,145.16,,3.81,2.19,16.72,29.75,26.29,18.09,19.79,10.42,8.1,15.09,292.52,53.82,,,,,,,,,,
2017-12-05,13.72,13.31,70.48,27.84,93.35,29.43,25.02,91.49,59.09,98.85,,6.323333333333333,1.0,18.2,56.91,30.25,18.2,17.95,9.65,7.39,14.35,280.86,49.47,,,,,,,,,,
2017-12-06,15.12,13.61,70.4,19.18,40.87,26.11,45.82,55.52,39.74,49.97,25.89,8.836666666666666,21.74,18.4,15.17,28.2,18.04,18.18,8.82,6.57,13.66,193.71,48.53,,,,,,,,,,
2017-12-07,17.34,20.2,51.78,19.68,35.12,27.6,17.22,57.03,31.27,44.23,37.81,11.35,9.95,16.94,15.52,23.72,18.44,20.95,10.01,8.3,14.31,175.89,45.96,,,,,,,,,,
2017-12-08,17.96,12.06,54.87,15.9,41.55,30.97,19.83,55.27,32.75,46.58,68.36,11.16,3.11,15.96,11.73,16.72,16.39,21.15,11.96,13.2,15.06,138.62,47.28,,,,,,,,,,
2017-12-09,15.73,11.12,74.35,16.38,49.78,60.44,23.21,73.45,37.39,87.67,30.02,12.28,2.67,15.41,13.05,22.53,14.5,16.28,13.29,15.78,13.87,139.26,49.98,,,,,,,,,,
2017-12-10,12.56,13.01,91.06,,45.84,85.3,25.61,108.05,46.74,141.69,42.43,10.85,2.49,18.26,6.26,24.02,11.24,13.75,10.47,,12.0,166.28,50.87,,,,,,,,,,
2017-12-11,15.2,15.85,112.6,,83.5,86.28,27.03,129.32,48.09,139.44,37.61,8.9,3.09,18.85,,24.02,11.58,13.28,11.07,,14.36,161.75,49.74,,,,,,,,,,
2017-12-12,21.24,17.37,105.23,,42.82,29.82,28.75,51.32,51.84,40.7,54.97,7.31,1.73,18.09,,39.0,17.62,16.73,10.65,,19.48,132.96,50.39,,,,,,,,,,
2017-12-13,17.63,15.23,82.29,,53.83,25.65,30.28,62.47,48.53,35.82,87.2,7.4,0.5,18.42,,25.48,22.55,24.96,11.64,,21.38,102.84,51.16,,,,,,,,,,
2017-12-14,19.34,14.84,81.28,,58.82,24.25,28.57,52.72,43.73,33.67,56.03,8.03,0.57,18.85,,17.55,21.95,24.17,11.32,3.5,17.35,149.76,55.73,,,,,,,,,,
2017-12-15,16.0,13.13,58.71,53.46,53.61,25.1,25.98,47.06,41.06,32.6,28.03,8.01,0.06,18.85,,14.65,22.25,24.78,10.98,9.07,16.35,244.64,52.78,,,,,,,,,,
2017-12-16,15.56,12.29,59.24,51.55,53.2,24.39,24.53,48.085,34.36,29.17,37.28,7.14,0.08,19.19,,8.62,21.11,20.86,10.54,9.48,14.51,208.34,50.33,,,,,,,,,,
2017-12-17,18.52,14.04,59.77,40.05,47.84,21.72,23.08,49.11,27.66,27.68,46.53,6.56,0.15,19.7,,11.47,19.16,22.2,11.83,12.02,14.72,249.01,50.09,,,,,,,,,,
2017-12-18,18.49,13.05,68.93,60.33,63.81,24.54,26.75,54.42,34.82,28.76,55.78,6.14,0.17,20.11,9.18,10.89,17.38,20.14,13.24,19.32,14.34,292.82,51.3,,,,,,,,,,
2017-12-19,19.66,11.15,92.05,81.255,71.39,41.11,29.44,66.3,39.93,53.01,65.03,6.16,0.36,18.55,15.08,19.245,12.66,12.08,13.0,22.16,11.26,185.64,47.94,,,,,,,,,,
2017-12-20,17.37,12.09,135.91,102.18,97.6,40.28,39.91,97.15,53.71,80.19,57.13,6.6,0.67,12.41,20.98,27.6,16.08,20.59,11.74,26.4,13.96,286.59,44.06,,,,,,,,,,
2017-12-21,17.28,12.53,121.06,123.105,76.11,35.45,44.79,101.44,60.02,68.43,49.98,6.23,4.86,6.19,16.83,21.03,19.15,24.32,13.18,26.08,21.08,166.91,50.96,,,,,,,,,,
2017-12-22,19.53,13.92,80.46,144.03,56.82,24.1,32.7,71.51,40.7,41.71,37.0,6.11,3.37,9.01,,14.83,22.7,28.14,14.77,26.58,28.52,242.56,55.77,,,,,,,,,,
2017-12-23,20.78,16.66,68.23,93.4,59.19,31.91,27.68,57.53,33.26,42.61,80.1,5.83,3.42,30.54,,13.09,21.73,28.66,15.43,25.89,32.75,276.08,51.04,,,,,,,,,,
