Date,AP001,AP005,BR007,DL002,DL017,DL019,DL021,DL025,DL028,DL030,DL033,GJ001,KA003,KA009,PB001,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN004,UP012,UP014,DL003,DL010,DL027,DL037,DL038
2020-05-16,0.52,1.8,,0.0,,0.01,0.02,1.64,14.82,,2.62,18.12,2.07,,1.1,3.15,1.38,7.92,14.69,2.59,29.35,9.24,10.1,0.0,0.0,3.6,25.02,13.47,9.37,1.32,22.74,18.11
2020-05-17,0.94,6.9,,0.0,,0.2,0.0,1.7,20.5,,5.3,17.83,1.58,,1.1,4.25,2.77,4.49,20.77,7.59,63.86,5.3,9.04,0.0,0.0,8.87,32.41,21.7,10.25,1.65,28.11,42.41
2020-05-18,1.07,8.55,,0.0,,0.3,0.0,2.28,24.68,,4.64,20.62,,,0.89,4.57,1.43,6.49,7.66,2.26,31.43,8.82,5.04,0.0,0.0,8.61,35.39,28.67,13.95,1.91,33.61,38.98
2020-05-19,1.45,5.23,,0.0,,0.39,0.0,1.14,44.13,,8.17,22.17,,,1.1,7.64,4.31,12.61,14.63,5.41,61.88,7.2,16.07,0.06,0.0,15.5,34.19,24.75,18.48,2.51,38.44,32.11
2020-05-20,2.08,17.09,,0.0,,0.85,0.0,4.67,15.51,,4.71,25.02,,,1.1,2.91,0.85,18.2,23.66,6.49,39.06,13.55,19.17,0.0,0.0,2.72,23.91,10.73,17.49,1.85,23.69,13.96
2020-05-21,1.08,10.55,,0.0,,0.12,0.0,0.64,14.52,,3.35,21.6,,,1.1,5.17,5.14,36.4,14.87,5.08,44.69,7.16,7.11,0.04,0.0,3.58,23.55,20.65,14.81,1.52,28.21,11.65
2020-05-22,0.82,3.49,,199.88,,0.17,3.11,4.49,30.38,,8.25,32.76,0.46,,1.09,11.29,6.19,5.79,24.39,7.63,99.84,48.17,29.61,0.0,0.0,10.82,34.25,26.88,22.12,1.9,63.95,60.5
2020-05-23,0.24,2.85,,122.54,0.0,0.12,0.28,7.24,29.9,,6.87,25.91,1.14,,1.1,3.35,0.75,9.87,24.85,7.89,63.95,34.14,35.57,0.0,0.0,2.06,10.16,28.01,15.47,2.51,129.8,78.86
2020-05-24,0.2,2.94,,11.51,0.0,0.98,0.17,0.25,11.55,,3.79,11.5,1.8200000000000005,,1.03,2.76,1.25,4.13,10.0,2.5,49.62,10.6,11.69,0.0,0.0,4.31,9.8,16.05,10.06,1.54,24.7,42.95
2020-05-25,0.26,3.31,,6.37,0.0,1.63,0.06,0.04,15.46,,3.3,12.49,2.5,,1.1,2.65,1.07,1.14,5.43,0.51,12.96,6.41,5.15,0.0,0.03,5.89,19.3,11.94,11.4,1.54,27.96,25.38
2020-05-26,0.31,4.76,,47.94,0.0,2.88,0.06,3.3,37.67,1.12,9.48,10.42,2.5,,1.09,2.85,0.65,1.57,8.73,1.37,7.8,4.95,6.94,0.0,0.0,9.17,24.24,42.12,22.93,2.24,38.12,78.02
2020-05-27,0.42,3.33,,48.35,0.0,0.64,0.04,0.79,15.28,1.22,2.84,15.74,2.5,,1.1,2.62,0.82,2.22,8.18,3.64,25.63,5.52,12.04,0.0,0.08,8.54,15.25,9.76,14.06,1.67,26.09,25.72
2020-05-28,0.38,3.76,,19.45,0.0,3.05,0.0,1.07,6.15,0.61,0.67,17.32,2.5,,1.1,1.28,1.35,1.72,8.06,2.52,34.43,13.32,7.87,0.0,0.0,0.84,0.62,8.58,6.85,1.04,13.29,6.91
2020-05-29,0.49,4.0,,31.83,0.0,10.27,2.01,0.43,8.86,0.52,0.89,15.33,2.5,,1.1,0.59,1.18,6.18,2.75,0.75,12.2,4.2,4.36,0.0,0.0,0.99,33.36,6.16,7.76,0.93,24.76,10.19
2020-05-30,0.67,10.1,,15.18,0.0,24.87,1.0,1.01,5.02,0.51,0.51,15.53,2.5,,1.1,0.89,0.68,3.47,4.8,0.75,11.5,11.71,6.85,0.0,0.0,1.79,0.0,4.95,6.44,0.59,26.37,19.01
2020-05-31,0.34,4.53,,22.69,0.0,29.75,2.0,0.01,6.53,0.63,0.78,15.14,2.5,,1.1,0.62,0.85,1.43,11.87,1.46,12.22,4.46,7.37,0.0,0.0,1.63,0.0,7.26,6.4,0.77,18.58,11.64
2020-06-01,1.75,5.02,,32.19,0.0,57.36,2.0,0.11,13.43,0.7,2.2,23.27,2.5,,1.04,1.35,1.5,6.9,14.43,1.45,38.21,6.9,8.98,0.03,0.18,2.0,0.0,5.42,16.55,1.9,24.94,6.84
2020-06-02,1.19,3.44,,62.24,0.0,70.11,1.48,0.32,16.09,1.12,3.71,43.9,2.64,,1.1,1.46,2.2,3.97,6.57,1.6,10.75,5.65,8.06,0.05,0.0,2.85,0.0,11.13,14.09,1.62,78.15,14.99
2020-06-03,1.18,7.59,,27.2,0.0,64.27,1.0,0.02,16.96,0.5,4.31,42.98,2.8,,1.1,1.67,2.47,4.38,2.99,0.37,6.61,5.12,9.41,0.05,0.12,7.4,0.0,12.33,13.57,1.55,36.9,14.46
2020-06-04,0.45,8.18,,70.77,0.0,96.81,1.0,0.02,29.94,1.12,6.16,32.56,2.8,,1.03,2.08,3.14,1.43,0.91,0.0,3.26,1.16,3.71,0.07,0.0,3.15,0.0,23.92,18.6,2.43,77.34,22.51
2020-06-05,0.47,18.1,,26.47,0.0,66.03,1.56,0.31,15.9,1.14,3.02,43.04,2.8,,1.1,1.23,1.75,4.18,1.15,0.02,6.62,1.09,3.79,0.04,0.18,1.94,0.0,11.81,16.54,1.3,32.81,24.12
2020-06-06,0.55,11.54,,15.14,0.0,25.78,3.91,1.17,9.39,0.46,0.84,25.23,2.8,,1.1,1.31,2.86,9.15,1.22,0.25,6.97,1.69,7.41,0.0,0.0,1.43,6.46,7.05,9.57,1.05,24.68,9.41
2020-06-07,0.36,10.65,,17.98,0.0,57.75,2.0,0.16,11.81,1.1,2.24,20.69,2.8,,1.1,0.34,1.85,16.51,1.65,1.17,11.18,1.52,5.946666666666666,0.06,0.0,1.68,8.28,7.09,15.59,1.53,39.9,7.72
2020-06-08,0.7,9.76,,76.99,0.0,47.76,1.71,1.2,11.31,0.19,3.92,20.35,2.8,,1.09,0.96,2.05,13.62,1.65,1.23,6.28,1.42,4.4833333333333325,0.07,0.15,3.78,47.98,7.95,16.42,1.17,29.01,10.75
2020-06-09,0.76,9.24,,82.19,0.0,74.52,1.0,1.61,17.25,0.09,4.24,18.91,2.8,,1.1,0.11,1.1,13.66,2.68,0.98,9.44,1.7,3.02,0.06,0.0,3.54,27.92,12.16,19.16,0.75,86.02,21.04
2020-06-10,1.21,7.89,,69.0,0.0,81.31,0.64,3.56,25.07,0.18,4.12,23.65,2.8,,1.1,0.0,1.6,6.29,7.54,1.16,25.92,4.23,4.41,0.0,0.0,2.01,16.34,20.09,17.47,0.69,88.41,28.81
2020-06-11,1.63,10.38,,39.98,0.0,74.49,0.31,0.66,20.61,0.03,4.44,38.36,2.8,,1.1,0.0,1.51,13.62,7.69,1.36,17.94,4.76,6.0,0.0,0.0,1.5,9.25,20.91,18.83,0.73,36.78,26.24
2020-06-12,0.52,18.89,,43.28,0.0,49.37,0.26,1.4,15.78,0.06,2.58,40.74,2.8,,1.09,0.0,2.49,7.98,2.24,0.67,7.04,1.35,1.69,0.0,0.0,1.48,10.62,13.44,16.94,0.59,65.74,9.24
2020-06-13,0.28,8.49,,40.87,0.0,45.02,0.12,1.38,16.16,0.11,3.0,30.2,2.8,,1.1,0.0,2.67,0.63,1.52,0.0,5.46,1.26,1.0,0.05,0.0,1.31,12.4,14.99,13.85,0.58,66.56,13.23
2020-06-14,0.57,5.91,,62.84,0.0,68.09,0.0,0.0,20.58,0.1,3.38,28.99,2.8,,1.1,0.0,2.03,2.84,0.9,0.1,13.05,0.81,1.11,0.0,0.0,1.18,8.41,12.89,21.86,1.07,38.83,9.05
2020-06-15,0.41,6.12,,35.09,0.0,47.58,0.0,1.72,13.71,0.04,2.68,44.29,2.8,,1.1,0.0,2.29,5.78,0.58,0.44,8.24,0.96,1.46,0.07,0.07,1.15,26.44,11.45,11.97,0.46,46.91,30.18
2020-06-16,0.78,6.55,,38.98,0.0,50.78,0.0,0.0,15.74,0.05,2.05,45.98,,,1.02,0.0,4.04,0.36,0.0,0.03,16.69,0.82,1.36,0.0,0.0,0.79,11.55,11.92,15.17,91.31,40.66,11.56
2020-06-17,0.54,6.96,,22.6,0.0,39.55,0.0,0.0,5.78,0.02,1.1,49.52,,,1.1,0.0,1.59,1.54,0.32,0.01,5.89,1.03,1.21,0.0,0.0,1.36,15.2,10.92,10.02,83.52,24.45,5.9
2020-06-18,0.81,7.65,,23.86,0.0,35.4,0.0,0.0,15.94,0.13,1.48,45.51,,,1.1,0.0,4.94,1.22,0.44,0.29,3.96,1.12,1.44,0.02,0.0,1.93,22.54,9.62,9.65,0.34,33.68,10.58
2020-06-19,1.43,8.98,,28.59,0.0,46.65,0.0,0.0,10.65,0.08,1.62,51.14,,,1.1,0.0,0.72,16.02,0.51,3.16,4.78,1.41,1.6,0.0,0.05,0.89,13.59,10.79,9.74,0.45,29.77,11.21
2020-06-20,1.29,11.89,,37.78,0.0,39.94,0.0,0.0,14.1,0.01,1.62,42.06,,,1.1,0.0,0.73,9.84,1.1,1.57,10.58,1.45,2.09,0.0,0.0,0.79,9.59,12.31,8.21,0.53,25.19,40.79
2020-06-21,0.77,10.26,,41.33,0.0,57.71,0.0,0.0,12.89,0.07,2.07,58.65,,,1.1,0.0,0.7,18.62,0.9,7.22,11.11,1.07,2.17,0.0,0.0,0.91,6.9,15.57,11.89,0.54,50.89,23.14
2020-06-22,1.55,10.24,16.42,46.12,0.0,62.03,0.0,0.0,16.2,0.06,2.21,53.61,,,1.1,0.1,1.39,10.94,0.91,1.05,6.73,1.55,2.29,0.0,0.12,0.87,12.9,13.06,13.35,0.48,37.15,20.27
2020-06-23,0.8,12.03,8.63,32.55,0.0,50.59,0.0,0.0,11.93,0.15,1.37,60.9,,,1.1,0.0,1.11,5.09,1.38,1.58,23.28,4.24,3.4,0.0,0.2,1.35,20.81,11.72,8.79,0.36,31.2,8.69
2020-06-24,1.03,3.15,4.21,34.97,0.0,41.51,0.0,0.0,9.42,0.06,0.84,55.13,,,1.02,0.0,2.41,2.35,2.04,1.38,16.16,5.26,6.99,0.0,0.0,1.63,22.46,13.77,7.75,0.5,31.17,6.32
2020-06-25,0.89,5.64,9.35,41.06,0.0,48.05,0.0,0.0,17.86,0.1,2.49,51.94,,,1.1,0.0,3.16,1.99,3.49,4.9,17.14,6.32,12.19,0.08,0.06,3.53,34.89,9.81,10.31,1.16,50.18,25.94
2020-06-26,0.3,5.37,6.28,51.23,0.0,89.16,0.0,0.0,23.97,0.09,3.27,49.31,0.0,,1.08,0.0,3.42,1.37,2.04,1.8,11.19,3.06,7.84,0.0,0.12,1.66,31.1,11.33,22.96,2.19,46.25,55.19
2020-06-27,0.27,12.07,6.22,16.82,0.0,46.53,0.0,0.0,17.15,0.1,1.75,37.76,0.0,,1.1,0.0,1.17,1.62,2.26,2.85,22.77,1.96,8.56,0.06,0.14,2.01,49.19,13.17,7.91,1.02,40.39,125.57
2020-06-28,0.43,2.21,6.03,17.67,0.0,43.68,0.0,0.0,15.93,0.12,2.64,49.58,0.0,,0.98,0.0,0.77,7.16,3.92,3.64,11.76,1.66,10.46,0.0,0.0,1.45,27.2,16.2,13.49,1.31,39.23,106.48
2020-06-29,0.69,0.01,7.54,88.68,0.0,61.03,0.0,0.0,14.36,0.13,1.98,60.21,0.0,,1.1,0.0,0.95,7.11,5.29,3.8,21.08,18.9,12.76,0.04,0.0,1.18,30.49,13.34,11.06,2.18,34.37,32.72
2020-06-30,1.42,0.0,11.09,21.55,0.01,42.86,0.49,0.0,9.03,0.02,0.86,44.1,0.0,,1.1,0.0,2.84,5.38,5.45,4.05,40.3,7.33,15.94,0.03,0.44,0.88,17.9,12.95,9.93,0.84,18.85,14.13
2020-07-01,0.5,,11.12,106.12,0.02,44.85,1.21,0.0,10.3,0.25,0.99,47.05,0.0,,1.1,0.0,0.93,0.55,2.2,2.7,60.42,2.34,30.85,0.0,0.0,0.0,5.36,17.62,14.68,0.5,38.88,17.65
