Date,AP001,AP005,DL002,DL004,DL007,DL011,DL012,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,GJ001,HR014,KA003,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN004,UP012,UP014,DL003,DL009,DL010,DL015,DL016,DL018,DL027,DL032,DL037,DL038
2018-05-16,40.74,11.08,30.28,48.58,31.17,43.02,36.98,37.8,21.74,38.59,34.39,193.29,24.15,33.2,32.58,27.07,,,39.76,,64.81,74.51,64.38,40.04,59.43,63.47,39.82,49.68,43.03,26.21,16.95,,,68.54,89.68,76.16,49.53,62.61,64.76,69.0,76.9,47.14,48.29
2018-05-17,54.21,10.33,56.23,60.42,49.25,59.65,46.89,35.53,44.93,54.29,45.51,278.42,23.51,26.79,45.71,31.93,,,34.53,41.86,75.08,78.72,74.5,29.43,54.67,55.48,37.13,35.25,35.2,,19.95,,,78.44,78.93,97.38,55.99,84.37,83.85,72.34,76.78,59.33,56.52
2018-05-18,122.21,24.42,51.0,48.13,49.77,45.33,39.12,26.96,26.89,45.54,41.97,237.92,20.69,29.7,28.57,38.54,,,31.18,38.02,73.44,96.94,63.85,32.79,75.18,56.68,26.63,41.14,35.24,,44.79,,,65.69,73.59,75.3,44.25,68.75,53.87,80.03,68.09,68.82,60.45
2018-05-19,64.07,18.33,49.84,44.58,37.43,40.67,38.31,36.53,29.75,35.51,45.64,289.83,20.93,36.05,28.57,24.78,,,29.52,35.54,88.04,107.72,99.04,32.83,73.09,57.89,30.25,45.45,34.46,,48.23,,,78.36,84.17,61.59,53.75,70.65,73.42,44.0,60.48,73.75,30.42
2018-05-20,40.47,10.75,35.71,55.61,49.46,48.12,37.27,41.84,32.17,40.29,38.25,212.67,18.76,25.52,32.35,42.36,,,30.25,38.8,79.09,103.05,99.16,44.98,90.42,69.46,43.94,54.55,42.81,,26.21,,,62.96,68.86,78.81,41.46,70.87,71.03,65.58,53.38,9.2,46.02
2018-05-21,51.06,12.4,45.39,57.56,45.7,52.3,42.62,42.5,37.21,50.96,54.66,204.5,16.589999999999996,15.35,43.0,59.94,,,35.44,38.82,105.4,106.72,107.58,57.13,90.49,78.29,50.49,47.16,41.24,,29.4,,,69.34,81.24,101.6,40.54,71.79,72.69,80.97,66.05,19.48,38.23
2018-05-22,29.12,14.19,39.28,54.77,47.7,48.97,48.01,42.68,36.78,56.29,50.52,255.5,14.42,18.15,50.37,40.76,,,43.48,40.73,96.59,89.67,87.28,42.51,82.14,65.61,26.38,53.67,44.94,,43.92,,,67.39,52.53,85.98,48.84,60.52,23.87,67.1,75.61,75.74,55.96
2018-05-23,79.94,11.97,74.05,54.53,57.23,55.17,47.73,39.78,35.87,46.87,49.08,319.88,14.43,28.53,37.23,48.3,93.32,,46.45,42.01,79.71,52.84,75.12,41.26,76.01,59.74,48.48,46.27,47.96,,33.92,,,60.3,39.26,69.65,53.57,52.49,41.15,46.0,60.08,70.75666666666666,60.12
2018-05-24,44.62,9.98,41.11,49.31,53.46,48.1,41.54,25.74,7.47,43.02,43.68,304.25,14.43,26.46,28.17,32.34,,,41.31,41.07,106.18,88.14,104.14,40.88,63.09,58.96,37.54,43.05,38.98,25.7,33.67,,8.79,59.92,41.52,84.12,40.28,61.43,55.24,64.5,53.08,65.77333333333333,45.71
2018-05-25,24.35,12.88,62.18,49.6,35.07,42.31,37.28,37.77,20.1,36.06,45.57,268.52,16.425,22.15,39.54,40.07,,,53.64,41.84,74.69,70.96,76.98,43.99,74.1,71.21,46.49,50.62,44.31,31.87,24.93,,,14.87,83.26,71.91,46.71,58.56,56.48,72.31,60.03,60.79,52.73
2018-05-26,29.05,21.74,36.23,48.97,10.56,46.17,29.63,42.88,36.65,37.85,55.93,232.79,18.42,21.29,36.22,33.52,,3.01,54.81,42.98,73.17,62.83,73.75,30.41,48.95,51.94,38.58,25.25,23.87,51.04,37.81,,,73.09,67.71,69.29,46.59,59.36,55.32,62.02,64.74,11.43,51.04
2018-05-27,62.01,17.36,43.26,48.91,10.56,42.61,14.86,39.46,32.55,31.83,50.93,291.21,20.415000000000003,32.08,34.52,37.12,,4.07,56.46,42.48,70.5,8.56,81.49,44.48,70.12,66.08,41.51,41.54,30.72,48.66666666666666,51.17,,,52.87,104.92,57.08,48.04,53.97,52.33,53.83,58.78,18.8,32.71
2018-05-28,64.58,13.69,35.87,58.5,10.56,49.38,30.71,54.96,32.9,69.91,53.3,281.21,22.41,20.76,37.37,31.1,63.54,4.86,50.82,40.83,64.7,82.78,95.78,31.51,62.86,58.85,40.71,42.69,34.98,46.29333333333333,43.95,,,79.37,53.25,53.2,45.44,51.22,68.3,53.95,70.46,61.45,55.92
2018-05-29,82.13,22.99,31.2,61.48,10.56,54.73,65.72,38.71,34.38,40.49,55.89,292.71,35.39,29.98,32.41,25.67,45.08,19.17,43.54,44.43,60.69,79.71,99.44,35.41,61.01,60.68,36.36,46.4,36.54,43.92,39.06,,,60.37,93.7,71.57,70.58,79.43,33.83,56.9,77.16,60.56,49.07
2018-05-30,105.09,37.66,23.19,57.57,10.56,51.12,49.05,32.8,35.45,42.77,43.91,266.67,41.96,38.01,43.83,20.24,46.85,22.95,40.51,41.35,43.92,49.56,42.28,27.37,62.38,58.19,38.5,39.79,41.18,,43.58,,,63.97,111.8,70.06,51.4,78.03,84.09,73.14,67.86,21.7,45.08
2018-05-31,100.6,42.74,18.4,49.99,10.56,42.79,36.56,26.44,20.43,30.5,41.08,208.5,29.47,36.0,46.42,19.51,33.24,18.29,32.53,34.32,64.09,58.71,62.4,30.7,61.87,59.85,33.63,41.42,40.71,,50.16,,,54.05,95.13,21.17,43.91,58.97,62.84,57.97,62.86,74.91,37.98
2018-06-01,79.11,30.22,16.09,63.33,10.56,63.1,50.21,37.48,2.68,36.03,48.01,205.41,37.86,41.63,37.06,15.87,52.3,22.77,26.52,23.58,58.83,44.01,59.72,35.94,75.78,70.59,40.8,52.73,52.65,,43.0,,,72.88,110.55,100.03,42.42,77.48,77.25,78.07,62.87,85.52,39.32
2018-06-02,57.54,30.05,26.89,64.84,10.56,52.76,56.07,50.04,24.98,38.406666666666666,47.99,183.455,40.43,41.27,36.63,18.23,64.64,22.85,28.29,20.8,62.73,50.75,69.92,23.79,45.39,48.96,25.13,27.76,38.23,,43.99,6.66,,71.31,125.61,87.37,61.57,79.05,81.72,84.65,51.16,96.21,44.83
2018-06-03,77.6,14.32,14.21,63.56,10.56,50.68,55.13,41.27,42.1,40.78333333333333,50.98,161.5,35.37,38.8,30.15,14.453333333333331,59.53,3.77,30.1,23.36,56.25,42.23,58.63,29.36,60.11,62.02,33.06,45.16,36.32,,47.96,,,75.23,107.2,76.81,60.05,77.75,83.27,84.98,2.12,102.69,38.2
2018-06-04,100.25,68.27,15.68,68.29,10.56,51.74,58.97,42.29,46.56,43.16,47.24,176.29,39.51,41.86,36.71,10.676666666666666,56.57,10.49,29.15,33.48,45.52,31.17,49.11,35.54,79.95,73.44,50.23,55.77,51.27,,42.95,,,66.72,2.12,79.71,53.32,78.05,82.24,68.01,70.32,103.54,20.17
2018-06-05,126.43,40.88,19.26,63.12,35.92,46.03,51.24,,39.37,27.13,45.5,136.46,36.25,40.82,37.33,6.9,52.86,15.9,24.34,38.93,72.93,59.02,78.35,33.02,63.25,62.7,42.08,46.98,42.4,,34.07,,,53.51,0.9,73.05,54.19,57.61,69.05,59.27,59.86,21.59,29.27
2018-06-06,44.58,42.3,23.62,59.54,53.97,46.17,46.42,,36.99,34.61,44.31,166.92,34.94,50.37,24.86,14.85,38.29,5.46,26.6,42.855,90.57,87.24,105.66,22.77,58.98,58.43,24.53,43.55,43.0,32.56,24.85,,,30.15,47.44,64.13,41.63,59.69,54.34,43.09,54.29,54.83,24.53
2018-06-07,65.87,62.99,21.82,63.165000000000006,54.85,53.72,52.44,,37.32,27.6,42.3,154.25,34.28,44.82,42.16,17.93,45.59,9.44,20.39,46.78,75.81,68.04,88.16,35.95,66.8,63.81,26.96,37.34,41.56,26.82,26.69,,,53.8,103.07,71.96,52.41,75.71,71.12,66.71,64.96,85.99,40.44
2018-06-08,63.95,45.15,19.03,66.79,56.51,50.8,57.12,,29.02,22.82,42.03666666666666,187.79,37.69,46.91,41.93,13.14,47.58,5.39,26.3,32.46,40.62,35.36,27.41,28.82,58.31,60.12,19.08,37.66,36.92,,25.31,,54.79,31.56,93.59,65.33,46.71,66.8,55.68,46.45,51.08,65.22,22.14
2018-06-09,72.26,36.89,17.26,54.16,44.4,42.15,42.5,,24.51,25.55,41.773333333333326,126.0,27.24,60.72,37.04,5.08,32.4,11.14,28.03,28.03,33.51,28.44,31.0,22.52,48.27,51.35,12.8,34.82,33.07,,32.32,,,22.98,67.69,50.24,29.25,53.89,44.06,55.05,40.76,29.79,11.55
2018-06-10,60.03,32.48,31.93,43.95,45.35,43.94,38.7,53.35,42.61,32.66,41.51,135.88,20.01,56.01,32.64,9.92,25.9,10.72,23.88,33.35,45.88,47.47,55.95,15.52,32.91,36.68,8.64,17.17,24.19,,33.45,,,35.89,50.32,5.62,34.09,10.8,64.62,57.12,51.58,55.13,30.7
2018-06-11,46.41,29.61,22.9,44.73,33.76,39.66,33.96,19.23,38.21,29.49,35.72,219.65,23.22,46.12,22.92,14.76,35.87,9.55,24.69,27.6,52.74,39.27,55.34,11.66,26.26,29.23,4.16,11.58,22.8,,23.99,,,31.01,73.89,8.22,32.73,59.28,64.31,72.79,50.23,61.06,28.41
2018-06-12,46.96,10.92,18.21,40.05,31.82,26.76,26.93,14.25,20.2,16.81,38.26,469.06,20.11,37.48,9.99,21.0,22.91,13.11,24.44,38.92,36.29,36.42,40.72,8.43,26.35,27.13,12.6,8.7,19.09,,25.17,38.51,,19.49,58.32,5.02,25.04,41.51,39.75,48.42,33.13,8.54,14.92
2018-06-13,36.27,26.85,19.15,37.72,31.55,20.01,24.95,14.23,9.97,14.85,34.02,868.2,17.36,31.66,10.07,21.49,21.26,12.54,25.84,34.24,31.83,33.16,45.26,11.01,30.24,31.79,7.66,14.76,22.15,50.3,25.95,20.39,,12.81,46.04,5.55,15.82,29.26,27.7,33.23,21.14,13.28,10.44
2018-06-14,47.71,32.99,22.98,42.35,34.36,22.88,25.71,18.07,15.45,21.44,34.23,819.06,18.14,29.78,16.89,20.06,24.58,15.6,28.12,28.53,51.29,42.59,49.56,10.3,26.29,27.26,5.65,15.84,19.51,55.685,23.98,17.57,37.1,19.75,54.87,5.99,21.33,32.69,32.11,31.57,29.11,22.68,21.12
2018-06-15,62.14,30.34,21.7,42.93,35.36,27.07,24.78,18.32,16.54,29.65,35.17,565.25,17.76,30.29,18.68,17.65,25.87,20.32,28.01,31.27,49.76,50.34,50.87,10.71,29.7,29.53,10.24,19.5,21.99,61.07,31.06,13.52,17.38,21.03,56.97,5.35,24.92,34.52,31.51,39.51,27.88,36.51,25.45
2018-06-16,61.1,47.03,17.33,41.54,35.88,36.2,25.08,20.82,13.36,31.71,21.03,553.58,17.57,38.69,19.69,18.73,22.69,13.14,27.71,29.86,50.66,37.68,52.85,13.55,32.93,31.67,6.6,22.99,24.25,51.38,28.32,12.1,14.67,24.92,55.17,4.59,26.28,42.05,33.42,42.04,29.82,33.5,18.51
2018-06-17,59.68,46.02333333333333,21.36,47.92,46.74,36.2,34.27,26.0,14.6,43.28,19.92,307.08,18.06,49.42,20.33,,32.94,5.11,20.83,30.54,46.84,33.78,47.97,11.7,29.62,30.75,7.68,17.96,20.54,41.69,32.73,19.22,12.62,31.91,73.55,3.19,26.63,55.66,41.51,59.48,38.37,20.88,32.18
2018-06-18,52.83,45.016666666666666,26.26,50.3,60.45,36.2,32.83,23.3,19.01,44.4,18.79,152.88,17.87,43.95,30.82,,38.3,11.02,24.01,41.74,59.77,40.88,59.59,13.12,25.11,31.34,8.46,18.99,21.42,32.0,29.86,13.34,23.26,33.68,105.09,4.01,33.05,59.43,51.74,69.1,52.1,49.33,36.66
2018-06-19,54.36,44.01,24.95,51.37,45.39,45.53,38.94,28.61,23.79,61.1,20.27,146.29,22.1,41.69,35.9,,47.44,14.71,20.66,46.14,66.54,55.37,65.07,16.91,32.63,35.55,10.18,24.08,24.06,22.31,25.5,16.19,19.01,45.54,98.93,3.51,44.55,90.26,72.7,92.25,53.04,63.34,57.88
2018-06-20,62.58,33.74,46.91,49.7,58.23,59.46,39.91,36.45,29.69,66.76,22.53,211.91,26.48,37.76,32.65,,43.45,22.59,25.56,34.83,64.21,49.15,70.59,19.34,39.07,37.64,11.04,30.84,26.99,,15.15,24.8,23.24,59.3,89.79,3.37,55.75,88.6,83.96,85.98,57.07,62.77,70.29
2018-06-21,62.72,27.5,29.28,62.36,60.1,56.81,51.29,35.85,30.72,79.7,24.09,272.17,25.58,38.92,52.47,,65.28,24.29,28.31,42.11,65.93,56.5,71.01,19.97,39.33,39.86,11.6,29.94,26.02,,25.05,29.73,27.23,67.67,100.13,3.2,55.4,81.06,57.4,92.82,74.6,85.89,70.45
2018-06-22,68.32,26.54,47.47,52.81,62.45,70.74,47.93,31.7,34.48,66.34,28.51,230.43,28.2,36.52,78.04,,58.19,29.37,30.81,49.88,64.2,50.64,67.59,19.8,37.49,38.88,8.77,23.34,27.27,,27.11,29.29,28.94,72.21,62.86,4.03,65.82,56.32,69.44,57.52,72.65,94.01,66.26
2018-06-23,63.17,24.5,23.64,70.8,54.28,54.48,45.88,44.09,30.86,56.3,29.380000000000003,249.79,27.3,36.59,57.78,,57.77,18.56,27.3,47.67333333333333,67.39,50.27,70.49,17.17,35.86,37.2,8.89,16.66,27.17,,31.31,31.27,31.14,87.65,92.11,3.74,58.25,86.53,79.68,100.59,61.8,88.14,71.45
2018-06-24,64.6,33.16,40.32,53.75,49.38,49.43,40.9,37.03,30.42,53.99,30.25,180.22,23.75,33.06,52.7,23.07,40.94,11.4,29.0,45.46666666666666,67.28,52.9,66.32,12.19,29.66,27.73,7.25,16.85,21.09,,31.74,32.27,26.71,66.5,90.48,3.07,45.42,78.21,75.32,89.2,50.45,72.07,61.93
2018-06-25,50.27,40.09,7.27,50.65,36.83,36.41,32.93,15.27,21.24,41.54,31.12,49.62,21.87,45.38,24.9,19.96,29.65,13.87,25.78,43.26,63.32,47.6,64.28,11.04,25.85,26.05,7.1,14.64,19.2,14.14,27.84,29.26,26.05,21.66,89.3,2.96,30.34,39.04,48.4,55.16,35.16,50.62,33.19
2018-06-26,50.39,23.03,18.24,40.7,34.88,31.29,29.04,17.97,15.28,43.23,31.99,34.48,19.94,48.61,20.24,16.85,20.82,17.73,24.74,28.48,51.72,41.8,60.91,10.41,26.08,25.75,7.61,14.92,22.5,,31.3,23.94,29.48,37.97,59.94,40.26499999999999,28.15,25.02,27.56,40.4,33.5,36.9,19.78
2018-06-27,43.4,13.23,10.73,43.15,40.83,42.32,33.51,29.54,9.14,60.2,27.89,115.33,23.19,62.14,27.84,13.74,42.95,14.08,22.35,29.44,23.15,22.47,25.62,10.44,23.63,30.38,7.54,12.43,21.33,,25.83,22.91,20.16,64.78,69.97,77.57,35.77,54.33,44.78,57.55,33.5,53.54,35.69
2018-06-28,40.44,16.53,,10.0,34.06,37.38,24.33,19.87,6.42,58.85,29.27,66.52,17.68,72.07,26.56,10.53,26.08,13.78,26.13,24.31,41.7,21.46,59.72,11.59,25.86,35.01,10.3,15.02,22.16,,29.89,16.96,35.23,45.35,41.45,30.14,29.97,39.08,30.12,38.86,29.97,53.11,19.56
2018-06-29,48.0,12.07,,26.74,36.13,40.31,25.51,21.28,11.59,21.92,37.45,94.48,18.63,71.29,33.86,2.05,21.58,15.87,29.35,17.42,22.58,19.12,42.4,11.58,27.2,28.15,7.87,17.98,48.88,,30.33,18.71,27.62,52.59,21.0,28.91,19.53,37.0,30.23,42.29,27.24,34.94,24.16
2018-06-30,61.59,24.91,,27.33,33.39,50.6,27.77,22.46,10.9,21.87,34.19,86.0,15.91,67.77,31.4,0.72,20.93,4.31,35.28,26.17,26.94,20.9,47.74,13.53,30.17,29.84,7.44,20.69,30.3,,40.22,23.32,10.87,34.46,37.42,21.03,17.38,26.24,28.97,42.05,22.65,38.53,17.38
2018-07-01,46.14,21.67,,27.43,33.23,50.6,26.67,24.09,6.08,20.62,34.68,80.79,15.61,62.75,25.96,0.91,24.7,4.61,33.36,39.68,24.94,17.79,42.04,15.67,35.65,34.41,8.53,22.54,38.43,,35.33,14.51,41.89,33.24,44.91,23.42,10.52,15.64,29.71,34.89,25.04,16.26,12.72
2018-07-02,53.13,20.82,,27.5,33.75,47.27,24.23,29.37,7.65,29.81,37.71,98.49,15.93,58.07,36.64,1.16,22.89,17.1,32.83,36.15,32.03,11.13,45.63,14.6,31.83,31.02,9.21,20.73,37.26,72.99,35.64,15.48,20.04,43.88,54.59,28.94,18.15,19.55,39.6,44.09,27.46,23.71,16.11
2018-07-03,44.36,18.01,,32.09,37.55,37.32,35.03,29.46,13.94,38.31,40.12,116.77,18.86,63.71,39.6,1.08,28.91,17.37,30.42,21.49,31.22,21.34,41.19,11.31,25.85,27.39,7.54,14.43,53.53,,25.71,26.07,47.92,54.57,37.73,49.58,22.22,27.22,41.53,55.33,31.39,62.04,27.43
2018-07-04,47.28,22.69,,22.75,37.79,49.19,31.38,17.94,13.37,31.98,39.17,125.31,17.13,60.04,41.47,0.88,30.06,15.93,28.5,20.67,23.12,44.87,34.32,9.59,38.93,25.51,6.85,12.54,39.8,,23.34,22.84,60.92,68.0,54.7,43.51,34.53,48.4,48.46,80.13,39.64,43.17,36.62
2018-07-05,44.77,16.46,,25.02,38.8,42.07,30.15,34.2,18.4,38.26,36.26,140.31,30.8,59.1,33.31,1.04,26.33,19.5,28.1,31.48,24.02,40.13,34.29,9.2,83.06,23.91,6.42,13.11,23.01,,18.21,22.27,19.92,57.25,44.84,48.93,23.29,45.54,54.95,63.72,29.02,30.98,27.18
2018-07-06,37.35,16.69,,28.47,35.36,46.32,25.97,22.73,15.38,39.11,37.56,158.4,19.69,51.82,36.89,2.02,33.35,15.63,31.54,37.0,38.0,58.62,49.11,10.15,23.24,25.29,5.37,11.86,40.67,,13.72,27.85,14.12,59.85,45.6,44.86,24.3,31.73,32.22,59.28,34.79,29.43,32.18
2018-07-07,65.23,14.14,,28.1,50.02,54.63,40.17,35.22,19.23,60.28,39.3,158.11,19.6,49.44,51.03,2.03,43.61,15.43,29.99,40.35,53.37,67.7,55.49,9.86,25.54,27.42,5.9,11.63,33.02,14.48,16.31,36.71,8.06,78.87,65.22,75.64,34.64,53.64,60.07,86.45,38.72,41.7,50.47
2018-07-08,54.03,17.08,,42.61,95.03,62.12,42.5,45.93,26.41,66.45,43.77,178.47,23.35,47.66,67.32,2.51,40.61,15.14,29.37,38.63,50.36,65.22,55.5,8.5,25.72,25.98,6.47,11.93,74.83,,23.4,30.19,1.84,104.93,72.93,89.32,47.6,75.12,79.84,116.25,35.06,62.42,58.76
2018-07-09,61.43,20.19,,41.87,50.13,54.12,41.32,39.54,18.76,62.52,43.68,175.42,27.17,52.72,59.78,1.8,36.0,11.84,29.82,38.7,54.39,60.81,61.32,7.95,29.66,30.76,7.62,14.19,23.75,,19.44,27.41,7.26,76.31,78.78,70.46,44.72,50.71,44.11,72.88,43.37,47.55,30.52
2018-07-10,53.27,17.19,,37.49,42.22,43.91,36.93,34.61,15.49,58.58,41.21,127.54,15.18,58.63,44.42,1.26,29.89,12.66,27.51,25.46,51.12,60.34,58.4,9.51,22.91,25.76,6.62,12.01,20.73,,17.08,26.19,18.08,61.43,59.89,54.57,35.08,37.35,33.61,47.89,33.24,55.04,27.0
2018-07-11,54.84,9.27,,34.86,47.65,33.84,30.52,30.01,17.87,45.17,39.75,106.29,19.33,63.86,34.78,0.38,27.5,9.35,30.21,30.39,28.3,39.59,42.59,9.62,25.15,26.78,6.42,13.36,40.85,,13.87,21.3,33.61,49.12,50.09,43.74,23.81,30.09,29.41,39.74,26.02,14.06,20.46
2018-07-12,37.76,9.06,,42.62,45.73,42.09,46.51,38.24,18.74,50.15,37.47,130.96,27.67,58.9,41.12,2.77,28.76,7.11,28.53,25.23,25.54,39.45,35.99,9.65,23.21,25.1,5.53,9.87,48.58,,11.27,15.28,6.94,62.3,69.83,52.27,38.7,46.53,46.75,51.58,34.73,31.88,31.53
2018-07-13,30.33,12.36,,26.19,39.06,29.2,19.59,21.12,11.75,28.61,37.06,62.92,12.69,71.99,22.98,3.29,22.25,15.13,26.85,17.04,23.26,33.61,34.36,9.88,22.4,24.27,6.15,9.94,21.1,,13.4,16.43,4.32,28.94,35.73,24.64,24.62,23.98,20.47,40.15,18.99,29.07,15.77
2018-07-14,21.63,7.93,,20.11,43.14,27.51,19.8,50.52,10.5,25.69,35.96,98.67,10.47,73.95,15.18,3.69,30.65,15.27,27.58,37.11,25.0,31.94,39.47,9.54,17.6,21.48,4.7,6.88,35.11,,15.14,12.53,3.32,23.88,25.99333333333333,34.47,10.39,41.74,34.02,45.25,15.02,20.35,11.7
2018-07-15,19.52,5.98,,18.61,63.5,31.27,20.35,19.72,9.65,32.49,37.4,74.03,13.31,67.47,18.66,4.35,25.44,14.76,28.42,30.98,25.38,30.270000000000003,38.34,7.81,19.826666666666668,20.72,5.25,7.82,60.08,14.96,15.54,19.81,9.36,38.3,16.256666666666668,28.36,20.05,22.32,13.41,27.91,16.83,46.96,18.42
2018-07-16,20.89,9.15,,17.63,80.21,27.54,20.51,14.34,8.67,22.92,38.0,78.96,10.1,74.42,11.2,7.95,21.33,10.15,31.16,29.37,25.7,28.6,44.53,8.07,22.05333333333333,20.23,6.26,7.83,42.08,,16.12,21.75,8.47,19.33,6.52,19.0,20.5,16.53,8.52,18.33,26.74,41.6,9.25
2018-07-17,25.38,12.67,,18.56,61.13,31.95,25.86,20.25,12.26,30.7,39.99,116.47,16.91,64.3,8.84,3.34,25.31,15.7,34.97,34.97,25.66,34.16,40.98,5.86,24.28,22.17,5.01,9.8,49.37,,20.24,18.87,19.87,41.3,32.47,26.12,17.77,32.13,28.14,41.83,32.83,65.26,25.65
2018-07-18,28.24,12.63,,20.78,63.85,30.58,27.66,47.32,17.89,30.18,37.71,120.12,16.99,63.36,16.1,3.02,29.14,16.69,35.13,40.09,23.41,39.42,35.97,6.45,19.98,21.68,5.21,9.82,29.52,,22.81,22.04,29.74,39.64,33.85,29.32,17.76,33.03,33.07,46.28,16.66,39.82,17.72
2018-07-19,32.3,13.41,,24.72,45.63,30.53,20.45,49.36,11.81,35.12,36.84,96.8,16.05,63.83,13.22,3.24,24.94,18.09,33.87,41.53,17.84,43.46,29.74,6.25,22.23,24.34,6.24,13.0,,,16.08,24.29,19.1,38.64,38.94,32.53,16.34,50.16,46.88,50.28,14.52,23.02,14.71
2018-07-20,24.28,7.57,,20.67,48.47,26.59,21.16,11.95,9.06,36.07,36.13,95.6,12.5,73.61,9.5,4.47,26.85,24.04,34.64,27.54,20.53,38.36,34.47,6.57,21.71,23.22,6.15,10.79,,,18.83,22.6,9.27,20.76,27.87,31.51,12.58,21.97,17.68,30.08,13.71,11.58,10.3
2018-07-21,32.73,8.23,,22.7,69.89,31.36,24.85,22.07,9.26,28.59,37.01,105.53,14.2,75.05,55.61,2.96,27.51,22.03,34.21,30.64,16.84,37.24,23.03,6.61,28.38,26.02,6.7,15.9,,13.77,18.73,18.15,12.19,37.8,39.71,33.72,15.23,34.87,35.95,40.84,16.16,49.89,28.04
2018-07-22,31.82,11.48,,19.14,52.62,27.53,18.87,9.21,10.32,24.37,36.82,53.48,10.9,79.06,34.2,2.96,18.23,20.24,34.36,34.04,18.47,37.18,22.66,6.49,21.58,26.19,7.3,16.27,,,21.63,17.71,5.51,26.82,22.25,19.25,18.48,15.22,13.75,25.02,19.38,52.72,12.64
2018-07-23,34.5,17.24,,19.27,62.08,30.3,28.17,11.74,10.95,24.37,36.04,86.94,13.79,68.04,17.39,,17.47,16.73,32.27,39.98,18.3,37.12,20.2,5.88,30.31,24.13,6.59,16.09,22.34,,18.07,14.06,3.53,30.91,31.62,21.34,16.46,21.3,21.09,27.42,19.05,40.43,11.66
2018-07-24,28.85,18.61,,22.26,62.99,32.69,37.47,35.77,11.37,27.17,36.89,103.81,20.65,61.65,22.38,,40.1,10.86,30.19,38.48,14.52,37.19,19.65,5.88,20.86,21.62,5.87,10.73,36.59,,19.22,19.22,4.45,41.59,48.92,30.88,21.39,46.01,52.25,61.14,19.67,40.85,17.51
2018-07-25,26.08,16.97,,18.07,49.23,22.11,34.63,19.23,9.84,20.23,35.94,73.51,16.84,74.41,21.17,,15.22,9.86,30.52,31.95,12.71,33.96,16.79,6.06,21.37,22.0,6.34,,27.53,,14.35,16.4,13.12,17.74,26.05,20.3,10.37,15.46,12.79,16.7,9.63,17.41,7.77
2018-07-26,27.44,14.34,,16.0,33.33,20.56,30.76,12.58,8.6,16.87,36.04,43.81,16.12,83.11,12.03,,15.08,10.83,27.3,27.37,9.76,31.31,14.24,5.49,21.18,20.94,5.33,,28.01,,16.83,19.59,6.25,11.75,13.85,13.61,7.04,10.05,7.35,16.26,8.55,18.63,7.27
2018-07-27,29.93,13.41,,16.87,34.15,22.8,30.5,13.1,8.75,22.53,35.93,35.76,16.55,84.3,5.42,,16.21,12.86,30.17,31.03,16.04,41.6,18.27,6.02,22.34,22.37,7.01,,30.17,,17.6,31.96,2.74,12.85,14.74,16.27,6.73,10.68,10.47,18.9,9.98,26.94,7.33
2018-07-28,27.33,19.99,,18.19,34.99,27.32,30.71,17.49,10.14,20.78,36.61,56.71,20.02,80.34,5.41,,20.04,15.91,30.96,27.33,19.47,17.32,21.32,5.65,23.23,22.72,5.51,,28.84,64.31,21.29,34.4,2.02,21.86,22.28,17.88,5.68,22.41,16.64,26.52,13.05,18.65,13.53
2018-07-29,25.7,17.03,,21.62,33.82,24.43,31.45,21.44,10.44,20.47,37.02,124.49,22.5,71.12,5.58,,20.81,13.89,30.49,26.45,22.61,9.37,24.62,6.15,20.73,24.52,5.98,,27.58,,24.44,26.76,6.27,21.77,29.66,21.07,6.305,39.01,19.72,26.62,10.82,19.65,11.25
2018-07-30,31.12,14.31,,24.9,33.37,27.67,31.57,23.29,11.72,19.74,39.76,124.72,23.58,70.14,13.63,,20.75,12.15,28.73,32.44,20.32,8.14,30.39,5.56,24.14,24.06,5.5,,29.24,,22.0,29.22,5.29,29.67,33.75,20.21,6.93,27.51,22.91,18.42,12.07,22.18,7.19
2018-07-31,23.43,11.5,,25.37,33.28,23.27,28.51,21.45,10.18,24.99,39.01,163.92,25.19,66.62,11.9,,18.83,11.7,27.66,36.58,23.76,32.16,29.36,5.72,22.51,22.22,5.24,,30.44,,17.29,35.18,9.29,22.54,27.83,23.83,8.82,22.91,17.69,14.47,13.13,19.23,11.71
2018-08-01,29.91,7.96,,21.99,32.42,25.59,25.91,23.49,11.98,22.24,50.98,193.84,24.3,65.62,14.2,,18.01,13.1,24.5,39.25,30.14,79.28,31.9,6.45,22.34,23.92,5.4,,30.8,,12.09,36.58,2.72,31.06,33.15,22.09,16.59,24.77,22.96,16.41,12.98,21.27,13.61
2018-08-02,28.73,19.84,,23.29,32.62,23.4,25.45,21.28,10.49,16.57,90.08,268.36,25.78,57.59,13.37,,17.7,15.2,29.3,42.72,36.41,84.75,34.7,6.03,18.5,19.06,4.19,,28.83,14.08,22.31,33.22,15.75,25.52,31.41,16.76,9.84,20.22,16.7,13.48,11.86,20.58,10.61
2018-08-03,26.4,16.1,,23.21,31.47,21.41,22.95,19.09,9.61,17.38,88.52,245.14,28.77,55.47,23.44,3.22,15.7,11.22,26.01,30.38,31.13,63.28,29.26,5.92,21.66,21.13,4.4,,27.13,65.47,25.78,30.48,2.34,25.17,24.9,14.72,8.94,15.71,12.36,10.56,11.88,19.41,8.75
