Date,AP001,AP005,DL002,DL004,DL007,DL011,DL012,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,GJ001,HR014,KA003,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN004,UP012,UP014,DL003,DL009,DL010,DL015,DL016,DL018,DL027,DL032,DL037,DL038
2017-07-01,,,,,,,,,,,,,,,,,17.05,11.34,13.63,12.36,,1.35,,,27.33,29.61,40.68,,,24.55,,26.58,11.58,,,,,,,,,,
2017-07-02,,,,,,,,,,,,,,,,,17.83,10.47,14.29,6.43,,1.2,,,30.66,24.27,40.02,,,34.7,,30.39,12.27,,,,,,,,,,
2017-07-03,,,,,,,,,,,,,,,,,22.87,10.21,21.13,9.21,,1.17,,,27.54,27.19,41.02,,,26.47,,31.73,19.97,,,,,,,,,,
2017-07-04,,,,,,,,,,,,,,,,,16.7,9.67,19.87,6.62,,1.21,,,18.66,27.69,41.54,,,10.34,,31.65,12.88,,,,,,,,,,
2017-07-05,,,,,,,,,,,,,,,,,15.97,8.98,19.37,12.2,,1.27,,,19.74,28.87,42.46,,,23.07,,33.02,12.72,,,,,,,,,,
2017-07-06,,,,,,,,,,,,,,,,,17.69,9.26,18.33,5.68,,1.17,,,20.09,25.82,42.78,,,24.43,,14.95,14.05,,,,,,,,,,
2017-07-07,,,,,,,,,,,,,,,,,18.06,12.39,16.48,6.84,,1.22,,,19.94,30.99,40.49,,,29.22,,14.67,12.23,,,,,,,,,,
2017-07-08,,,,,,,,,,,,,,,,,22.11,9.39,16.13,6.66,,1.34,,,23.67,36.46,42.21,,,14.07,,12.8,14.48,,,,,,,,,,
2017-07-09,,,,,,,,,,,,,,,,,12.89,9.34,18.74,9.9,,1.7,,,24.02,29.14,45.47,,,25.97,,15.15,12.79,,,,,,,,,,
2017-07-10,,,,,,,,,,,,,,,,,9.91,10.61,17.31,13.14,,1.83,,,23.77,31.94,36.09,,,28.01,,14.62,10.66,,,,,,,,,,
2017-07-11,,,,,,,,,,,,,,,,,15.51,12.44,16.83,8.84,,2.18,,,18.95,23.6,38.16,,,23.74,,14.06,12.12,,,,,,,,,,
2017-07-12,,,,,,,,,,,,,,,,,8.85,18.42,15.24,6.22,,1.54,,,25.46,25.53,37.25,,,15.57,,15.51,11.2,,,,,,,,,,
2017-07-13,,,,,,,,,,,,,,,,,23.56,24.82,15.47,7.82,,1.35,,,23.43,23.07,39.16,,,17.01,,21.25,14.38,,,,,,,,,,
2017-07-14,,,,,,,,,,,,,,,,,51.31,47.62,16.82,6.46,,1.23,,,23.59,23.96,35.25,,,19.64,,24.71,11.94,,,,,,,,,,
2017-07-15,,,,,,,,,,,,,,,,,51.77,47.14,16.23,10.05,,1.85,,,31.73,24.37,34.93,,,22.59,,17.18,12.68,,,,,,,,,,
2017-07-16,,,,,,,,,,,,,,,,,58.72,23.82,15.52,6.79,,1.93,,,68.64,20.38,29.97,,,18.16,,23.17,10.42,,,,,,,,,,
2017-07-17,,,,,,,,,,,,,,,,,45.46,44.94,14.89,12.17,,1.47,,,42.03,20.04,36.59,,,17.79,,18.82,11.42,,,,,,,,,,
2017-07-18,,,,,,,,,,,,,,,,,61.17,27.09,14.13,6.09,,1.2,,,20.78,21.74,36.29,,,18.01,,15.85,14.37,,,,,,,,,,
2017-07-19,,,,,,,,,,,,,,,,,47.54,30.16,14.04,6.6,,1.52,,,19.24,19.91,35.85,,,20.05,,8.85,14.02,,,,,,,,,,
2017-07-20,,,,,,,,,,,,,,,,,8.18,54.5,12.35,7.06,,1.11,,,18.37,21.12,39.0,,,24.56,,7.21,12.18,,,,,,,,,,
2017-07-21,,,,,,,,,,,,,,,,,7.8,41.97,14.18,7.0,,27.07,,,20.71,24.48,39.55,,,20.82,,9.21,10.38,,,,,,,,,,
2017-07-22,,,,,,,,,,,,,,,,,8.25,53.85,15.343333333333334,7.66,,27.04,,,21.12,27.4,39.95,,,21.32,,9.92,11.06,,,,,,,,,,
2017-07-23,,,,,,,,,,,,,,,,,7.55,24.37,16.506666666666668,8.39,,29.35,,,30.04,24.16,40.06,,,27.78,,16.47,13.43,,,,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,,17.32,42.69,17.67,8.72,,29.0,,,32.24,23.32,37.28,,,22.76,,14.73,10.57,,,,,,,,,,
2017-07-25,,,,,,,,,,,,,,,,,27.7,50.04,17.05,8.18,,24.2,,,23.92,23.67,30.94,,,19.56,,10.6,11.07,,,,,,,,,,
2017-07-26,,,,,,,,,,,,,,,,,31.42,51.12,16.17,4.59,,27.41,,,22.55,28.5,35.36,,,19.21,,8.52,13.15,,,,,,,,,,
2017-07-27,,,,,,,,,,,,,,,,,30.62,55.9,14.58,5.83,,39.14,,,25.51,22.41,37.94,,,23.46,,12.72,14.22,,,,,,,,,,
2017-07-28,,,,,,,,,,,,,,,,,31.55,51.05,17.67,7.07,,37.46,,,21.21,21.23,37.55,,,36.31,,13.36,14.02,,,,,,,,,,
2017-07-29,,,,,,,,,,,,,,,,,38.82,56.82,19.56,8.31,,28.74333333333333,,,28.52,22.08,36.65,,,22.94,,11.45,9.24,,,,,,,,,,
2017-07-30,,,,,,,,,,,,,,,,,30.09,23.6,18.43,21.2,,20.026666666666664,,,27.27,20.21,36.41,,,32.14,,10.34,11.72,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,14.27,45.36,12.89,6.55,,11.31,,,21.68,28.36,36.45,,,30.77,,11.26,9.31,,,,,,,,,,
2017-08-01,,,,,,,,,,,,,,,,,18.17,54.93,17.21,6.55,,11.12,,,21.19,25.64,36.69,,,45.06,,12.99,8.7,,,,,,,,,,
2017-08-02,,,,,,,,,,,,,,,,,23.79,41.25,14.17,,,15.54,,,24.67,23.45,35.33,,,30.2,,10.63,7.71,,,,,,,,,,
2017-08-03,,,,,,,,,,,,,,,,,20.05,39.16,14.65,,,16.37,,,18.04,21.98,34.62,,,29.56,,11.05,5.61,,,,,,,,,,
2017-08-04,,,,,,,,,,,,,,,,,21.38,25.85,13.62,,,24.42,,,17.29,20.72,35.64,,,23.14,,49.89,8.69,,,,,,,,,,
2017-08-05,,,,,,,,,,,,,,,,,33.9,30.04,14.84,,,15.58,,,20.81,23.99,37.21,,,31.21,,179.82,7.6,,,,,,,,,,
2017-08-06,,,,,,,,,,,,,,,,,11.35,6.06,16.75,,,17.93,,,22.91,23.63,38.28,,,50.34,,180.25,10.16,,,,,,,,,,
2017-08-07,,,,,,,,,,,,,,,,,11.926666666666666,54.59,15.6,,,18.09,,,17.01,19.66,38.48,,,15.12,,27.18,8.28,,,,,,,,,,
2017-08-08,,,,,,,,,,,,,,,,,12.503333333333332,48.17,18.68,7.36,,17.38,,,13.77,19.83,38.68,,,43.31,,9.24,7.41,,,,,,,,,,
2017-08-09,,,,,,,,,,,,,,,,,13.08,33.6,16.63,11.345,,17.53,,,30.72,19.9,32.9,,,39.0,,8.13,6.32,,,,,,,,,,
2017-08-10,,,,,,,,,,,,,,,,,26.24,9.71,17.88,15.33,,18.32,,,28.71,17.91,30.6,,,13.38,,6.37,6.26,,,,,,,,,,
2017-08-11,,,,,,,,,,,,,,,,,24.16,16.65,18.51,13.05,,20.42,,,39.55,21.03,37.59,,,27.68,,10.02,6.07,,,,,,,,,,
2017-08-12,,,,,,,,,,,,,,,,,19.9,18.87,22.88,8.1,,22.36,,,38.26,23.54,34.38,,,18.79,,8.59,11.79,,,,,,,,,,
2017-08-13,,,,,,,,,,,,,,,,,30.96,23.74,21.49,7.06,,24.65,,,30.47,15.89,33.67,,,19.55,,6.22,11.57,,,,,,,,,,
2017-08-14,,,,,,,,,,,,,,,,,25.89,26.54,8.0,8.2,,22.28,,,33.61,21.2,33.67,,,18.83,,7.42,10.78,,,,,,,,,,
2017-08-15,,,,,,,,,,,,,,,,,32.28,7.35,20.27,8.14,,23.83,,,35.45,16.58,34.4,,,14.91,,7.46,11.91,,,,,,,,,,
2017-08-16,,,,,,,,,,,,,,,,,44.45,20.51,13.81,15.03,,24.37,,,37.02,23.94,36.05,,,19.78,,5.55,8.58,,,,,,,,,,
2017-08-17,,,,,,,,,,,,,,,,,34.76,21.86,21.56,12.63,,,,,38.48,24.89,34.92,,,14.83,,4.9,15.0,,,,,,,,,,
2017-08-18,,,,,,,,,,,,,,,,,38.85,21.39,19.78,8.45,,,,,39.22,17.38,35.36,,,14.8375,,3.95,6.81,,,,,,,,,,
2017-08-19,,,,,,,,,,,,,,,,,29.56,20.13,13.21,6.39,,,,,43.01,22.55,36.21,,,14.845,,5.960000000000001,11.1,,,,,,,,,,
2017-08-20,,,,,,,,,,,,,,,,,42.63,11.17,16.58,6.93,,,,,48.25,25.41,38.86,,,14.8525,,7.970000000000001,8.87,,,,,,,,,,
2017-08-21,,,,,,,,,,,,,,,,,30.77,16.04,16.88,7.43,,26.18,,,48.72,29.03,37.33,,,14.86,,9.98,14.82,,,,,,,,,,
2017-08-22,,,,,,,,,,,,,,,,,37.33,20.89,13.82,7.32,,25.1,,,37.9,23.06,34.08,,,13.04,,8.29,20.02,,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,,,,19.78,27.15,6.26,11.8,,21.75,,,39.05,22.5,33.85,,,14.83,,6.57,10.18,,,,,,,,,,
2017-08-24,,,,,,,,,,,,,,,,,36.38,21.84,27.62,10.72,,20.05,,,37.81,16.83,34.75,,,13.46,,9.13,14.94,,,,,,,,,,
2017-08-25,,,,,,,,,,,,,,,,,44.42,19.86,7.17,10.34,,18.91,,,43.0,20.97,37.71,,,13.89,,11.39,11.69,,,,,,,,,,
2017-08-26,,,,,,,,,,,,,,,,,39.49,19.83,3.95,8.18,,21.13,,,43.68,24.18,36.46,,,16.03,,9.25,15.29,,,,,,,,,,
2017-08-27,,,,,,,,,,,,,,,,,50.84,7.65,2.62,10.49,,22.05,,,41.76,16.87,34.14,,,17.52,,10.07,17.04,,,,,,,,,,
2017-08-28,,,,,,,,,,,,,,,13.61,,17.97,13.12,4.14,8.66,,20.16,,,42.92,20.77,34.81,,,28.73,,9.23,20.79,,,,,,,,,,
2017-08-29,,,,,,,,,,,,,,,,,29.91,14.98,3.7,7.79,,20.25,,,42.76,27.25,35.7,,,33.28,,11.89,23.96,,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,,,,30.46,16.33,5.1,9.76,,36.12,,,38.42,24.27,34.79,,,29.77,,22.56,30.97,,,,,,,,,,
2017-08-31,,,,,22.86,,18.26,,,,35.87,,,,,,18.97,24.66,7.45,8.4,,172.28,,,36.56,22.69,32.75,,,40.89,,14.09,24.62,,,,,,,,,,
2017-09-01,,,,,20.14,,,,,,20.53,,,,,,12.36,13.48,7.69,5.76,,109.72,,,45.29,27.54,34.38,,,35.94,,12.57,23.64,,,,,,,,,,
2017-09-02,,,,,,,,,,,,,,,,,12.16,15.86,7.59,7.36,,112.46,,,42.84,19.68,33.82,,,33.32,,12.96,23.44,,,,,,,,,,
2017-09-03,,,,,,,,,,,,,,,,,11.25,29.74,7.61,9.65,,18.08,,,44.34,22.97,32.7,,,45.44,,12.95,18.87,,,,,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,13.92,23.83,7.71,7.46,,22.85,,,40.17,26.9,33.43,,,52.5,,12.39,18.78,,,,,,,,,,
2017-09-05,,,,,,,,,,,,,,,,,13.67,23.99,7.6,9.71,,22.04,,,62.91,29.43,34.83,,,57.04,,12.05,17.41,,,,,,,,,,
2017-09-06,,,,,,,,,,,,,22.76,,,,12.08,27.63,7.6,10.56,,19.97,,,33.0,14.85,31.03,,,50.32,,12.08,24.29,,,,,,,,,,
2017-09-07,,,,27.92,,,,24.22,,,,,22.61,,,,12.97,12.5,7.75,9.02,,17.19,,,47.8,23.35,33.37,,,33.91,,12.43,18.74,,,,,,,,,,
2017-09-08,,,,29.0,,,,24.58,,,,,24.82,,,,17.47,34.54,7.71,10.01,,16.84,,,69.64,29.53,38.39,,,19.78,,11.65,34.18,,,,,,,,,,
2017-09-09,,,,29.56,,,,24.45,,,,,24.03,,,,20.76,15.06,7.7,5.57,,25.456666666666663,,,60.91,29.84,40.9,,,23.26,,12.51,38.13,,,,,,,,,,
2017-09-10,,,,30.87,,,,24.41,,,,,25.23,,,,17.71,9.66,7.7,1.31,,34.07333333333333,,,52.41,25.49,38.16,,,33.22,,13.33,55.66,,,,,,,,,,
2017-09-11,,,,34.63,,,,25.95,,,,,27.3,,,,17.61,9.5,7.67,6.47,,42.69,,,43.91,22.74,36.35,,,33.73,,12.45,39.94,,,,,,,,,,
2017-09-12,,,,26.84,,,,24.21,,,,,23.9,,,,14.26,11.3,7.62,9.97,,43.17,,,48.81,22.69,33.9,,,32.25,,13.93,44.87,,,,,,,,,,
2017-09-13,,,,31.21,,,,24.38,,,,,25.53,,,,20.02,12.87,7.63,4.83,,40.11,,,39.85,18.62,34.84,,,13.16,,18.26,40.02,,,,,,,,,,
2017-09-14,,,,35.58,,,,26.98,,,,,27.16,,,,18.91,28.38,7.69,5.8,,37.53,,,40.78,25.61,36.0,,,33.18,,14.32,26.91,,,,,,,,,,
2017-09-15,,,,39.95,,,,24.35,,,,,28.79,,,,22.56,18.53,7.56,6.43,,37.34,,,48.8,27.52,37.67,,,19.31,,30.02,31.32,,,,,,,,,,
2017-09-16,,,,25.8,,,,25.96,,,,,29.16,,,,21.38,14.39,7.68,8.74,,36.74,,,38.13,28.11,38.47,,,27.23,,30.01,34.27,,,,,,,,,,
2017-09-17,,,,35.72,,,,24.43,,,,,23.5,,,,30.88,5.9,7.59,12.89,,37.68,,,39.1,26.32,33.4,,,17.7,,29.99,33.18,,,,,,,,,,
2017-09-18,,,,44.75,,,,27.69,,,,,24.45,,,,38.15,6.18,7.71,5.95,,34.34,,,46.1,25.09,36.59,,,19.6,,23.31,31.17,,,,,,,,,,
2017-09-19,,,,39.32,,,,26.55,,,,,23.95,,,,36.53,19.64,7.63,24.39,,23.59,,,57.38,28.45,40.62,,,20.92,,4.48,32.84,,,,,,,,,,
2017-09-20,,,,40.47,,,,38.42,,,,,23.75,,,,30.21,25.61,7.73,14.87,,28.72,,,55.57,31.26,41.28,,,25.78,,5.2,28.26,,,,,,,,,,
2017-09-21,,,,26.46,,,,11.37,,,,,24.29,,,,11.61,24.16,7.66,17.82,,22.295,,,42.88,32.11,41.2,,,28.07,,6.13,25.59,,,,,,,,,,
2017-09-22,,,,21.62,,,,11.36,,,,,23.44333333333333,,,,9.48,28.96,7.74,14.15,,15.87,,,,32.72,40.48,,,30.08,,9.69,20.18,,,,,,,,,,
2017-09-23,,,,22.35,,,,11.35,,,,,22.596666666666664,,,,9.41,41.31,7.62,13.58,,35.1,,,,25.79,36.15,,,42.39,,11.25,14.57,,,,,,,,,,
2017-09-24,,,,27.08,,,,17.12,,,,,21.75,,,,16.84,29.38,7.57,18.05,,38.96,,,,24.25,35.22,,,37.77,,10.26,26.46,,,,,,,,,,
2017-09-25,,,,29.34,,,,20.65,,,,,22.1,,,,16.3,24.14,7.65,20.79,,36.47,,,,25.11,33.59,,,27.56,,10.75,28.52,,,,,,,,,,
2017-09-26,,,,23.12,,,46.89,20.93,,33.1,,,21.29,,,,12.34,27.37,7.67,23.75,,43.75,,19.4,,24.38,34.04,21.65,34.2,32.34,,11.58,32.57,,,,,,,,,,
2017-09-27,,,,,,,55.19,30.61,,19.85,,,17.42,,,,15.93,7.85,7.71,23.17,,51.03,,39.3,,22.01,34.89,,,21.74,,11.44,40.86,,,,,,,,,,
2017-09-28,,,,,,,54.59,7.81,,38.95,,,17.48,,,,23.68,21.6,7.53,30.83,,1.59,,36.7925,,24.97,30.32,,,22.01,,13.36,47.54,,,,,,,,,,
2017-09-29,,,,,,,55.47,,,,,,,,,,26.92,8.95,7.62,26.97,,1.55,,34.285,,26.9,37.01,,,30.37,,15.18,43.88,,,,,,,,,,
2017-09-30,,,,,,,51.82,,,,,,,,,,31.03,29.89,7.57,17.59,,1.55,,31.7775,,30.55,37.96,,,35.78,,18.72,40.57,,,,,,,,,,
2017-10-01,,,,,,,47.4,,,,,,,,4.99,,28.09,21.92,4.38,19.13,,1.33,,29.27,26.93,16.72,21.59,31.06,49.08,23.47,,16.36,38.75,,,,,,,,,,
2017-10-02,,,,,,,43.59,,,,,,,,5.38,,25.6,34.02,4.3,25.31,,1.11,,28.67,29.2,26.93,32.33,21.88,46.5,31.28,,16.98,31.89,,,,,,,,,,
2017-10-03,,7.62,,,,,54.1,,,,,,,,10.98,,32.0,29.93,3.61,27.74,,1.68,,24.26,28.77,19.58,30.12,15.07,80.65,30.05,,13.28,25.03,,,,,,,,,,
2017-10-04,,17.02,,,,,55.43,,,29.32,,,,,8.39,,30.07,30.31,3.93,27.86,,2.42,,19.34,30.82,19.22,18.51,8.97,68.6,16.24,,21.66,19.18,,,,,,,,,,
2017-10-05,,8.32,,,,,58.27,29.46,,38.51,,,,,3.26,,75.54,10.53,4.83,26.16,,2.07,,29.9,35.79,25.84,21.68,14.94,78.94,33.99,,19.26,15.51,,,,,,,,,,
2017-10-06,,11.04,,,,,58.97,11.32,,40.03,,,,,3.44,,54.23,28.31,3.99,28.63,,0.98,,32.61,14.56,15.23,22.68,17.53,46.99,29.66,,22.47,18.39,,,,,,,,,,
2017-10-07,,8.22,,,,,55.64,13.76,,31.03,,,,,2.92,,21.17,21.99,4.13,27.13,,0.67,,35.32,29.62,23.39,39.15,13.51,62.24,24.72,,27.32,23.64,,,,,,,,,,
2017-10-08,,7.6,,,,,59.89,15.739999999999998,,33.86,26.47,,,,2.6,,50.41,35.86,3.82,18.03,,0.43,,44.335,16.86,10.29,4.44,9.97,54.79,35.85,,26.75,30.46,,,,,,,,,,
2017-10-09,,9.07,,,,,48.66,17.72,,25.48,,,,,2.24,,22.99,20.43,4.44,20.02,,0.24,,53.35,17.28,25.72,3.8,9.0,68.26,35.88,,23.35,16.07,,,,,,,,,,
2017-10-10,,,,,,,51.26,,,16.35,,,,,12.8825,17.7,26.71,45.08,,23.88,,0.87,,35.65,,5.05,12.265,,72.21,28.71,,28.75,17.27,,,,,,,,,,
2017-10-11,,,,19.7,,,49.43,,,15.69,,,,,23.525,9.73,21.74,34.99,,43.3,,1.75,,26.63,,23.15,20.73,,53.43,40.74,,20.69,16.4,,,,,,,,,,
2017-10-12,,,,48.81,28.78,,68.64,,,13.95,,,,,34.1675,,34.77,22.7,,27.75,,2.18,,23.765,,,,,54.35,33.92,,29.91,14.39,,,,,,,,,,
2017-10-13,,,,41.88,19.47,,62.88,,,24.34,,,,,44.81,,31.99,14.59,,28.63,25.74,2.63,,20.9,,,,,79.55,11.17,,22.94,19.92,,,,,,,,,,
2017-10-14,,,,34.95,21.296666666666667,,67.62,,,36.48,,,,,40.23,,34.61,9.9,,24.69,32.6,17.37,,18.65,,,,,64.2,24.98,,30.85,31.36,,,,,,,,,,
2017-10-15,,,,28.020000000000003,23.12333333333333,,71.09,,,15.87,,,,,36.54,,36.07,13.39,,20.78,34.92,24.72,,33.5,,,,,59.23,17.31,,36.74,43.01,,,,,,,,,,
2017-10-16,,,15.62,21.09,24.95,,76.39,14.37,11.5,17.89,37.18,,35.73,,36.66,,32.59,15.03,,24.38,31.72,27.84,,10.58,,,,,72.67,9.19,,24.57,41.74,,,,,,,,,,
2017-10-17,,,16.52,23.31,20.06,,52.56,13.03,14.07,26.38,35.5,,30.19,,34.5,,32.26,17.23,,16.35,55.67,38.96,,,,,,,67.21,6.88,,11.94,41.2,,,,,,,,,,
2017-10-18,,,19.9,30.59,61.23,,40.24,15.515,8.85,41.9,41.24,,40.885,,35.62,,26.67,27.54,,25.89,69.68,63.0,,,,12.35,8.28,,57.6,26.01,,16.84,28.67,,,,,,,,,,
2017-10-19,,13.28,30.74,37.87,22.21,,43.2,18.0,25.12,35.29,46.98,,51.58,,36.92,,25.37,34.64,7.07,17.49,73.4,74.68,,,50.25,33.88,27.92,24.6,80.57,49.71,31.33,16.47,18.02,,,,,,,,,,
2017-10-20,,1.38,63.12,27.56,23.91,,41.37,21.9,9.45,38.59,46.46,,34.23,,40.79,40.28,40.66,38.72,3.83,12.32,21.29,54.63,,,13.35,8.65,15.95,56.92,85.88,39.31,9.85,13.39,15.55,,,,,,,,,,
2017-10-21,,28.44,43.23,37.13,24.17,,26.62,25.03,16.9,30.71,64.95,,64.61,,29.34,27.85,38.07,34.89,6.51,12.08,46.76,52.77,,,85.64,100.76,42.23,73.86,83.46,46.68,45.17,16.42,14.64,,,,,,,,,,
2017-10-22,,48.405,39.45,38.7,22.97,,19.37,18.875,42.29,32.5,49.255,,59.375,,32.12,26.22,32.95,28.1,6.23,10.86,29.48,22.34,,,61.405,63.55,34.705,51.205,68.38,44.44,46.06,21.1,50.32,,,,,,,,,,
2017-10-23,,68.37,44.78,40.27,21.77,,19.35,12.72,52.05,37.14,33.56,383.62,54.14,48.65,52.98,24.71,27.37,33.95,5.95,12.38,28.75,38.65,,,37.17,26.34,27.18,28.55,59.54,66.78,46.95,19.63,54.6,,,,,,,,,,
2017-10-24,,30.85,36.94,11.38,12.72,,19.57,6.85,82.48,28.21,25.49,402.83,30.37,52.26,24.84,19.89,31.42,27.3,3.85,11.79,42.91,41.03,113.25,,13.7,14.05,9.8,2.05,44.1,35.69,5.84,16.6,36.57,,,,,,,,,,
2017-10-25,,,41.75,26.93,12.396666666666668,,24.18,7.995,52.025000000000006,31.93,42.34666666666666,441.5,36.89,39.095,26.71,18.21,33.84,20.57,3.816666666666667,13.68,52.81,50.0,75.77,,28.316666666666663,39.49,23.383333333333333,16.0,107.68,25.7,11.71,21.01,42.93,,,,,,,,,,
2017-10-26,,,64.34,42.48,12.073333333333332,,24.02,9.14,21.57,35.29,59.20333333333333,430.83,43.41,25.93,35.63,23.6,29.87,12.69,3.7833333333333337,20.3,105.37,99.48,137.06,,42.93333333333333,64.93,36.96666666666667,29.950000000000003,74.15,14.58,9.12,20.28,44.04,,,,,,,,,,
2017-10-27,,,29.17,43.81333333333333,11.75,,23.36,11.68,14.87,38.48,76.06,381.58,49.93,38.76,38.45,32.46,30.26,19.69,3.75,12.62,91.06,58.58,58.7,,57.55,17.52,50.55,43.9,34.3,19.97,4.77,21.46,44.59,,,,,,,,,,
2017-10-28,,,42.63,45.14666666666667,17.46,,27.58,15.88,25.06,42.59,75.17,453.29,93.17,33.379999999999995,40.83,6.36,40.62,32.07,4.7125,13.11,31.63,105.05,51.05,,58.7575,22.1525,47.6675,44.9625,80.8,20.15,8.247499999999999,22.09,36.69,,,,,,,,,,
2017-10-29,,,61.66,46.48,23.17,,27.27,36.25,35.25,46.09,74.28,389.33,41.63,28.0,35.69,21.54,37.19,36.67,5.675000000000001,14.02,64.19,76.9,108.98,,59.965,26.785,44.785,46.025,58.83,29.74,11.724999999999998,32.41,51.83,,,,,,,,,,
2017-10-30,,,60.4,23.92,26.75,,29.19,34.02,12.42,38.34,80.71,417.75,9.44,72.09,35.19,38.775,34.82,32.74,6.637500000000001,10.89,99.72,65.46,143.14,,61.17250000000001,31.4175,41.9025,47.0875,59.805,9.72,15.202499999999995,33.73,41.87,,,,,,,,,,
2017-10-31,,85.18,53.28,38.95,30.33,,20.4,21.76,9.16,30.36,64.71,458.48,29.33,65.57,17.13,56.01,21.56,47.84,7.6,9.84,81.13,69.35,95.17,76.74,62.38,36.05,39.02,48.15,60.78,25.12,18.68,46.77,51.99,,,,,,,,,,
2017-11-01,,80.43,20.72,38.72,37.69,,24.19,9.56,3.45,36.36,78.33,370.85,18.465,49.79,32.84,48.62,33.53,43.92,7.71,15.1,37.73,41.46,51.64,85.31,68.64,45.19,34.58,54.48,63.52,11.94,11.34,41.4,32.65,,,,,,,,,,
2017-11-02,,78.48,32.85,41.27,44.49,,30.45,11.24,15.95,39.29,64.19,317.28,7.6,67.8,32.86,41.23,45.12,44.38,7.77,14.08,34.73,33.3,66.36,92.05,72.97,45.07,42.59,62.15,64.69,28.38,20.48,45.84,49.17,,,,,,,,,,
2017-11-03,,77.85,87.71,40.24,31.33,,20.38,40.64,8.83,38.78,75.82,331.63,8.54,50.32,36.82,33.84,30.22,52.18,7.77,15.18,61.8,60.82,82.61,81.5,65.2,35.08,40.41,53.3,55.92,33.54,25.13,48.18,45.2,,,,,,,,,,
2017-11-04,,70.0,82.96,32.94,29.9,,24.13,32.95,30.61,37.33,68.68,379.33,50.38,72.73,39.38,44.5,32.78,43.23,7.76,12.17,102.24,106.61,144.76,49.31,66.2,35.55,45.12,50.3,56.76,24.78,17.53,49.49,39.97,,,,,,,,,,
2017-11-05,,65.63,105.74,36.99,78.94,,30.34,14.93,64.8,31.28,70.88,420.92,26.92,68.25,37.99,77.28,34.6,17.19,7.69,15.85,91.2,84.91,124.08,,61.02,38.05,28.82,51.28,59.19,18.16,7.32,47.32,45.84,,,,,,,,,,
2017-11-06,,49.78,78.23,34.69,23.62,,25.71,19.7,16.48,21.85,68.15,448.65,38.04,65.93,20.89,52.82,24.93,6.75,7.7,20.13,86.46,72.06,102.01,,56.51,33.97,32.83,38.94,55.93,14.23,11.11,39.92,39.1,,,,,,,,,,
2017-11-07,,62.64,56.7,40.76,27.69,,31.47,23.9,36.22,18.41,100.41,585.43,49.61,68.22,20.54,27.74,29.88,7.02,7.74,3.93,57.79,53.13,54.3,,56.89,35.73,33.2,38.92,52.54,13.54,4.83,52.0,40.18,,,,,,,,,,
2017-11-08,,68.2,66.04,43.55,34.07,,33.44,22.86,16.91,32.26,117.73,963.0,25.8,72.27,17.97,55.03,21.77,13.74,7.82,3.71,55.75,5.63,71.88,,66.72,39.93,45.03,55.53,67.13,22.89,21.32,75.36,39.04,,,,,,,,,,
2017-11-09,,75.27,67.15,49.71,56.97,28.11,34.43,30.21,20.66,24.96,94.09,757.0,67.87,67.41,39.28,42.9,23.35,30.46,7.76,19.28,50.45,39.51,69.61,65.36,63.03,34.05,36.43,49.18,65.97,36.48,26.3,79.86,32.39,,,,,,,,,,
2017-11-10,,79.11,96.01,39.71,37.79,44.26,34.4,36.44,39.19,28.0,77.07,694.96,,64.81,39.71,62.31,19.26,24.08,7.77,23.6,70.05,89.97,81.79,69.5,74.13,40.71,37.34,49.59,63.72,21.91,26.36,67.62,33.26,,,,,,,,,,
2017-11-11,,109.06,100.84,44.77,33.82,48.81,31.62,20.2,22.65,24.3,88.95,690.17,,68.01,23.38,58.29,28.94,30.86,7.72,36.54,83.72,97.19,110.11,91.79,94.84,53.88,37.93,74.0,76.83,37.66,27.91,76.99,44.6,,,,,,,,,,
2017-11-12,,112.66,80.38,50.84,37.71,52.16,37.57,26.98,26.75,29.74,94.15,763.12,,70.81,4.06,67.89,37.87,14.76,7.66,31.48,57.81,113.36,99.61,69.93,74.11,32.87,25.0,58.82,61.68,44.62,21.11,66.54,55.21,,,,,,,,,,
2017-11-13,,89.53,61.24,40.8,37.2,40.04,34.2,24.65,21.12,30.52,78.5,714.75,,70.86,13.33,48.07,24.72,43.16,7.84,23.6,48.31,119.21,60.2,69.88,73.29,32.62,39.39,64.94,77.58,33.31,18.72,46.58,44.89,,,,,,,,,,
2017-11-14,,63.31,16.23,44.4,37.26,43.01,34.34,24.57,19.81,36.57,65.86,458.96,9.75,68.39,17.97,37.21,41.87,37.68,7.77,24.42,84.91,136.23,104.32,55.04,52.46,24.0,33.83,37.21,58.03,18.52,13.87,34.08,37.91,,,,,,,,,,
2017-11-15,,42.26,15.86,43.53,35.9,37.7,30.8,21.87,24.15,32.15,64.45,375.29,25.64,65.0,21.3,36.02,37.75,39.31,7.83,23.57,99.63,44.3,123.12,49.3,55.98,33.93,35.42,39.26,65.5,24.02,23.11,39.66,35.3,,,,,,,,,,
